Date,ARC1T.TL,CPA1T.TL,EEG1T.TL,EFCUPFFT.TL,EFT1T.TL,EGR1T.TL,HAE1T.TL,HPR1T.TL,INF1T.TL,LHV1T.TL,MRK1T.TL,NCN1T.TL,NHCBHFFT.TL,PKG1T.TL,PRF1T.TL,SFG1T.TL,SKN1T.TL,TAL1T.TL,TKM1T.TL,TPD1T.TL,TSM1T.TL,TVE1T.TL,^OMXT
2022-04-29,1.7926973104476929,2.452268600463867,1.5316473245620728,,18.76922416687012,3.518024444580078,6.517318248748779,11.4399995803833,,3.692463397979736,13.50362491607666,0.9629999995231628,0.8977048397064209,1.2200000286102295,0.3540000021457672,0.7700999975204468,1.8049999475479128,0.5322564244270325,8.46017837524414,0.7150720953941345,1.4494367837905884,12.41529369354248,
2022-05-31,1.8528127670288088,2.351672410964966,1.552165985107422,,18.344581604003903,3.793169736862183,6.078761577606201,10.979999542236328,,3.4094903469085693,12.934194564819336,0.8600000143051147,0.9112676978111268,1.0149999856948853,0.3580000102519989,0.824999988079071,1.690000057220459,0.5011623501777649,8.280868530273438,0.9023528695106506,1.3534119129180908,12.397632598876951,
2022-06-30,1.7668670415878296,2.197931289672852,1.5797191858291626,,16.900794982910156,3.6414430141448975,5.239313125610352,10.140000343322754,,3.4512393474578857,12.082469940185549,0.7940000295639038,0.8866361975669861,0.8960000276565552,0.3479999899864197,0.8899999856948853,1.659999966621399,0.4700683653354645,8.183063507080078,0.8532793521881104,1.2641366720199585,12.322071075439451,
2022-07-29,1.777740240097046,2.2966294288635254,1.5108360052108765,,17.155580520629883,3.87273383140564,5.171772003173828,9.34000015258789,,3.156213998794556,11.631113052368164,0.7990000247955322,0.8422994613647461,0.8299999833106995,0.3350000083446502,0.8968999981880188,1.7200000286102295,0.4792136549949646,8.142311096191406,0.8435829877853394,1.2498526573181152,11.970011711120604,
2022-08-31,1.6853195428848269,2.2662606239318848,1.4970594644546509,,16.943260192871094,4.200241565704346,5.094581127166748,10.100000381469728,,3.247133493423462,11.596393585205078,0.8349999785423279,0.7986000180244446,0.7900000214576721,0.3330000042915344,0.8949999809265137,1.7000000476837158,0.4645812213420868,8.085258483886719,0.9056396484375,1.25520920753479,11.858835220336914,
2022-09-30,1.552173733711243,2.15237808227539,1.3041867017745972,,16.730939865112305,3.876434564590454,4.8726582527160645,9.5,,2.894587755203247,10.67632007598877,0.7739999890327454,0.7057999968528748,0.6700000166893005,0.3100000023841858,0.9096999764442444,1.7400000095367432,0.4275427460670471,7.881496906280518,0.9483035802841188,1.2373541593551636,11.488245964050291,
2022-10-31,1.6104713678359983,2.1163153648376465,1.368477702140808,,16.561080932617188,3.867182493209839,5.403343200683594,9.649999618530272,,2.783257246017456,11.54431438446045,0.7049999833106995,0.6990000009536743,0.6600000262260437,0.2899999916553497,0.9200000166893004,1.75,0.4325726330280304,7.612531661987305,0.9380000233650208,1.2319976091384888,11.543834686279297,
2022-11-30,1.6104713678359983,2.211217403411865,1.3730698823928833,,16.561080932617188,4.0910725593566895,5.451587677001953,9.449999809265137,,2.987362861633301,12.221348762512209,0.7260000109672546,0.6200000047683716,0.6299999952316284,0.3000000119209289,1.1444000005722046,1.684999942779541,0.4609230756759643,7.848894596099853,0.828000009059906,1.2855627536773682,11.784717559814451,
2022-12-30,1.6503897905349731,2.334589958190918,1.377662181854248,,16.773401260375977,4.050364971160889,4.834063053131104,9.100000381469728,,3.098693370819092,12.290788650512695,0.6899999976158142,0.5699999928474426,0.6060000061988831,0.2899999916553497,1.1200000047683716,1.600000023841858,0.4773846268653869,7.6369829177856445,0.800000011920929,1.2712786197662354,11.617952346801758,
2023-01-31,1.654073715209961,2.7540571689605717,1.4052152633666992,,17.66515350341797,4.052215576171875,5.055984973907471,9.020000457763672,,3.604318380355835,12.499106407165527,0.746999979019165,0.5997999906539917,0.6579999923706055,0.277999997138977,1.062000036239624,1.6100000143051147,0.4883589446544647,8.280868530273438,0.8700000047683716,1.30877423286438,11.858835220336914,
