Date,AKO1L.VS,AMG1L.VS,APG1L.VS,AUG1L.VS,GRG1L.VS,IGN1L.VS,INC1L.VS,INL1L.VS,INR1L.VS,IVL1L.VS,KNE1L.VS,KNR1L.VS,LGD1L.VS,NTU1L.VS,PTR1L.VS,PZV1L.VS,RSU1L.VS,SAB1L.VS,TEL1L.VS,UTR1L.VS,VBL1L.VS,VLP1L.VS,ZMP1L.VS,^OMXV
2022-04-29,0.9401273131370544,0.9552938938140868,1.6732230186462402,0.4799999892711639,0.7565047740936279,15.172287940979004,2.700000047683716,7.044478893280029,2.074071168899536,11.873468399047852,,0.8853538632392883,0.7150210738182068,3.940000057220459,0.5799999833106995,1.215000033378601,2.599751710891724,0.5074864625930786,1.7906328439712524,0.6949999928474426,7.447787761688232,3.54990029335022,1.6997126340866089,
2022-05-31,1.0518255233764648,1.083837628364563,1.6410881280899048,0.4876999855041504,0.7260416150093079,15.008260726928713,2.619999885559082,7.69821834564209,1.9822980165481567,12.002419471740724,,0.8853538632392883,0.711240291595459,3.816999912261963,0.5839999914169312,1.165499925613403,2.707448005676269,0.5108361840248108,1.8232309818267824,0.7099999785423279,7.680531024932861,3.740922451019287,1.7385631799697876,
2022-06-30,1.061133861541748,1.0452821254730225,1.533067226409912,0.4600000083446502,0.697708249092102,14.745821952819824,2.5,7.890673160552978,1.9822980165481567,10.81209659576416,,0.8760343790054321,0.6837438941001892,3.5899999141693115,0.5460000038146973,1.0619999170303345,2.707448005676269,0.4631022810935974,1.7773056030273438,0.6100000143051147,7.308141708374023,3.740922451019287,1.7677011489868164,
2022-07-29,1.126291275024414,1.0624178647994995,1.6203149557113647,0.4438000023365021,0.6817708015441895,14.84423828125,2.5,7.69821834564209,2.019007444381714,10.712903022766112,,0.8760343790054321,0.6965755224227905,3.3010001182556152,0.5540000200271606,1.147499918937683,2.7254974842071533,0.4781761467456817,1.786490797996521,0.5400000214576721,7.54088544845581,4.276615142822266,1.777413845062256,
2022-08-31,1.1774861812591553,1.0709857940673828,1.5372217893600464,0.4404999911785126,0.6463541388511658,15.500336647033691,2.4600000381469727,7.024624347686768,1.9822980165481567,12.002419471740724,,0.8667148947715759,0.676411509513855,3.140000104904175,0.5400000214576721,1.0980000495910645,2.779646396636963,0.4790136218070984,1.8002684116363523,0.6499999761581421,7.54088544845581,4.356969356536865,1.7677011489868164,
2022-09-30,1.2100648880004885,1.0624178647994995,1.4873658418655396,0.3986999988555908,0.5949999690055847,15.565946578979492,2.200000047683716,6.928395748138428,1.9272340536117556,10.911290168762209,,0.8294367790222168,0.6599137187004089,2.609999895095825,0.5040000081062317,1.066499948501587,2.707448005676269,0.4463535845279693,1.7681206464767456,0.6200000047683716,7.261593341827393,4.017697334289551,1.7482757568359375,
2022-10-31,1.2100648880004885,1.0538500547409058,1.5372217893600464,0.399399995803833,0.6552083492279053,15.517902374267578,2.200000047683716,7.313307285308838,1.9088795185089111,11.308064460754396,,0.8107977509498596,0.6599137187004089,2.650000095367432,0.5040000081062317,1.0394999980926514,2.743547201156616,0.4790136218070984,1.7727131843566897,0.6100000143051147,7.0753984451293945,3.910558700561523,1.7385631799697876,
2022-11-30,1.230854868888855,1.0709857940673828,1.6452428102493286,0.4009000062942505,0.6534374952316284,16.48459243774414,2.259999990463257,7.409534931182861,1.9822980165481567,11.903225898742676,,0.8247770071029663,0.6544143557548523,3.0299999713897705,0.550000011920929,1.0439999103546145,2.707448005676269,0.5443336367607117,1.7956758737564087,0.675000011920929,7.773628711700439,4.339113235473633,1.7871264219284058,
2022-12-30,1.2785625457763672,1.0752696990966797,1.7948102951049805,0.3889999985694885,0.6233333349227905,16.12844467163086,2.1600000858306885,7.794445991516113,1.963943362236023,11.308064460754396,,0.8294367790222168,0.641582727432251,2.900000095367432,0.5180000066757202,1.0080000162124634,2.671348571777344,0.5744813680648804,1.8232309818267824,0.6299999952316284,7.354690551757812,4.276615142822266,1.7482757568359375,
2023-01-31,1.4359973669052124,1.08812153339386,1.8612847328186035,0.4199999868869781,0.7313541173934937,16.48459243774414,2.200000047683716,7.794445991516113,2.0557165145874023,11.208870887756348,,0.8480758666992188,0.6507481932640076,3.119999885559082,0.5600000023841858,1.0619999170303345,2.689398288726806,0.6255649328231812,1.8232309818267824,0.625,7.401238918304443,4.57124662399292,1.7677011489868164,
2023-02-28,1.636369228363037,1.0452821254730225,2.077326774597168,0.4850000143051147,0.7437499761581421,17.044252395629883,2.200000047683716,7.601990699768066,2.037361860275269,11.208870887756348,,0.9039929509162904,0.6434158682823181,3.2330000400543213,0.5680000185966492,1.0619999170303345,2.689398288726806,0.6255649328231812,1.8278234004974363,0.6399999856948853,6.8892035484313965,4.481964588165283,1.777413845062256,
2023-03-31,1.5171003341674805,1.0581339597702026,2.1105639934539795,0.4535000026226043,0.7614583373069763,17.213848114013672,2.0,7.265193939208984,2.0557165145874023,11.308064460754396,,0.9086527228355408,0.6342503428459167,3.0999999046325684,0.5680000185966492,1.025999903678894,2.689398288726806,0.5694566965103149,1.8553786277771,0.6800000071525574,6.796106338500977,4.57124662399292,1.7482757568359375,
2023-04-28,1.4741634130477903,1.1040488481521606,2.451245784759521,0.4350000023841858,0.7844791412353516,18.143701553344727,2.0799999237060547,7.066046237945557,2.092425584793091,11.1096773147583,,0.9226319789886476,0.6507481932640076,3.140000104904175,0.5299999713897705,1.0214999914169312,2.707448005676269,0.5801774859428406,1.8737486600875852,0.6499999761581421,6.237522125244141,4.606958866119385,1.7482757568359375,
2023-05-31,1.4741634130477903,1.1040488481521606,2.363712310791016,0.4329999983310699,0.8118749856948853,18.27486038208008,2.059999942779541,7.115116596221924,2.121088981628418,11.208870887756348,,0.9900000095367432,0.6507481932640076,3.400000095367432,0.492000013589859,1.034999966621399,2.7378947734832764,0.5418474078178406,1.8183528184890747,0.6499999761581421,5.772035121917725,4.4941229820251465,1.7482757568359375,
