Date,AAYAN.KW,AAYANRE.KW,ABAR.KW,ABK.KW,ACICO.KW,AGLTY.KW,AINS.KW,ALAQARIA.KW,ALDEERA.KW,ALEID.KW,ALG.KW,ALIMTIAZ.KW,ALKOUT.KW,ALMANAR.KW,ALOLA.KW,ALSAFAT.KW,ALTIJARIA.KW,AMAR.KW,AQAR.KW,ARABREC.KW,AREEC.KW,ARGAN.KW,ARKAN.KW,ARZAN.KW,ASC.KW,ASIYA.KW,ATC.KW,AZNOULA.KW,BAITAKREIT.KW,BAYANINV.KW,BEYOUT.KW,BOUBYAN.KW,BOURSA.KW,BPCC.KW,BURG.KW,CABLE.KW,CATTL.KW,CBK.KW,CGC.KW,CLEANING.KW,COAST.KW,DALQANRE.KW,DIGITUS.KW,EKHOLDING.KW,EKTTITAB.KW,EMIRATES.KW,ENERGYH.KW,EQUIPMENT.KW,ERESCO.KW,FACIL.KW,FTI.KW,FUTUREKID.KW,GBK.KW,GFC.KW,GFH.KW,GIH.KW,GINS.KW,HUMANSOFT.KW,IFA.KW,IFAHR.KW,INJAZZAT.KW,INOVEST.KW,INTEGRATED.KW,IPG.KW,JAZEERA.KW,JTC.KW,KAMCO.KW,KBT.KW,KCEM.KW,KCIN.KW,KCPC.KW,KFH.KW,KFIC.KW,KFOUC.KW,KGL.KW,KHOT.KW,KIB.KW,KINS.KW,KINV.KW,KMEFIC.KW,KPPC.KW,KPROJ.KW,KRE.KW,KUWAITRE.KW,MABANEE.KW,MADAR.KW,MANAZEL.KW,MARAKEZ.KW,MARKAZ.KW,MASAKEN.KW,MASHAER.KW,MAZAYA.KW,MENA.KW,MEZZAN.KW,MIDAN.KW,MRC.KW,MUBARRAD.KW,MUNSHAAT.KW,MUNTAZAHAT.KW,NAPESCO.KW,NBK.KW,NCCI.KW,NICBM.KW,NIH.KW,NIND.KW,NINV.KW,NOOR.KW,NRE.KW,OOREDOO.KW,OSOS.KW,OSOUL.KW,OULAFUEL.KW,PAPCO.KW,PAPER.KW,PCEM.KW,QIC.KW,RASIYAT.KW,SANAM.KW,SECH.KW,SENERGY.KW,SHIP.KW,SOKOUK.KW,SOOR.KW,SPEC.KW,SRE.KW,STC.KW,TAHSSILAT.KW,TAM.KW,TAMINV.KW,THURAYA.KW,TIJARA.KW,UNICAP.KW,UPAC.KW,URC.KW,WARBABANK.KW,WARBABANK125.KW,WARBACAP.KW,WETHAQ.KW,WINSRE.KW,ZAIN.KW,^BKA.KW
2022-04-28,204.2713165283203,87.1891098022461,156.99456787109375,251.31182861328125,170.0,539.0089111328125,462.4046936035156,48.70000076293945,160.0,266.48345947265625,,122.0,544.8610229492188,86.61157989501953,94.5,206.6660003662109,115.51907348632812,72.30000305175781,69.99331665039062,52.11978530883789,281.9803466796875,104.0,136.99285888671875,151.1806640625,92.0,61.80899810791016,516.937744140625,221.9696502685547,,67.7049789428711,,787.2479858398438,2649.691650390625,1015.7654418945312,255.66993713378903,1755.75634765625,159.0,457.1832580566406,429.9212341308594,50.20000076293945,122.9776382446289,,91.8000030517578,0.314749538898468,16.899999618530273,37.400001525878906,851.9429931640625,53.0,73.0999984741211,210.96563720703125,47.20000076293945,84.289794921875,294.557373046875,83.0,104.94068145751952,301.0,1069.8455810546875,3061.4658203125,97.7770004272461,181.8489990234375,85.4904556274414,166.64224243164062,437.955810546875,429.9202270507813,1927.766357421875,368.9402770996094,142.97982788085938,79.21207427978516,253.98741149902344,932.8885498046876,462.75299072265625,760.62548828125,68.9520034790039,358.13751220703125,71.9000015258789,116.99639129638672,204.49647521972656,392.9421997070313,260.9545288085937,159.9933319091797,49.0,196.99452209472656,151.16107177734375,208.98028564453125,701.069091796875,104.0,46.0,60.0,169.9756317138672,35.70000076293945,69.39202880859375,71.4489974975586,37.70000076293945,572.5009765625,683.3071899414062,86.69999694824219,101.98734283447266,69.0,84.47738647460938,799.8603515625,908.7026977539062,136.9040069580078,249.9503173828125,165.31321716308594,264.5246887207031,423.87347412109375,263.9551696777344,189.6820068359375,1058.7325439453125,134.5889434814453,108.4505844116211,155.98876953125,71.29841613769531,239.9514312744141,1091.6944580078125,98.80416870117188,121.0,68.38200378417969,98.75499725341795,47.5,846.9240112304688,27.700000762939453,155.98886108398438,132.06219482421875,418.1129760742188,830.8566284179688,27.299999237060547,359.95123291015625,739.598876953125,131.0,78.48937225341797,69.0,270.0,88.4000015258789,234.74163818359372,,323.3023986816406,38.79999923706055,107.61975860595705,680.86474609375,
2022-05-31,166.97572326660156,76.19048309326172,135.50155639648438,291.1597900390625,143.0,495.0260009765625,495.3679504394531,43.29999923706055,168.88800048828125,245.5066375732422,,104.0,544.9010009765625,81.9300308227539,99.0,163.8090057373047,108.7238998413086,69.0,65.99370574951172,55.504642486572266,270.8867492675781,91.0,138.9927520751953,150.27322387695312,92.0,56.66600036621094,548.9488525390625,214.9706115722656,,63.42005920410156,,688.23583984375,2559.7021484375,1099.7459716796875,238.39561462402344,1626.833740234375,148.0,458.092041015625,394.92767333984375,46.400001525878906,111.97964477539062,,73.4000015258789,0.3262647986412048,12.399999618530272,38.900001525878906,712.9849853515625,47.900001525878906,69.30000305175781,209.96578979492188,47.59999847412109,84.08981323242188,269.5072937011719,81.0,96.44548034667967,290.0,1009.920654296875,2814.80712890625,99.55500030517578,152.05999755859375,78.99118041992188,144.09646606445312,454.9644470214844,449.9165344238281,1974.7608642578125,359.9417419433594,123.98251342773438,76.68841552734375,239.98809814453125,849.8984985351562,384.4405517578125,694.2157592773438,76.61399841308594,360.3626098632813,68.0999984741211,139.9956817626953,189.3487091064453,387.9429321289063,171.9700164794922,168.9929656982422,49.5,177.0,142.87643432617188,196.90524291992188,703.5870361328125,100.0,40.29999923706055,53.70000076293945,160.9769287109375,31.899999618530277,64.59257507324219,61.5009994506836,35.70000076293945,524.4649658203125,657.752197265625,81.0,92.38853454589844,70.0,75.07486724853516,730.9043579101562,896.6093139648438,126.91100311279295,224.96530151367188,136.4801788330078,254.4476776123047,359.9343566894531,234.96563720703125,185.7140045166016,988.7501220703124,120.17764282226562,92.9833526611328,155.98876953125,64.9985580444336,228.96519470214844,986.7891845703124,95.90989685058594,121.0,69.52100372314453,90.18199920654295,43.70000076293945,731.9511108398438,25.299999237060547,157.98870849609375,113.57939910888672,397.2523193359375,724.875,26.5,329.9736328125,748.2356567382812,156.0,68.19076538085938,59.0,280.0,82.4000015258789,227.11474609375,,316.6360168457031,34.400001525878906,104.15453338623048,629.8748168945312,
2022-06-30,136.98008728027344,69.29135131835938,129.89405822753906,281.483642578125,123.0,420.7049865722656,512.7654418945312,43.29999923706055,160.88800048828125,211.8023834228516,,92.5,405.92620849609375,62.39392852783203,97.3000030517578,142.0,103.8704833984375,62.70000076293945,72.5951919555664,47.38198471069336,264.4145202636719,82.19999694824219,128.99327087402344,137.62442016601562,96.0,48.18999862670898,508.95257568359375,206.9784698486328,,57.42056655883789,,655.18017578125,2392.7216796875,922.848388671875,208.16357421875,1338.8631591796875,134.0,454.456787109375,447.9460144042969,42.0,99.9867172241211,,68.5,0.2955574989318847,12.399999618530272,30.899999618530277,808.9329833984375,41.09999847412109,60.0,205.9664459228516,48.0,94.78852081298828,275.5540466308594,85.0,85.45170593261719,288.0,1029.9190673828125,2806.646240234375,80.88800048828125,135.08799743652344,84.5905532836914,130.3734130859375,398.9688415527344,434.9193115234375,1889.7711181640625,324.9474182128906,108.98462677001952,67.4700698852539,225.99362182617188,894.8931274414062,319.5871276855469,672.5939331054688,67.99500274658203,344.7912292480469,59.0,115.0,173.35899353027344,421.9378967285156,147.97421264648438,152.0,49.0,147.0,128.22210693359375,206.9433441162109,632.2213745117188,98.6999969482422,32.29999923706055,56.0,136.98037719726562,29.200000762939453,60.89300537109375,54.51900100708008,31.399999618530277,422.9778747558594,675.5294799804688,79.0,80.98995208740234,66.0,72.85601806640625,729.904541015625,900.9281005859376,102.0,212.96714782714844,127.82938385009766,229.46697998046875,299.9453125,197.97103881835935,152.3800048828125,943.761474609375,110.5627899169922,89.38399505615234,146.9894256591797,51.99884414672852,213.96746826171875,880.811767578125,99.80217742919922,119.0,55.49399948120117,79.64199829101562,43.0,589.9606323242188,22.600000381469727,147.9894256591797,86.06765747070312,414.4851684570313,644.8887939453125,24.299999237060547,328.9737243652344,674.1015625,158.0,49.79326248168945,55.5,254.0,75.0,205.92906188964844,,299.9716186523437,38.20000076293945,88.18413543701172,593.8819580078125,
2022-07-28,145.97879028320312,73.4908218383789,130.8289794921875,311.3919677734375,144.0,460.033203125,485.2953796386719,38.5,158.2220001220703,227.25526428222656,668.3202514648438,92.0999984741211,405.92620849609375,60.99406814575195,96.4000015258789,143.0,100.95782470703124,64.0,64.99569702148438,47.651973724365234,264.4145202636719,78.0,122.99358367919922,141.3952178955078,98.0,56.18999862670898,512.9522094726562,199.97918701171875,,58.449310302734375,,701.79736328125,2296.732421875,932.8466796875,202.9810943603516,1474.8492431640625,131.0,463.54595947265625,487.9411926269531,39.900001525878906,100.98658752441406,,71.5999984741211,0.3063050210475921,9.899999618530272,29.5,717.947998046875,39.0,60.0,202.9669342041016,44.5,114.98607635498048,310.1058349609375,84.0,92.9474639892578,299.0,1024.91943359375,2991.639892578125,89.51100158691406,142.01499938964844,86.99028778076172,132.33314514160156,419.9671936035156,419.9220886230469,1919.7674560546875,334.9457397460937,119.98307800292967,66.01417541503906,232.9934234619141,854.8978881835938,317.71832275390625,681.8604736328125,67.03700256347656,343.6786804199219,61.0,159.0,187.6648101806641,439.9352722167969,155.97280883789062,151.0,50.5,152.0,124.55827331542967,177.60096740722656,683.4374389648438,106.0,36.59999847412109,59.70000076293945,144.97923278808594,32.20000076293945,57.89335250854492,52.60599899291992,33.0,439.9769592285156,642.19775390625,79.9000015258789,87.98907470703125,52.0,73.59596252441406,759.9005737304688,920.794921875,135.0,203.9685211181641,130.68023681640625,249.4210205078125,324.94073486328125,219.9678192138672,163.8090057373047,1024.7410888671875,113.44744110107422,87.9842529296875,147.98934936523438,58.99868774414063,190.9709625244141,923.8026123046876,85.33087158203125,135.0,55.40700149536133,78.51399993896484,41.5,714.9522705078125,25.5,150.98919677734375,101.57596588134766,432.6250305175781,661.8858032226562,24.700000762939453,329.9736328125,793.061279296875,158.0,62.591529846191406,59.0,273.0,80.4000015258789,214.40293884277344,,272.6401672363281,36.79999923706055,94.43372344970705,604.8797607421875,
2022-08-31,132.98068237304688,74.99063873291016,129.89405822753906,307.8732604980469,128.0,435.7119445800781,505.44049072265625,37.79999923706055,152.0,233.6187744140625,658.3223876953125,93.5,405.92620849609375,59.9941635131836,92.5,139.0,106.78312683105467,65.9000015258789,67.49553680419922,48.46493911743164,267.18817138671875,91.0,120.99369049072266,137.62442016601562,83.5,51.141998291015625,494.9538879394531,200.9790954589844,,61.70648956298828,,707.7310791015625,2300.732421875,916.8493041992188,209.8914031982422,1449.851806640625,141.0,453.54791259765625,458.9446716308594,42.900001525878906,97.18708801269533,,69.4000015258789,0.3078404068946838,14.600000381469728,37.900001525878906,790.7360229492188,40.79999923706055,73.30000305175781,201.96710205078125,48.400001525878906,117.98571014404295,302.33209228515625,83.5999984741211,92.8475112915039,324.0,1025.91943359375,3137.63916015625,88.26599884033203,150.6750030517578,80.99095153808594,115.66950988769533,411.9678039550781,441.91802978515625,1872.773193359375,342.9444885253906,115.983642578125,61.45151519775391,232.9934234619141,907.8915405273438,299.02862548828125,694.98779296875,66.0790023803711,334.78143310546875,72.4000015258789,184.0,180.9323883056641,471.9305725097656,154.9729766845703,130.0,45.0,161.0,114.48373413085938,223.93179321289065,696.03125,87.0,35.099998474121094,57.59999847412109,144.97923278808594,38.29999923706055,58.493282318115234,52.31900024414063,34.70000076293945,424.9777526855469,588.8657836914062,77.0,89.98883056640625,70.0,79.32857513427734,774.8985595703125,910.43798828125,136.0,219.96604919433597,141.5701904296875,253.955810546875,287.9474792480469,195.9713287353516,159.0469970703125,1095.7230224609375,111.52467346191406,87.48434448242188,149.98919677734375,45.6989860534668,170.97401428222656,889.8098754882812,92.41682434082033,139.0,60.053001403808594,81.48699951171875,43.0,751.9497680664062,27.899999618530277,148.98934936523438,101.57596588134766,429.9031982421875,643.8889770507812,24.399999618530277,334.9732360839844,741.3400268554688,120.0,60.29184341430664,58.900001525878906,239.0,84.0,211.8609619140625,,299.9716186523437,38.09999847412109,94.43372344970705,604.8797607421875,
2022-09-28,111.98371887207033,61.2923469543457,107.46611785888672,259.4926147460937,88.0,345.67138671875,435.8504943847656,37.0,148.44400024414062,200.89419555664065,603.7359619140625,75.5,405.92620849609375,52.79486083984375,71.5999984741211,112.0,96.20140075683594,63.70000076293945,58.897090911865234,41.15424728393555,254.24473571777344,76.0,121.99363708496094,114.0585479736328,81.0,38.28499984741211,519.9515380859375,194.97972106933597,,59.82096099853516,,648.3994140625,2078.758056640625,829.8635864257812,191.75218200683597,1069.890625,120.0,440.8234252929688,398.951904296875,33.900001525878906,79.48944091796875,,62.0,0.2947898209095001,11.0,37.0,317.61700439453125,34.0,67.9000015258789,171.97198486328125,47.5,108.98680114746094,259.14166259765625,82.9000015258789,77.6561050415039,408.0,994.9218139648438,2969.875732421875,80.44400024414062,95.9469985961914,83.9906234741211,76.75305938720703,379.9703369140625,472.9122924804688,1654.8271484375,328.9467468261719,98.88605499267578,48.24847412109375,206.99415588378903,889.8936767578125,281.2738037109375,649.4271240234375,61.29100036621094,322.546630859375,56.5,184.0,166.62652587890625,449.9338073730469,128.97752380371094,115.0,36.0,133.0,92.50275421142578,227.79244995117188,724.5776977539062,100.3000030517578,28.399999618530277,56.900001525878906,119.98280334472656,28.200000762939453,53.19388961791992,44.95399856567383,32.900001525878906,373.98040771484375,632.1981811523438,74.0,76.89045715332031,70.0,71.74708557128906,749.9019165039062,843.0623779296875,112.0,180.9720764160156,106.91957092285156,207.69903564453125,230.95787048339844,179.9736785888672,127.61900329589844,919.767578125,93.2578582763672,72.38703918457031,144.98956298828125,76.59829711914062,161.9753875732422,813.8261108398438,92.81603240966795,135.0,52.16299819946289,58.527000427246094,40.0,643.9569702148438,26.899999618530277,149.98928833007812,76.18172454833984,404.50885009765625,553.9044799804688,17.200000762939453,324.9740295410156,818.9219360351562,170.0,47.49357223510742,57.70000076293945,221.0,77.69999694824219,187.28530883789065,,326.63507080078125,35.70000076293945,94.43372344970705,584.8934326171875,
2022-10-31,127.9813995361328,66.99163055419922,114.99649047851562,291.1597900390625,90.6999969482422,405.6980590820313,466.067138671875,34.0,148.44400024414062,217.2559967041016,611.4265747070312,74.5999984741211,389.92913818359375,60.494117736816406,74.80000305175781,98.4000015258789,96.58935546875,63.0,55.89817810058594,39.5293197631836,252.3959808349609,87.5,123.9935302734375,124.42803955078124,83.80000305175781,42.380001068115234,498.9534912109375,192.9799346923828,,59.82096099853516,,698.407470703125,2271.7353515625,796.8690185546875,188.29751586914065,1204.8768310546875,120.0,441.7322387695313,409.9505920410156,37.5,76.98977661132812,,59.0,0.2940221428871155,10.699999809265137,34.0,358.9739990234375,32.0,59.20000076293945,175.97132873535156,45.5,115.98594665527344,296.2853088378906,82.0,77.85598754882812,399.0,984.922607421875,3048.770751953125,77.33300018310547,93.52200317382812,77.29137420654297,75.773193359375,325.9745483398437,429.9202270507813,1670.82568359375,328.9467468261719,98.98604583740234,56.88884735107422,210.99403381347656,907.8915405273438,286.880126953125,625.4893188476562,60.33300018310547,322.546630859375,57.5,163.0,159.05213928222656,493.9273376464844,131.9770050048828,133.0,36.900001525878906,118.0,100.74636840820312,220.8430633544922,732.1345825195312,98.0,27.299999237060547,51.29999923706055,106.9846649169922,28.5,54.793704986572266,47.345001220703125,28.899999618530277,361.9810485839844,772.2064208984375,90.1999969482422,79.99006652832031,60.0,70.73016357421875,696.9088134765625,931.1689453125,111.0,190.97055053710935,108.89937591552734,212.23382568359372,238.9564208984375,179.9736785888672,133.33299255371094,1024.7410888671875,105.75636291503906,88.98406982421875,144.98956298828125,77.9982681274414,148.97735595703125,834.8216552734375,93.81404876708984,148.0,56.80899810791016,60.57699966430664,38.900001525878906,624.958251953125,24.700000762939453,148.98934936523438,83.34695434570312,422.6476440429688,589.8982543945312,16.0,369.9704284667969,948.22509765625,170.0,53.99269485473633,55.5,204.0,71.5,204.2340850830078,,284.3060913085937,37.0,87.49028778076172,598.8908081054688,
2022-11-30,143.97906494140625,75.8905258178711,117.99639892578124,296.43829345703125,88.0,407.2509765625,457.8263549804688,34.900001525878906,146.66600036621094,218.1649169921875,648.3427124023438,76.19999694824219,389.92913818359375,61.99396896362305,72.5,123.0,96.88131713867188,62.900001525878906,63.9979133605957,43.32015609741211,272.7354736328125,94.0,126.99337768554688,115.00149536132812,106.0,49.52299880981445,408.9619140625,196.97950744628903,,59.84199905395508,,715.3588256835938,2319.72998046875,816.86572265625,197.798583984375,1314.8656005859375,127.0,422.6449279785156,436.94732666015625,37.900001525878906,82.18907928466797,,58.0,0.2901837229728699,11.0,36.79999923706055,344.08599853515625,52.0,60.900001525878906,177.9709930419922,45.5,119.98546600341795,292.8294372558594,99.9000015258789,81.95367431640625,394.0,999.9215087890624,3043.32861328125,91.55500030517578,100.4499969482422,80.8909683227539,93.61365509033205,365.9714050292969,484.9100341796875,1799.8121337890625,344.9441223144531,102.9854736328125,60.6745719909668,229.99349975585935,998.8806762695312,282.20770263671875,668.733154296875,61.29100036621094,331.44384765625,63.400001525878906,170.0,169.1513214111328,535.921142578125,137.97593688964844,94.0,36.59999847412109,123.0,100.74636840820312,217.7543487548828,739.6904296875,100.0,30.100000381469727,60.0,113.9836654663086,28.399999618530277,58.89323806762695,50.02299880981445,28.299999237060547,389.9795837402344,771.095458984375,80.0,81.08993530273438,62.79999923706055,76.4617691040039,729.904541015625,969.1759643554688,121.0,195.96975708007807,112.8599853515625,218.58351135253903,270.9505920410156,194.9714813232422,142.85699462890625,1169.7044677734375,100.94893646240234,87.9842529296875,145.989501953125,77.9982681274414,152.97674560546875,821.8244018554688,96.10951232910156,166.0,53.82899856567383,71.23699951171875,45.900001525878906,685.9542236328125,24.700000762939453,143.98971557617188,98.85526275634766,480.6939392089844,575.900634765625,22.399999618530277,383.9693298339844,1075.805419921875,225.0,56.59233856201172,63.400001525878906,203.0,75.9000015258789,210.1660003662109,,310.9705505371094,25.200000762939453,85.40675354003906,586.8930053710938,
2022-12-29,132.98068237304688,77.29034423828125,114.99649047851562,285.0023498535156,84.5,372.5794372558594,455.9945983886719,33.0,142.2220001220703,221.80165100097656,619.1170043945312,74.9000015258789,389.92913818359375,58.69429397583008,62.900001525878906,107.0,96.0074234008789,62.70000076293945,63.39793395996094,34.926517486572266,267.18817138671875,93.0,115.99394989013672,108.4028091430664,95.6999969482422,54.28499984741211,439.9590148925781,187.98622131347656,,59.84199905395508,,676.3703002929688,2051.760986328125,799.8685913085938,189.16143798828125,1214.875732421875,110.0,454.456787109375,453.9452819824219,33.0,83.98884582519531,,59.900001525878906,0.2886483371257782,10.399999618530272,38.29999923706055,355.6650085449219,46.0,59.5,178.97084045410156,45.5,110.98655700683594,271.2351989746094,89.9000015258789,75.95706176757812,395.0,1014.9202270507812,3192.04931640625,88.08799743652344,98.37200164794922,79.89108276367188,86.1637191772461,369.9710998535156,509.9054260253906,1899.8017578125,327.9468994140625,102.9854736328125,54.46202087402344,222.9936981201172,949.8865356445312,277.5362548828125,635.5277709960938,62.15299987792969,326.9956970214844,58.70000076293945,177.0,164.94366455078125,523.9229125976562,151.9735107421875,94.5,36.0,112.0,98.9144515991211,222.38693237304688,711.9839477539062,114.0,27.200000762939453,60.0,104.98495483398438,26.899999618530277,54.69371795654297,45.9109992980957,28.299999237060547,392.97943115234375,766.6505737304688,49.900001525878906,80.49000549316406,61.0,74.88987731933594,788.8967895507812,931.1689453125,111.0,193.97007751464844,128.69944763183594,196.8155517578125,236.95677185058597,176.97412109375,119.0469970703125,1158.7071533203125,105.75636291503906,97.78250122070312,144.98956298828125,77.9982681274414,160.9755401611328,816.825439453125,96.10951232910156,169.0,55.14400100708008,72.87699890136719,44.900001525878906,612.9590454101562,23.0,148.98934936523438,98.85526275634766,465.2759094238281,584.8991088867188,21.799999237060547,369.9704284667969,1051.668701171875,214.0,53.49276351928711,60.900001525878906,204.0,63.09999847412109,199.14913940429688,,269.6404724121094,24.5,84.7129135131836,562.8974609375,
2023-01-31,138.97979736328125,78.09024047851562,120.99630737304688,299.9559936523437,82.0,305.826171875,471.5613708496094,32.900001525878906,135.11099243164062,221.80165100097656,652.1880493164062,69.5,389.92913818359375,61.294036865234375,54.70000076293945,109.0,95.521484375,59.0,61.49799346923828,36.68643951416016,266.26324462890625,91.0,115.99394989013672,110.2887191772461,95.5999984741211,52.66600036621094,439.9590148925781,181.98666381835935,,59.84199905395508,,664.50390625,2035.762939453125,798.8687133789062,193.48001098632807,1234.873779296875,108.0,453.54791259765625,466.9436950683594,33.29999923706055,89.98805236816406,,56.900001525878906,0.2794361710548401,9.800000190734863,37.29999923706055,100.0,46.900001525878906,56.5,174.97149658203125,45.5,115.98594665527344,270.37127685546875,87.0,78.15582275390625,417.0,998.9215087890624,3075.06787109375,86.13300323486328,96.98600006103516,78.4912338256836,81.75234985351562,361.97174072265625,504.9063415527344,1619.830810546875,334.9457397460937,101.9856185913086,51.93721008300781,210.99403381347656,979.8829345703124,286.880126953125,645.5662841796875,61.29100036621094,318.09747314453125,60.900001525878906,177.0,170.83419799804688,535.921142578125,149.97384643554688,88.0999984741211,34.900001525878906,112.0,98.9144515991211,223.93179321289065,717.86083984375,114.0,26.0,57.0,106.9846649169922,25.399999618530277,53.993797302246094,43.32799911499024,28.299999237060547,393.9794006347656,722.2073974609375,46.0,78.4902572631836,53.20000076293945,74.79788208007812,827.8916625976562,947.5811767578124,114.0,184.97146606445312,120.78021240234376,193.18772888183597,239.9562225341797,174.97439575195312,96.0,1106.72021484375,104.79448699951172,94.98300170898438,140.98985290527344,77.9982681274414,154.9764404296875,846.8190307617188,96.10951232910156,166.0,51.2859992980957,72.15899658203125,40.0,607.9594116210938,23.0,141.98985290527344,106.11048126220705,492.4851379394531,699.8792114257812,19.899999618530277,360.97119140625,1051.668701171875,204.0,53.69273376464844,57.0,199.0,60.70000076293945,203.38609313964844,,283.3061828613281,22.799999237060547,82.62937927246094,553.8991088867188,
