Date,ABC-A.CR,ARC-B.CR,BNC.CR,BPV.CR,BVCC.CR,BVL.CR,C2444A.CR,C2445A.CR,C2446A.CR,C2447A.CR,C2448A.CR,C2449A.CR,C2450A.CR,C2451A.CR,C2452A.CR,CCR.CR,CGQ.CR,CRM-A.CR,DOM.CR,DT434P.CR,EFE.CR,ENV.CR,FNC.CR,FST42P.CR,GMC-B.CR,GZL.CR,IBC.CR,ICP-B.CR,IVC-A.CR,IVC-B.CR,MPA.CR,MVZ-A.CR,MVZ-B.CR,PGR.CR,PI413.CR,PIV-B.CR,PTN.CR,RST-B.CR,RST.CR,SD251P.CR,SVS.CR,TDV-D.CR,TPG.CR
2023-05-31,,,,8.890000343322754,,,,,,,,,,,,150.0,7.0,,,,1.2999999523162842,,11.0,,,14.0,,15.5,,,1.3899999856948853,,,0.5109999775886536,,,2.299999952316284,,,,2.930000066757202,,0.1500000059604644
2023-06-30,,,,8.800000190734863,,,,,,,,,,,,200.0,7.099999904632568,,,,1.4500000476837158,,11.0,,,17.75,,35.0,,,1.4199999570846558,,,0.5690000057220459,,,2.450000047683716,,,,3.759999990463257,,0.2599999904632568
2023-07-31,,,,8.300000190734863,,,,,,,,,,,,199.5,7.349999904632568,,,,1.3799999952316284,,14.0,,,16.799999237060547,,23.0,,,1.399999976158142,,,0.5640000104904175,,,2.289999961853028,,,,2.650000095367432,,0.2300000041723251
2023-08-31,,,,9.380000114440918,,,,,,,,,,,,200.0,7.0,,,,1.2000000476837158,,14.989999771118164,,,21.989999771118164,,10.399999618530272,,,1.5099999904632568,,,0.7710000276565552,,,4.989999771118164,,,,2.809999942779541,,0.1899999976158142
2023-09-29,,,,12.59000015258789,,,,,,,,,,,,200.0,6.900000095367432,,,,1.2000000476837158,,14.949999809265137,,,21.790000915527344,,10.300000190734863,,,1.7000000476837158,,,0.7070000171661377,,,4.489999771118164,,,,2.75,,0.209999993443489
2023-10-31,,,,17.299999237060547,,,,,,,,,,,,230.0,7.0,,,,1.4700000286102295,,14.0,,,27.0,,10.300000190734863,,,2.5,,,0.7400000095367432,,,3.890000104904175,,,,4.0,,0.2800000011920929
2023-11-30,,,,19.25,,,,,,,,,,,,329.0,5.75,,,,2.700000047683716,,14.300000190734863,,,28.850000381469727,,9.0,,,2.700000047683716,,,0.7889999747276306,,,4.400000095367432,,,,3.7899999618530273,,0.3499000072479248
2023-12-29,,,,18.0,,,,,,,,,,,,560.0,6.889999866485596,,,,4.900000095367432,,14.0,,,28.989999771118164,,8.300000190734863,,,2.799999952316284,,,0.8339999914169312,,,3.900000095367432,,,,3.990000009536743,,0.3400000035762787
2024-01-31,,,,16.899999618530273,,,,,,,,,,,,630.0,8.199999809265137,,,,8.880000114440918,,14.199999809265137,,,27.989999771118164,,8.0,,,2.640000104904175,,,0.7900000214576721,,,3.5799999237060547,,,,5.949999809265137,,0.324999988079071
2024-02-29,,,,16.299999237060547,,,,,,,,,,,,615.0,7.900000095367432,,,,8.380000114440918,,12.0,,,24.0,,8.0,,,2.569999933242798,,,0.7699999809265137,,,3.390000104904175,,,,5.789999961853027,,0.2899999916553497
2024-03-27,,,,21.0,,,,,,,,,,,,730.0,9.399999618530272,,,,8.899999618530273,,10.0,,,23.200000762939453,,8.0,,,2.299999952316284,,,0.8199999928474426,,,3.490000009536743,,,,5.440000057220459,,0.2795000076293945
2024-04-30,,,,6.829999923706055,,,,,,,,,,,,740.0,11.25,,,,7.0,,10.0,,,28.75,,8.0,,,2.3499999046325684,,,1.2000000476837158,,,4.550000190734863,,,,5.590000152587891,,0.3350000083446502
2024-05-31,,,,3.900000095367432,,,,,,,,,,,,767.989990234375,15.0,,,,6.400000095367432,,10.0,,,25.899999618530277,,7.800000190734863,,,2.400000095367432,,,1.2000000476837158,,,4.590000152587891,,,,5.690000057220459,,0.2899999916553497
2024-06-28,,,,3.900000095367432,,,,,,,,,,,,715.0,21.0,,,,5.880000114440918,,10.0,,,26.979999542236328,,7.949999809265137,,,3.25,,,1.340000033378601,,,5.550000190734863,,,,5.199999809265137,,0.3075000047683716
2024-07-31,,,,4.949999809265137,,,,,,,,,,,,800.0,45.0,,,,6.900000095367432,,10.0,,,27.0,,7.800000190734863,,,4.630000114440918,,,2.700000047683716,,,11.5,,,,10.0,,0.4799999892711639
2024-08-30,,,,5.349999904632568,,,,,,,,,,,,600.0,45.0,,,,7.5,,9.989999771118164,,,25.0,,7.949999809265137,,,4.28000020980835,,,2.640000104904175,,,11.579999923706056,,,,9.0,,0.75
2024-09-30,,,,5.900000095367432,,,,,,,,,,,,550.0,45.0,,,,7.300000190734863,,9.739999771118164,,,22.989999771118164,,7.400000095367432,,,3.9800000190734863,,,3.2799999713897705,,,9.149999618530272,,,,8.800000190734863,,0.949999988079071
2024-10-31,,,,6.449999809265137,,,,,,,,,,,,550.0,20.01000022888184,,,,7.25,,9.100000381469728,,,18.989999771118164,,7.199999809265137,,,3.75,,,3.049999952316284,,,8.300000190734863,,,,8.550000190734863,,1.2000000476837158
2024-11-29,,,,6.480000019073486,,,,,,,,,,,,493.0,19.899999618530277,,,,7.0,,9.1899995803833,,,19.600000381469727,,7.199999809265137,,,3.880000114440918,,,3.180000066757202,,,8.0,,,,9.1899995803833,,2.549999952316284
2024-12-30,,,,7.889999866485596,,,,,,,,,,,,700.0,16.0,,,,6.940000057220459,,14.979999542236328,,,19.5,,7.199999809265137,,,4.5,,,3.400000095367432,,,8.5,,,,9.920000076293944,,2.049999952316284
2025-01-31,,,,5.550000190734863,,,,,,,,,,,,780.0,16.399999618530273,,,,7.300000190734863,,14.489999771118164,,,27.5,,7.800000190734863,,,5.0,,,5.5,,,8.899999618530273,,,,10.75,,1.7899999618530271
2025-02-28,,,,5.190000057220459,,,,,,,,,,,,555.0,24.850000381469727,,,,7.329999923706055,,19.0,,,28.0,,7.989999771118164,,,7.25,,,7.130000114440918,,,9.899999618530272,,,,9.989999771118164,,1.3200000524520874
2025-03-31,,,,6.489999771118164,,,,,,,,,,,,470.0,30.0,,,,7.0,,22.0,,,44.9900016784668,,5.25,,,7.090000152587891,,,11.59000015258789,,,10.149999618530272,,,,12.399999618530272,,1.7999999523162842
