Date,ADMIE.AT,AEGN.AT,AEM.AT,AKTR.AT,ALMY.AT,ALPHA.AT,ANDRO.AT,ASCO.AT,ATEK.AT,AVAX.AT,BIOKA.AT,BIOSK.AT,BLEKEDROS.AT,BOCHGR.AT,BRIQ.AT,CAIROMEZ.AT,CENER.AT,CENTR.AT,CNLCAP.AT,CPI.AT,DAIOS.AT,DIMAND.AT,DOMIK.AT,DROME.AT,ELBE.AT,ELHA.AT,ELLAKTOR.AT,ELPE.AT,ELSTR.AT,ELTON.AT,ETE.AT,EUROB.AT,EUROC.AT,EVR.AT,EVROF.AT,EYAPS.AT,FAIS.AT,FLEXO.AT,FOODL.AT,FOYRK.AT,FRIGO.AT,GD.AT,GEBKA.AT,GEKTERNA.AT,HAIDE.AT,IATR.AT,IKTIN.AT,ILYDA.AT,INLIF.AT,INLOT.AT,INTET.AT,KEKR.AT,KEPEN.AT,KRI.AT,KYLO.AT,KYRI.AT,KYSA.AT,LAMDA.AT,LEBEK.AT,LOGISMOS.AT,MERKO.AT,MIG.AT,MOH.AT,MOTO.AT,NAKAS.AT,NAYP.AT,NOVAL.AT,OLTH.AT,OLYMP.AT,ONYX.AT,ORILINA.AT,OTOEL.AT,PAP.AT,PERF.AT,PETRO.AT,PLAKR.AT,PLAT.AT,PPC.AT,PREMIA.AT,PRODEA.AT,PROFK.AT,PVMEZZ.AT,QUAL.AT,QUEST.AT,SOFTWEB.AT,SPACE.AT,SPIR.AT,TATT.AT,TELL.AT,TITC.AT,TPEIR.AT,TRASTOR.AT,VIO.AT,VOSYS.AT,XYLEK.AT,XYLEP.AT
2024-05-31,2.1467559337615967,11.829999923706056,,5.199999809265137,2.7300000190734863,1.5269858837127686,6.760000228881836,2.5771679878234863,0.3819999992847442,1.4530832767486572,2.6341748237609863,1.3250000476837158,3.363241672515869,,1.775316834449768,0.4289999902248382,8.923566818237305,0.363999992609024,7.489933013916016,0.6800000071525574,3.680000066757202,8.550000190734863,4.519999980926514,0.3409999907016754,4.871621608734131,1.8661119937896729,1.2851345539093018,7.551112174987793,2.289999961853028,1.7960000038146973,7.635185241699219,1.8467987775802608,1.2450000047683716,,1.525781273841858,3.07334566116333,,7.949068546295166,0.4580000042915344,3.877862691879273,0.2399999946355819,1431.8399658203125,1.5499999523162842,16.523277282714844,0.6499999761581421,1.5717241764068604,0.4154999852180481,1.080802321434021,4.763936519622803,1.1699999570846558,1.2350000143051147,1.409999966621399,1.9462857246398928,10.830852508544922,2.543076992034912,1.340000033378601,1.0700000524520874,6.670000076293945,0.3100000023841858,1.3799999952316284,44.20000076293945,3.7899999618530273,24.20725440979004,2.900000095367432,2.608039140701294,0.9340000152587892,,22.0,2.619999885559082,0.8600000143051147,0.8056076765060425,11.037095069885254,2.361882448196411,7.134918212890625,8.640000343322754,15.48375129699707,3.889404773712158,10.976932525634766,1.159504771232605,7.141027450561523,1.5449999570846558,0.0714265033602714,1.190000057220459,5.114510536193848,,7.111188411712647,0.1550000011920929,1010.5228881835938,14.100000381469728,29.458332061767575,3.5461113452911377,1.06551194190979,6.259369850158691,2.255000114440918,0.2709999978542328,0.3948386907577514
2024-06-28,2.11754846572876,11.68000030517578,,5.099999904632568,2.634999990463257,1.499911546707153,6.400000095367432,2.792712926864624,0.4180000126361847,1.329708456993103,2.455922365188598,1.2599999904632568,3.412700891494751,,1.7608553171157837,0.3680000007152557,9.59000015258789,0.335999995470047,7.151678085327148,0.6100000143051147,3.319999933242798,8.460000038146973,3.744999885559082,0.3160000145435333,4.7324323654174805,1.7640000581741333,1.2521823644638062,7.04951286315918,2.0299999713897705,1.649999976158142,7.447654247283935,1.855059504508972,1.2599999904632568,,1.4434374570846558,3.0436036586761475,,7.900000095367432,0.44200000166893,3.880000114440918,0.2360000014305114,1404.260009765625,1.4249999523162842,16.306385040283203,0.675000011920929,1.527241349220276,0.3589999973773956,1.093982458114624,4.541684150695801,1.1759999990463257,1.2300000190734863,1.2999999523162842,1.9462857246398928,11.025128364562988,2.6100001335144043,1.100000023841858,1.0700000524520874,6.739999771118164,0.2960000038146972,1.3300000429153442,44.400001525878906,3.609999895095825,23.08793067932129,2.819999933242798,2.441568613052368,0.8899999856948853,2.700999975204468,20.399999618530277,2.4800000190734863,0.8500000238418579,0.8021118640899658,10.516827583312988,2.381647109985352,7.0,8.020000457763672,14.41924285888672,3.745765209197998,10.996499061584473,1.1100000143051147,7.0823187828063965,1.3600000143051147,0.0676536783576011,1.2000000476837158,5.300000190734863,,6.564173698425293,0.1550000011920929,992.79443359375,13.25,29.25,3.347576141357422,1.0943095684051514,5.690000057220459,2.273791790008545,0.2590000033378601,0.4470967650413513
2024-07-31,2.1954352855682373,11.5,,4.989999771118164,3.0299999713897705,1.7029999494552612,6.699999809265137,2.748452663421631,0.4180000126361847,1.4079999923706057,2.3667962551116943,1.4700000286102295,3.4918360710144043,,1.8605263233184812,0.4370000064373016,9.65999984741211,0.3519999980926513,6.8617448806762695,0.6919999718666077,3.2799999713897705,9.0,3.765000104904175,0.3219999969005584,5.24279260635376,1.8899999856948853,1.231231451034546,7.207792282104492,2.25,1.7999999523162842,8.109999656677246,2.0314669609069824,1.2899999618530271,,1.5500000715255735,3.3211960792541504,,7.949999809265137,0.4339999854564667,3.924999952316284,0.2259999960660934,1478.1700439453125,1.600000023841858,17.647174835205078,0.6100000143051147,1.6699999570846558,0.4084999859333038,1.1833330392837524,5.179999828338623,1.2339999675750732,1.284999966621399,1.4600000381469729,1.75,11.219404220581056,2.630000114440918,1.1799999475479126,1.0700000524520874,7.610000133514404,0.2939999997615814,1.4199999570846558,45.0,3.670000076293945,23.166728973388672,2.680000066757202,2.552548885345459,0.9700000286102296,2.7699999809265137,21.200000762939453,2.559999942779541,0.8100000023841858,0.7855105400085449,11.018513679504396,2.332235097885132,7.150000095367432,8.579999923706055,14.999883651733398,4.070201396942139,11.770000457763672,1.1619999408721924,6.662971019744873,1.4850000143051147,0.0718552395701408,1.1660000085830688,5.380000114440918,1.634600043296814,6.659999847412109,0.1449999958276748,819.055419921875,13.899999618530272,32.900001525878906,3.900000095367432,1.1323808431625366,5.880000114440918,2.3399999141693115,0.2790000140666961,0.3779999911785126
2024-08-30,2.0786049365997314,10.920000076293944,,5.150000095367432,2.8499999046325684,1.5464999675750732,6.440000057220459,2.7386367321014404,0.4180000126361847,1.3860000371932983,2.049999952316284,1.6699999570846558,3.569999933242798,,1.8842575550079343,0.3840000033378601,9.699999809265137,0.3330000042915344,6.71677827835083,0.6100000143051147,3.2799999713897705,9.4399995803833,3.3949999809265137,0.3140000104904175,5.24279260635376,1.840000033378601,1.301659345626831,6.954545021057129,2.130000114440918,1.7039999961853027,7.857999801635742,1.979673147201538,1.284999966621399,,1.501562476158142,3.200000047683716,,7.599999904632568,0.3849999904632568,4.034999847412109,0.2179999947547912,1431.18994140625,1.5750000476837158,17.520000457763672,0.6399999856948853,1.5850000381469729,0.3855000138282776,1.0666660070419312,4.940000057220459,1.2020000219345093,1.2599999904632568,1.399999976158142,1.600000023841858,12.199999809265137,2.5899999141693115,1.1100000143051147,1.0700000524520874,7.039999961853027,0.2680000066757202,1.440000057220459,43.20000076293945,3.3499999046325684,21.37406539916992,2.615000009536743,2.6265358924865723,0.906000018119812,2.700000047683716,20.799999237060547,2.450000047683716,0.800000011920929,0.8075448274612427,10.665475845336914,2.4211764335632324,6.630000114440918,8.140000343322754,14.300000190734863,3.8637421131134033,11.619999885559082,1.1979999542236328,6.662971019744873,1.2999999523162842,0.0741703733801841,1.159999966621399,5.239999771118164,1.7640000581741333,6.559999942779541,0.1319999992847442,746.36865234375,13.5,31.700000762939453,3.9079999923706055,1.083571434020996,5.800000190734863,2.400000095367432,0.2730000019073486,0.4000000059604645
2024-09-30,2.365000009536743,10.93000030517578,,4.900000095367432,2.984999895095825,1.5579999685287476,6.579999923706055,2.7386367321014404,0.3899999856948852,1.5460000038146973,1.7649999856948853,1.5499999523162842,3.619999885559082,4.639999866485596,1.9174811840057373,0.4939999878406524,10.0,0.3490000069141388,6.958388805389404,0.6299999952316284,3.259999990463257,9.40999984741211,3.2699999809265137,0.3179999887943268,5.010810852050781,1.8739999532699585,1.2299737930297852,6.803571701049805,2.119999885559082,1.7039999961853027,7.676000118255615,1.973918437957764,1.2599999904632568,,1.600000023841858,3.240000009536743,,7.699999809265137,0.356000006198883,3.859999895095825,0.2720000147819519,1451.9000244140625,1.3849999904632568,17.65999984741211,0.6000000238418579,1.5049999952316284,0.3600000143051147,1.1933330297470093,4.909999847412109,1.121999979019165,1.2200000286102295,1.4450000524520874,1.5199999809265137,13.449999809265137,2.690000057220459,1.059999942779541,1.0700000524520874,7.489999771118164,0.2520000040531158,1.3700000047683716,43.20000076293945,3.319999933242798,20.940673828125,2.680000066757202,2.608039140701294,0.7699999809265137,2.690000057220459,21.399999618530277,2.450000047683716,0.8500000238418579,0.8169999718666077,10.182371139526367,2.2729411125183105,6.699999809265137,8.220000267028809,15.199999809265137,3.726102352142334,12.039999961853027,1.25600004196167,6.057246208190918,1.2899999618530271,0.0833452120423317,1.184000015258789,5.21999979019165,1.7649999856948853,6.599999904632568,0.1270000040531158,424.5968933105469,13.449999809265137,35.70000076293945,3.825999975204468,1.0640475749969482,5.820000171661377,2.2799999713897705,0.2800000011920929,0.3680000007152557
2024-10-31,2.369999885559082,9.96500015258789,,4.900000095367432,3.194999933242798,1.3795000314712524,6.400000095367432,2.5325028896331787,0.4300000071525574,1.399999976158142,1.6549999713897705,1.4299999475479126,3.680000066757202,4.230000019073486,1.9269737005233765,0.453000009059906,8.699999809265137,0.3339999914169311,6.71677827835083,0.5400000214576721,3.5,9.149999618530272,2.630000114440918,0.2800000011920929,4.78000020980835,1.7400000095367432,1.1142706871032717,6.7207794189453125,1.9700000286102293,1.7339999675750732,7.179999828338623,1.8127821683883667,1.1299999952316284,,1.4500000476837158,3.1600000858306885,,8.050000190734863,0.3289999961853027,3.684999942779541,0.2280000001192093,1382.6800537109375,1.315000057220459,17.299999237060547,0.6000000238418579,1.465000033378601,0.2924999892711639,1.2233330011367798,4.340000152587891,1.0119999647140503,1.0399999618530271,1.2699999809265137,1.75,13.899999618530272,2.650000095367432,0.921999990940094,1.0700000524520874,7.400000095367432,0.2680000066757202,1.2699999809265137,41.20000076293945,3.055000066757202,19.34500503540039,2.619999885559082,2.663529396057129,0.9039999842643738,2.525000095367432,20.600000381469727,2.3499999046325684,0.8199999928474426,0.800000011920929,10.55398941040039,2.26305890083313,5.920000076293945,7.900000095367432,15.100000381469728,3.6179568767547607,12.050000190734863,1.1299999952316284,6.057246208190918,1.3600000143051147,0.0770857483148574,1.0880000591278076,5.53000020980835,1.600000023841858,6.019999980926514,0.1270000040531158,6.179999828338623,13.199999809265137,32.79999923706055,3.437999963760376,1.0347617864608765,5.150000095367432,2.140000104904175,0.2599999904632568,0.3980000019073486
2024-11-29,2.365000009536743,9.479999542236328,,4.840000152587891,3.9600000381469727,1.4665000438690186,6.340000152587891,2.6502938270568848,0.4259999990463257,1.4320000410079956,1.8200000524520876,1.375,3.7200000286102295,4.400000095367432,2.0124058723449707,0.3899999856948852,8.699999809265137,0.324999988079071,7.199999809265137,0.4950000047683716,3.5999999046325684,8.199999809265137,2.8499999046325684,0.2899999916553497,4.739999771118164,1.868000030517578,1.0941485166549685,6.61850643157959,1.9800000190734863,1.8799999952316284,6.665999889373779,1.918287992477417,1.1200000047683716,,1.4149999618530271,3.1600000858306885,,8.25,0.402999997138977,3.619999885559082,0.2080000042915344,1393.489990234375,1.2949999570846558,18.6200008392334,0.5899999737739563,1.5049999952316284,0.2949999868869781,1.266666054725647,4.230000019073486,0.912999987602234,1.0499999523162842,1.2300000190734863,2.220000028610229,14.300000190734863,2.7300000190734863,0.9259999990463256,1.0700000524520874,7.190000057220459,0.2560000121593475,1.25,40.0,2.970000028610229,19.31545639038086,2.5999999046325684,2.700522899627685,0.8399999737739563,2.25,21.899999618530277,2.3299999237060547,0.9449999928474426,0.7900000214576721,9.624940872192385,2.322352886199951,5.340000152587891,7.900000095367432,14.5,3.932561874389648,11.449999809265137,1.1799999475479126,5.77768087387085,1.4149999618530271,0.0816000029444694,1.0640000104904177,5.539999961853027,1.6549999713897705,5.800000190734863,0.1270000040531158,0.5680000185966492,13.100000381469728,38.75,3.4649999141693115,1.0347617864608765,5.170000076293945,2.200000047683716,0.2549999952316284,0.3980000019073486
2024-12-31,2.575000047683716,10.119999885559082,,4.8214430809021,4.554999828338623,1.6169999837875366,6.480000019073486,2.789999961853028,0.4620000123977661,1.52400004863739,1.875,1.5950000286102295,3.799999952316284,4.599999904632568,2.031391143798828,0.4160000085830688,9.4399995803833,0.363999992609024,7.400000095367432,0.5580000281333923,3.5199999809265137,8.3100004196167,2.799999952316284,0.3100000023841858,5.0,1.919999957084656,1.402270793914795,7.363636016845703,2.0,1.871999979019165,7.659999847412109,2.138891220092773,1.225000023841858,1.4950000047683716,1.809999942779541,3.220000028610229,,8.100000381469727,0.4399999976158142,3.7100000381469727,0.2119999974966049,1469.6700439453125,1.3700000047683716,18.479999542236328,0.6349999904632568,1.5049999952316284,0.3350000083446502,1.3333330154418943,4.710000038146973,1.0479999780654907,1.100000023841858,1.2000000476837158,1.7300000190734863,15.0,2.869999885559082,1.0199999809265137,1.0700000524520874,7.309999942779541,0.25,1.6299999952316284,40.0,2.880000114440918,20.63999938964844,2.7699999809265137,3.059999942779541,0.8560000061988831,2.309999942779541,22.399999618530277,2.390000104904175,1.159999966621399,0.8289999961853027,9.45771312713623,2.342117547988892,5.559999942779541,8.180000305175781,14.399999618530272,3.8539106845855713,12.34000015258789,1.2719999551773071,6.449999809265137,1.4900000095367432,0.0824000015854835,1.24399995803833,5.989999771118164,1.75,5.900000095367432,0.1379999965429306,0.6899999976158142,14.600000381469728,40.20000076293945,3.849999904632568,1.024999976158142,5.440000057220459,2.200000047683716,0.277999997138977,0.3339999914169311
2025-01-31,2.680000066757202,10.869999885559082,4.624499797821045,5.150000095367432,4.315000057220459,1.784000039100647,6.480000019073486,3.2699999809265137,1.2400000095367432,1.9299999475479128,1.830000042915344,1.524999976158142,3.7899999618530273,5.079999923706055,2.2307329177856445,0.4410000145435333,9.510000228881836,0.3600000143051147,7.150000095367432,0.6079999804496765,3.400000095367432,8.199999809265137,2.7149999141693115,0.3370000123977661,5.5,2.095000028610229,1.408558964729309,7.489999771118164,2.25,1.7999999523162842,8.380000114440918,2.3240060806274414,1.1749999523162842,1.5199999809265137,1.924999952316284,3.380000114440918,,7.699999809265137,0.4650000035762787,4.105000019073486,0.209999993443489,1549.3199462890625,1.4600000381469729,18.68000030517578,0.6800000071525574,1.919999957084656,0.3519999980926513,1.774999976158142,4.639999866485596,1.0640000104904177,1.149999976158142,1.3550000190734863,1.7400000095367432,16.049999237060547,3.2300000190734863,1.0,1.0700000524520874,6.960000038146973,0.2759999930858612,1.75,39.400001525878906,2.8949999809265137,21.36000061035156,2.8499999046325684,3.259999990463257,0.7860000133514404,2.444999933242798,27.299999237060547,2.569999933242798,1.2300000190734863,0.7829999923706055,10.163789749145508,2.539764642715454,5.5,8.180000305175781,14.899999618530272,4.070000171661377,13.1899995803833,1.2719999551773071,6.199999809265137,1.5,0.0798000022768974,1.3799999952316284,6.320000171661377,1.7100000381469729,5.840000152587891,0.1509999930858612,0.7379999756813049,14.449999809265137,45.70000076293945,4.38100004196167,1.269047498703003,6.010000228881836,2.380000114440918,0.2860000133514404,0.3160000145435333
2025-02-28,2.819999933242798,10.770000457763672,4.519000053405762,5.25,4.269999980926514,1.9474999904632568,6.480000019073486,3.0999999046325684,1.3700000047683716,2.299999952316284,1.7300000190734863,1.4900000095367432,3.829999923706055,5.320000171661377,2.2687032222747803,0.3790000081062317,8.970000267028809,0.3449999988079071,7.099999904632568,0.5799999833106995,3.4200000762939453,8.34000015258789,2.7100000381469727,0.356000006198883,5.099999904632568,2.150000095367432,1.4148471355438232,7.800000190734863,2.319999933242798,1.7860000133514404,8.923999786376953,2.4007375240325928,1.0950000286102295,1.715000033378601,1.8600000143051147,3.400000095367432,,7.699999809265137,0.4900000095367431,4.099999904632568,0.2380000054836273,1607.7900390625,1.5,18.34000015258789,0.7099999785423279,1.940000057220459,0.3589999973773956,1.6699999570846558,4.909999847412109,1.0219999551773071,1.2549999952316284,1.2899999618530271,1.950000047683716,16.600000381469727,3.380000114440918,0.9480000138282776,1.0700000524520874,6.510000228881836,0.2300000041723251,1.7300000190734863,39.0,2.809999942779541,21.700000762939453,2.744999885559082,3.059999942779541,0.8240000009536743,2.549999952316284,28.200000762939453,2.559999942779541,1.2599999904632568,0.800000011920929,9.866494178771973,2.5694117546081543,5.139999866485596,7.940000057220459,15.300000190734863,3.865000009536743,13.220000267028809,1.2940000295639038,6.150000095367432,1.4199999570846558,0.067900002002716,1.281999945640564,6.119999885559082,1.909999966621399,5.559999942779541,0.1509999930858612,0.7139999866485596,14.649999618530272,40.09999847412109,4.5329999923706055,1.2592856884002686,5.679999828338623,2.380000114440918,0.2599999904632568,0.3700000047683716
