Date,A5G.IR,BIRG.IR,C5H.IR,DHG.IR,DLE.IR,DQ7A.IR,GL9.IR,GRP.IR,GRW.IR,GVR.IR,IR5B.IR,KMR.IR,KRX.IR,MLC.IR,OVXA.IR,RYA.IR,UPR.IR,^ISEQ
2024-05-31,4.916928291320801,9.865642547607422,1.6036115884780884,4.101178646087647,0.4600000083446502,0.4852945804595947,18.20681381225586,0.839529275894165,3.880000114440918,1.3860000371932983,5.488528251647949,4.080200672149658,87.53596496582031,5.699999809265137,0.0094999996945261,17.0419864654541,2.591729164123535,9940.3203125
2024-06-28,4.649417400360107,9.16477394104004,1.5213260650634766,3.8771238327026367,0.4560000002384186,0.4852945804595947,17.616376876831055,0.8159735202789307,4.800000190734863,1.2580000162124634,5.448899745941162,3.656783819198608,78.90147399902344,5.900000095367432,0.0099999997764825,15.929917335510254,2.408024311065674,9318.349609375
2024-07-31,4.992284297943115,9.828113555908203,1.808368682861328,3.998893022537232,0.4399999976158142,0.4852945804595947,17.897075653076172,0.863085150718689,4.239999771118164,1.3760000467300415,5.330014705657959,3.579798936843872,85.74951934814453,5.900000095367432,0.0144999995827674,14.276444435119627,2.581799268722534,9674.0703125
2024-08-30,5.1288652420043945,9.729596138000488,1.858122706413269,4.286267757415772,0.4099999964237213,0.4852945804595947,15.642452239990234,0.9214944243431092,4.400000095367432,1.4359999895095823,5.409271717071533,4.060954570770264,78.10749053955078,6.449999809265137,0.0054999999701976,15.74234676361084,2.537114381790161,9779.080078125
2024-09-30,4.846282958984375,9.41059398651123,1.9207098484039309,4.035384654998779,0.4000000059604645,0.4852945804595947,15.456698417663574,0.8926977515220642,4.599999904632568,1.5520000457763672,5.5,4.119999885559082,83.9967269897461,6.099999904632568,0.0199999995529651,16.260997772216797,2.5882458686828613,9897.16015625
2024-10-31,4.609856128692627,8.240357398986816,2.0858166217803955,4.21254825592041,0.3499999940395355,0.4852945804595947,14.909212112426758,0.8610213994979858,4.579999923706055,1.600000023841858,5.099999904632568,4.239999771118164,80.3122329711914,5.800000190734863,0.0199999995529651,17.38227653503418,2.2497830390930176,9636.08984375
2024-11-29,4.8509931564331055,8.070915222167969,2.007659673690796,4.335577964782715,0.3899999856948852,0.4852945804595947,14.293291091918944,0.8516756296157837,3.740000009536743,1.534000039100647,5.5,4.320000171661377,70.90180206298828,8.5,0.0185000002384185,18.39982414245605,2.2000091075897217,9608.75
2024-12-31,5.020542144775391,8.575346946716309,2.271439790725708,4.596401691436768,0.3499999940395355,0.4882357716560364,13.03211784362793,0.8056655526161194,3.559999942779541,1.600000023841858,5.179999828338623,3.839999914169312,70.15494537353516,8.600000381469727,0.0149999996647238,18.83450508117676,2.1104159355163574,9757.26953125
2025-01-31,5.364350318908691,9.375816345214844,2.242130994796753,4.660377502441406,0.3600000143051147,16.5,13.80446434020996,0.7831500172615051,3.559999942779541,1.7059999704360962,5.119999885559082,3.619999885559082,67.01814270019531,10.300000190734863,0.0289999991655349,20.350000381469727,2.3891501426696777,10205.8701171875
2025-02-28,6.339258670806885,11.042974472045898,2.1151256561279297,4.77356481552124,0.3499999940395355,16.5,10.832398414611816,0.7820000052452087,3.5,1.5,4.920000076293945,3.5199999809265137,78.71893310546875,9.75,0.0104999998584389,21.049999237060547,2.667884349822998,10982.98046875
2025-03-31,5.949999809265137,10.56093978881836,1.8659999370574951,5.108206748962402,0.3499999940395355,16.5,10.170000076293944,0.7710000276565552,3.380000114440918,1.50600004196167,5.300000190734863,4.579999923706055,73.8394546508789,10.300000190734863,0.0189999993890523,18.625,2.702726125717163,10188.6796875
2025-04-30,5.914999961853027,10.324999809265137,1.937999963760376,5.059999942779541,0.3499999940395355,16.5,11.399999618530272,0.7710000276565552,2.900000095367432,1.6519999504089355,5.125999927520752,4.729499816894531,74.30000305175781,8.5,0.0104999998584389,20.780000686645508,2.9600000381469727,10373.4599609375
