Date,ALTR.LS,BCP.LS,BFCPY.LS,BGNVA.LS,BMENY.LS,BMENZ.LS,BSLBN.LS,BSLSM.LS,BTGNV.LS,BTRVB.LS,CDU.LS,COR.LS,CTT.LS,DIEDT.LS,EDP.LS,EDPR.LS,EGL.LS,ESON.LS,FCP.LS,GALP.LS,IBS.LS,IPR.LS,JMT.LS,MAR.LS,NVG.LS,OTEY.LS,OTRVG.LS,PHR.LS,PSI20.LS,PTFCPCOM0018.LS,PTFCPZOM0011.LS,PTGNVKOM0008.LS,PTMENWOM0015.LS,PTOTE3OE0025.LS,PTSCPAOM0007.LS,PTSINCOM0001.LS,PTSLBOOM0006.LS,PTVAACOM0009.LS,PTVAIAOM0003.LS,RAM.LS,SCP.LS,SCT.LS,VAF.LS
2024-05-31,5.034999847412109,0.3527641296386719,,,,,,,,,28.0,9.579999923706056,4.380000114440918,,3.5163280963897705,14.556336402893066,4.007999897003174,6.221226692199707,1.2999999523162842,19.53734588623047,6.8979668617248535,0.1299999952316284,20.57999992370605,1.7549999952316284,3.6526618003845215,,,0.0472000017762184,6870.81005859375,,,,,,,,,,,5.846902370452881,0.9449999928474426,4.976087093353272,1.0399999618530271
2024-06-28,5.385000228881836,0.3366000056266784,,,,,,,,,28.0,9.010000228881836,4.190000057220459,,3.2976768016815186,12.90490436553955,3.441999912261963,6.199999809265137,1.149999976158142,19.94700813293457,6.820000171661377,0.12950000166893,18.25,1.5800000429153442,3.7359695434570312,,,0.0441999994218349,6480.06005859375,,,,,,,,,,,5.775380611419678,0.8999999761581421,5.150000095367432,1.1399999856948853
2024-07-31,5.025000095367432,0.3898000121116638,,,,,,,,,28.0,9.100000381469728,4.179999828338623,,3.581357955932617,14.180561065673828,3.625999927520752,6.099999904632568,1.149999976158142,19.678956985473636,6.980000019073486,0.1344999969005584,16.149999618530273,1.590000033378601,3.605220317840576,,,0.0476000010967254,6708.39013671875,,,,,,,,,,,5.989945411682129,0.8999999761581421,5.5,1.1100000143051147
2024-08-30,4.915999889373779,0.4158999919891357,,,,,,,,,28.0,8.979999542236328,4.465000152587891,,3.5775880813598637,14.30911636352539,3.068000078201294,6.050000190734863,1.2000000476837158,19.25880241394043,7.199999809265137,0.1309999972581863,16.739999771118164,1.6200000047683716,3.547536849975586,,,0.0456000007688999,6760.14990234375,,,,,,,,,,,6.115108966827393,0.8999999761581421,5.050000190734863,1.0700000524520874
2024-09-30,5.019999980926514,0.4054000079631805,,,,,,,,,28.0,8.850000381469727,4.389999866485596,,3.8659818172454834,15.53532886505127,2.565999984741211,5.949999809265137,1.2000000476837158,17.246688842773438,7.239999771118164,0.1209999993443489,17.639999389648438,1.7799999713897705,3.545614004135132,,,0.0441999994218349,6792.8701171875,,,,,,,,,,,6.150869846343994,1.0,5.5,1.0700000524520874
2024-10-31,4.973999977111816,0.4634000062942505,,,,,,,,,20.799999237060547,8.380000114440918,4.275000095367432,,3.404175043106079,12.242353439331056,2.559999942779541,5.400000095367432,1.190000057220459,16.08664321899414,7.360000133514404,0.123999997973442,17.8700008392334,1.7599999904632568,3.399482488632202,,,0.0408000014722347,6532.77001953125,,,,,,,,,,,6.240272045135498,1.0199999809265137,5.5,1.059999942779541
2024-11-29,4.980000019073486,0.4478000104427337,,,,,,,,,20.799999237060547,8.319999694824219,4.465000152587891,,3.225106954574585,10.956807136535645,2.609999895095825,5.099999904632568,1.1200000047683716,15.53499984741211,7.5,0.1199999973177909,18.440000534057617,1.6799999475479126,3.297574996948242,,,0.0416000001132488,6418.33984375,,,,,,,,,,,6.47271728515625,0.9850000143051147,5.199999809265137,1.0299999713897705
2024-12-31,5.329999923706055,0.4647000133991241,,,,,,,,,21.0,8.050000190734863,5.400000095367432,,2.913151979446411,9.928370475769045,2.9140000343322754,4.420000076293945,1.100000023841858,15.949999809265137,7.480000019073486,0.1099999994039535,18.450000762939453,1.7450000047683716,3.451397657394409,,,0.046399999409914,6377.259765625,,,,,,,,,,,6.920000076293945,0.9100000262260436,5.449999809265137,1.0199999809265137
2025-01-31,5.760000228881836,0.5054000020027161,,,,,,,,,24.600000381469727,8.449999809265137,5.889999866485596,,2.861316442489624,8.934544563293457,2.885999917984009,4.5,1.1100000143051147,16.209999084472656,8.5,0.1070000007748603,19.049999237060547,1.75,3.5299999713897705,,,0.0498000010848045,6524.2900390625,,,,,,,,,,,7.039999961853027,0.9700000286102296,5.25,1.0299999713897705
2025-02-28,6.054999828338623,0.5365999937057495,,,,,,,,,24.600000381469727,8.199999809265137,6.960000038146973,,2.931058645248413,8.489547729492188,2.990000009536743,4.800000190734863,1.0399999618530271,15.895000457763672,8.539999961853027,0.1059999987483024,20.76000022888184,1.7899999618530271,3.257999897003174,,,0.0522000007331371,6800.10009765625,,,,,,,,,,,7.139999866485596,0.9700000286102296,5.400000095367432,1.0099999904632568
2025-03-31,5.96999979019165,0.557200014591217,,,,,,,,,22.600000381469727,8.0,7.480000019073486,,2.93294358253479,7.624276638031006,3.400000095367432,4.599999904632568,1.0,16.229999542236328,8.739999771118164,0.1019999980926513,19.600000381469727,1.8799999952316284,3.2739999294281006,,,0.0529999993741512,6865.6201171875,,,,,,,,,,,7.380000114440918,0.959999978542328,5.0,1.0099999904632568
2025-04-30,6.072999954223633,0.5637999773025513,,,,,,,,98.0,18.5,7.610000133514404,7.769999980926514,,3.2760002613067627,8.255000114440918,3.492000102996826,4.599999904632568,1.0,13.635000228881836,9.300000190734863,0.101000003516674,21.31999969482422,1.815000057220459,3.345999956130981,,,0.0478000007569789,6992.33984375,,,,,,102.5,,,,,7.454999923706055,0.949999988079071,5.449999809265137,1.0
