Rank,Name,Ticker,Return (%),Risk
1,Itmam Consultancy Co.,9625.SR,23.94,0.052
2,ASG Plastic Factory Co.,9607.SR,75.58,0.219
3,Balsm Alofoq Medical Co.,9620.SR,52.03,0.163
4,Nofoth Food Products Company,9556.SR,85.36,0.271
5,Riyadh Cables Group Company,4142.SR,90.45,0.361
6,Elm Company,7203.SR,65.9,0.37
7,Al Rajhi Company for Cooperative Insurance,8230.SR,81.65,0.442
8,Balady Poultry Company,9559.SR,83.41,0.456
9,Astra Industrial Group Company,1212.SR,58.86,0.351
10,Saudi Azm for Communication and Information Technology Company,9534.SR,66.31,0.388
11,Academy of Learning Company,9541.SR,74.58,0.433
12,Retal Urban Development Company,4322.SR,48.31,0.315
13,National Company for Learning and Education,4291.SR,56.03,0.358
14,"Al Rashid Industrial Co.,",9580.SR,59.25,0.39
15,First Avenue for Real Estate De,9610.SR,42.05,0.296
16,United Mining Industries Company,9583.SR,44.64,0.331
17,The Company for Cooperative Insurance,8010.SR,43.73,0.325
18,Al Maather Reit Fund,4334.SR,10.2,0.086
19,Naba Al Saha Medical Services Company,9546.SR,49.85,0.367
20,Arabian Pipes Company,2200.SR,62.81,0.456
21,Al-Babtain Power and Telecommunications Company,2320.SR,46.39,0.361
22,Saudi Chemical Holding Company,2230.SR,47.37,0.372
23,Horizon Food Company Limited,9564.SR,32.67,0.272
24,East Pipes Integrated Company for Industry,1321.SR,51.69,0.405
25,Professional Medical Expertise Company,9574.SR,37.5,0.314
26,United International Transportation Company,4260.SR,26.3,0.23
27,Saudi Cable Company,2110.SR,61.2,0.48
28,Al Mohafaza Company for Educati,9598.SR,37.66,0.323
29,Aldrees Petroleum and Transport Services Company,4200.SR,44.64,0.373
30,ACWA Power Company,2082.SR,47.4,0.414
31,Alkhorayef Water and Power Technologies,2081.SR,32.32,0.298
32,Saudia Dairy & Foodstuff Company,2270.SR,29.39,0.276
33,National Gas and Industrialization Company,2080.SR,34.37,0.319
34,Middle East Specialized Cables Company,2370.SR,43.22,0.392
35,Lana Medical Co.,9587.SR,42.15,0.386
36,Saudi Paper Manufacturing Company,2300.SR,39.07,0.366
37,National Medical Care Company,4005.SR,37.19,0.361
38,Saudi Steel Pipes Company,1320.SR,51.56,0.48
39,Perfect Presentation for Commercial Services Company,7204.SR,29.21,0.295
40,Tam Development LLC,9570.SR,29.65,0.306
41,Etihad Etisalat Company,7020.SR,19.61,0.212
42,Jamjoom Pharmaceuticals Factory Company,4015.SR,28.13,0.308
43,Ladun Investment Company,9535.SR,73.52,0.699
44,National Environmental Recycling Company,9540.SR,41.93,0.457
45,Alwaha REIT Fund,9300.SR,25.15,0.294
46,Rasan Information Technology Company,8313.SR,38.42,0.428
47,The National Shipping Company of Saudi Arabia,4030.SR,27.66,0.333
48,BENA Steel Industries,9563.SR,29.16,0.351
