Rank,Name,Ticker,Return (%),Risk,Volatility,Follows Market Direction ?
1,"ACS, Actividades de Construcción y Servicios, S.A.",ACS.MC,41.49,0.174,0.506,Yes
2,"Logista Integral, S.A.",LOG.MC,29.47,0.15,0.3,Yes
3,"Gop Properties Socimi, S.A.",YGOP.MC,6.83,0.039,0.015,No
4,"Arteche Lantegi Elkartea, S.A.",ART.MC,46.8,0.233,0.353,Yes
5,"CaixaBank, S.A.",CABK.MC,45.71,0.241,0.636,Yes
6,"Elecnor, S.A.",ENO.MC,36.98,0.219,0.653,Yes
7,"Banco Bilbao Vizcaya Argentaria, S.A.",BBVA.MC,49.93,0.291,1.412,Yes
8,"AM LOCALES PROPERTY SOCIMI, S.A",SCAML.MC,3.8,0.026,,
9,"Alquiber Quality, S.A.",ALQ.MC,37.98,0.233,0.05,No
10,"Banco de Sabadell, S.A.",SAB.MC,75.42,0.412,1.538,Yes
11,"Industria de Diseño Textil, S.A.",ITX.MC,39.05,0.241,1.029,Yes
12,Metrovacesa S.A.,MVC.MC,27.22,0.18,0.753,Yes
13,"Indra Sistemas, S.A.",IDR.MC,49.81,0.306,0.759,Yes
14,"Mapfre, S.A.",MAP.MC,29.76,0.197,0.627,Yes
15,Ferrovial SE,FER.MC,24.03,0.166,0.596,Yes
16,Coca-Cola Europacific Partners PLC,CCEP.MC,24.3,0.17,0.39,Yes
17,"Banco Santander, S.A.",SAN.MC,40.96,0.286,1.4,Yes
18,"Grupo Catalana Occidente, S.A.",GCO.MC,28.87,0.213,0.391,Yes
19,"Bankinter, S.A.",BKT.MC,35.61,0.268,0.548,Yes
20,Vale S.A.,XVALO.MC,50.43,0.383,0.766,Yes
21,"Atresmedia Corporación de Medios de Comunicación, S.A.",A3M.MC,29.52,0.243,1.062,Yes
22,"Proeduca Altus, S.A.",PRO.MC,25.99,0.226,0.201,Yes
23,IBEX 35,^IBEX,17.18,0.165,1.0,Yes
24,"Neinor Homes, S.A.",HOME.MC,24.5,0.23,0.091,Yes
25,"Tubacex, S.A.",TUB.MC,31.56,0.295,1.113,Yes
26,"Aena S.M.E., S.A.",AENA.MC,23.29,0.229,1.085,Yes
27,Companhia Energética de Minas Gerais - CEMIG,XCMIG.MC,51.26,0.457,0.746,Yes
28,Companhia Paranaense de Energia - COPEL,XCOP.MC,46.43,0.442,0.883,Yes
29,"ARRIENDA Rental Properties SOCIMI, S.A.",YARP.MC,2.48,0.028,0.001,No
30,"Clínica Baviera, S.A.",CBAV.MC,24.32,0.263,0.735,Yes
31,"Altia Consultores, S.A.",ALC.MC,40.56,0.43,0.208,Yes
32,"CLERHP Estructuras, S.A.",CLR.MC,52.16,0.532,0.888,Yes
33,Banco Bradesco S.A.,XBBDC.MC,44.18,0.466,0.59,Yes
34,"Iberpapel Gestión, S.A.",IBG.MC,14.67,0.175,0.585,Yes
35,Bradespar S.A.,XBRPP.MC,57.83,0.603,1.641,Yes
36,"Aedas Homes, S.A.",AEDAS.MC,29.33,0.351,0.926,Yes
37,"Viscofan, S.A.",VIS.MC,11.51,0.152,0.223,Yes
38,Airbus SE,AIR.MC,21.63,0.278,1.045,Yes
39,"Sacyr, S.A.",SCYR.MC,16.89,0.224,1.144,Yes
40,"Construcciones y Auxiliar de Ferrocarriles, S.A.",CAF.MC,18.55,0.248,0.916,Yes
41,"Vidrala, S.A.",VID.MC,22.45,0.3,1.217,Yes
42,"Ktesios Real Estate Socimi, S.A.",YKTS.MC,18.21,0.264,,
43,"Olimpo Real Estate SOCIMI, S.A.",YORE.MC,4.63,0.078,0.048,Yes
44,"Tubos Reunidos, S.A.",TRG.MC,53.63,0.773,0.802,Yes
45,"Aplicaciones y Tratamiento de Sistemas, S.A.",ATSI.MC,9.76,0.169,,
46,"Airtificial Intelligence Structures, S.A.",AI.MC,40.58,0.734,2.099,Yes
47,"Naturhouse Health, S.A.",NTH.MC,9.15,0.203,0.453,Yes
48,"Redeia Corporación, S.A.",RED.MC,6.32,0.153,0.527,Yes
49,"Miquel y Costas & Miquel, S.A.",MCM.MC,6.78,0.167,0.232,Yes
50,"Amadeus IT Group, S.A.",AMS.MC,10.18,0.254,1.121,Yes
51,"Grupo Ezentis, S.A.",EZE.MC,51.98,1.116,1.227,Yes
52,"Bodegas Riojanas, S.A.",RIO.MC,9.63,0.245,0.265,Yes
53,"Telefónica, S.A.",TEF.MC,8.02,0.209,0.735,Yes
54,"Audax Renovables, S.A.",ADX.MC,22.17,0.558,2.101,Yes
55,"Grenergy Renovables, S.A.",GRE.MC,16.66,0.444,1.283,Yes
56,"Ebro Foods, S.A.",EBRO.MC,4.13,0.117,0.234,Yes
57,"izertis, S.A.",IZER.MC,4.79,0.135,0.203,No
58,"CIE Automotive, S.A.",CIE.MC,9.44,0.263,0.88,Yes
59,"Faes Farma, S.A.",FAE.MC,6.91,0.198,0.285,Yes
60,"MERLIN Properties SOCIMI, S.A.",MRL.MC,9.41,0.271,1.133,Yes
61,"Pharma Mar, S.A.",PHM.MC,17.57,0.491,0.939,Yes
62,"Energía, Innovación y Desarrollo Fotovoltaico, S.A.",EIDF.MC,33.74,0.894,0.837,Yes
63,"ENCE Energía y Celulosa, S.A.",ENC.MC,9.43,0.281,0.762,Yes
64,"Fomento de Construcciones y Contratas, S.A.",FCC.MC,10.51,0.343,0.849,Yes
65,"Natac Natural Ingredients, S.A.",NAT.MC,5.36,0.188,0.03,Yes
66,"Prosegur Cash, S.A.",CASH.MC,7.08,0.265,0.699,Yes
67,AmRest Holdings SE,EAT.MC,6.72,0.292,0.303,Yes
68,Alfa S.A.B. de C.V.,XALFA.MC,7.84,0.358,0.107,Yes
69,Aperam S.A.,APAM.MC,7.61,0.39,1.761,Yes
70,"Ercros, S.A.",ECR.MC,7.21,0.404,0.553,Yes
71,ArcelorMittal S.A.,MTS.MC,5.63,0.333,1.664,Yes
72,"Facephi Biometria, S.A.",FACE.MC,7.15,0.447,1.43,Yes
73,"Repsol, S.A.",REP.MC,3.45,0.225,0.655,Yes
74,eDreams ODIGEO S.A.,EDR.MC,6.49,0.432,1.477,Yes
75,"Fluidra, S.A.",FDR.MC,2.32,0.306,0.873,Yes
76,Soluciones Cuatroochenta S.A.,480S.MC,2.51,0.342,0.789,Yes
77,"Línea Directa Aseguradora, S.A., Compañía de Seguros y Reaseguros",LDA.MC,1.85,0.271,0.063,Yes
78,"Ecoener, S.A.",ENER.MC,1.52,0.337,0.738,Yes
79,"Gestamp Automoción, S.A.",GEST.MC,1.12,0.27,1.065,Yes
80,"Talgo, S.A.",TLGO.MC,1.14,0.304,1.096,Yes
81,"Nueva Expresión Textil, S.A.",NXT.MC,1.26,0.389,0.682,Yes
82,"Squirrel Media, S.A.",SQRL.MC,-0.87,0.442,0.875,Yes
83,"Laboratorios Farmaceuticos Rovi, S.A.",ROVI.MC,-0.7,0.325,0.241,Yes
84,"Enerside Energy, S.A.",ENRS.MC,-2.5,0.529,1.511,Yes
85,"Meliá Hotels International, S.A.",MEL.MC,-1.75,0.343,1.372,Yes
86,"Labiana Health, S.A.",LAB.MC,-4.61,0.523,,
87,"Árima Real Estate SOCIMI, S.A.",ARM.MC,-3.33,0.294,0.455,Yes
88,"Numulae Gestión de Servicios SOCIMI, S.A.",YNUM.MC,-0.72,0.054,0.089,No
89,"Enagás, S.A.",ENG.MC,-3.05,0.17,0.59,Yes
90,"Gigas Hosting, S.A.",GIGA.MC,-8.15,0.314,0.672,Yes
91,"Profithol, S.A.",SPH.MC,-27.4,1.123,0.859,Yes
92,"Acciona, S.A.",ANA.MC,-8.2,0.256,0.815,Yes
93,"Global Dominion Access, S.A.",DOM.MC,-7.26,0.219,0.435,Yes
94,"NZI Technical Protection, S.A.",NZI.MC,-4.8,0.124,,
95,"Cox Energy América, S.A.B. de C.V.",COXE.MC,-6.66,0.138,,
96,Greening Group Global S.A.,GGR.MC,-10.27,0.19,,
97,"Catenon, S.A.",COM.MC,-26.47,0.475,1.11,Yes
98,"Asturiana de Laminados, S.A.",ELZ.MC,-21.98,0.345,0.788,Yes
99,"Alantra Partners, S.A.",ALNT.MC,-13.36,0.197,0.436,Yes
