Rank,Name,Ticker,Return (%),Risk,Volatility,Follows Market Direction ?
1,Solar District Cooling Group Berhad,0321.KL,48.0,0.159,,
2,KIP Real Estate Investment Trust,5280.KL,7.03,0.036,0.034,Yes
3,KLCC Property Holdings Berhad,5235SS.KL,15.5,0.079,0.26,Yes
4,ITMAX System Berhad,5309.KL,64.42,0.284,,
5,United Plantations Berhad,2089.KL,35.64,0.175,0.71,Yes
6,KPJ Healthcare Berhad,5878.KL,49.32,0.244,0.626,Yes
7,Spritzer Bhd,7103.KL,37.68,0.199,0.318,Yes
8,IGB Real Estate Investment Trust,5227.KL,19.36,0.118,0.265,Yes
9,Kerjaya Prospek Group Berhad,7161.KL,30.81,0.18,0.328,Yes
10,Oriental Interest Berhad,5827.KL,17.98,0.111,0.044,Yes
11,Sunway Berhad,5211PA.KL,52.92,0.291,1.009,Yes
12,Gamuda Berhad,5398.KL,37.85,0.219,0.478,Yes
13,Kelington Group Berhad,0151.KL,48.38,0.271,0.173,Yes
14,Hong Leong Industries Berhad,3301.KL,26.73,0.163,0.406,Yes
15,Gas Malaysia Berhad,5209.KL,25.47,0.161,0.378,Yes
16,OSK Holdings Berhad,5053.KL,33.31,0.208,0.908,Yes
17,Ideal Capital Berhad,9687.KL,47.62,0.288,0.182,Yes
18,ELK-Desa Resources Berhad,5228.KL,17.62,0.12,0.17,No
19,Malayan Banking Berhad,1155.KL,11.11,0.078,0.465,Yes
20,Master-Pack Group Berhad,7029.KL,45.15,0.279,0.254,Yes
21,AME Real Estate Investment Trust,5307.KL,19.37,0.132,,
22,TradePlus Shariah Gold ETF,0828EA.KL,18.45,0.127,0.213,No
23,SSF Home Group Berhad,0287.KL,55.08,0.336,,
24,SDS Group Berhad,0212.KL,57.11,0.349,0.957,Yes
25,IGB Berhad,5606.KL,24.51,0.168,0.385,Yes
26,CCK Consolidated Holdings Berhad,7035.KL,46.9,0.297,0.313,Yes
27,Seal Incorporated Berhad,4286.KL,60.31,0.366,1.039,Yes
28,New Hoong Fatt Holdings Berhad,7060.KL,27.98,0.19,0.392,Yes
29,Paramount Corporation Berhad,1724.KL,31.01,0.211,0.46,Yes
30,Sunway Berhad,5211.KL,45.29,0.293,0.915,Yes
