Rank,Name,Ticker,Return (%),Risk,Volatility,Follows Market Direction ?
1,WB,7744.TWO,44.28,0.151,,
2,DEXATEK,7455.TWO,20.66,0.077,,
3,"Golden Insurance Brokers Co.,Ltd.",6028.TWO,54.86,0.202,0.059,Yes
4,Epoch Chemtronics Corp.,3633.TWO,43.74,0.177,0.18,Yes
5,"Daiken Biomedical Co., Ltd.",7780.TWO,57.1,0.238,,
6,"Taiwan Fire & Marine Insurance Co., Ltd.",2832.TW,23.79,0.117,0.024,No
7,Ruentex Interior Design Inc.,6881.TWO,67.94,0.3,,
8,"O-Bank Co., Ltd.",2897B.TW,5.28,0.029,,
9,"Nan Pao Resins Chemical Co., Ltd.",4766.TW,56.89,0.264,0.346,Yes
10,"Hong-Wei Electrical Industry & Co., Ltd.",4565.TWO,50.24,0.241,0.368,Yes
11,Success Prime Corporation,2496.TW,29.68,0.154,0.338,Yes
12,"I-Sheng Electric Wire & Cable Co., Ltd.",6115.TW,15.09,0.083,0.224,Yes
13,"Tong Yang Industry Co., Ltd.",1319.TW,72.99,0.338,0.059,Yes
14,"Lih Tai Construction Enterprise Co., Ltd.",5520.TWO,23.05,0.127,0.327,Yes
15,Dah San Electric Wire & Cable Corp.,1615.TW,40.93,0.212,0.36,Yes
16,"Hanpin Electron Co., Ltd.",2488.TW,35.27,0.188,0.229,Yes
17,Iscom Online International Information Inc.,6868.TWO,28.11,0.155,0.09,Yes
18,Dafeng TV Ltd.,6184.TW,10.47,0.062,0.08,Yes
19,"Bai Sha Technology Co., Ltd.",8401.TWO,39.36,0.21,0.315,Yes
20,"I Jang Industrial Co.,Ltd.",8342.TWO,27.23,0.153,0.323,Yes
21,"Hotai Finance Co., Ltd.",6592B.TW,4.07,0.025,,
22,"The First Insurance Co., Ltd.",2852.TW,32.74,0.181,0.209,Yes
23,"Advancetek Enterprise Co.,Ltd.",1442.TW,72.58,0.358,0.494,Yes
24,CHC Resources Corporation,9930.TW,21.15,0.124,0.192,Yes
25,"Bonraybio Co., Ltd.",6955.TW,65.62,0.332,,
26,"Formosa Optical Technology Co.,Ltd.",5312.TWO,41.17,0.228,0.161,Yes
27,"Taichung Commercial Bank Co., Ltd.",2812.TW,20.65,0.124,0.189,Yes
28,Audix Corporation,2459.TW,17.23,0.107,0.282,Yes
29,"ChainSea Information Integration Co.,Ltd.",6898.TWO,42.31,0.243,,
30,News World Wu Company,2245.TWO,37.31,0.218,0.364,Yes
31,"Chyang Sheng Texing Co., Ltd.",1463.TW,29.99,0.18,0.17,Yes
32,"Shinkong Insurance Co., Ltd.",2850.TW,38.73,0.234,0.444,Yes
33,Union Bank of Taiwan,2838A.TW,5.3,0.037,0.039,Yes
34,"Yankey Engineering Co., Ltd.",6691.TW,73.46,0.399,1.28,Yes
35,"Zero One Technology Co., Ltd.",3029.TW,60.52,0.342,0.801,Yes
36,"Sakura Development Co.,Ltd",2539.TW,52.4,0.305,0.227,Yes
37,"Depo Auto Parts Industrial Co., Ltd.",6605.TW,67.03,0.377,0.739,Yes
38,Radiant Opto-Electronics Corporation,6176.TW,33.56,0.212,0.578,Yes
39,"Delpha Construction Co.,Ltd.",2530.TW,50.38,0.303,0.064,Yes
40,Dimerco Data System Corporation,5403.TWO,31.85,0.205,0.221,Yes
41,104 Corporation,3130.TW,10.9,0.077,0.156,Yes
42,Macnica Galaxy Inc.,6227.TWO,59.15,0.355,0.441,Yes
43,"Kwang Ming Silk Mill Co., Ltd.",4420.TWO,57.71,0.349,0.541,Yes
44,Cathay Chemical Works Inc.,1713.TW,39.25,0.252,0.239,Yes
45,"Eclat Forever Machinery Co., Ltd.",3485.TWO,46.21,0.29,0.129,Yes
46,"Shin Ruenn development Co., LTD",6186.TWO,62.71,0.374,0.167,Yes
47,"Taiwan Hon Chuan Enterprise Co., Ltd.",9939.TW,31.78,0.211,0.186,Yes
48,J&B International Inc.,4442.TWO,70.21,0.414,,
49,"Ya Horng Electronic Co., Ltd.",6201.TW,24.26,0.168,0.26,Yes
50,"YoungQin International Co., Ltd.",2755.TWO,59.91,0.369,0.078,Yes
51,"Everlight Electronics Co., Ltd.",2393.TW,35.87,0.24,0.798,Yes
52,"United Integrated Services Co., Ltd.",2404.TW,55.94,0.35,0.812,Yes
53,"Shih-Kuen Plastics Co., Ltd.",4305.TWO,20.71,0.147,0.322,Yes
54,Ubright Optronics Corporation,4933.TWO,42.32,0.279,0.143,Yes
55,CKM Applied Materials Corp.,8930.TWO,46.91,0.304,0.471,Yes
56,QST International Corp.,8349A.TWO,6.96,0.053,0.092,Yes
57,"Genesis Technology, Inc.",6221.TWO,39.3,0.264,0.474,Yes
58,"Excelsior Medical Co., Ltd.",4104.TW,20.43,0.148,0.239,Yes
59,"Kunyue Development Co., Ltd.",5206.TWO,56.16,0.359,0.051,Yes
60,United Orthopedic Corporation,4129.TWO,56.89,0.363,0.766,Yes
61,"Chicony Electronics Co., Ltd.",2385.TW,40.82,0.275,0.507,Yes
62,Taiwan Sakura Corporation,9911.TW,21.72,0.158,0.289,Yes
63,"Ampoc Far-East Co., Ltd.",2493.TW,45.21,0.304,0.566,Yes
64,"Patec Precision Industry Co., Ltd.",2236.TW,75.57,0.463,0.479,Yes
65,"Jess-link Products Co., Ltd.",6197.TW,68.47,0.43,1.275,Yes
66,Gigastone Corporation,5262.TWO,66.59,0.421,0.753,Yes
67,Lian Hwa Foods Corporation,1231.TW,29.44,0.214,0.623,Yes
68,"Da-Cin Construction Co.,Ltd.",2535.TW,24.39,0.181,0.314,Yes
69,"Young Shine Electric Co., Ltd.",2249.TWO,60.31,0.396,0.782,Yes
70,Taiwan Puritic Corp.,6826.TWO,67.75,0.436,0.049,No
71,C Sun Mfg Ltd.,2467.TW,75.84,0.477,0.98,Yes
72,Munsin Garment Corporation,2916.TWO,45.72,0.317,0.684,Yes
73,"Supreme Electronics Co., Ltd.",8112A.TW,5.11,0.041,0.128,Yes
74,"Chialin Precision Industrial Co., Ltd.",3310.TWO,41.19,0.291,0.446,Yes
75,Capital Futures Corporation,6024.TW,18.44,0.142,0.445,Yes
76,GFC. LTD.,4506.TWO,21.52,0.164,0.261,Yes
77,Julien's International Entertainment Group,6595.TWO,20.8,0.161,0.144,Yes
78,"Fubon Financial Holding Co., Ltd.",2881A.TW,4.88,0.041,0.075,Yes
79,"Pacific Hospital Supply Co., Ltd",4126.TWO,16.84,0.134,0.246,Yes
80,"Taiwan Fu Hsing Industrial Co.,Ltd.",9924.TW,15.61,0.125,0.277,Yes
81,"Taiwan Shin Kong Security Co., Ltd.",9925.TW,6.5,0.054,0.151,Yes
82,"Shin Zu Shing Co., Ltd.",3376.TW,59.11,0.408,0.97,Yes
83,"Fullerton Technology Co., Ltd.",6136.TW,16.37,0.132,0.246,Yes
84,"Yuanta Futures Co., Ltd.",6023.TWO,23.82,0.188,0.463,Yes
85,New Asia Construction & Development Corp.,2516.TW,75.81,0.503,0.222,Yes
86,Winmate Inc.,3416.TW,35.02,0.265,0.408,Yes
87,Sintrones Technology Corp.,6680.TWO,36.49,0.277,0.407,Yes
88,Planet Technology Corporation,6263.TWO,38.46,0.291,0.412,Yes
89,"Good Will Instrument Co., Ltd.",2423.TW,24.84,0.198,0.289,Yes
90,"Taiwan Taxi Co.,Ltd.",2640.TWO,27.28,0.215,0.426,Yes
91,"CTBC Financial Holding Co., Ltd.",2891B.TW,4.08,0.035,0.02,No
92,"Kuen Ling Machinery Refrigerating Co., Ltd.",4527.TWO,32.73,0.254,0.181,Yes
93,"Catcher Technology Co., Ltd.",2474.TW,23.64,0.191,0.439,Yes
94,Accton Technology Corporation,2345.TW,47.43,0.353,0.625,Yes
95,Desiccant Technology Corporation,5292.TW,50.7,0.375,0.914,Yes
96,CTCI Advanced Systems Inc.,5209.TWO,46.14,0.347,0.358,Yes
97,Universal Cement Corporation,1104.TW,23.36,0.192,0.508,Yes
98,Yulon Finance Corporation,9941A.TW,4.28,0.038,0.068,Yes
99,"Hua Yu Lien Development Co., Ltd",1436.TW,44.32,0.339,0.458,Yes
100,FY Group Ltd.,6807.TW,45.45,0.346,0.41,Yes
