Ticker,mean,std,Return,Risk,sharpe,Name
STXTRA.JO,0.006185981041547527,0.003395488215771241,7.68,0.012,1.8218237403431723,Satrix TRACI 3 Month ETF
SRI.JO,0.062465096831058074,0.07820758581880496,106.91,0.271,0.7987089254459301,Supermarket Income REIT
WBC.JO,0.07633299392799137,0.12171331139314133,141.75,0.422,0.6271540315046659,We Buy Cars Hlds Ltd
STXNAM.JO,0.01084176501534464,0.018625074826391644,13.81,0.065,0.5821058501188897,Satrix S&P Namibia Bond ETF
SCD.JO,5.283762783750896e-07,9.369359557926842e-07,0.0,0.0,0.5639406568916044,Schroder European Real Estate Inv Trust
GLD.JO,0.018973624289713078,0.03852651993114172,25.3,0.133,0.4924821739317372,NewGold Issuer Limited
ETFGLD.JO,0.019074470535239054,0.039066132276000747,25.45,0.135,0.48826104413097876,AfricaGold ETF
COOPTI.JO,0.015149650916250942,0.031048301711007666,19.77,0.108,0.48793815060357654,Coronation Global Optimum Growth Prescient Actively Managed Exchange Traded Fund A
COGCAP.JO,0.011585402681058113,0.023899918972197537,14.82,0.083,0.48474652548133157,Coronation Global Capital Plus Prescient Actively Managed Exchange Traded Fund A
COUSDI.JO,0.010182505514709287,0.02108985071368169,12.93,0.073,0.4828154382384298,CDI Actively Managed ETF
COGMAN.JO,0.020149255062191295,0.04357798952016585,27.05,0.151,0.4623722958322151,Coronation Global Managed Prescient Actively Managed Exchange Traded Fund A
AQUA.JO,0.006427254921000292,0.015126640307239588,7.99,0.052,0.4248963940739846,AQU ACTIVELY MANAGED ETF
PIPETF.JO,0.0016494507970310397,0.00398134036031953,2.0,0.014,0.4142953497446422,Prescient Income Provider Feeder Actively Managed ETF (A)
COGES.JO,0.026894931253253058,0.06495258571409335,37.5,0.225,0.4140702168754064,Coronation Global Equity Select Prescient Actively Managed Exchange Traded Fund A
WBO.JO,0.028320735870998797,0.0752622733874729,39.81,0.261,0.3762939198660011,Wilson Bayly Holmes-Ovcon Limited
PMR.JO,0.03661037160172206,0.09932663344661138,53.95,0.344,0.36858564849477493,Premier Group Limited
ETFSAB.JO,0.005598588284205164,0.01603015440173463,6.93,0.056,0.3492535470275531,ETFSA Balanced Foundation Prescient AMETF A
ADH.JO,0.019231528621925103,0.055474121258569695,25.68,0.192,0.3466756784174242,ADvTECH Limited
NVS.JO,0.03949520349283295,0.11414184058934626,59.17,0.395,0.3460186316333096,Novus Holdings Limited
AEL.JO,0.028855258231947362,0.08711617072610076,40.69,0.302,0.3312273483951709,Altron Limited
SYFANG.JO,0.02137054564969672,0.06460136906065699,28.88,0.224,0.33080638940687157,Sygnia Itrix FANG.AI Actively Managed ETF
ETFWLD.JO,0.01357222618161026,0.04361292218273164,17.56,0.151,0.31119735854306335,1nvest MSCI World Feeder ETF
MTM.JO,0.01978698984922091,0.06361858558448429,26.51,0.22,0.31102530286443036,Momentum Group Limited
HAR.JO,0.0538077551157747,0.174398750337237,87.56,0.604,0.3085329167309168,Harmony Gold Mining Company Limited
STXJGE.JO,0.008275755716700589,0.026994518956497026,10.4,0.094,0.30657170553908997,Satrix JSE Global Equity ETF
STX500.JO,0.01494899306530107,0.0497739364918787,19.49,0.172,0.30033776950192004,Satrix S&P 500 ETF
STXWDM.JO,0.013783211949285255,0.04601315886449201,17.85,0.159,0.29954935260751353,Satrix MSCI World ETF
PAN.JO,0.029873932350864874,0.09986806676049477,42.37,0.346,0.2991339806597942,Pan African Resources PLC
SYGEU.JO,0.01567573040127905,0.052558856952772834,20.52,0.182,0.2982509763361977,Sygnia Itrix Euro Stoxx 50 ETF
