Date,AAAK.AT,ACAG.AT,ADMIE.AT,AEGN.AT,AEM.AT,AIA.AT,AKRIT.AT,AKTR.AT,ALMY.AT,ALPHA.AT,ANDRO.AT,ASCO.AT,ASTAK.AT,ATEK.AT,ATRUST.AT,ATTICA.AT,AVAX.AT,AVE.AT,BELA.AT,BIOKA.AT,BIOSK.AT,BIOT.AT,BLEKEDROS.AT,BOCHGR.AT,BRIQ.AT,CAIROMEZ.AT,CENER.AT,CENTR.AT,CNLCAP.AT,CPI.AT,DAIOS.AT,DIMAND.AT,DOMIK.AT,DOPPLER.AT,DROME.AT,EEE.AT,EKTER.AT,ELBE.AT,ELHA.AT,ELIN.AT,ELLAKTOR.AT,ELPE.AT,ELSTR.AT,ELTON.AT,ETE.AT,EUROB.AT,EUROC.AT,EVR.AT,EVROF.AT,EXAE.AT,EYAPS.AT,EYDAP.AT,FAIS.AT,FLEXO.AT,FOODL.AT,FOYRK.AT,FRIGO.AT,GCMEZZ.AT,GD.AT,GEBKA.AT,GEKTERNA.AT,HAIDE.AT,HTO.AT,IATR.AT,IKTIN.AT,ILYDA.AT,INLIF.AT,INLOT.AT,INTEK.AT,INTET.AT,INTRK.AT,KARE.AT,KEKR.AT,KEPEN.AT,KORDE.AT,KRI.AT,KTILA.AT,KYLO.AT,KYRI.AT,LAMDA.AT,LAMPS.AT,LANAC.AT,LAVI.AT,LEBEP.AT,LOGISMOS.AT,MASTIHA.AT,MATHIO.AT,MEDIC.AT,MERKO.AT,MEVA.AT,MIG.AT,MIN.AT,MODA.AT,MOH.AT,MOTO.AT,MOYZK.AT,MPITR.AT,MYTIL.AT,NAKAS.AT,NAYP.AT,NOVAL.AT,OLTH.AT,OLYMP.AT,ONYX.AT,OPAP.AT,OPTIMA.AT,ORILINA.AT,OTOEL.AT,PAIR.AT,PAP.AT,PERF.AT,PETRO.AT,PLAKR.AT,PLAT.AT,PPA.AT,PPC.AT,PRD.AT,PREMIA.AT,PROF.AT,PROFK.AT,PVMEZZ.AT,QUAL.AT,QUEST.AT,REALCONS.AT,REVOIL.AT,SAR.AT,SIDMA.AT,SOFTWEB.AT,SPACE.AT,SPIR.AT,SUNMEZZ.AT,TATT.AT,TELL.AT,TITC.AT,TPEIR.AT,TRASTOR.AT,TRESTATES.AT,VIDAVO.AT,VIO.AT,VOSYS.AT,XYLEK.AT,XYLEP.AT,YALCO.AT
2024-04-30,7.0,6.467904567718506,2.234999895095825,11.877225875854492,,7.342031478881836,0.949999988079071,5.400000095367432,2.859999895095825,1.567843317985535,6.385368347167969,2.5115673542022705,7.178594589233398,0.3779999911785126,7.551054000854492,2.40324330329895,1.4530832767486572,0.4779999852180481,27.60833549499512,2.5747570991516118,1.3049999475479126,0.2800000011920929,3.3434579372406006,,1.870234727859497,0.3720000088214874,7.87256908416748,0.3779999911785126,7.344966411590576,0.75,3.7799999713897705,9.56999969482422,4.784999847412109,0.9649999737739564,0.3490000069141388,29.477663040161133,2.125589609146118,4.583963871002197,1.8895851373672483,2.355510711669922,1.32822585105896,7.618896961212158,2.359999895095825,1.787999987602234,7.233333587646484,1.9235514402389529,1.3300000429153442,,1.622656226158142,4.894182205200195,3.20222806930542,5.621379375457764,,8.047204971313477,0.382999986410141,4.013587951660156,0.3300000131130218,0.6878260970115662,1448.47998046875,1.6006656885147097,16.54299545288086,0.6949999928474426,13.533300399780272,1.68045973777771,0.4325000047683716,1.1533329486846924,4.96686315536499,1.1480000019073486,5.955782890319824,1.2799999713897705,3.5202856063842773,331.4541015625,1.524999976158142,1.9462857246398928,0.550000011920929,10.393733024597168,1.8093334436416624,2.6291208267211914,1.440000057220459,6.889999866485596,33.400001525878906,1.090000033378601,0.8510000109672546,0.3499999940395355,1.4700000286102295,1.5212063789367676,1.090000033378601,2.933823585510254,43.44765853881836,3.811499834060669,3.990000009536743,0.6399999856948853,3.206606149673462,25.229047775268555,2.893217086791992,0.7300000190734863,0.4699999988079071,36.562950134277344,2.5710456371307373,1.0099999904632568,,21.10577774047852,2.8499999046325684,1.0700000524520874,14.752490043640137,10.268445014953612,0.7828894257545471,11.966143608093262,1.1799999475479126,2.619999885559082,6.370817184448242,8.300000190734863,14.70956325531006,3.771543979644776,23.59516906738281,10.996499061584473,0.2960000038146972,1.124427318572998,4.643963813781738,1.6449999809265137,0.0765712708234787,1.2860000133514404,5.555086612701416,3.9573333263397217,1.6509226560592651,11.668713569641112,1.899999976158142,,7.619130611419678,0.1899999976158142,0.2868161499500274,983.93017578125,14.050000190734863,28.92361068725586,3.710246801376343,1.142305612564087,1.5919545888900757,2.1600000858306885,5.681431293487549,2.3865416049957275,0.2800000011920929,0.3309677541255951,0.1800000071525573
2024-05-31,5.900000095367432,5.7994890213012695,2.2049999237060547,11.829999923706056,,7.597842216491699,0.8199999928474426,5.199999809265137,2.7300000190734863,1.5269858837127686,6.575089454650879,2.5771679878234863,6.754054069519043,0.3819999992847442,8.34000015258789,2.237837791442871,1.4530832767486572,0.4740000069141388,24.97806930541992,2.6341748237609863,1.3250000476837158,0.277999997138977,3.363241672515869,,1.870234727859497,0.4289999902248382,8.923566818237305,0.363999992609024,7.489933013916016,0.6800000071525574,3.680000066757202,8.550000190734863,4.519999980926514,1.2100000381469729,0.3409999907016754,31.280000686645508,1.9774057865142824,4.871621608734131,1.8661119937896729,2.1457080841064453,1.2851345539093018,7.551111698150635,2.289999961853028,1.7960000038146973,7.635185241699219,1.9254655838012693,1.2450000047683716,,1.525781273841858,4.657061100006104,3.07334566116333,5.798275947570801,,7.949068546295166,0.4580000042915344,3.877862691879273,0.2399999946355819,0.591304361820221,1431.8399658203125,1.5499999523162842,16.523277282714844,0.6499999761581421,12.737224578857422,1.5717241764068604,0.4154999852180481,1.0933330059051514,4.763936519622803,1.1699999570846558,5.575222015380859,1.2350000143051147,3.6553101539611816,327.6000061035156,1.409999966621399,1.9462857246398928,0.5139999985694885,10.830852508544922,1.7995001077651978,2.543076992034912,1.340000033378601,6.670000076293945,36.59999847412109,0.9549999833106996,0.9169999957084656,0.3039999902248382,1.3799999952316284,1.5115784406661987,0.9399999976158142,2.8653676509857178,44.20000076293945,3.72487473487854,3.7899999618530273,0.5,3.4144415855407715,24.20725440979004,2.900000095367432,0.699999988079071,0.6399999856948853,35.0506591796875,2.608039140701294,0.9340000152587892,,22.0,2.619999885559082,0.8600000143051147,13.845226287841797,11.561650276184082,0.8056076765060425,11.037095069885254,1.1150000095367432,2.390000104904175,7.134918212890625,8.640000343322754,15.48375129699707,3.889404773712158,23.975738525390625,10.976932525634766,0.2520000040531158,1.159504771232605,4.881608009338379,1.5449999570846558,0.0714265033602714,1.190000057220459,5.114510536193848,3.769359827041626,1.6950000524520874,10.979999542236328,1.8949999809265137,,7.111188411712647,0.1550000011920929,0.2930967807769775,1010.5228881835938,14.100000381469728,29.458332061767575,3.5461113452911377,1.06551194190979,1.5567835569381714,2.1600000858306885,6.259369850158691,2.255000114440918,0.2709999978542328,0.3948386907577514,0.1620000004768371
2024-06-28,6.449999809265137,5.652044296264648,2.174999952316284,11.68000030517578,,7.220709323883057,0.7649999856948853,5.099999904632568,2.634999990463257,1.499911546707153,6.2249369621276855,2.792712926864624,6.638270378112793,0.4180000126361847,8.460000038146973,2.315675735473633,1.329708456993103,0.4490000009536743,25.43221473693848,2.455922365188598,1.2599999904632568,0.2319999933242797,3.412700891494751,,1.8550000190734863,0.3680000007152557,9.59000015258789,0.335999995470047,7.151678085327148,0.6100000143051147,3.319999933242798,8.460000038146973,3.744999885559082,0.8949999809265137,0.3160000145435333,31.5,2.125589609146118,4.7324323654174805,1.7640000581741333,2.088489294052124,1.2521823644638062,7.04951286315918,2.0299999713897705,1.649999976158142,7.447654247283935,1.9340782165527344,1.2599999904632568,,1.4434374570846558,4.840000152587891,3.0436036586761475,5.385517597198486,,7.900000095367432,0.44200000166893,3.880000114440918,0.2360000014305114,0.5582609176635742,1404.260009765625,1.4249999523162842,16.306385040283203,0.675000011920929,12.737224578857422,1.527241349220276,0.3589999973773956,1.1066659688949585,4.541684150695801,1.1759999990463257,5.32785701751709,1.2300000190734863,3.143911838531494,334.0,1.2999999523162842,1.9462857246398928,0.4639999866485595,11.025128364562988,1.7699999809265137,2.6100001335144043,1.100000023841858,6.739999771118164,36.59999847412109,0.8999999761581421,0.8460000157356262,0.2800000011920929,1.3300000429153442,1.5115784406661987,0.8240000009536743,2.728455781936645,44.400001525878906,3.7441248893737793,3.609999895095825,0.5199999809265137,3.265987634658813,23.08793067932129,2.819999933242798,0.6899999976158142,0.5799999833106995,34.86000061035156,2.441568613052368,0.8899999856948853,2.700999975204468,20.399999618530277,2.4800000190734863,0.8500000238418579,14.07749080657959,12.020000457763672,0.8021118640899658,10.516827583312988,1.0499999523162842,2.4100000858306885,7.0,8.020000457763672,14.41924285888672,3.745765209197998,23.78545379638672,10.996499061584473,0.2440000027418136,1.1100000143051147,4.505000114440918,1.3600000143051147,0.0676536783576011,1.2000000476837158,5.300000190734863,3.670426607131958,1.7799999713897705,10.800000190734863,1.5199999809265137,,6.564173698425293,0.1550000011920929,0.2487135529518127,992.79443359375,13.25,29.25,3.347576141357422,1.0943095684051514,1.5850986242294312,2.1600000858306885,5.690000057220459,2.273791790008545,0.2590000033378601,0.4470967650413513,0.1620000004768371
2024-07-31,5.599999904632568,5.849999904632568,2.255000114440918,11.5,,7.32373046875,0.949999988079071,4.989999771118164,3.0299999713897705,1.7029999494552612,6.516730308532715,2.748452663421631,7.139999866485596,0.4180000126361847,8.579999923706055,2.5899999141693115,1.4079999923706057,0.4629999995231628,24.315786361694336,2.3667962551116943,1.4700000286102295,0.2560000121593475,3.4918360710144043,,1.9600000381469729,0.4370000064373016,9.65999984741211,0.3519999980926513,6.8617448806762695,0.6919999718666077,3.2799999713897705,9.0,3.765000104904175,0.6949999928474426,0.3219999969005584,33.91999816894531,2.109999895095825,5.24279260635376,1.8899999856948853,2.1600000858306885,1.231231451034546,7.207792282104492,2.25,1.7999999523162842,8.109999656677246,2.118000030517578,1.2899999618530271,,1.5500000715255735,4.800000190734863,3.3211960792541504,5.809999942779541,,7.949999809265137,0.4339999854564667,3.924999952316284,0.2259999960660934,0.6417391300201416,1478.1700439453125,1.600000023841858,17.647174835205078,0.6100000143051147,15.170000076293944,1.6699999570846558,0.4084999859333038,1.1833330392837524,5.179999828338623,1.2339999675750732,5.794692516326904,1.284999966621399,3.3299999237060547,338.0,1.4600000381469729,1.75,0.4900000095367431,11.219404220581056,1.632333278656006,2.630000114440918,1.1799999475479126,7.610000133514404,37.20000076293945,0.9100000262260436,0.8939999938011169,0.2759999930858612,1.4199999570846558,1.5115784406661987,0.8500000238418579,2.609999895095825,45.0,4.019999980926514,3.670000076293945,0.6349999904632568,3.64207124710083,23.166728973388672,2.680000066757202,0.6499999761581421,0.6949999928474426,36.47999954223633,2.552548885345459,0.9700000286102296,2.7699999809265137,21.200000762939453,2.559999942779541,0.8100000023841858,15.491009712219238,12.239999771118164,0.7855105400085449,11.018513679504396,1.0750000476837158,2.359999895095825,7.150000095367432,8.579999923706055,14.999883651733398,4.070201396942139,25.950000762939453,11.770000457763672,0.2300000041723251,1.1619999408721924,5.010000228881836,1.4850000143051147,0.0718552395701408,1.1660000085830688,5.380000114440918,3.749573230743408,1.965000033378601,10.979999542236328,1.6699999570846558,1.634600043296814,6.659999847412109,0.1449999958276748,0.280535489320755,819.055419921875,13.899999618530272,32.900001525878906,3.900000095367432,1.1323808431625366,1.5850986242294312,2.1600000858306885,5.880000114440918,2.3399999141693115,0.2790000140666961,0.3779999911785126,0.1620000004768371
2024-08-30,5.099999904632568,5.849999904632568,2.134999990463257,10.920000076293944,,7.266701221466064,0.8100000023841858,5.150000095367432,2.8499999046325684,1.5464999675750732,6.263842582702637,2.7386367321014404,7.099999904632568,0.4180000126361847,8.640000343322754,2.4200000762939453,1.3860000371932983,0.4629999995231628,22.46951484680176,2.049999952316284,1.6699999570846558,0.2380000054836273,3.569999933242798,,1.9850000143051147,0.3840000033378601,9.699999809265137,0.3330000042915344,6.71677827835083,0.6100000143051147,3.2799999713897705,9.4399995803833,3.3949999809265137,0.675000011920929,0.3140000104904175,33.31999969482422,1.9479999542236328,5.24279260635376,1.840000033378601,2.119999885559082,1.301659345626831,6.954545021057129,2.130000114440918,1.7039999961853027,7.857999801635742,2.063999891281128,1.284999966621399,,1.501562476158142,4.519999980926514,3.200000047683716,5.599999904632568,,7.599999904632568,0.3849999904632568,4.034999847412109,0.2179999947547912,0.5973913073539734,1431.18994140625,1.5750000476837158,17.520000457763672,0.6399999856948853,14.65999984741211,1.5850000381469729,0.3855000138282776,1.0666660070419312,4.940000057220459,1.2020000219345093,5.696310520172119,1.2599999904632568,3.1700000762939453,340.0,1.399999976158142,1.600000023841858,0.4550000131130218,12.199999809265137,1.7995001077651978,2.5899999141693115,1.1100000143051147,7.039999961853027,38.59999847412109,0.9200000166893004,0.8309999704360962,0.2399999946355819,1.440000057220459,1.440000057220459,0.722000002861023,2.3499999046325684,43.20000076293945,3.849999904632568,3.3499999046325684,0.5600000023841858,3.948875904083252,21.37406539916992,2.615000009536743,0.6200000047683716,0.6499999761581421,34.040000915527344,2.6265358924865723,0.906000018119812,2.700000047683716,20.799999237060547,2.450000047683716,0.800000011920929,15.039068222045898,13.0,0.8075448274612427,10.665475845336914,1.0,2.450000047683716,6.630000114440918,8.140000343322754,14.300000190734863,3.8637421131134033,27.0,11.619999885559082,0.2179999947547912,1.1979999542236328,4.579999923706055,1.2999999523162842,0.0741703733801841,1.159999966621399,5.239999771118164,3.660000085830689,1.8899999856948853,9.9399995803833,1.600000023841858,1.7640000581741333,6.559999942779541,0.1319999992847442,0.2696490287780761,746.36865234375,13.5,31.700000762939453,3.9079999923706055,1.083571434020996,1.5909262895584106,2.5799999237060547,5.800000190734863,2.400000095367432,0.2730000019073486,0.4000000059604645,0.1620000004768371
2024-09-30,4.360000133514404,5.920000076293945,2.365000009536743,10.93000030517578,,7.031223297119141,0.7599999904632568,4.900000095367432,2.984999895095825,1.5579999685287476,6.400012969970703,2.7386367321014404,7.0,0.3899999856948852,8.579999923706055,2.309999942779541,1.5460000038146973,0.4699999988079071,25.238924026489254,1.7649999856948853,1.5499999523162842,0.270000010728836,3.619999885559082,4.639999866485596,2.0199999809265137,0.4939999878406524,10.0,0.3490000069141388,6.958388805389404,0.6299999952316284,3.259999990463257,9.40999984741211,3.2699999809265137,0.6100000143051147,0.3179999887943268,32.41999816894531,1.8200000524520876,5.010810852050781,1.8739999532699585,2.049999952316284,1.2299737930297852,6.803571701049805,2.119999885559082,1.7039999961853027,7.676000118255615,2.058000087738037,1.2599999904632568,,1.600000023841858,4.550000190734863,3.240000009536743,5.739999771118164,,7.699999809265137,0.356000006198883,3.859999895095825,0.2720000147819519,0.6930434703826904,1451.9000244140625,1.3849999904632568,17.65999984741211,0.6000000238418579,15.489999771118164,1.5049999952316284,0.3600000143051147,1.1933330297470093,4.909999847412109,1.121999979019165,5.843883514404297,1.2200000286102295,3.095000028610229,334.0,1.4450000524520874,1.5199999809265137,0.4390000104904175,13.449999809265137,1.7699999809265137,2.690000057220459,1.059999942779541,7.489999771118164,39.0,0.9300000071525574,0.8320000171661377,0.270000010728836,1.3700000047683716,1.440000057220459,0.7099999785423279,2.4100000858306885,43.20000076293945,3.839999914169312,3.319999933242798,0.5950000286102295,3.721246480941773,20.940673828125,2.680000066757202,0.7099999785423279,0.6800000071525574,35.380001068115234,2.608039140701294,0.7699999809265137,2.690000057220459,21.399999618530277,2.450000047683716,0.8500000238418579,15.346773147583008,12.979999542236328,0.8169999718666077,10.182371139526367,1.0,2.299999952316284,6.699999809265137,8.220000267028809,15.199999809265137,3.726102352142334,26.75,12.039999961853027,0.2259999960660934,1.25600004196167,5.329999923706055,1.2899999618530271,0.0833452120423317,1.184000015258789,5.21999979019165,3.799999952316284,1.7649999856948853,10.880000114440918,1.6699999570846558,1.7649999856948853,6.599999904632568,0.1270000040531158,0.2930967807769775,424.5968933105469,13.449999809265137,35.70000076293945,3.825999975204468,1.0640475749969482,1.567615985870361,2.5799999237060547,5.820000171661377,2.2799999713897705,0.2800000011920929,0.3680000007152557,0.1620000004768371
2024-10-31,4.480000019073486,5.429999828338623,2.369999885559082,9.96500015258789,,7.220709323883057,0.7049999833106995,4.900000095367432,3.194999933242798,1.3795000314712524,6.400000095367432,2.5325028896331787,6.980000019073486,0.4300000071525574,8.699999809265137,2.0899999141693115,1.399999976158142,0.4760000109672546,24.06045150756836,1.6549999713897705,1.4299999475479126,0.3260000050067901,3.680000066757202,4.230000019073486,2.0299999713897705,0.453000009059906,8.699999809265137,0.3339999914169311,6.71677827835083,0.5400000214576721,3.5,9.149999618530272,2.630000114440918,0.5550000071525574,0.2800000011920929,31.899999618530277,1.440000057220459,4.78000020980835,1.7400000095367432,1.9800000190734863,1.1142706871032717,6.7207794189453125,1.9700000286102293,1.7339999675750732,7.179999828338623,1.8899999856948853,1.1299999952316284,,1.4500000476837158,4.230000019073486,3.1600000858306885,5.789999961853027,,8.050000190734863,0.3289999961853027,3.684999942779541,0.2280000001192093,0.5939130783081055,1382.6800537109375,1.315000057220459,17.299999237060547,0.6000000238418579,15.170000076293944,1.465000033378601,0.2924999892711639,1.2233330011367798,4.340000152587891,1.0119999647140503,5.9816179275512695,1.0399999618530271,2.755000114440918,336.0,1.2699999809265137,1.75,0.4079999923706054,13.899999618530272,1.7699999809265137,2.650000095367432,0.921999990940094,7.400000095367432,37.400001525878906,0.8899999856948853,0.7310000061988831,0.3400000035762787,1.2699999809265137,1.4299999475479126,0.6859999895095825,2.220000028610229,41.20000076293945,3.5999999046325684,3.055000066757202,0.5199999809265137,3.799999952316284,19.34500503540039,2.619999885559082,0.6899999976158142,0.6200000047683716,32.060001373291016,2.663529396057129,0.9039999842643738,2.525000095367432,20.600000381469727,2.3499999046325684,0.8199999928474426,15.077531814575195,12.800000190734863,0.800000011920929,10.55398941040039,1.0149999856948853,2.289999961853028,5.920000076293945,7.900000095367432,15.100000381469728,3.6179568767547607,27.649999618530277,12.050000190734863,0.25,1.1299999952316284,5.179999828338623,1.3600000143051147,0.0770857483148574,1.0880000591278076,5.53000020980835,3.4600000381469727,1.600000023841858,11.020000457763672,1.590000033378601,1.600000023841858,6.019999980926514,0.1270000040531158,0.2591813206672668,6.179999828338623,13.199999809265137,32.79999923706055,3.437999963760376,1.0347617864608765,1.567615985870361,2.5799999237060547,5.150000095367432,2.140000104904175,0.2599999904632568,0.3980000019073486,0.1620000004768371
2024-11-29,4.480000019073486,5.400000095367432,2.365000009536743,9.479999542236328,,7.40467643737793,0.6899999976158142,4.840000152587891,3.9600000381469727,1.4665000438690186,6.340000152587891,2.6502938270568848,6.980000019073486,0.4259999990463257,8.720000267028809,2.25,1.4320000410079956,0.453000009059906,24.23722267150879,1.8200000524520876,1.375,0.2800000011920929,3.7200000286102295,4.400000095367432,2.119999885559082,0.3899999856948852,8.699999809265137,0.324999988079071,7.199999809265137,0.4950000047683716,3.5999999046325684,8.199999809265137,2.8499999046325684,0.5400000214576721,0.2899999916553497,33.47999954223633,1.4980000257492063,4.739999771118164,1.868000030517578,2.0,1.0941485166549685,6.61850643157959,1.9800000190734863,1.8799999952316284,6.665999889373779,2.0,1.1200000047683716,,1.4149999618530271,4.340000152587891,3.1600000858306885,5.840000152587891,,8.25,0.402999997138977,3.619999885559082,0.2080000042915344,0.6000000238418579,1393.489990234375,1.2949999570846558,18.6200008392334,0.5899999737739563,14.9399995803833,1.5049999952316284,0.2949999868869781,1.266666054725647,4.230000019073486,0.912999987602234,5.755339622497559,1.0499999523162842,2.6549999713897705,336.0,1.2300000190734863,2.220000028610229,0.4180000126361847,14.300000190734863,1.7200000286102295,2.7300000190734863,0.9259999990463256,7.190000057220459,37.400001525878906,0.8999999761581421,0.7099999785423279,0.2540000081062317,1.25,1.2699999809265137,0.593999981880188,2.0799999237060547,40.0,3.559999942779541,2.970000028610229,0.5149999856948853,3.660000085830689,19.31545639038086,2.5999999046325684,0.6299999952316284,0.6200000047683716,31.059999465942383,2.700522899627685,0.8399999737739563,2.25,21.899999618530277,2.3299999237060547,0.9449999928474426,15.510000228881836,12.600000381469728,0.7900000214576721,9.624940872192385,0.9900000095367432,2.3499999046325684,5.340000152587891,7.900000095367432,14.5,3.932561874389648,31.350000381469727,11.449999809265137,0.3179999887943268,1.1799999475479126,5.150000095367432,1.4149999618530271,0.0816000029444694,1.0640000104904177,5.539999961853027,3.4800000190734863,1.5700000524520874,10.720000267028809,1.5399999618530271,1.6549999713897705,5.800000190734863,0.1270000040531158,0.2585000097751617,0.5680000185966492,13.100000381469728,38.75,3.4649999141693115,1.0347617864608765,1.5831561088562012,2.819999933242798,5.170000076293945,2.200000047683716,0.2549999952316284,0.3980000019073486,0.1620000004768371
2024-12-31,4.480000019073486,5.940000057220459,2.575000047683716,10.119999885559082,,7.358684539794922,0.7400000095367432,4.8214430809021,4.554999828338623,1.6169999837875366,6.480000019073486,2.789999961853028,7.380000114440918,0.4620000123977661,8.720000267028809,2.190000057220459,1.52400004863739,0.4460000097751617,25.10143280029297,1.875,1.5950000286102295,0.25,3.799999952316284,4.599999904632568,2.140000104904175,0.4160000085830688,9.4399995803833,0.363999992609024,7.400000095367432,0.5580000281333923,3.5199999809265137,8.3100004196167,2.799999952316284,0.6100000143051147,0.3100000023841858,33.31999969482422,1.7799999713897705,5.0,1.919999957084656,2.3299999237060547,1.402270793914795,7.363636016845703,2.0,1.871999979019165,7.659999847412109,2.2300000190734863,1.225000023841858,1.4950000047683716,1.809999942779541,4.510000228881836,3.220000028610229,5.909999847412109,,8.100000381469727,0.4399999976158142,3.7100000381469727,0.2119999974966049,0.609000027179718,1469.6700439453125,1.3700000047683716,18.479999542236328,0.6349999904632568,14.880000114440918,1.5049999952316284,0.3350000083446502,1.3333330154418943,4.710000038146973,1.0479999780654907,5.843883514404297,1.100000023841858,2.9800000190734863,336.0,1.2000000476837158,1.7300000190734863,0.4350000023841858,15.0,1.8600000143051147,2.869999885559082,1.0199999809265137,7.309999942779541,37.0,0.8999999761581421,0.7950000166893005,0.2599999904632568,1.6299999952316284,1.3799999952316284,0.6100000143051147,2.1600000858306885,40.0,3.940000057220459,2.880000114440918,0.5,3.7300000190734863,20.63999938964844,2.7699999809265137,0.6650000214576721,0.6050000190734863,33.52000045776367,3.059999942779541,0.8560000061988831,2.309999942779541,22.399999618530277,2.390000104904175,1.159999966621399,15.699999809265137,12.9399995803833,0.8289999961853027,9.45771312713623,0.9959999918937684,2.369999885559082,5.559999942779541,8.180000305175781,14.399999618530272,3.8539106845855713,30.0,12.34000015258789,0.2800000011920929,1.2719999551773071,5.25,1.4900000095367432,0.0824000015854835,1.24399995803833,5.989999771118164,3.5,1.715000033378601,10.880000114440918,1.5800000429153442,1.75,5.900000095367432,0.1379999965429306,0.2694999873638153,0.6899999976158142,14.600000381469728,40.20000076293945,3.849999904632568,1.024999976158142,1.6480000019073486,2.819999933242798,5.440000057220459,2.200000047683716,0.277999997138977,0.3339999914169311,0.1620000004768371
2025-01-31,4.800000190734863,5.909999847412109,2.680000066757202,10.869999885559082,4.624499797821045,7.88299036026001,0.7599999904632568,5.150000095367432,4.315000057220459,1.784000039100647,6.480000019073486,3.2699999809265137,7.300000190734863,1.2400000095367432,8.760000228881836,2.400000095367432,1.9299999475479128,0.4600000083446502,25.72995376586914,1.830000042915344,1.524999976158142,0.2520000040531158,3.7899999618530273,5.079999923706055,2.3499999046325684,0.4410000145435333,9.510000228881836,0.3600000143051147,7.150000095367432,0.6079999804496765,3.400000095367432,8.199999809265137,2.7149999141693115,0.6050000190734863,0.3370000123977661,33.400001525878906,1.7760000228881836,5.5,2.095000028610229,2.1600000858306885,1.408558964729309,7.489999771118164,2.25,1.7999999523162842,8.380000114440918,2.4230000972747803,1.1749999523162842,1.5199999809265137,1.924999952316284,4.965000152587891,3.380000114440918,6.099999904632568,,7.699999809265137,0.4650000035762787,4.105000019073486,0.209999993443489,0.625,1549.3199462890625,1.4600000381469729,18.68000030517578,0.6800000071525574,14.600000381469728,1.919999957084656,0.3519999980926513,1.774999976158142,4.639999866485596,1.0640000104904177,5.912751197814941,1.149999976158142,3.109999895095825,328.0,1.3550000190734863,1.7400000095367432,0.4569999873638153,16.049999237060547,1.75,3.2300000190734863,1.0,6.960000038146973,37.20000076293945,1.0,0.8650000095367432,0.257999986410141,1.75,1.350000023841858,0.6660000085830688,2.3399999141693115,39.400001525878906,3.849999904632568,2.8949999809265137,0.5099999904632568,3.700000047683716,21.36000061035156,2.8499999046325684,0.6600000262260437,0.7699999809265137,34.7599983215332,3.259999990463257,0.7860000133514404,2.444999933242798,27.299999237060547,2.569999933242798,1.2300000190734863,16.559999465942383,13.399999618530272,0.7829999923706055,10.163789749145508,1.0549999475479126,2.569999933242798,5.5,8.180000305175781,14.899999618530272,4.070000171661377,29.899999618530277,13.1899995803833,0.3759999871253967,1.2719999551773071,5.300000190734863,1.5,0.0798000022768974,1.3799999952316284,6.320000171661377,3.609999895095825,1.690000057220459,11.399999618530272,1.5549999475479126,1.7100000381469729,5.840000152587891,0.1509999930858612,0.2599999904632568,0.7379999756813049,14.449999809265137,45.70000076293945,4.38100004196167,1.269047498703003,1.7000000476837158,2.799999952316284,6.010000228881836,2.380000114440918,0.2860000133514404,0.3160000145435333,0.1620000004768371
