Date,ALTR.LS,BCP.LS,BFCPY.LS,BFNI1.LS,BGNVA.LS,BMENY.LS,BMENZ.LS,BOTEZ.LS,BSLBN.LS,BSLSM.LS,BTGNV.LS,CDU.LS,COR.LS,CTT.LS,EDP.LS,EDPR.LS,EGL.LS,FCP.LS,GALP.LS,GLINT.LS,IBS.LS,IPR.LS,JMT.LS,MAR.LS,MCP.LS,MLFMV.LS,MLRZE.LS,MRL.LS,NBA.LS,NOS.LS,NVG.LS,OTEP.LS,OTEV.LS,OTEW.LS,OTEY.LS,OTRVG.LS,PHR.LS,PSI20.LS,PTFCPCOM0018.LS,PTFCPZOM0011.LS,PTGNVKOM0008.LS,PTMENWOM0015.LS,PTOTE3OE0025.LS,PTSCPAOM0007.LS,PTSINCOM0001.LS,PTSLBOOM0006.LS,PTVAACOM0009.LS,PTVAIAOM0003.LS,RAM.LS,RENE.LS,SCP.LS,SEM.LS,SLBEN.LS,SNC.LS,SON.LS,TDSA.LS,VAF.LS
2024-04-30,4.940625190734863,0.3118597865104675,,,,,,,,,,26.69629669189453,9.381861686706545,4.239419460296631,3.338651418685913,12.329389572143556,3.945910215377808,1.350000023841858,20.432531356811523,0.3793223202228546,6.543746948242188,0.1424999982118606,18.728103637695312,1.5950000286102295,1.2019000053405762,1.2999999523162842,0.6899999976158142,10.093475341796877,5.072392463684082,2.925054788589477,3.7782392501831055,,,,,,0.0483999997377395,6615.56005859375,,,,,,,,,,,6.535890579223633,2.1220669746398926,1.0199999809265137,15.24517059326172,2.869999885559082,2.4671311378479004,0.8857455253601074,0.1084999963641166,0.9700000286102296
2024-05-31,5.034999847412109,0.3527641296386719,,,,,,,,,,28.0,9.579999923706056,4.380000114440918,3.7309999465942383,14.556336402893066,4.007999897003174,1.2999999523162842,19.53734588623047,0.4054824709892273,6.8979668617248535,0.1299999952316284,20.57999992370605,1.7549999952316284,1.1446666717529297,1.5,0.6399999856948853,10.679669380187988,5.813742160797119,2.9927642345428467,3.6526618003845215,,,,,,0.0472000017762184,6870.81005859375,,,,,,,,,,,6.539999961853027,2.231825828552246,0.9449999928474426,14.919174194335938,3.069999933242798,2.440000057220459,0.9480000138282776,0.1024999991059303,1.0399999618530271
2024-06-28,5.385000228881836,0.3366000056266784,,,,,,,,,,28.0,9.010000228881836,4.190000057220459,3.499000072479248,12.90490436553955,3.441999912261963,1.149999976158142,19.94700813293457,0.492000013589859,6.820000171661377,0.12950000166893,18.25,1.5800000429153442,1.2400555610656738,1.2000000476837158,0.6600000262260437,10.21789836883545,5.5,2.983736515045166,3.7359695434570312,,,,,,0.0441999994218349,6480.06005859375,,,,,,,,,,,6.460000038146973,2.226963520050049,0.8999999761581421,14.380000114440918,3.299999952316284,2.559999942779541,0.875,0.1019999980926513,1.1399999856948853
2024-07-31,5.025000095367432,0.3898000121116638,,,,,,,,,,28.0,9.100000381469728,4.179999828338623,3.799999952316284,14.180561065673828,3.625999927520752,1.149999976158142,19.678956985473636,0.4959999918937683,6.980000019073486,0.1344999969005584,16.149999618530273,1.590000033378601,1.1446666717529297,1.100000023841858,0.6399999856948853,10.512645721435549,5.849999904632568,3.209434986114502,3.605220317840576,,,,,,0.0476000010967254,6708.39013671875,,,,,,,,,,,6.699999809265137,2.280449628829956,0.8999999761581421,14.960000038146973,3.2100000381469727,2.619999885559082,0.9419999718666076,0.100500002503395,1.1100000143051147
2024-08-30,4.915999889373779,0.4158999919891357,,,,,,,,,,28.0,8.979999542236328,4.465000152587891,3.796000003814697,14.30911636352539,3.068000078201294,1.2000000476837158,19.25880241394043,0.4900000095367431,7.199999809265137,0.1309999972581863,16.739999771118164,1.6200000047683716,1.2400555610656738,1.100000023841858,0.6549999713897705,11.003890991210938,5.849999904632568,3.250060796737671,3.547536849975586,,,,,,0.0456000007688999,6760.14990234375,,,,,,,,,,,6.840000152587891,2.299899101257324,0.8999999761581421,14.4399995803833,3.4100000858306885,2.539999961853028,0.9480000138282776,0.096000000834465,1.0700000524520874
2024-09-30,5.019999980926514,0.4054000079631805,,,,,,,,,,28.0,8.850000381469727,4.389999866485596,4.102000236511231,15.53532886505127,2.565999984741211,1.2000000476837158,17.246688842773438,0.4959999918937683,7.239999771118164,0.1209999993443489,17.639999389648438,1.7799999713897705,1.7170000076293943,2.319999933242798,0.6000000238418579,11.131614685058594,5.800000190734863,3.2997145652771,3.545614004135132,,,,,,0.0441999994218349,6792.8701171875,,,,,,,,,,,6.880000114440918,2.348522663116455,1.0,14.4399995803833,3.259999990463257,2.5199999809265137,0.9490000009536744,0.0944000035524368,1.0700000524520874
2024-10-31,4.973999977111816,0.4634000062942505,,,,,,,,,,20.799999237060547,8.380000114440918,4.275000095367432,3.611999988555908,12.242353439331056,2.559999942779541,1.190000057220459,16.08664321899414,0.4959999918937683,7.360000133514404,0.123999997973442,17.8700008392334,1.7599999904632568,1.7999999523162842,1.5,0.6000000238418579,10.11964988708496,5.900000095367432,3.1778371334075928,3.399482488632202,,,,,,0.0408000014722347,6532.77001953125,,,,,,,,,,,6.980000019073486,2.231825828552246,1.0199999809265137,14.760000228881836,3.200000047683716,2.4800000190734863,0.9089999794960022,0.0879999995231628,1.059999942779541
2024-11-29,4.980000019073486,0.4478000104427337,,,,,,,,,,20.799999237060547,8.319999694824219,4.465000152587891,3.421999931335449,10.956807136535645,2.609999895095825,1.1200000047683716,15.53499984741211,0.4819999933242798,7.5,0.1199999973177909,18.440000534057617,1.6799999475479126,1.7999999523162842,1.2599999904632568,0.5899999737739563,9.399999618530272,5.800000190734863,3.1236696243286133,3.297574996948242,,,,,,0.0416000001132488,6418.33984375,,,,,,,,,,,7.239999771118164,2.3922839164733887,0.9850000143051147,13.779999732971191,3.3399999141693115,2.400000095367432,0.9430000185966492,0.0887999981641769,1.0299999713897705
2024-12-31,5.329999923706055,0.4647000133991241,,,,,,,,,,21.0,8.050000190734863,5.400000095367432,3.0910000801086426,9.928370475769045,2.9140000343322754,1.100000023841858,15.949999809265137,0.4880000054836273,7.480000019073486,0.1099999994039535,18.450000762939453,1.7450000047683716,1.75,1.2000000476837158,0.550000011920929,10.170000076293944,5.900000095367432,3.0063061714172363,3.451397657394409,,,,,,0.046399999409914,6377.259765625,,,,,,,,,,,6.920000076293945,2.2799999713897705,0.9100000262260436,14.18000030517578,3.25,2.259999990463257,0.9139999747276306,0.0790000036358833,1.0199999809265137
2025-01-31,5.760000228881836,0.5054000020027161,,,,,,,,,,24.600000381469727,8.449999809265137,5.889999866485596,3.0360000133514404,8.934544563293457,2.885999917984009,1.1100000143051147,16.209999084472656,0.5,8.5,0.1070000007748603,19.049999237060547,1.75,2.0,1.2000000476837158,0.6650000214576721,10.4399995803833,5.949999809265137,3.064987897872925,3.5299999713897705,,,,,,0.0498000010848045,6524.2900390625,,,,,,,,,,,7.039999961853027,2.375,0.9700000286102296,15.020000457763672,3.200000047683716,2.200000047683716,0.9010000228881836,0.0872000008821487,1.0299999713897705
