Date,ALVO.IC,AMRQ.IC,ARION.IC,BRIM.IC,EIK.IC,EIM.IC,FESTI.IC,HAGA.IC,HAMP.IC,HEIMAR.IC,ICEAIR.IC,ICESEA.IC,ISB.IC,ISF.IC,JBTM.IC,KALD.IC,KVIKA.IC,NOVA.IC,OCS.IC,OLGERD.IC,PLAY.IC,REITIR.IC,SIMINN.IC,SJOVA.IC,SKAGI.IC,SKEL.IC,SVN.IC,SYN.IC,^XIPI
2024-05-31,1885.0,126.0,123.58769226074219,67.9170913696289,9.260886192321777,315.9871520996094,193.0,77.5,121.73551177978516,22.925935745239258,0.9459999799728394,5.25,91.90552520751953,148.42091369628906,,16.100000381469727,11.741860389709473,3.7920773029327393,1610.0,18.0,2.9800000190734863,77.37570190429688,9.31860637664795,34.376773834228516,15.699999809265137,14.279364585876465,83.26649475097656,35.599998474121094,
2024-06-28,1630.0,112.0,117.54769134521484,69.09144592285156,9.78870964050293,321.8028564453125,204.0,81.5,118.766357421875,24.40821647644043,0.9340000152587891,5.300000190734863,90.95804595947266,153.12646484375,,16.600000381469727,10.936046600341797,3.6152448654174805,1670.0,17.700000762939453,2.5199999809265137,81.7831802368164,9.195343971252441,34.752479553222656,14.899999618530273,14.187829971313477,91.14971160888672,32.599998474121094,
2024-07-31,1665.0,106.0,123.58769226074219,70.07008361816406,9.500805854797363,339.25,204.0,84.5,117.7766342163086,24.90230941772461,0.8640000224113464,5.150000095367432,97.59040832519531,148.6169891357422,,16.75,11.780233383178711,3.7134850025177,1610.0,17.600000381469727,1.9500000476837158,84.23177337646484,9.269301414489746,34.752479553222656,,13.913227081298828,90.65701293945312,33.79999923706055,
2024-08-30,1625.0,110.0,129.627685546875,73.78888702392578,10.556451797485352,339.25,202.0,80.0,120.74579620361328,28.65741729736328,0.8740000128746033,4.960000038146973,96.64292907714844,151.9500732421875,,18.899999618530273,12.58604621887207,3.6938369274139404,1670.0,17.600000381469727,1.809999942779541,88.63925170898438,9.86095905303955,35.31603240966797,14.699999809265137,14.828571319580078,94.10591888427734,30.600000381469727,
2024-09-30,1610.0,125.0,135.2030792236328,76.529052734375,11.612096786499023,343.12713623046875,218.0,86.0,116.78691864013672,30.436153411865234,1.184999942779541,5.099999904632568,105.17024230957031,149.20516967773438,,21.299999237060547,13.583722114562988,3.6152448654174805,1655.0,17.5,2.0,92.06729125976562,10.255396842956543,38.50950241088867,17.5,16.4761905670166,96.56942749023438,31.799999237060547,
2024-10-31,1800.0,146.5,146.3538360595703,72.81025695800781,13.14758014678955,348.94287109375,248.0,95.0,117.7766342163086,33.00544357299805,1.100000023841858,4.800000190734863,119.38243865966797,149.0091094970703,,22.899999618530273,14.543024063110352,3.7527811527252197,2360.0,17.200000762939453,1.0700000524520874,95.49533081054688,11.537322044372559,42.830081939697266,19.100000381469727,15.926982879638672,90.65701293945312,30.200000762939453,
2024-11-29,1620.0,153.0,145.4246063232422,72.22307586669922,13.435483932495117,378.02142333984375,282.0,100.0,110.84860229492188,34.784175872802734,1.2300000190734863,4.599999904632568,117.96121978759766,151.1658172607422,,24.399999618530273,14.581395149230957,3.988558053970337,2220.0,17.799999237060547,1.0099999904632568,110.6766357421875,12.91785717010498,42.31349182128906,19.399999618530273,14.92010498046875,92.13511657714844,33.0,
2024-12-30,1775.0,182.5,155.18153381347656,72.4188003540039,13.531451225280762,372.2057189941406,284.0,106.0,101.44625854492188,38.53928756713867,1.4600000381469727,5.050000190734863,117.48748016357422,146.65634155273438,,27.0,15.732558250427246,4.263631343841553,2380.0,18.700000762939453,1.0,114.59439086914062,13.312294960021973,45.08429718017578,21.600000381469727,17.757671356201172,92.13511657714844,32.20000076293945,
2025-01-31,1800.0,196.0,162.61538696289062,74.18034362792969,12.955644607543945,432.3014221191406,296.0,104.0,109.36402130126953,37.55110168457031,1.3899999856948853,5.099999904632568,116.54000091552734,147.24452209472656,18685.78515625,25.899999618530273,16.193023681640625,4.263631343841553,3260.0,18.600000381469727,1.149999976158142,110.6766357421875,13.410904884338379,48.84132385253906,20.399999618530273,18.489946365356445,93.12051391601562,30.200000762939453,
2025-02-28,1585.0,172.5,154.25230407714844,71.63589477539062,12.283870697021484,441.9942932128906,300.0,102.0,108.86915588378906,37.35346221923828,1.274999976158142,5.275000095367432,113.69756317138672,141.16651916503906,18186.166015625,25.899999618530273,15.425581932067871,4.312750816345215,2760.0,18.450000762939453,0.75,108.22803497314453,13.903952598571777,48.136878967285156,20.0,17.666135787963867,89.6716079711914,21.799999237060547,
2025-03-31,1265.0,152.5,152.5,66.80000305175781,11.708064079284668,422.0,295.75,100.0,107.0,35.79999923706055,1.0750000476837158,4.940000057220459,116.54000091552734,133.1278839111328,16000.0,24.700000762939453,15.550000190734863,4.53000020980835,2480.0,18.200000762939453,0.800000011920929,101.86167907714844,14.300000190734863,45.79999923706055,,17.100000381469727,83.5,30.799999237060547,
2025-04-30,990.0,141.0,154.0,60.0,12.5,362.0,300.0,107.0,105.0,35.79999923706055,1.0149999856948853,4.559999942779541,107.5,126.0,13100.0,24.799999237060547,13.350000381469727,4.5,2200.0,18.200000762939453,0.699999988079071,106.5,13.800000190734863,43.400001525878906,18.5,16.299999237060547,80.0,25.5,
