Date,AAYAN.KW,AAYANRE.KW,ABAR.KW,ABK.KW,ACICO.KW,AGLTY.KW,AINS.KW,ALAQARIA.KW,ALDEERA.KW,ALEID.KW,ALG.KW,ALIMTIAZ.KW,ALKOUT.KW,ALMANAR.KW,ALOLA.KW,ALSAFAT.KW,ALTIJARIA.KW,AMAR.KW,AQAR.KW,ARABREC.KW,AREEC.KW,ARGAN.KW,ARKAN.KW,ARZAN.KW,ASC.KW,ASIYA.KW,ATC.KW,AZNOULA.KW,BAITAKREIT.KW,BAYANINV.KW,BEYOUT.KW,BOUBYAN.KW,BOURSA.KW,BPCC.KW,BURG.KW,CABLE.KW,CATTL.KW,CBK.KW,CGC.KW,CLEANING.KW,COAST.KW,DALQANRE.KW,DIGITUS.KW,EKHOLDING.KW,EKTTITAB.KW,EMIRATES.KW,ENERGYH.KW,EQUIPMENT.KW,ERESCO.KW,FACIL.KW,FTI.KW,FUTUREKID.KW,GBK.KW,GFC.KW,GFH.KW,GIH.KW,GINS.KW,HUMANSOFT.KW,IFA.KW,IFAHR.KW,INJAZZAT.KW,INOVEST.KW,INTEGRATED.KW,IPG.KW,JAZEERA.KW,JTC.KW,KAMCO.KW,KBT.KW,KCEM.KW,KCIN.KW,KCPC.KW,KFH.KW,KFIC.KW,KFOUC.KW,KGL.KW,KHOT.KW,KIB.KW,KINS.KW,KINV.KW,KMEFIC.KW,KPPC.KW,KPROJ.KW,KRE.KW,KUWAITRE.KW,MABANEE.KW,MADAR.KW,MANAZEL.KW,MARAKEZ.KW,MARKAZ.KW,MASAKEN.KW,MASHAER.KW,MAZAYA.KW,MENA.KW,MEZZAN.KW,MIDAN.KW,MRC.KW,MUBARRAD.KW,MUNSHAAT.KW,MUNTAZAHAT.KW,NAPESCO.KW,NBK.KW,NCCI.KW,NICBM.KW,NIH.KW,NIND.KW,NINV.KW,NOOR.KW,NRE.KW,OOREDOO.KW,OSOS.KW,OSOUL.KW,OULAFUEL.KW,PAPCO.KW,PAPER.KW,PCEM.KW,QIC.KW,RASIYAT.KW,SANAM.KW,SECH.KW,SENERGY.KW,SHIP.KW,SOKOUK.KW,SOOR.KW,SPEC.KW,SRE.KW,STC.KW,TAHSSILAT.KW,TAM.KW,TAMINV.KW,THURAYA.KW,TIJARA.KW,UNICAP.KW,UPAC.KW,URC.KW,WARBABANK.KW,WARBACAP.KW,WETHAQ.KW,WINSRE.KW,ZAIN.KW,^BKA.KW
2024-05-30,159.9923553466797,82.0,116.99642944335938,260.94287109375,79.5,292.9901428222656,731.6961669921875,34.5,358.22198486328125,205.99009704589844,771.4884033203125,60.099998474121094,768.0,62.400001525878906,42.29999923706055,85.5999984741211,140.0,61.79999923706055,58.599998474121094,71.56495666503906,272.9822692871094,79.9000015258789,91.5,188.0,234.0,44.099998474121094,397.9800109863281,158.9938507080078,,62.0,,551.4189453125,2099.932373046875,659.9400024414062,178.09022521972656,1240.0,109.0,454.5097351074219,598.9710083007812,49.5,71.49500274658203,,84.0,0.2247401773929596,19.100000381469727,40.29999923706055,83.5,34.5,62.599998474121094,177.987060546875,158.0,140.0,241.9040069580078,89.0,89.18480682373047,374.0,1930.0,2583.66943359375,277.3330078125,1139.0,96.89533996582031,115.0,494.0,479.96746826171875,919.962158203125,365.97601318359375,96.69999694824219,61.5,178.0,1307.0,290.0,675.904052734375,72.30400085449219,671.8907470703125,47.70000076293945,163.0,166.66200256347656,502.0,182.9860076904297,93.69999694824219,39.400001525878906,121.0,204.7122039794922,333.3233947753906,783.0036010742188,85.9000015258789,35.70000076293945,50.79999923706055,133.9935760498047,34.5,76.0,74.14600372314453,77.9000015258789,780.0,760.989501953125,87.5,89.69999694824219,138.0,75.43405151367188,844.943603515625,816.1680297851562,125.0,179.99142456054688,103.99405670166016,226.0,248.0,252.979736328125,88.47599792480469,1043.91845703125,91.0,81.4000015258789,135.0,154.99655151367188,166.98956298828125,832.9506225585938,84.44428253173828,393.0,166.0,56.79999923706055,37.099998474121094,870.0,54.20000076293945,135.0,100.69999694824219,415.2234802246094,574.964111328125,42.900001525878906,389.0,1017.2410278320312,135.0,59.79999923706055,140.0,137.0,48.70000076293945,171.17100524902344,154.98533630371094,47.70000076293945,141.0,447.96807861328125,
2024-06-30,148.99288940429688,75.19999694824219,121.99627685546875,257.13299560546875,76.4000015258789,279.0,716.1284790039062,33.900001525878906,360.0,207.989990234375,777.6420288085938,52.099998474121094,768.0,59.0,38.79999923706055,83.0999984741211,122.0,62.900001525878906,57.0,69.60404205322266,270.982421875,72.9000015258789,114.0,186.0,218.0,40.400001525878906,437.0,159.99380493164062,,61.5,0.5006943941116333,537.1332397460938,2003.935546875,587.0,173.32833862304688,1430.0,109.0,454.5097351074219,682.0,46.79999923706055,71.5949935913086,,82.19999694824219,0.22378788888454437,19.100000381469727,45.5,83.0999984741211,32.5,58.0,181.9867706298828,149.0,155.0,265.7139892578125,89.0,86.98518371582031,409.0,1930.0,2841.63623046875,296.0,917.0,102.99504852294922,94.9000015258789,518.0,479.96746826171875,889.96337890625,382.97491455078125,95.9000015258789,52.70000076293945,175.0,1117.0,329.0,652.7567138671875,67.3239974975586,537.0,48.5,155.0,169.51893615722656,520.0,175.98654174804688,110.0,37.599998474121094,112.0,215.08999633789062,352.766845703125,785.8345947265625,99.5,36.70000076293945,44.0,122.99410247802734,30.899999618530273,67.0,66.43900299072266,75.19999694824219,729.0,721.989990234375,84.0999984741211,90.5999984741211,142.0,69.3182144165039,748.0,815.2160034179688,113.0,171.99180603027344,104.9939956665039,216.0,245.0,255.9794921875,84.0,1067.9166259765625,85.0999984741211,78.69999694824219,137.0,171.9961700439453,177.98887634277344,869.9484252929688,85.4436264038086,376.0,169.0,54.400001525878906,38.29999923706055,924.0,50.0,139.0,96.9000015258789,395.22418212890625,530.9668579101562,42.5,379.0,948.2750244140625,103.0,58.900001525878906,160.0,181.0,47.099998474121094,162.843994140625,151.98561096191406,40.599998474121094,140.0,445.96820068359375,
2024-07-31,155.9925537109375,74.5999984741211,121.99627685546875,291.4178161621094,73.69999694824219,274.0,695.9818725585938,33.099998474121094,355.55499267578125,218.0,816.1005859375,49.29999923706055,767.0,57.0,39.0,81.5999984741211,146.0,60.599998474121094,57.5,70.80000305175781,282.98162841796875,72.0,114.0,186.0,224.0,37.900001525878906,416.0,160.9937744140625,,62.400001525878906,0.4763889014720917,563.7998046875,2068.933349609375,582.0,181.8991241455078,1730.0,112.0,469.9635009765625,710.0,46.5,64.0999984741211,,71.69999694824219,0.21902644634246826,19.100000381469727,50.0,80.0,29.399999618530273,57.0,185.98648071289062,161.0,112.0,296.19000244140625,86.19999694824219,100.4828872680664,576.0,1700.0,2634.662841796875,255.0,1250.0,101.9950942993164,101.0,567.0,489.966796875,925.9619140625,381.9749755859375,96.0,58.0,181.0,1200.0,341.0,682.3858032226562,70.0,532.0,49.70000076293945,146.0,178.09072875976562,579.0,168.98707580566406,91.5,39.0,106.0,241.0,350.91485595703125,791.4944458007812,97.9000015258789,33.70000076293945,52.599998474121094,125.99396514892578,27.799999237060547,64.5999984741211,63.41400146484375,82.5,881.0,799.9889526367188,87.9000015258789,88.9000015258789,146.0,68.93022155761719,826.0,861.8807983398438,106.0,179.99142456054688,94.69999694824219,225.0,254.0,260.9790954589844,80.5,1034.919189453125,83.0,74.4000015258789,140.0,172.0,197.9876251220703,889.9472045898438,85.4436264038086,391.0,179.0,60.400001525878906,35.79999923706055,916.0,52.099998474121094,140.0,97.69999694824219,404.746826171875,535.966552734375,42.0,366.0,1000.0,104.0,58.5,173.0,161.0,48.0,167.47000122070312,152.9855194091797,42.70000076293945,140.0,454.9675598144531,
2024-08-29,157.99246215820312,76.5,119.996337890625,272.3704833984375,78.80000305175781,256.0,685.9080810546875,34.20000076293945,393.0,239.0,869.970703125,46.29999923706055,750.0,60.900001525878906,41.29999923706055,105.0,153.0,61.0,56.400001525878906,58.79999923706055,267.98260498046875,71.80000305175781,114.0,180.0,220.0,41.29999923706055,435.0,152.99407958984375,,62.79999923706055,0.44999998807907104,559.9908447265625,2049.93408203125,655.0,183.8040771484375,1604.0,109.0,479.9736022949219,633.0,47.0,63.099998474121094,,77.5,0.21045583486557007,19.100000381469727,49.79999923706055,88.80000305175781,41.70000076293945,57.79999923706055,207.98487854003906,159.0,109.0,301.90399169921875,90.0,102.98246002197266,756.0,1160.0,2664.658935546875,343.0,1292.0,99.99519348144531,170.0,555.0,505.9656982421875,969.9600830078125,369.97576904296875,97.0,56.099998474121094,188.0,1310.0,342.0,673.1363525390625,77.5,538.0,45.0,166.0,176.18577575683594,549.0,165.9873046875,98.5,37.0,103.0,236.0,337.9522705078125,809.4181518554688,100.9000015258789,33.5,96.0,119.99424743652344,29.5,71.0,65.85299682617188,86.5999984741211,892.0,723.0,83.0,87.5,136.0,71.84215545654297,854.0,836.16748046875,114.0,181.9913330078125,94.80000305175781,223.0,236.0,253.97964477539062,73.69999694824219,1053.917724609375,90.0,87.0,138.0,163.0,185.98837280273438,849.9495849609375,85.4436264038086,384.0,187.0,60.0,34.20000076293945,868.0,48.900001525878906,136.0,99.80000305175781,412.3655700683594,538.9663696289062,40.0,366.0,930.0,97.0999984741211,58.599998474121094,215.0,167.0,47.0,182.27499389648438,161.9846649169922,38.400001525878906,146.0,466.9667053222656,
2024-09-30,151.99273681640625,83.30000305175781,149.99542236328125,259.0379333496094,94.0,219.0,619.9734497070312,31.200000762939453,364.0,234.0,818.4334106445312,49.20000076293945,789.0,67.0,43.599998474121094,93.0999984741211,151.0,63.900001525878906,63.900001525878906,62.5,260.9830627441406,79.19999694824219,108.0,206.0,199.0,41.900001525878906,430.0,147.99427795410156,,60.20000076293945,0.4189999997615814,542.8480834960938,2034.9344482421875,640.0,180.9471435546875,1560.0,110.0,462.7015380859375,640.0,50.5,69.0999984741211,,79.0,0.24854740500450134,16.100000381469727,50.70000076293945,128.0,58.0,64.30000305175781,214.98435974121094,186.0,117.0,288.5710144042969,83.80000305175781,100.98280334472656,739.0,1375.0,2723.6513671875,400.0,1400.0,100.9951400756836,160.0,514.0,464.9684753417969,998.9589233398438,364.9761047363281,104.0,101.0,195.0,1289.0,332.0,662.9505004882812,76.4000015258789,518.0,47.29999923706055,171.0,170.47190856933594,555.0,150.9884490966797,99.0,41.900001525878906,97.0999984741211,241.0,339.80419921875,789.6074829101562,103.0,48.599998474121094,111.0,117.99434661865234,37.0,71.80000305175781,70.24299621582031,204.0,903.0,796.0,73.0,91.4000015258789,126.0,79.99794006347656,859.0,840.9293823242188,109.0,177.99151611328125,156.0,223.0,234.0,251.9798126220703,73.0,1064.9168701171875,97.4000015258789,91.0,148.0,219.0,189.9881134033203,837.9503173828125,84.04454803466797,380.0,226.0,66.0,38.79999923706055,779.0,47.29999923706055,145.0,110.0,405.6997985839844,542.9661254882812,37.5,352.0,950.0,98.30000305175781,62.5,270.0,153.0,84.0,174.8730010986328,153.9854278564453,42.20000076293945,139.0,474.9760437011719,
2024-10-31,157.99246215820312,92.9000015258789,155.9952392578125,267.609619140625,81.9000015258789,249.0,682.2451171875,35.5,378.0,234.0,807.664794921875,48.400001525878906,789.0,63.20000076293945,45.29999923706055,108.0,147.0,62.0,65.0999984741211,61.400001525878906,277.9819641113281,77.9000015258789,110.0,213.0,149.0,41.900001525878906,430.0,154.99400329589844,,61.900001525878906,0.39399999380111694,531.4192504882812,2129.931396484375,670.0,176.18527221679688,1660.0,118.0,499.0625305175781,633.0,49.400001525878906,69.0,,74.80000305175781,0.23711992800235748,16.0,54.0,118.0,71.0,63.29999923706055,216.98422241210938,180.0,116.0,299.0469970703125,92.0,103.98229217529297,693.0,1225.0,2609.666015625,397.0,1490.0,101.9950942993164,164.0,511.0,468.96820068359375,1034.9573974609375,368.975830078125,129.0,135.0,192.0,1297.0,317.0,667.5804443359375,74.0999984741211,642.0,46.79999923706055,149.0,181.89964294433594,585.0,164.9873809814453,98.19999694824219,46.400001525878906,100.30000305175781,239.0,384.2479248046875,787.7205200195312,98.69999694824219,37.099998474121094,111.0,134.9935302734375,37.29999923706055,72.5,67.80400085449219,173.0,979.0,796.0,80.0,94.5999984741211,128.0,94.6575698852539,892.0,809.501220703125,108.0,165.99209594726562,233.0,241.0,260.0,262.97894287109375,77.80000305175781,1102.913818359375,108.0,93.0,259.0,281.0,183.98849487304688,842.9500122070312,84.24442291259766,359.0,212.0,68.0,45.599998474121094,809.0,50.0,245.0,118.0,410.4616394042969,561.9649047851562,38.0,354.0,950.0,102.0,69.0,232.0,163.0,115.0,176.72300720214844,179.9829559326172,41.400001525878906,148.0,455.9770202636719,
2024-11-28,154.9925994873047,91.69999694824219,157.99517822265625,257.13299560546875,93.5,266.0,675.8353271484375,32.79999923706055,370.0,247.0,813.818603515625,59.0,1200.0,67.5,47.79999923706055,113.0,156.0,65.5,76.9000015258789,61.099998474121094,273.9822082519531,77.0999984741211,111.0,237.0,150.0,42.70000076293945,430.0,163.99366760253906,,61.900001525878906,0.41499999165534973,520.9434814453125,2141.93115234375,692.0,173.32833862304688,1602.0,111.0,518.1525268554688,626.0,58.099998474121094,76.30000305175781,0.17299999296665192,63.5,0.21902644634246826,15.0,50.400001525878906,150.0,81.0,70.4000015258789,241.98240661621094,167.0,114.0,303.8089904785156,90.0,101.98262786865234,660.0,1175.0,2479.6826171875,380.0,1552.0,99.99519348144531,143.0,506.0,488.96685791015625,1096.954833984375,361.9762878417969,126.0,113.0,192.0,1285.0,311.0,683.3211669921875,111.0,616.0,59.0,158.0,179.04270935058594,565.0,173.9866943359375,99.0,48.0,97.5999984741211,244.0,337.9522705078125,772.6268310546875,96.9000015258789,37.70000076293945,111.0,128.9938201904297,40.0,76.80000305175781,71.80400085449219,169.0,872.0,790.0,71.69999694824219,93.80000305175781,126.0,109.7051773071289,898.0,828.5486450195312,109.0,175.9916229248047,366.0,245.0,253.0,275.9779052734375,79.19999694824219,1047.918212890625,102.0,90.5,371.0,230.0,194.98780822753906,821.9512329101562,84.54421997070312,364.0,215.0,68.4000015258789,61.5,820.0,50.70000076293945,263.0,136.0,396.1761474609375,548.9657592773438,44.400001525878906,340.0,890.0,102.0,64.0,246.0,160.0,100.0999984741211,177.6479949951172,237.97747802734375,40.70000076293945,157.0,460.97674560546875,
2024-12-31,156.9925079345703,90.4000015258789,162.99502563476562,247.61033630371094,81.9000015258789,247.0,819.6104125976562,35.5,379.0,259.0,792.2803344726562,62.29999923706055,1249.0,69.5,46.70000076293945,111.0,148.0,65.69999694824219,73.80000305175781,69.0999984741211,270.982421875,88.0,112.0,265.0,143.0,41.900001525878906,389.0,150.99795532226562,,63.70000076293945,0.41200000047683716,534.2762451171875,2299.926025390625,650.0,167.614501953125,1800.0,107.0,586.3306884765625,650.0,60.79999923706055,72.5,0.20399999618530273,70.0,0.24092908203601837,15.100000381469727,58.900001525878906,148.0,79.0,82.4000015258789,243.9822540283203,166.0,113.0,310.47601318359375,83.0,97.98331451416016,623.0,1130.0,2719.65185546875,380.0,1850.0,100.9951400756836,118.0,460.0,472.96795654296875,1007.9585571289062,380.97503662109375,123.0,80.69999694824219,227.0,1160.0,339.0,690.72802734375,128.0,623.0,60.599998474121094,174.0,174.28082275390625,590.0,172.9867706298828,268.0,45.0,95.0,256.0,337.9522705078125,718.8538208007812,112.0,36.79999923706055,62.29999923706055,150.99276733398438,40.0,77.5999984741211,72.29199981689453,152.0,900.0,797.0,120.0,94.0,121.0,108.73419952392578,900.0,853.3099975585938,105.0,176.9915771484375,347.0,248.0,254.0,288.9768371582031,78.0,1064.9168701171875,125.0,138.0,355.0,224.0,211.9867401123047,810.951904296875,84.54421997070312,380.0,218.0,72.5,60.20000076293945,839.0,50.70000076293945,227.0,129.0,379.9866943359375,537.9664306640625,45.0,370.0,975.0,108.0,66.69999694824219,239.0,155.0,114.0,177.6479949951172,249.0,52.79999923706055,164.0,468.9763488769531,
2025-01-29,155.9925537109375,98.0,157.99517822265625,282.84710693359375,77.0,252.0,732.6121826171875,35.70000076293945,390.0,246.0,800.7420043945312,62.29999923706055,989.0,68.80000305175781,45.20000076293945,113.0,197.0,66.9000015258789,74.9000015258789,69.4000015258789,301.98040771484375,112.0,111.0,287.0,144.0,41.0,460.0,151.99794006347656,,63.70000076293945,0.40400001406669617,598.0851440429688,2439.92138671875,666.0,197.13670349121094,1803.0,110.0,668.144287109375,626.0,56.0,73.0,0.2280000001192093,69.0,0.2209310084581375,14.0,58.79999923706055,180.0,74.4000015258789,80.69999694824219,264.9807434082031,182.0,111.0,293.3330078125,86.19999694824219,99.4830551147461,637.0,1149.0,2567.67138671875,456.0,2120.0,102.99504852294922,98.30000305175781,520.0,559.9620361328125,949.9609375,382.97491455078125,127.0,121.0,249.0,1350.0,340.0,727.764404296875,127.0,636.0,58.099998474121094,190.0,196.185302734375,649.0,183.98593139648438,236.0,48.0,96.9000015258789,330.0,333.3233947753906,750.92919921875,118.0,38.20000076293945,57.79999923706055,157.992431640625,42.599998474121094,90.69999694824219,71.02400207519531,153.0,930.0,757.0,125.0,98.0,141.0,118.44294738769531,1024.0,918.0702514648438,103.0,237.98866271972656,240.0,265.0,260.0,313.974853515625,79.69999694824219,1126.9119873046875,136.0,161.0,420.0,227.0,199.98748779296875,819.9513549804688,87.44230651855469,373.0,219.0,75.19999694824219,57.400001525878906,854.0,57.0,261.0,131.0,393.3192443847656,557.9651489257812,44.29999923706055,360.0,874.0,101.0,68.0,244.0,155.0,147.0,218.35899353027344,253.0,42.599998474121094,163.0,453.97711181640625,
2025-02-24,161.9922637939453,97.0999984741211,168.0,308.5602111816406,85.9000015258789,273.0,735.360107421875,37.70000076293945,433.0,234.0,967.659423828125,58.0,1051.0,72.5,44.70000076293945,111.0,190.0,69.0,91.9000015258789,80.4000015258789,304.9801940917969,104.0,111.0,298.0,222.0,39.20000076293945,715.0,154.99790954589844,,62.70000076293945,0.4440000057220459,638.0845336914062,2854.908203125,709.0,215.23223876953125,1969.0,114.0,672.6900024414062,675.0,62.5,70.0,0.23399999737739563,69.9000015258789,0.23140619695186615,15.399999618530273,52.79999923706055,252.0,66.9000015258789,81.4000015258789,261.98095703125,196.0,120.0,327.6189880371094,82.0,98.98313903808594,649.0,1188.0,2564.671875,447.0,1962.0,106.9948501586914,98.0,522.0,554.96240234375,954.960693359375,398.973876953125,130.0,171.0,280.0,1339.0,344.0,741.6531982421875,137.0,625.0,63.099998474121094,285.0,204.75608825683594,578.0,196.9849395751953,147.0,54.099998474121094,99.0,326.0,362.9515380859375,780.1736450195312,99.19999694824219,37.900001525878906,55.0,144.99305725097656,42.0,83.5999984741211,72.87799835205078,132.0,932.0,700.0,175.0,99.5,160.0,117.47197723388672,1045.0,980.9255981445312,105.0,239.9885711669922,161.0,274.0,269.0,343.9724426269531,85.0999984741211,1124.912109375,126.0,157.0,438.0,244.0,197.9876251220703,824.9510498046875,87.44230651855469,371.0,220.0,80.0,57.900001525878906,839.0,60.400001525878906,244.0,143.0,399.03302001953125,568.9644775390625,49.0,347.0,672.0,106.0,75.5999984741211,290.0,187.0,180.0,222.05999755859375,271.0,44.0,162.0,490.9752502441406,
