Date,ABC-A.CR,ARC-B.CR,BNC.CR,BPV.CR,BVCC.CR,BVL.CR,C2401A.CR,C2451A.CR,C2452A.CR,C2453A.CR,C2454A.CR,C2455A.CR,C2456A.CR,C2457A.CR,C2458A.CR,C2459A.CR,CCR.CR,CGQ.CR,CRM-A.CR,DOM.CR,EFE.CR,ENV.CR,FNC.CR,FO422.CR,GMC-B.CR,GZL.CR,IBC.CR,ICP-B.CR,IVC-A.CR,IVC-B.CR,MPA.CR,MVZ-A.CR,MVZ-B.CR,PGR.CR,PI413.CR,PIV-B.CR,PTN.CR,RST-B.CR,RST.CR,SD251P.CR,SD252P.CR,SVS.CR,TDV-D.CR,TPG.CR
2024-05-31,,,,3.9000000953674316,6.590000152587891,,,,,,,,,,,,767.989990234375,15.0,,,6.400000095367432,,10.0,,,25.899999618530273,,7.800000190734863,,,2.4000000953674316,,,1.2000000476837158,,,4.590000152587891,,,,,5.690000057220459,,0.28999999165534973
2024-06-28,,,,3.9000000953674316,5.980000019073486,,,,,,,,,,,,715.0,21.0,,,5.880000114440918,,10.0,,,26.979999542236328,,7.949999809265137,,,3.25,,,1.340000033378601,,,5.550000190734863,,,,,5.199999809265137,,0.3075000047683716
2024-07-31,,,,4.949999809265137,5.900000095367432,,,,,,,,,,,,800.0,45.0,,,6.900000095367432,,10.0,,,27.0,,7.800000190734863,,,4.630000114440918,,,2.700000047683716,,,11.5,,,,,10.0,,0.47999998927116394
2024-08-30,,,,5.349999904632568,5.199999809265137,,,,,,,,,,,,600.0,45.0,,,7.5,,9.989999771118164,,,25.0,,7.949999809265137,,,4.28000020980835,,,2.640000104904175,,,11.579999923706055,,,,,9.0,,0.75
2024-09-30,,,,5.900000095367432,5.099999904632568,,,,,,,,,,,,550.0,45.0,,,7.300000190734863,,9.739999771118164,,,22.989999771118164,,7.400000095367432,,,3.9800000190734863,,,3.2799999713897705,,,9.149999618530273,,,,,8.800000190734863,,0.949999988079071
2024-10-31,,,,6.449999809265137,6.0,,,,,,,,,,,,550.0,20.010000228881836,,,7.25,,9.100000381469727,,,18.989999771118164,,7.199999809265137,,,3.75,,,3.049999952316284,,,8.300000190734863,,,,,8.550000190734863,,1.2000000476837158
2024-11-29,,,,6.480000019073486,6.300000190734863,,,,,,,,,,,,493.0,19.899999618530273,,,7.0,,9.1899995803833,,,19.600000381469727,,7.199999809265137,,,3.880000114440918,,,3.180000066757202,,,8.0,,,,,9.1899995803833,,2.549999952316284
2024-12-30,,,,7.889999866485596,8.5,,,,,,,,,,,,700.0,16.0,,,6.940000057220459,,14.979999542236328,,,19.5,,7.199999809265137,,,4.5,,,3.4000000953674316,,,8.5,,,,,9.920000076293945,,2.049999952316284
2025-01-31,,,,5.550000190734863,11.149999618530273,,,,,,,,,,,,780.0,16.399999618530273,,,7.300000190734863,,14.489999771118164,,,27.5,,7.800000190734863,,,5.0,,,5.5,,,8.899999618530273,,,,,10.75,,1.7899999618530273
2025-02-28,,,,5.190000057220459,13.479999542236328,,,,,,,,,,,,555.0,24.850000381469727,,,7.329999923706055,,19.0,,,28.0,,7.989999771118164,,,7.25,,,7.130000114440918,,,9.899999618530273,,,,,9.989999771118164,,1.3200000524520874
2025-03-31,,,,6.489999771118164,17.290000915527344,,,,,,,,,,,,470.0,30.0,,,7.0,,22.0,,,44.9900016784668,,5.25,,,7.090000152587891,,,11.59000015258789,,,10.149999618530273,,,,,12.399999618530273,,1.7999999523162842
2025-04-30,,,,6.789999961853027,16.950000762939453,,,,,,,,,,,,431.0,30.0,,,6.829999923706055,,17.0,100.0,,47.0,,6.349999904632568,85.9000015258789,42.70000076293945,6.079999923706055,,,10.789999961853027,,,14.0,,,,,13.75,,1.600000023841858
