Date,ANDR.PR,ATS.PR,COLOS.PR,CPI.PR,CTPNV.PR,CZ0003534596.PR,CZ0003539892.PR,CZ0003543092.PR,CZ0003550378.PR,CZ0003550709.PR,CZ0003550808.PR,CZ0003556177.PR,CZ0003558579.PR,CZ0003561441.PR,CZ0003561748.PR,CZ0003562910.PR,CZ0003565723.PR,CZ0003566770.PR,CZ0003567679.PR,CZ0003569089.PR,CZ0003569667.PR,CZ0003571051.PR,CZ0003706517.PR,CZ0003707275.PR,CZ0003707671.PR,CZ0003709339.PR,CZG.PR,DBK.PR,DSPW.PR,EFORU.PR,ENRGA.PR,EOAN.PR,ERBAG.PR,FPXAA.PR,GEN.PR,GEV.PR,HWIO.PR,JTINA.PR,JTINB.PR,JTINV.PR,KARIN.PR,MMCTE.PR,MONET.PR,NOKIA.PR,OMV.PR,PEN.PR,PINK.PR,PKN.PR,PKO.PR,PRIUA.PR,PVT.PR,RWE.PR,SABFG.PR,SHELL.PR,SKAB.PR,TABAK.PR,TMR.PR,ULVR.PR,VOE.PR,VOW.PR,WIE.PR,WPS.PR
2023-02-28,1294.430908203125,697.6165161132812,150.0,,283.2618103027344,,,,,,,,,,,,,,,,,,,,,,533.5374755859375,274.8182067871094,,102.75409698486328,2281.63671875,246.86477661132807,857.3287963867188,,457.095947265625,236.0,16.5,,,,163.0,,68.55851745605469,103.71100616455078,1121.8095703125,65.5999984741211,663.0208129882812,318.5832824707031,152.1602325439453,390.0,1.7000000476837158,949.70556640625,860.1504516601562,659.8390502929688,396.1187744140625,13636.056640625,535.0,1067.010009765625,804.9067993164062,3002.94677734375,694.1113891601562,
2023-03-31,1370.1497802734375,636.6500244140625,190.0,,261.970947265625,,,,,,,,,,,,,,,,,,,,,,527.1966552734375,221.74986267089844,,114.79559326171876,2300.186767578125,266.6976928710937,715.2366943359375,,378.2519226074219,222.0,15.0,,,,175.0,,70.33716583251953,103.51155853271484,970.5096435546876,58.79999923706055,613.5416870117188,286.43267822265625,128.0751953125,448.0,1.0800000429153442,891.8270874023438,860.1504516601562,,323.2240295410156,13952.806640625,510.0,1191.66064453125,804.9067993164062,2933.571533203125,607.5220336914062,
2023-04-28,1435.4188232421875,644.6456298828125,189.0,,260.1480712890625,,,,,,,,,,,,,,,,,,,,,,527.1966552734375,231.4258575439453,,124.42879486083984,2300.186767578125,281.6968994140625,770.9591064453125,,383.7410278320313,240.0,15.800000190734863,,,,177.0,,69.79611206054688,91.77434539794922,994.2000732421876,64.0,493.8020935058594,320.14208984375,162.5740509033203,540.0,1.899999976158142,997.904296875,907.223388671875,631.2136840820312,336.69976806640625,13984.48046875,500.0,1191.66064453125,704.8168334960938,2877.576171875,642.0380249023438,
2023-05-31,1192.7777099609375,699.6154174804688,260.0,,266.4114990234375,,,,,,,,,,,,,,,,,,,,,,538.9725341796875,228.7423858642578,,145.30072021484375,2689.734375,267.5734558105469,720.3078002929688,,374.3950500488281,238.0,16.0,,,,172.0,,70.59835815429688,90.75685119628906,1007.3392944335938,69.80000305175781,455.0,309.912353515625,162.5740509033203,625.0,1.2000000476837158,934.8804321289062,956.8724365234376,,289.29229736328125,15574.955078125,500.0,1296.844482421875,704.8168334960938,2811.56787109375,633.3514404296875,
2023-06-30,1192.7777099609375,769.576904296875,220.0,,267.3562316894531,,,,,,,,,,,,,,,,,,,,,,529.558837890625,225.74575805664065,,,2795.78125,276.2596130371094,753.3302001953125,,399.3547058105469,234.0,12.5,,,,180.0,,71.13319396972656,88.78170776367188,905.2778930664062,67.19999694824219,400.0,337.6788024902344,162.5740509033203,715.0,1.600000023841858,942.870849609375,956.8724365234376,,290.3587341308594,15427.3251953125,505.0,1087.354248046875,749.6778564453125,2932.2060546875,640.5441284179688,
2023-07-31,1151.92236328125,815.0,220.0,,280.7712707519531,,,,,,,,,,,,,,,,,,,,,,538.1618041992188,249.71875,,145.30072021484375,2795.78125,274.1629638671875,829.7506713867188,,416.3272705078125,234.0,11.5,,,,190.0,,76.21414184570312,87.27533721923828,967.16015625,63.0,467.0,374.0187072753906,214.10025024414065,720.0,1.6100000143051147,979.5269775390624,956.8724365234376,648.451416015625,328.6531066894531,15630.31640625,520.0,1102.31787109375,700.6316528320312,2933.70166015625,694.2890625,
2023-08-31,1171.851806640625,769.0,220.0,,305.7885437011719,,,,,,,,,,,,,,,,,,,,,,536.25,246.72213745117188,,,2795.78125,273.064697265625,803.11328125,,454.8915100097656,240.0,12.5,,,,178.0,220.0,73.80738067626953,86.71652221679688,1028.0443115234375,55.5,425.0,340.8323974609375,196.4313201904297,800.0,1.600000023841858,928.8875732421876,956.8724365234376,,313.6261901855469,16054.7529296875,620.0,1272.3966064453125,660.6754760742188,2769.19482421875,621.1639404296875,
2023-09-29,1168.8624267578125,676.0,170.0,,,,,,,,,,,,,,,,,,,,,,,,532.4264526367188,253.3147125244141,,160.22018432617188,2506.5625,278.0068359375,798.125,,424.4322509765625,238.0,12.5,,,,174.0,220.0,74.69876861572266,86.8163070678711,1111.3857421875,53.70000076293945,417.0,310.3868103027344,181.4768829345703,900.0,1.600000023841858,865.8630981445312,956.8724365234376,,360.1611328125,15833.3076171875,610.0,1272.3966064453125,633.90478515625,2700.401123046875,594.99072265625,
2023-10-31,1044.801513671875,573.0,160.0,,320.6439208984375,,,,,,,,,,,,,,,,,,,,,,531.4705810546875,252.5156097412109,,159.3541259765625,2410.15625,277.7073059082031,825.1614379882812,,394.4723510742188,242.0,11.5,,,,165.0,220.0,79.9579849243164,79.75198364257812,973.1487426757812,50.5,218.0,363.2711791992188,222.09571838378903,890.0,1.600000023841858,877.3493041992188,956.8724365234376,,342.61358642578125,14744.537109375,615.0,1297.345458984375,586.1571655273438,2477.569580078125,568.6177368164062,25.600000381469727
2023-11-30,1194.2724609375,608.0,160.0,,347.26776123046875,,,,,,,,,,,,,,,,,,,,,,501.8382568359375,275.8892822265625,,,2410.15625,291.0360717773437,895.895263671875,,480.4956970214844,250.0,11.0,,,,169.0,214.0,77.81864929199219,78.86353302001953,964.1658325195312,48.400001525878906,256.0,329.1681823730469,263.8497009277344,860.0,1.600000023841858,952.85888671875,978.933349609375,740.5,338.3478698730469,14486.1845703125,560.0,1297.7716064453125,627.3120727539062,2527.419921875,630.9539184570312,
2023-12-29,1331.287353515625,638.0,162.0,,370.4189453125,,,,,,,,,,,,,,,,,,,,,,507.5735473632813,302.6591186523437,,155.88990783691406,2468.0,309.5066223144531,899.9856567382812,,509.46533203125,282.0,11.0,,,,180.0,224.0,83.4344253540039,73.29316711425781,981.3331909179688,45.900001525878906,246.0,376.8135681152344,284.1838073730469,885.0,1.7999999523162842,1003.5980834960938,978.933349609375,730.0,376.93310546875,14412.3701171875,595.0,1167.994384765625,705.2266235351562,2751.747314453125,746.635498046875,
2024-01-31,1437.4117431640625,565.0,144.0,,382.9591674804688,,,,,,,,,,,,,,,,,,,,,,556.3235473632812,299.5126953125,,154.1577911376953,2795.78125,311.50341796875,993.6655883789062,,553.419189453125,276.0,11.100000381469728,,,,169.0,,88.2479476928711,83.18480682373047,1003.091796875,50.900001525878906,264.0,352.4966125488281,288.14996337890625,1230.0,1.7400000095367432,850.7811279296875,978.933349609375,,371.5040588378906,14762.9912109375,580.0,1098.1143798828125,687.4461059570312,2891.32861328125,765.2164306640625,
2024-02-29,1526.0977783203125,480.0,169.0,,364.4382019042969,,,,,,,,,,,,,,,,,,,,,,587.86767578125,313.0973815917969,,,2583.6875,298.52410888671875,933.0081176757812,,496.1044921875,272.0,12.0,,,,163.0,244.0,91.81352996826172,81.8865966796875,1029.04248046875,47.59999847412109,239.0,361.8872985839844,327.3169250488281,995.0,1.0800000429153442,779.8660278320312,969.6981201171876,,407.9563903808594,14320.1015625,575.0,1098.5406494140625,641.4965209960938,3131.109619140625,820.759521484375,23.39999961853028
2024-03-28,1457.8182373046875,449.0,120.0,,403.2164611816406,,,,,,,,,,,,,,,,,,,,,,583.0882568359375,372.5803833007813,,148.96145629882812,3085.0,320.83856201171875,1039.5577392578125,,519.5857543945312,258.0,11.600000381469728,,,,156.0,238.0,90.92213439941406,82.88521575927734,1095.4161376953125,45.400001525878906,215.0,380.3721008300781,342.4879150390625,915.0,1.590000033378601,798.3439331054688,978.933349609375,771.4000244140625,429.6436462402344,14596.9072265625,515.0,1098.5406494140625,652.28466796875,3060.32177734375,858.7206420898438,21.39999961853028
2024-04-30,1331.550537109375,526.5,130.0,,386.116943359375,,,,,,,,,,,,,,,,,,,,,,620.36767578125,379.6723937988281,,161.95228576660156,3085.0,313.9495544433594,1107.3984375,,489.6096496582031,258.0,11.0,,,,145.0,320.0,92.85354614257812,84.47428131103516,1142.326904296875,44.900001525878906,180.0,390.0099182128906,357.3614501953125,920.0,1.100000023841858,822.9144897460938,1034.0103759765625,,403.52728271484375,14762.9912109375,520.0,1188.421142578125,637.900390625,3014.45947265625,849.1304931640625,20.200000762939453
2024-05-31,1337.0404052734375,533.5,130.0,,402.7225036621094,,,,,,,,,,,,,,,,,,,,,,639.4852905273438,376.2000122070313,,187.06788635253903,3085.0,302.70001220703125,1116.5,,564.6759033203125,256.0,11.5,,,,164.0,340.0,97.24724578857422,86.10281372070312,1136.83740234375,45.150001525878906,178.0,367.5711364746094,327.2177734375,810.0,1.100000023841858,860.0,1024.255615234375,,389.38909912109375,14960.0,500.0,1198.873291015625,662.4735107421875,2864.0,887.4000244140625,20.799999237060547
2024-06-28,1452.328369140625,549.0,125.0,,,,,,,,,,,,,,,,,,,,,,,,647.1323852539062,371.75,,185.3357696533203,3000.0,308.54998779296875,1104.0,,569.673095703125,258.0,9.5,,,,171.0,330.0,99.78582763671876,88.37077331542969,1013.5,43.0,128.5,387.5386657714844,359.8403625488281,935.0,1.7699999809265137,814.4000244140625,1014.5007934570312,830.5999755859375,416.0945434570313,15280.0,500.0,1098.967041015625,639.2988891601562,2664.5,801.7999877929688,20.0
2024-07-31,1409.4073486328125,485.0,121.0,,404.8834533691406,,,,,,,,,,,,,,,,,,,,,,666.0,368.4500122070313,,183.60366821289065,3000.0,332.0,1218.0,,609.6500854492188,256.0,9.0,,,,168.0,334.0,105.05826568603516,89.95005798339844,980.0,43.34999847412109,150.0,378.8893737792969,344.1736145019531,890.0,1.1100000143051147,875.0,1034.0103759765625,,417.2727355957031,15360.0,515.0,1368.713623046875,610.0,2645.0,799.4000244140625,
2024-08-30,1388.4459228515625,447.0,121.0,,429.24322509765625,,,,,,,,,,,,,,,,,,,,,,648.0,371.5499877929688,,187.06788635253903,2860.0,322.5,1238.0,,592.7877197265625,256.0,9.5,,,,159.0,320.0,106.42520141601562,96.96615600585938,978.0,40.0,168.0,371.6733703613281,335.6000061035156,945.0,1.7000000476837158,817.0999755859375,1050.0,807.7999877929688,445.1563720703125,15180.0,525.0,1389.140380859375,546.2000122070312,2448.5,745.0,21.200000762939453
2024-09-30,1639.484130859375,519.0,110.0,,420.7999877929688,,,,,,,,,,,,,,,,,,,,,,645.0,386.6000061035156,,192.0,2860.0,339.6499938964844,1234.0,,609.7815551757812,258.0,9.0,,,,159.0,,108.57322692871094,97.94561767578124,955.5999755859376,37.900001525878906,182.0,332.0,341.79998779296875,900.0,1.7000000476837158,822.7999877929688,1050.0,750.0,445.3527526855469,15300.0,540.0,1489.0787353515625,536.7999877929688,2417.0,763.7999877929688,
2024-10-31,1538.17041015625,428.6000061035156,95.0,,390.0,,,,,,,,,,,,,,,,,,,,,,615.0,391.8500061035156,,183.0,3200.0,315.0,1291.0,,676.757568359375,260.0,8.399999618530273,,,,146.0,328.0,113.25984191894533,109.1715087890625,968.0,32.29999923706055,145.0,303.0,326.1000061035156,885.0,1.399999976158142,754.2999877929688,1050.0,,484.6254577636719,16240.0,590.0,1489.0787353515625,500.0,2310.0,710.0,24.799999237060547
2024-11-29,1340.034912109375,325.3999938964844,85.0,,,,,,,,,,,,,,,,,,,,,,,,618.0,400.1000061035156,,,3000.0,308.20001220703125,1293.5,,737.8621215820312,272.0,10.0,,,,144.0,,123.0,101.6134796142578,957.0,26.89999961853028,129.0,304.04998779296875,319.8999938964844,900.0,1.6699999570846558,798.2999877929688,1050.0,,481.0909118652344,16200.0,525.0,1489.51806640625,462.1000061035156,2000.0,695.5999755859375,
2024-12-30,1216.76171875,297.79998779296875,89.0,,,,,,,,,,,,,,,,,,,,,,,,669.0,413.9500122070313,,181.0,3000.0,310.0,1486.5,,639.8804321289062,272.0,9.300000190734863,,,,152.0,318.0,123.8000030517578,103.7329330444336,922.7999877929688,23.700000762939453,107.5,280.0,356.3999938964844,900.0,1.399999976158142,725.5,1060.0,738.5999755859375,499.94183349609375,16780.0,530.0,1479.5213623046875,463.8999938964844,2268.5,655.7999877929688,
2025-01-31,1352.511962890625,321.0,86.0,,398.2000122070313,,,,,,,,,,,,,,,,,,,,,,712.0,475.3500061035156,,210.0,3200.0,290.75,1503.0,,654.8776245117188,260.0,9.899999618530272,,,,161.0,310.0,137.1999969482422,114.97000122070312,993.5999755859376,26.0,129.0,321.0,369.7000122070313,890.0,1.350000023841858,757.7999877929688,1050.0,,495.4254760742188,17160.0,525.0,1352.5623779296875,510.2000122070313,2508.0,714.2000122070312,
2025-02-28,1446.33935546875,331.0,85.0,,415.2000122070313,,,,,,,,,,,,,,,,,,,,,,728.0,515.7999877929688,340.0,,3200.0,309.45001220703125,1620.5,,674.0,252.0,12.399999618530272,,,,152.0,300.0,136.0,111.8000030517578,1057.5,23.39999961853028,207.0,380.2000122070313,424.5,835.0,1.5,749.5,1050.0,,495.4254760742188,17140.0,530.0,1400.0,564.0,2659.0,804.2000122070312,19.89999961853028
2025-03-31,1416.0,362.0,86.0,,414.6000061035156,,,,,,,,,,,,,,,,,,,,,,726.0,536.9000244140625,325.0,216.0,3120.0,344.79998779296875,1599.0,,620.0,262.0,11.800000190734863,,,,153.0,288.0,146.39999389648438,120.0,1175.0,22.0,194.0,404.1000061035156,460.1000061035156,865.0,1.5,825.0,1060.0,844.7999877929688,508.5818176269531,17900.0,530.0,1345.0,594.5999755859375,2377.0,839.0,
