Date,ABI.BR,AGFB.BR,ATEB.BR,AZE.BR,B280.BR,B291.BR,B324.BR,B333.BR,B334.BR,B336.BR,B337.BR,B338.BR,B346.BR,B349.BR,B350.BR,B351.BR,B352.BR,B353.BR,B354.BR,B357.BR,BANI.BR,BAR.BR,BE0000361700.BR,BE0002655364.BR,BE0002657386.BR,BE0002673540.BR,BE0002735166.BR,BE0002737188.BR,BE0002827088.BR,BE0002920016.BR,BE0172505399.BR,BE0390159250.BR,BE0941243520.BR,BE0941244536.BR,BE3871289190.BR,BE3871290206.BR,BE3871296260.BR,BEKB.BR,BPOST.BR,BREB.BR,BTLS.BR,CAND.BR,CENER.BR,CFEB.BR,COBH.BR,COLR.BR,COMB.BR,DEME.BR,DIE.BR,DIEG.BR,EAN25.BR,ECONB.BR,ELI.BR,EVS.BR,EXM.BR,FAGR.BR,FLOB.BR,FLUX.BR,HOMI.BR,HYSG.BR,IBAB.BR,IMM23.BR,IMMO.BR,IMMOU.BR,INCLU.BR,JEN.BR,KBC.BR,KBCA.BR,KEYW.BR,KIN.BR,LOTB.BR,MCC.BR,MELE.BR,MIKO.BR,MOUR.BR,NEWT.BR,NYR.BR,OBEL.BR,ONTEX.BR,OPTI.BR,PAY.BR,QFG.BR,QRF.BR,RET.BR,ROCK.BR,ROU.BR,SEQUA.BR,SIP.BR,SOFT.BR,SOLB.BR,SOLV.BR,SPA.BR,SYENS.BR,TES25.BR,TESB.BR,TEXF.BR,TINC.BR,TITC.BR,TUB.BR,UCB.BR,UMI.BR,VASTB.BR,VGP26.BR,VIO.BR,WEB.BR,^BFX
2022-04-29,53.38432312011719,3.8450000286102295,29.91654586791992,22.91270637512207,,,,,,,,,,,,,,,,,4.440000057220459,20.13902282714844,,,,,,,,,,,,,,,,31.374345779418945,4.238582611083984,117.7663345336914,7.260000228881836,4.300000190734863,3.246476888656616,8.846673965454102,2967.7685546875,30.74033737182617,333.0084228515625,,92.72848510742188,97.7441864013672,,3.0492501258850098,146.02272033691406,17.666749954223633,1.841007828712464,17.08473777770996,791.8823852539062,25.70341110229492,21.73312759399414,5.539999961853027,14.976183891296388,,59.06208038330078,37.36408233642578,14.493237495422363,31.472076416015625,52.868202209472656,27.75395965576172,1.059999942779541,51.88835525512695,5284.572265625,369.1874084472656,73.19306945800781,95.20947265625,315.4739990234375,1.7999999523162842,0.2590000033378601,18.420000076293945,6.599999904632568,0.0198999997228384,7.540462493896484,6.860000133514404,9.611306190490724,54.89243698120117,11.0,15.723592758178713,6.599999904632568,54.48933410644531,2.0758063793182373,10.054933547973633,85.80418395996094,176.0564422607422,,,31.638744354248047,29.553930282592773,12.298842430114746,12.55954360961914,91.25662994384766,105.554443359375,33.39218521118164,23.323495864868164,,3.9759771823883057,30.075075149536133,4106.3701171875
2022-05-31,50.74449920654297,3.9049999713897705,29.17393684387207,22.718366622924805,,,,,,,,,,,,,,,,,4.420000076293945,20.70864486694336,,,,,,,,,,,,,,,,34.661869049072266,4.616759300231934,90.04235076904297,7.179999828338623,3.799999952316284,3.1874499320983887,7.334542274475098,2987.6865234375,26.61287879943848,328.06427001953125,,87.16476440429688,103.0300750732422,,3.0450730323791504,149.17503356933594,18.238061904907227,2.1948330402374268,15.914111137390137,781.98388671875,27.25724029541016,21.415552139282227,5.400000095367432,14.78368854522705,,55.43545913696289,36.85224533081055,15.412748336791992,30.99815368652344,49.652610778808594,30.118133544921875,1.0199999809265137,48.04331588745117,4504.80517578125,365.919677734375,72.52507781982422,95.662841796875,295.0609741210937,1.7999999523162842,0.2360000014305114,18.920000076293945,7.679999828338623,0.0179999992251396,7.762240409851074,6.5,9.708874702453612,55.72528839111328,9.0,18.38014411926269,5.71999979019165,55.58247375488281,2.011935472488404,11.594308853149414,86.66222381591797,173.1544189453125,,,30.078086853027344,32.988712310791016,11.959686279296877,11.24735164642334,76.05233001708984,80.00325775146484,37.99072265625,24.341386795043945,,3.699020385742188,32.524837493896484,3894.330078125
2022-06-30,49.956634521484375,3.515000104904175,27.37045669555664,20.344139099121094,,,,,,,,,,,,,,,,,4.400000095367432,19.115673065185547,,,,,,,,,,,,,,,,28.64815330505371,4.462339401245117,87.5031967163086,7.300000190734863,3.5,2.6316137313842773,7.517331600189209,3266.537353515625,22.837440490722656,314.8282470703125,102.42761993408205,84.65283203125,103.92598724365234,,2.911213159561157,132.14871215820312,19.029111862182617,1.9656381607055664,14.973422050476074,821.5780029296875,26.366479873657227,19.533849716186523,4.909999847412109,15.163264274597168,,52.06788635253906,37.02286148071289,13.37880802154541,26.845752716064453,45.7556037902832,29.568309783935547,0.9900000095367432,44.94374847412109,5170.904296875,389.3103942871094,61.4779052734375,92.94257354736328,275.0846252441406,1.7999999523162842,0.2300000041723251,17.920000076293945,7.46999979019165,0.0178999993950128,7.8620219230651855,6.119999885559082,9.02152156829834,54.77791213989258,8.800000190734863,16.705320358276367,5.360000133514404,55.10212326049805,2.011935472488404,9.84052562713623,78.08180236816406,176.08924865722656,,,28.56472587585449,30.60619354248047,11.7454833984375,10.310072898864746,76.93324279785156,78.52315521240234,30.58349609375,23.34000015258789,,3.176058292388916,31.59796714782715,3682.070068359375
2022-07-29,50.84177017211914,3.5299999713897705,26.94610977172852,20.81182098388672,,,,,,,,,,,,,,,,,4.300000190734863,24.21697998046875,,,,,,,,,,,,,,,,31.857929229736328,4.838490962982178,102.54280090332033,7.340000152587891,3.5,2.8431267738342285,8.674545288085938,2908.014892578125,23.787900924682617,310.1011047363281,110.34869384765624,96.72010803222656,99.4643325805664,,2.893780469894409,144.9530792236328,19.424636840820312,2.08994722366333,14.449740409851074,790.2919311523438,26.900936126708984,21.872535705566406,4.650000095367432,16.644508361816406,,50.59997177124024,36.16979598999024,14.915562629699709,28.6805362701416,43.68745422363281,28.84218978881836,1.0499999523162842,47.08205795288086,5486.68505859375,380.769775390625,75.03987121582031,90.6756820678711,265.5330505371094,1.7999999523162842,0.2199999988079071,18.799999237060547,6.385000228881836,0.0152000002562999,7.206853866577148,6.360000133514404,9.279278755187988,59.43619155883789,9.75,15.502878189086914,6.199999809265137,49.28820037841797,2.011935472488404,10.881595611572266,84.94612884521484,172.1761474609375,,,28.943065643310547,31.156003952026367,11.852585792541504,10.47878360748291,73.31170654296875,74.29708862304688,32.455955505371094,24.957624435424805,,3.2769615650177,32.356319427490234,3796.840087890625
2022-08-31,47.024017333984375,3.6050000190734863,27.158281326293945,19.21390914916992,,,,,,,,,,,,,,,,,4.320000171661377,21.068960189819336,,,,,,,,,,,,,,,,28.27921295166016,4.806815147399902,95.31597137451172,7.019999980926514,3.1600000858306885,2.5578300952911377,9.057245254516602,2888.096923828125,24.35993766784668,319.555419921875,111.09007263183594,91.38382720947266,105.71781158447266,,2.710740089416504,141.62979125976562,19.38068580627441,3.3796544075012207,12.413200378417969,804.1915283203125,27.43539047241211,19.95499420166016,4.599999904632568,17.248699188232422,,51.981536865234375,38.38775253295898,14.056788444519045,28.48740005493164,40.4912338256836,27.778339385986328,1.100000023841858,42.94275665283203,5585.3662109375,373.652587890625,67.54037475585938,89.04351806640625,252.160888671875,1.7999999523162842,0.2199999988079071,18.559999465942383,5.730000019073486,0.017799999564886,9.172359466552734,6.380000114440918,8.849682807922363,55.64056015014648,10.100000381469728,15.97526741027832,5.960000038146973,53.5401725769043,2.027903318405152,10.263062477111816,85.06434631347656,171.1978759765625,,,30.59830474853516,30.60619354248047,12.031087875366213,11.097387313842772,68.90713500976562,68.25983428955078,29.35367584228516,23.80217742919922,,3.281766414642334,31.429443359375,3585.840087890625
2022-09-30,45.467735290527344,3.025000095367432,21.74784278869629,22.21486473083496,,,,,,,,,,,,,,,,,4.039999961853027,20.76553726196289,,,,,,,,,,,,,,,,23.8703842163086,4.367311954498291,87.79617309570312,5.519999980926514,3.799999952316284,2.5184788703918457,8.938791275024414,2788.50732421875,20.83697891235352,291.1925048828125,104.26156616210938,88.10929107666016,104.82190704345705,,2.222632646560669,117.6827392578125,16.62959861755371,3.5933103561401367,12.209546089172363,702.9229736328125,25.38664436340332,22.89851188659668,3.9600000381469727,11.6940336227417,,38.6407585144043,33.61061477661133,14.14718532562256,27.03888893127441,41.58512878417969,28.234272003173828,1.0299999713897705,37.449851989746094,5180.77294921875,384.3283996582031,62.87003707885742,83.60298156738281,238.78872680664065,1.2200000286102295,0.2140000015497207,18.0,5.514999866485596,0.0167999994009733,9.03196620941162,5.639999866485596,8.763763427734375,49.17072677612305,10.0,14.429272651672363,6.380000114440918,46.85850143432617,2.027903318405152,10.135793685913086,81.5199966430664,171.1978759765625,,,28.47014045715332,29.873109817504883,11.102872848510742,10.17885398864746,67.43894958496094,69.25305938720703,27.855945587158203,21.029109954833984,,3.2385220527648926,31.935014724731445,3370.2099609375
2022-10-31,49.2173957824707,3.055000066757202,22.22523498535156,22.56562614440918,,,,,,,,,,,,,,,,,4.119999885559082,20.72760963439941,,,,,,,,,,,,,,,,26.010236740112305,3.959485054016113,94.2417221069336,7.079999923706055,3.180000066757202,2.744748592376709,9.786198616027832,2748.671630859375,22.58728408813477,296.8650817871094,109.8414306640625,102.05638885498048,114.67694854736328,,2.4013149738311768,125.0134735107422,18.194116592407227,3.69819688796997,12.219244003295898,687.0376586914062,24.94126510620117,20.788318634033203,4.409999847412109,13.759979248046877,,35.74810028076172,34.69176483154297,13.514404296875,27.23202514648437,43.328521728515625,30.378862380981445,1.0399999618530271,37.43023681640625,5555.76171875,398.6339111328125,63.83905792236328,81.60811614990234,252.160888671875,1.059999942779541,0.197500005364418,17.139999389648438,5.96999979019165,0.0154999997466802,8.844775199890137,5.659999847412109,7.973306179046631,51.41360092163086,9.75,14.300439834594728,6.800000190734863,49.54852294921875,2.027903318405152,11.612125396728516,89.0517349243164,165.32823181152344,,,28.990358352661133,30.42292213439941,11.390856742858888,10.553766250610352,65.67710876464844,74.31655883789062,30.832914352416992,21.799406051635746,,3.60850191116333,32.18779373168945,3567.429931640625
2022-11-30,54.51848220825195,2.7799999713897705,25.83219337463379,24.94300651550293,,,,,,,,,,,,,,,,,3.9800000190734863,20.59486198425293,,,,,,,,,,,,,,,,31.15694046020508,4.347514629364014,98.24577331542967,6.900000095367432,3.9800000190734863,3.143179655075073,8.546977996826172,2768.589599609375,23.31889533996582,302.53765869140625,114.79698181152344,109.57569122314452,103.8005599975586,,2.453612327575684,132.9306640625,18.89937210083008,3.8315489292144775,12.141661643981934,694.9803466796875,24.495885848999023,20.82864189147949,4.409999847412109,14.032840728759766,,41.61976623535156,35.94353103637695,12.700828552246094,26.3629150390625,45.957069396972656,33.35089111328125,1.0199999809265137,35.66465759277344,6039.30029296875,414.1494140625,75.6831283569336,80.33865356445312,276.99493408203125,1.2200000286102295,0.1745000034570694,17.040000915527344,6.389999866485596,0.016499999910593,9.640336990356444,5.760000228881836,7.818652153015137,52.01745223999024,9.5,14.81577205657959,6.5,49.28820037841797,1.9320968389511108,11.948118209838867,89.49478149414062,164.34996032714844,,,30.17267227172852,30.60619354248047,11.521356582641602,11.584773063659668,70.0816879272461,74.76448822021484,31.61875915527344,22.030494689941406,,4.026530742645264,31.68222427368164,3684.97998046875
2022-12-30,54.73247146606445,2.6700000762939453,25.67306327819824,25.83939552307129,,,,,,,,,,,,,,,,,4.019999980926514,21.884410858154297,,,,,,,,,,,,,,,,33.46281051635742,3.8042731285095215,106.05855560302734,6.800000190734863,3.9600000381469727,2.971018075942993,8.692769050598145,2788.50732421875,19.72567176818848,310.1011047363281,120.96214294433594,108.66609191894533,105.71781158447266,,2.484118700027466,129.80288696289062,20.02433586120605,3.398193120956421,12.86899757385254,685.052001953125,24.94126510620117,20.265674591064453,4.300000190734863,15.163264274597168,,38.85662841796875,35.58588409423828,12.429636001586914,25.590375900268555,52.35307312011719,35.563026428222656,1.0399999618530271,38.03837585449219,6236.6630859375,419.9143676757813,74.08258056640625,81.60811614990234,303.7392578125,1.25,0.1759999990463256,17.239999771118164,6.239999771118164,0.0209999997168779,9.35955047607422,6.0,7.853019714355469,53.48394775390625,9.300000190734863,15.245214462280272,6.0,51.1104736328125,2.0917742252349854,12.02193546295166,91.58822631835938,156.52377319335938,,,31.54415702819824,30.78946113586425,11.65185832977295,11.24735164642334,69.29866027832031,71.6290054321289,31.72970390319824,22.87782287597656,,3.8631627559661865,30.92387580871582,3701.169921875
2023-01-31,53.584716796875,2.880000114440918,26.62784576416016,24.14405059814453,,,,,,,,,,,,,,,,,3.900000095367432,22.03612327575684,,,,,,,,,,,,,,,,35.65800476074219,3.9341440200805664,104.69131469726562,6.880000114440918,3.359999895095825,3.689178228378296,8.428523063659668,2768.589599609375,22.49467658996582,313.8828125,115.6749267578125,106.05859375,98.56842041015624,,2.484118700027466,125.89315795898438,20.069334030151367,3.3166708946228027,13.159931182861328,694.9803466796875,26.010177612304688,18.36788749694824,4.610000133514404,16.157257080078125,,40.71311569213867,35.764705657958984,12.881622314453123,29.453075408935547,59.13247299194336,37.97779846191406,1.0199999809265137,38.11684799194336,5891.27880859375,412.8683166503906,89.17347717285156,79.43190002441406,280.8155212402344,1.5,0.1650000065565109,16.600000381469727,7.130000114440918,0.0203000009059906,8.610786437988281,5.78000020980835,8.21388053894043,54.691650390625,9.75,15.631712913513184,5.539999961853027,47.89979934692383,1.9161291122436523,14.659317016601562,100.65635681152344,154.5672149658203,,,30.69289207458496,32.988712310791016,11.577285766601562,13.534314155578612,72.43079376220703,73.40122985839844,32.01630783081055,22.87782287597656,,4.314826011657715,31.935014724731445,3860.530029296875
