Date,A5G.IR,BIRG.IR,C5H.IR,DLE.IR,EG7.IR,GL9.IR,GRP.IR,GVR.IR,HSW.IR,IR5B.IR,KMR.IR,KRX.IR,KRZ.IR,MIO.IR,OIZ.IR,OVXA.IR,RYA.IR,UPR.IR,^ISEQ
2022-04-29,1.8177889585494995,5.108031272888184,0.9872772097587584,0.75,7.319095611572266,10.525399208068848,0.9630998969078064,1.1480000019073486,1.0099999904632568,3.511003255844116,4.366337299346924,87.04975128173828,100.89523315429688,1.1377629041671753,3.626164674758911,0.1500000059604644,14.11422348022461,3.842671632766724,7327.27001953125
2022-05-31,2.182743787765503,5.597937107086182,0.9220311641693116,0.7020000219345093,7.128034591674805,10.01670265197754,0.9595984816551208,0.9580000042915344,1.0800000429153442,3.8393046855926514,4.442939758300781,75.06648254394531,92.63143157958984,1.193378448486328,3.804292678833008,0.1209999993443489,13.7905912399292,3.676025152206421,7310.06005859375
2022-06-30,1.8981139659881592,5.361504554748535,0.8542095422744751,0.6460000276565552,7.098641395568848,9.554250717163086,0.9803690910339355,0.9350000023841858,1.149999976158142,3.3123202323913574,4.0216264724731445,56.10437774658203,87.76923370361328,1.0648608207702637,3.5605390071868896,0.1199999973177909,10.892394065856934,2.837891101837158,6277.990234375
2022-07-29,1.9330377578735352,4.961524963378906,0.93233323097229,0.6100000143051147,7.495460033416748,10.636387825012209,1.0094478130340576,1.0839999914169312,1.1699999570846558,3.64355206489563,4.059927463531494,61.5975227355957,99.2136459350586,1.0097819566726685,3.4305922985076904,0.1099999994039535,12.331831932067873,3.1711843013763428,6808.75
2022-08-31,1.9784389734268188,5.477054119110107,0.8524924516677856,0.5360000133514404,7.458715915679932,11.836617469787598,1.0348563194274902,1.0140000581741333,1.0099999904632568,3.900139808654785,3.945024490356445,55.36153030395508,98.82927703857422,0.9548934698104858,3.2313406467437744,0.1099999994039535,11.926084518432615,3.332929372787476,6977.77001953125
2022-09-30,2.170520544052124,5.85392427444458,0.7308682799339294,0.5479999780654907,7.348489761352539,11.00515842437744,0.9759621024131776,0.890999972820282,0.8500000238418579,3.631010055541992,3.4311411380767822,45.49483108520508,87.63471984863281,0.9548934698104858,3.14037823677063,0.0900000035762786,10.124370574951172,3.09338641166687,6311.47021484375
2022-10-31,2.558175802230835,6.4850029945373535,0.8681830167770386,0.6299999952316284,7.385232448577881,10.921077728271484,0.9675486087799072,0.9900000095367432,1.0499999523162842,3.8667898178100586,3.885493040084839,50.168006896972656,84.85679626464844,0.9270809888839722,3.248666763305664,0.0900000035762786,11.87778091430664,3.437096118927002,6978.97998046875
2022-11-30,2.7013638019561768,6.940090656280518,0.8176866769790649,0.5199999809265137,8.303792953491211,10.81831169128418,0.989252507686615,0.9259999990463256,1.100000023841858,3.979963779449463,4.112668991088867,52.465328216552734,87.30606079101562,0.9178102016448976,3.3829450607299805,0.0599999986588954,12.389795303344728,3.500927925109864,7268.509765625
2022-12-30,3.157120704650879,7.910707950592041,0.768962025642395,0.5400000214576721,8.120080947875977,11.13594913482666,0.9679324626922609,0.8460000157356262,1.2999999523162842,4.036551475524902,3.7288198471069336,49.657493591308594,81.23108673095703,0.9270809888839722,3.733801126480103,0.0599999986588954,11.79566478729248,3.04428505897522,7108.81982421875
2023-01-31,3.352694272994995,8.698223114013672,0.864639401435852,0.6000000238418579,8.377277374267578,10.463308334350586,0.9551403522491456,0.9409999847412108,1.4299999475479126,4.055414199829102,4.1518378257751465,57.727569580078125,82.87037658691406,1.0568723678588867,3.724334716796875,0.0799999982118606,14.350908279418944,3.3094322681427,7907.509765625
