Date,AIR.RG,BERCM.RG,CBLB080034A.RG,CBLBFLOT26B.RG,DGR1R.RG,DGRB100028A.RG,DGRBFLOT26FA.RG,DGRBFLOT26FB.RG,EGG.RG,ELEV130028A.RG,ELEVR.RG,EWA1L.RG,FASTL120027FA.RG,GRB2G.RG,GREG100027B.RG,ICOTNFLOT27FA.RG,IDX1R.RG,K2LT.RG,LINDA.RG,MAGIC.RG,MODE.RG,MOLNR.RG,NEOFI.RG,PNKTD.RG,RKB1R.RG,ROBUS.RG,SAF1R.RG,SAUNA.RG,SCM1R.RG,STOH110025A.RG,SUMC095027FA.RG,VIRSI.RG,^OMXR
2022-04-29,,,,,1.147108554840088,,,,,,,,,,,,,,,,,,,,0.0560000017285347,,11.149248123168944,,5.093677997589111,,,4.227716445922852,
2022-05-31,,,,,1.1616448163986206,,,,,,,,,,,,,,,,,,,,0.0544000007212162,,11.386466979980469,,5.564999580383301,,,4.199278831481934,
2022-06-30,,,,,1.172776222229004,,,,,,,,,,,,,,,,,,,,0.050000000745058,,11.101804733276367,,5.167499542236328,,,4.218679428100586,
2022-07-29,,,,,1.2140874862670898,,,,,,,,,,,,16.399999618530273,,,,,,,,0.050000000745058,,11.813458442687988,,5.167499542236328,,,4.209047794342041,
2022-08-31,,,,,1.2662882804870603,,,,,,,,,,,,15.800000190734863,,,,,,,,0.0507999993860721,,11.101804733276367,,5.515312671661377,,,4.372786045074463,
2022-09-30,,,,,1.2287328243255615,,,,,,,,,,,,14.399999618530272,,,,,,,,0.0507999993860721,,10.437594413757324,,5.366250038146973,,,4.218679428100586,
2022-10-31,,,,,1.2236342430114746,,,,,,,,,,,,14.050000190734863,,,,,,,,0.046799998730421,,10.72225570678711,,5.068124771118164,,,4.189784049987793,
2022-11-30,,,,,1.245727777481079,,,,,,,,,,,,14.350000381469728,,,,,,,,0.0489999987185001,,12.667444229125977,,6.459374904632568,,,4.223495006561279,
2022-12-30,,,,,1.2750478982925415,,,,,,,,,,,,14.5,,,,,,,,0.0498000010848045,,12.649999618530272,,6.956249713897705,,,4.247573852539063,
2023-01-31,,,,,1.2819310426712036,,,,,,,,,,,,15.199999809265137,,,,,,,,0.0553999990224838,,14.300000190734863,,6.956249713897705,,,4.228310585021973,
2023-02-28,,,,,1.3077415227890017,,,,,,,,,,,,14.649999618530272,,,,,,,,0.065600000321865,,13.800000190734863,,6.509062767028809,,,4.314996242523193,
2023-03-31,,,,,1.2905346155166626,,,,,,,,,,,,14.25,,,,,,,,0.0592000000178813,,13.149999618530272,,7.800937175750732,,,4.276469230651856,
2023-04-28,,,,,1.3020803928375244,,,,,,,,,,,,14.25,,,,,,,,0.0575000010430812,,13.100000381469728,,7.353749752044678,,,4.314996242523193,
2023-05-31,,,,,1.2019203901290894,,,,,,,,,,,,14.600000381469728,,,,,,,,0.0535000003874301,,12.199999809265137,,6.956249713897705,,,4.334259510040283,
2023-06-30,,,,,1.2044166326522827,,,,,,,,,,,,14.050000190734863,,,,,,,,0.0515000000596046,,11.350000381469728,,6.509062767028809,,,4.383400917053223,
2023-07-31,,,,,1.1955931186676023,,,,,,,,,,,,13.850000381469728,,,,,,,,0.0535000003874301,,10.399999618530272,,6.310312271118164,,,4.373528480529785,
2023-08-31,,,,,1.1867694854736328,,,,,,,,,,,,13.899999618530272,,,,,,,,0.0520000010728836,,10.800000190734863,,6.459374904632568,,,4.383400917053223,
2023-09-29,,,,,1.1819101572036743,,,,,,,,,,,,13.699999809265137,,,,,,,,0.0520000010728836,,10.899999618530272,,7.651874542236328,,,4.343911170959473,
2023-10-31,,,,,1.119233012199402,,,,,,,,,,,,13.449999809265137,,,,,,,,0.0529999993741512,,10.350000381469728,,7.552499771118164,,,4.3044209480285645,
2023-11-30,,,,,1.1595253944396973,,,,4.849999904632568,,,,,,,,12.899999618530272,,,,,,,,0.0549999997019767,,7.0,,6.956249713897705,,,4.2846760749816895,
2023-12-29,,,,,1.187661051750183,,,,5.119999885559082,,,,,,,,12.550000190734863,,,,,,,,0.0544999986886978,,7.0,,7.949999809265137,,,4.343911170959473,
2024-01-31,,,,,1.1649090051651,,,,4.900000095367432,,,,,,,,12.100000381469728,,,,,,,,0.0595000013709068,,6.71999979019165,,7.552499771118164,,,4.343911170959473,
2024-02-29,,,,,1.1558080911636353,,,,4.599999904632568,,,,,,,,11.899999618530272,,,,,,,,0.0745000019669532,,6.699999809265137,,7.453125,,,4.245185852050781,
2024-03-28,,,,,1.123955249786377,,,,4.400000095367432,,,,,,,,11.800000190734863,,,,,,,,0.0850000008940696,,6.599999904632568,,7.453125,,,4.116842746734619,
2024-04-30,,,,,1.130538821220398,,,,4.010000228881836,,,,,,,,12.0,,,,,,,,0.1000000014901161,,6.199999809265137,,7.552499771118164,,,4.106970310211182,
2024-05-31,,,,,1.0108563899993896,,,,4.010000228881836,,,,,,,,13.100000381469728,,,,,,,,0.1199999973177909,,5.420000076293945,,8.5,,,4.176077842712402,
2024-06-28,,,,,1.0159844160079956,,,,4.480000019073486,,,,,,,,13.5,,,,,,,,0.1199999973177909,,4.880000114440918,,8.0,,,4.110000133514404,
2024-07-31,,,,,1.01292085647583,,,,4.0,,,,,,,,13.5,,,,,,,,0.1199999973177909,,5.039999961853027,,6.650000095367432,,,4.050000190734863,
2024-08-30,,,,,0.9883994460105896,,,,3.799999952316284,,,,,,,,13.350000381469728,,,,,,,,0.1330000013113021,,4.789999961853027,,7.5,,,4.039999961853027,
2024-09-30,,,,,0.992588460445404,,,,4.199999809265137,,,,,,,,12.300000190734863,,,,,,,,0.1270000040531158,,5.519999980926514,,6.800000190734863,,,4.099999904632568,
