Date,AKHI.QA,BEMA.QA,BLDN.QA,BRES.QA,CBQK.QA,DHBK.QA,DOHI.QA,ERES.QA,FALH.QA,GISS.QA,MCCS.QA,MCGS.QA,MERS.QA,MEZA.QA,MHAR.QA,MRDS.QA,NLCS.QA,ORDS.QA,QCFS.QA,QFLS.QA,QGMD.QA,QGRI.QA,QGTS.QA,QIBK.QA,QIIK.QA,QISI.QA,QLMI.QA,QNBK.QA,QNCD.QA,QNNS.QA,QOIS.QA,VFQS.QA,ZHCD.QA,^GNRI.QA
2022-04-28,3.133863687515259,,1.3917499780654907,2.801971435546875,6.530541896820068,2.250824213027954,1.5616039037704468,1.319000005722046,,1.6541329622268677,5.499383926391602,5.980739593505859,15.37590503692627,,,0.9955710172653198,0.7809750437736511,6.453436851501465,3.196366310119629,15.35730266571045,2.200000047683716,1.924999952316284,3.0809388160705566,22.02665901184082,10.143322944641112,6.884236812591553,4.7432475090026855,20.4805850982666,4.120894908905029,7.609501838684082,0.847000002861023,1.3783752918243408,15.181869506835938,
2022-05-31,3.2299106121063232,,1.7289999723434448,2.789591789245605,5.997158527374268,2.318349123001098,1.6353552341461182,1.2869999408721924,,1.673673391342163,5.375662326812744,6.093420505523682,14.768962860107422,,,1.0078628063201904,0.7984856963157654,6.376742839813232,3.3333535194396973,14.410564422607422,1.950000047683716,1.9600000381469729,3.369213581085205,20.82144355773925,9.309024810791016,6.804187297821045,5.027842998504639,18.983078002929688,4.063220024108887,7.567475318908691,0.8080000281333923,1.3499550819396973,15.007650375366213,
2022-06-30,2.772623538970948,,1.6131000518798828,2.7565786838531494,5.813702583312988,2.2525558471679688,1.6674208641052246,1.0750000476837158,,1.7688263654708862,5.188844203948975,6.067416667938232,14.113463401794434,,,0.8938909769058228,0.7091813087463379,6.635259628295898,3.3424861431121826,14.955148696899414,1.5859999656677246,1.9989999532699585,3.370114326477051,20.01197052001953,9.361717224121094,7.003509044647217,4.777744293212891,17.600088119506836,4.15176248550415,7.511141300201416,0.7250000238418579,1.3298938274383545,14.59284496307373,
2022-07-31,2.804922342300415,,1.6720000505447388,3.028935432434082,6.174670219421387,2.197150945663452,1.739569067955017,1.0679999589920044,,1.6991606950759888,5.8142523765563965,5.9530029296875,14.801331520080566,,,0.9397031664848328,0.787979245185852,8.03986644744873,3.3333535194396973,14.955148696899414,1.5099999904632568,1.8509999513626096,3.756583213806152,23.67258644104004,10.520953178405762,6.803386688232422,4.700127124786377,18.06695938110352,3.980363368988037,9.442578315734863,0.7450000047683716,1.3950929641723633,15.264829635620115,
2022-08-31,2.8423216342926025,,1.5959999561309814,3.0396645069122314,6.225630283355713,2.181568384170532,1.8317583799362185,1.3700000047683716,,1.7841187715530396,7.608821392059326,6.472200393676758,14.785146713256836,,,0.9866321086883544,0.772219717502594,7.824436664581299,3.1534435749053955,15.927024841308594,2.059999942779541,1.950000047683716,3.603436946868897,23.03400421142578,10.459479331970217,7.204433441162109,4.657007694244385,18.181474685668945,4.025041103363037,9.952262878417969,0.7620000243186951,1.3750317096710205,14.93298625946045,
2022-09-29,2.7615737915039062,,1.5770000219345093,2.8374602794647217,5.977624416351318,2.009293794631958,1.6634128093719482,1.25,,1.5819185972213743,6.45163631439209,5.980739593505859,14.518092155456545,,,0.9195910692214966,0.7328206896781921,7.669325828552246,2.925131797790528,15.709189414978027,1.8550000190734863,1.8600000143051147,3.693522930145264,22.21553421020508,9.57248592376709,7.124383926391602,4.647521018981934,17.529617309570312,3.744791030883789,9.031253814697266,0.6940000057220459,1.2922788858413696,14.93298625946045,
2022-10-31,2.247338056564331,,1.573199987411499,2.806098461151123,5.345718860626221,1.9097379446029663,1.6730324029922483,1.2070000171661377,,1.5479354858398438,6.559523582458496,6.032745838165283,14.16201877593994,,,0.93523371219635,0.7923568487167358,8.419024467468262,3.1479642391204834,15.985671997070312,1.4850000143051147,1.870000004768372,3.693522930145264,21.936717987060547,10.160888671875,7.104371547698975,4.398283958435059,17.564855575561523,3.700112819671631,9.156438827514648,0.6320000290870667,1.3992724418640137,14.31077766418457,
2022-11-30,1.937946319580078,,1.6064499616622925,2.7235655784606934,5.045053958892822,1.8500044345855715,1.6834537982940674,1.1130000352859497,,1.3338412046432495,7.163690567016602,5.690370559692383,13.449871063232422,,,0.8704270124435425,0.6829153299331665,7.645198345184326,2.844766139984131,15.189738273620604,1.409999966621399,1.8480000495910645,3.576411247253418,21.83778190612793,9.625179290771484,6.961884021759033,4.303419589996338,17.26535415649414,3.7358553409576416,8.95971965789795,0.5950000286102295,1.4168260097503662,13.207396507263184,
2022-12-29,1.9557960033416748,,1.454450011253357,2.371152639389038,4.246678352355957,1.6907153129577637,1.5864548683166504,1.0010000467300415,,1.2395377159118652,6.549165725708008,5.380932331085205,12.770094871520996,,,0.7776848673820496,0.6163748502731323,7.9278435707092285,2.844766139984131,15.038930892944336,1.256999969482422,1.468000054359436,3.298946619033813,16.693130493164062,9.133382797241213,6.964285373687744,4.138699531555176,15.85593605041504,3.931624412536621,9.07596206665039,0.550000011920929,1.3248785734176636,12.112310409545898,
2023-01-31,1.896297574043274,3.69818115234375,1.4155000448226929,2.34391713142395,5.09601354598999,1.6751327514648438,1.682652235031128,1.0,,1.499509334564209,6.629434108734131,5.373997688293457,13.037148475646973,,,0.7720987796783447,0.629507839679718,7.703794956207275,2.8310673236846924,14.96352767944336,1.2339999675750732,1.4500000476837158,3.423265218734741,17.691482543945312,9.054343223571776,6.92426061630249,3.4548094272613525,15.85593605041504,4.142827033996582,8.494744300842285,0.6000000238418579,1.4335438013076782,11.697504997253418,
2023-02-28,1.6974031925201416,3.291121006011963,1.2786999940872192,2.2696382999420166,5.223413944244385,1.4284077882766724,1.6834537982940674,0.8730000257492065,,1.5589799880981443,5.957945823669434,5.191975116729736,12.867206573486328,,,0.6234888434410095,0.5982322692871094,7.9278435707092285,3.10504150390625,14.350557327270508,1.0099999904632568,0.9700000286102296,3.288136482238769,17.26079750061035,9.212421417236328,7.058743476867676,3.122781991958618,15.413800239562988,3.651978731155396,8.047652244567871,0.5429999828338623,1.4100488424301147,11.58135986328125,
2023-03-30,1.7956172227859497,3.5777626037597656,1.253999948501587,2.2972240447998047,5.140028476715088,1.4782891273498535,1.6826523542404177,0.8759999871253967,,1.599305510520935,4.9271559715271,5.259108066558838,12.268354415893556,,,0.6748881340026855,0.6055613160133362,8.475142478942871,3.148356914520264,15.321980476379396,0.9950000047683716,1.0800000429153442,3.240715265274048,16.499839782714844,9.04090976715088,6.700123310089111,2.8270177841186523,14.70028305053711,3.6295106410980233,7.655175685882568,0.5370000004768372,1.5333170890808103,13.26546859741211,
2023-04-30,2.139477729797364,3.347931385040283,1.356600046157837,2.266359329223633,5.209990978240967,1.4165804386138916,1.6809256076812744,1.0140000581741333,,1.8484662771224976,4.617559432983398,5.527410984039307,12.87615966796875,,,0.6480714082717896,0.6687742471694946,8.650239944458008,3.1530914306640625,14.518348693847656,1.184000015258789,1.25,3.6885504722595215,16.601917266845703,8.86903190612793,7.665312767028809,3.0917701721191406,13.9959135055542,3.456676721572876,8.56783676147461,0.5559999942779541,1.551053524017334,13.012164115905762,
