Date,ABAR.KW,ABK.KW,AINS.KW,ALDEERA.KW,ALEID.KW,ALG.KW,ALKOUT.KW,ALTIJARIA.KW,ARABREC.KW,AREEC.KW,ARGAN.KW,ARKAN.KW,ARZAN.KW,ASC.KW,ASIYA.KW,AZNOULA.KW,BAITAKREIT.KW,BAYANINV.KW,BEYOUT.KW,BOUBYAN.KW,CABLE.KW,CGC.KW,CLEANING.KW,DALQANRE.KW,DIGITUS.KW,EKHOLDING.KW,EKTTITAB.KW,EMIRATES.KW,ERESCO.KW,FTI.KW,GBK.KW,GFH.KW,GINS.KW,HUMANSOFT.KW,IFA.KW,IFAHR.KW,INJAZZAT.KW,INTEGRATED.KW,JAZEERA.KW,JTC.KW,KAMCO.KW,KCEM.KW,KCIN.KW,KFOUC.KW,KGL.KW,KINS.KW,KPPC.KW,KRE.KW,KUWAITRE.KW,MABANEE.KW,MADAR.KW,MANAZEL.KW,MARKAZ.KW,MASAKEN.KW,MASHAER.KW,MAZAYA.KW,MEZZAN.KW,MUBARRAD.KW,MUNSHAAT.KW,NBK.KW,NIND.KW,NOOR.KW,OSOS.KW,PAPCO.KW,QIC.KW,RASIYAT.KW,SANAM.KW,SHIP.KW,SOKOUK.KW,SRE.KW,TAHSSILAT.KW,TAM.KW,TAMINV.KW,THURAYA.KW,UNICAP.KW,WARBABANK.KW,WARBABANK125.KW,WARBACAP.KW,WETHAQ.KW,WINSRE.KW,ZAIN.KW,^BKA.KW
2022-04-28,156.99456787109375,251.31182861328125,462.4046936035156,160.0,266.48345947265625,,544.8610229492188,115.51907348632812,52.11978530883789,281.9803466796875,104.0,136.99285888671875,151.1806640625,92.0,61.80899810791016,221.9696502685547,,67.7049789428711,,787.2479858398438,1755.75634765625,429.9212341308594,50.20000076293945,,91.8000030517578,0.314749538898468,16.899999618530273,37.400001525878906,73.0999984741211,47.20000076293945,294.557373046875,104.94068145751952,1069.8455810546875,3061.4658203125,97.7770004272461,181.8489990234375,85.4904556274414,437.955810546875,1927.766357421875,368.9402770996094,142.97982788085938,253.98741149902344,932.8885498046876,358.13751220703125,71.9000015258789,392.9421997070313,49.0,151.16107177734375,208.98028564453125,701.069091796875,104.0,46.0,169.9756317138672,35.70000076293945,69.39202880859375,71.4489974975586,572.5009765625,101.98734283447266,69.0,908.7026977539062,264.5246887207031,263.9551696777344,134.5889434814453,71.29841613769531,98.80416870117188,121.0,68.38200378417969,846.9240112304688,27.700000762939453,418.1129760742188,27.299999237060547,359.95123291015625,739.598876953125,131.0,69.0,234.7416381835937,,323.3023986816406,38.79999923706055,107.61975860595705,680.86474609375,
2022-05-31,135.50155639648438,291.1597900390625,495.3679504394531,168.88800048828125,245.5066375732422,,544.9010009765625,108.7238998413086,55.504642486572266,270.8867492675781,91.0,138.9927520751953,150.27322387695312,92.0,56.66600036621094,214.9706115722656,,63.42005920410156,,688.23583984375,1626.833740234375,394.92767333984375,46.400001525878906,,73.4000015258789,0.3262647986412048,12.399999618530272,38.900001525878906,69.30000305175781,47.59999847412109,269.5072937011719,96.44548034667967,1009.920654296875,2814.80712890625,99.55500030517578,152.05999755859375,78.99118041992188,454.9644470214844,1974.7608642578125,359.9417419433594,123.98251342773438,239.98809814453125,849.8984985351562,360.3626098632813,68.0999984741211,387.9429321289063,49.5,142.87643432617188,196.90524291992188,703.5870361328125,100.0,40.29999923706055,160.9769287109375,31.89999961853028,64.59257507324219,61.5009994506836,524.4649658203125,92.38853454589844,70.0,896.6093139648438,254.4476776123047,234.96563720703125,120.17764282226562,64.9985580444336,95.90989685058594,121.0,69.52100372314453,731.9511108398438,25.299999237060547,397.2523193359375,26.5,329.9736328125,748.2356567382812,156.0,59.0,227.11474609375,,316.6360168457031,34.400001525878906,104.15453338623048,629.8748168945312,
2022-06-30,129.89405822753906,281.483642578125,512.7654418945312,160.88800048828125,211.8023834228516,,405.92620849609375,103.8704833984375,47.38198471069336,264.4145202636719,82.19999694824219,128.99327087402344,137.62442016601562,96.0,48.18999862670898,206.9784698486328,,57.42056655883789,,655.18017578125,1338.8631591796875,447.9460144042969,42.0,,68.5,0.2955574989318847,12.399999618530272,30.89999961853028,60.0,48.0,275.5540466308594,85.45170593261719,1029.9190673828125,2806.646240234375,80.88800048828125,135.08799743652344,84.5905532836914,398.9688415527344,1889.7711181640625,324.9474182128906,108.98462677001952,225.99362182617188,894.8931274414062,344.7912292480469,59.0,421.9378967285156,49.0,128.22210693359375,206.9433441162109,632.2213745117188,98.6999969482422,32.29999923706055,136.98037719726562,29.200000762939453,60.89300537109375,54.51900100708008,422.9778747558594,80.98995208740234,66.0,900.9281005859376,229.46697998046875,197.97103881835932,110.5627899169922,51.99884414672852,99.80217742919922,119.0,55.49399948120117,589.9606323242188,22.600000381469727,414.4851684570313,24.299999237060547,328.9737243652344,674.1015625,158.0,55.5,205.92906188964844,,299.9716186523437,38.20000076293945,88.18413543701172,593.8819580078125,
2022-07-28,130.8289794921875,311.3919677734375,485.2953796386719,158.2220001220703,227.25526428222656,668.3202514648438,405.92620849609375,100.95782470703124,47.651973724365234,264.4145202636719,78.0,122.99358367919922,141.3952178955078,98.0,56.18999862670898,199.97918701171875,,58.449310302734375,,701.79736328125,1474.8492431640625,487.9411926269531,39.900001525878906,,71.5999984741211,0.3063050210475921,9.899999618530272,29.5,60.0,44.5,310.1058349609375,92.9474639892578,1024.91943359375,2991.639892578125,89.51100158691406,142.01499938964844,86.99028778076172,419.9671936035156,1919.7674560546875,334.9457397460937,119.98307800292967,232.9934234619141,854.8978881835938,343.6786804199219,61.0,439.9352722167969,50.5,124.55827331542967,177.60096740722656,683.4374389648438,106.0,36.59999847412109,144.97923278808594,32.20000076293945,57.89335250854492,52.60599899291992,439.9769592285156,87.98907470703125,52.0,920.794921875,249.4210205078125,219.9678192138672,113.44744110107422,58.99868774414063,85.33087158203125,135.0,55.40700149536133,714.9522705078125,25.5,432.6250305175781,24.700000762939453,329.9736328125,793.061279296875,158.0,59.0,214.40293884277344,,272.6401672363281,36.79999923706055,94.43372344970705,604.8797607421875,
2022-08-31,129.89405822753906,307.8732604980469,505.44049072265625,152.0,233.6187744140625,658.3223876953125,405.92620849609375,106.78312683105467,48.46493911743164,267.18817138671875,91.0,120.99369049072266,137.62442016601562,83.5,51.141998291015625,200.9790954589844,,61.70648956298828,,707.7310791015625,1449.851806640625,458.9446716308594,42.900001525878906,,69.4000015258789,0.3078404068946838,14.600000381469728,37.900001525878906,73.30000305175781,48.400001525878906,302.33209228515625,92.8475112915039,1025.91943359375,3137.63916015625,88.26599884033203,150.6750030517578,80.99095153808594,411.9678039550781,1872.773193359375,342.9444885253906,115.983642578125,232.9934234619141,907.8915405273438,334.78143310546875,72.4000015258789,471.9305725097656,45.0,114.48373413085938,223.93179321289065,696.03125,87.0,35.099998474121094,144.97923278808594,38.29999923706055,58.493282318115234,52.31900024414063,424.9777526855469,89.98883056640625,70.0,910.43798828125,253.955810546875,195.9713287353516,111.52467346191406,45.6989860534668,92.41682434082033,139.0,60.053001403808594,751.9497680664062,27.89999961853028,429.9031982421875,24.39999961853028,334.9732360839844,741.3400268554688,120.0,58.900001525878906,211.8609619140625,,299.9716186523437,38.09999847412109,94.43372344970705,604.8797607421875,
2022-09-28,107.46611785888672,259.4926147460937,435.8504943847656,148.44400024414062,200.89419555664065,603.7359619140625,405.92620849609375,96.20140075683594,41.15424728393555,254.24473571777344,76.0,121.99363708496094,114.0585479736328,81.0,38.28499984741211,194.979721069336,,59.82096099853516,,648.3994140625,1069.890625,398.951904296875,33.900001525878906,,62.0,0.2947898209095001,11.0,37.0,67.9000015258789,47.5,259.14166259765625,77.6561050415039,994.9218139648438,2969.875732421875,80.44400024414062,95.9469985961914,83.9906234741211,379.9703369140625,1654.8271484375,328.9467468261719,98.88605499267578,206.99415588378903,889.8936767578125,322.546630859375,56.5,449.9338073730469,36.0,92.50275421142578,227.79244995117188,724.5776977539062,100.3000030517578,28.39999961853028,119.98280334472656,28.200000762939453,53.19388961791992,44.95399856567383,373.98040771484375,76.89045715332031,70.0,843.0623779296875,207.69903564453125,179.9736785888672,93.2578582763672,76.59829711914062,92.81603240966795,135.0,52.16299819946289,643.9569702148438,26.89999961853028,404.50885009765625,17.200000762939453,324.9740295410156,818.9219360351562,170.0,57.70000076293945,187.28530883789065,,326.63507080078125,35.70000076293945,94.43372344970705,584.8934326171875,
2022-10-31,114.99649047851562,291.1597900390625,466.067138671875,148.44400024414062,217.2559967041016,611.4265747070312,389.92913818359375,96.58935546875,39.5293197631836,252.3959808349609,87.5,123.9935302734375,124.42803955078124,83.80000305175781,42.380001068115234,192.9799346923828,,59.82096099853516,,698.407470703125,1204.8768310546875,409.9505920410156,37.5,,59.0,0.2940221428871155,10.699999809265137,34.0,59.20000076293945,45.5,296.2853088378906,77.85598754882812,984.922607421875,3048.770751953125,77.33300018310547,93.52200317382812,77.29137420654297,325.9745483398437,1670.82568359375,328.9467468261719,98.98604583740234,210.99403381347656,907.8915405273438,322.546630859375,57.5,493.9273376464844,36.900001525878906,100.74636840820312,220.8430633544922,732.1345825195312,98.0,27.299999237060547,106.9846649169922,28.5,54.793704986572266,47.345001220703125,361.9810485839844,79.99006652832031,60.0,931.1689453125,212.2338256835937,179.9736785888672,105.75636291503906,77.9982681274414,93.81404876708984,148.0,56.80899810791016,624.958251953125,24.700000762939453,422.6476440429688,16.0,369.9704284667969,948.22509765625,170.0,55.5,204.2340850830078,,284.3060913085937,37.0,87.49028778076172,598.8908081054688,
2022-11-30,117.99639892578124,296.43829345703125,457.8263549804688,146.66600036621094,218.1649169921875,648.3427124023438,389.92913818359375,96.88131713867188,43.32015609741211,272.7354736328125,94.0,126.99337768554688,115.00149536132812,106.0,49.52299880981445,196.97950744628903,,59.84199905395508,,715.3588256835938,1314.8656005859375,436.94732666015625,37.900001525878906,,58.0,0.2901837229728699,11.0,36.79999923706055,60.900001525878906,45.5,292.8294372558594,81.95367431640625,999.9215087890624,3043.32861328125,91.55500030517578,100.4499969482422,80.8909683227539,365.9714050292969,1799.8121337890625,344.9441223144531,102.9854736328125,229.99349975585932,998.8806762695312,331.44384765625,63.400001525878906,535.921142578125,36.59999847412109,100.74636840820312,217.7543487548828,739.6904296875,100.0,30.100000381469727,113.9836654663086,28.39999961853028,58.89323806762695,50.02299880981445,389.9795837402344,81.08993530273438,62.79999923706055,969.1759643554688,218.58351135253903,194.9714813232422,100.94893646240234,77.9982681274414,96.10951232910156,166.0,53.82899856567383,685.9542236328125,24.700000762939453,480.6939392089844,22.39999961853028,383.9693298339844,1075.805419921875,225.0,63.400001525878906,210.1660003662109,,310.9705505371094,25.200000762939453,85.40675354003906,586.8930053710938,
2022-12-29,114.99649047851562,285.0023498535156,455.9945983886719,142.2220001220703,221.80165100097656,619.1170043945312,389.92913818359375,96.0074234008789,34.926517486572266,267.18817138671875,93.0,115.99394989013672,108.4028091430664,95.6999969482422,54.28499984741211,187.98622131347656,,59.84199905395508,,676.3703002929688,1214.875732421875,453.9452819824219,33.0,,59.900001525878906,0.2886483371257782,10.399999618530272,38.29999923706055,59.5,45.5,271.2351989746094,75.95706176757812,1014.9202270507812,3192.04931640625,88.08799743652344,98.37200164794922,79.89108276367188,369.9710998535156,1899.8017578125,327.9468994140625,102.9854736328125,222.9936981201172,949.8865356445312,326.9956970214844,58.70000076293945,523.9229125976562,36.0,98.9144515991211,222.38693237304688,711.9839477539062,114.0,27.200000762939453,104.98495483398438,26.89999961853028,54.69371795654297,45.9109992980957,392.97943115234375,80.49000549316406,61.0,931.1689453125,196.8155517578125,176.97412109375,105.75636291503906,77.9982681274414,96.10951232910156,169.0,55.14400100708008,612.9590454101562,23.0,465.2759094238281,21.799999237060547,369.9704284667969,1051.668701171875,214.0,60.900001525878906,199.14913940429688,,269.6404724121094,24.5,84.7129135131836,562.8974609375,
2023-01-31,120.99630737304688,299.9559936523437,471.5613708496094,135.11099243164062,221.80165100097656,652.1880493164062,389.92913818359375,95.521484375,36.68643951416016,266.26324462890625,91.0,115.99394989013672,110.2887191772461,95.5999984741211,52.66600036621094,181.98666381835932,,59.84199905395508,,664.50390625,1234.873779296875,466.9436950683594,33.29999923706055,,56.900001525878906,0.2794361710548401,9.800000190734863,37.29999923706055,56.5,45.5,270.37127685546875,78.15582275390625,998.9215087890624,3075.06787109375,86.13300323486328,96.98600006103516,78.4912338256836,361.97174072265625,1619.830810546875,334.9457397460937,101.9856185913086,210.99403381347656,979.8829345703124,318.09747314453125,60.900001525878906,535.921142578125,34.900001525878906,98.9144515991211,223.93179321289065,717.86083984375,114.0,26.0,106.9846649169922,25.39999961853028,53.993797302246094,43.32799911499024,393.9794006347656,78.4902572631836,53.20000076293945,947.5811767578124,193.187728881836,174.97439575195312,104.79448699951172,77.9982681274414,96.10951232910156,166.0,51.2859992980957,607.9594116210938,23.0,492.4851379394531,19.89999961853028,360.97119140625,1051.668701171875,204.0,57.0,203.38609313964844,,283.3061828613281,22.799999237060547,82.62937927246094,553.8991088867188,
