Date,AAAK.AT,ADMIE.AT,AEGN.AT,AEM.AT,AKTR.AT,ALMY.AT,ATTICA.AT,BIOKA.AT,BIOSK.AT,BLEKEDROS.AT,BOCHGR.AT,BRIQ.AT,CAIROMEZ.AT,CENER.AT,CENTR.AT,CNLCAP.AT,CPI.AT,DAIOS.AT,DIMAND.AT,DOMIK.AT,DROME.AT,EKTER.AT,ELBE.AT,ELLAKTOR.AT,ELPE.AT,ELSTR.AT,ELTON.AT,EUROB.AT,EUROC.AT,EVR.AT,EVROF.AT,EYAPS.AT,FAIS.AT,FLEXO.AT,FOODL.AT,FOYRK.AT,GEBKA.AT,GEKTERNA.AT,HAIDE.AT,IATR.AT,IKTIN.AT,ILYDA.AT,INLIF.AT,INLOT.AT,INTET.AT,KEKR.AT,KEPEN.AT,KRI.AT,KYLO.AT,LAMDA.AT,LAVI.AT,LOGISMOS.AT,MASTIHA.AT,MATHIO.AT,MEDIC.AT,MERKO.AT,MEVA.AT,MIG.AT,MIN.AT,MOH.AT,MOTO.AT,MOYZK.AT,NAKAS.AT,NAYP.AT,NOVAL.AT,ONYX.AT,ORILINA.AT,OTOEL.AT,PAP.AT,PERF.AT,PETRO.AT,PLAKR.AT,PLAT.AT,PPA.AT,PPC.AT,PREMIA.AT,PROF.AT,PROFK.AT,PVMEZZ.AT,QUAL.AT,QUEST.AT,SOFTWEB.AT,SPACE.AT,SPIR.AT,SUNMEZZ.AT,TATT.AT,TELL.AT,TITC.AT,TRASTOR.AT,VOSYS.AT,XYLEK.AT,XYLEP.AT
2024-04-30,7.0,2.234999895095825,11.877225875854492,,5.400000095367432,2.859999895095825,2.40324330329895,2.574757099151612,1.3049999475479126,3.3434579372406006,,1.870234727859497,0.3720000088214874,7.87256908416748,0.3779999911785126,7.344966411590576,0.75,3.7799999713897705,9.56999969482422,4.784999847412109,0.3490000069141388,2.125589609146118,4.583963871002197,1.32822585105896,7.618896961212158,2.359999895095825,1.787999987602234,1.9235514402389529,1.3300000429153442,,1.622656226158142,3.20222806930542,,8.047204971313477,0.382999986410141,4.013587951660156,1.6006656885147097,16.54299545288086,0.6949999928474426,1.68045973777771,0.4325000047683716,1.1533329486846924,4.96686315536499,1.1480000019073486,1.2799999713897705,1.524999976158142,1.9462857246398928,10.393733024597168,2.6291208267211914,6.889999866485596,0.8510000109672546,1.4700000286102295,1.5212063789367676,1.090000033378601,2.933823585510254,43.44765853881836,3.811499834060669,3.990000009536743,0.6399999856948853,25.229047775268555,2.893217086791992,0.7300000190734863,2.5710456371307373,1.0099999904632568,,1.0700000524520874,0.7828894257545471,11.966143608093262,2.619999885559082,6.370817184448242,8.300000190734863,14.70956325531006,3.771543979644776,23.59516906738281,10.996499061584473,1.124427318572998,4.643963813781738,1.6449999809265137,0.0765712708234787,1.2860000133514404,5.555086612701416,,7.619130611419678,0.1899999976158142,0.2868161499500274,983.93017578125,14.050000190734863,28.92361068725586,1.142305612564087,2.3865416049957275,0.2800000011920929,0.3309677541255951
2024-05-31,5.900000095367432,2.2049999237060547,11.829999923706056,,5.199999809265137,2.7300000190734863,2.237837791442871,2.6341748237609863,1.3250000476837158,3.363241672515869,,1.870234727859497,0.4289999902248382,8.923566818237305,0.363999992609024,7.489933013916016,0.6800000071525574,3.680000066757202,8.550000190734863,4.519999980926514,0.3409999907016754,1.9774057865142824,4.871621608734131,1.2851345539093018,7.551111698150635,2.289999961853028,1.7960000038146973,1.9254655838012693,1.2450000047683716,,1.525781273841858,3.07334566116333,,7.949068546295166,0.4580000042915344,3.877862691879273,1.5499999523162842,16.523277282714844,0.6499999761581421,1.5717241764068604,0.4154999852180481,1.0933330059051514,4.763936519622803,1.1699999570846558,1.2350000143051147,1.409999966621399,1.9462857246398928,10.830852508544922,2.543076992034912,6.670000076293945,0.9169999957084656,1.3799999952316284,1.5115784406661987,0.9399999976158142,2.8653676509857178,44.20000076293945,3.72487473487854,3.7899999618530273,0.5,24.20725440979004,2.900000095367432,0.699999988079071,2.608039140701294,0.9340000152587892,,0.8600000143051147,0.8056076765060425,11.037095069885254,2.390000104904175,7.134918212890625,8.640000343322754,15.48375129699707,3.889404773712158,23.975738525390625,10.976932525634766,1.159504771232605,4.881608009338379,1.5449999570846558,0.0714265033602714,1.190000057220459,5.114510536193848,,7.111188411712647,0.1550000011920929,0.2930967807769775,1010.5228881835938,14.100000381469728,29.45833206176757,1.06551194190979,2.255000114440918,0.2709999978542328,0.3948386907577514
2024-06-28,6.449999809265137,2.174999952316284,11.68000030517578,,5.099999904632568,2.634999990463257,2.315675735473633,2.455922365188598,1.2599999904632568,3.412700891494751,,1.8550000190734863,0.3680000007152557,9.59000015258789,0.335999995470047,7.151678085327148,0.6100000143051147,3.319999933242798,8.460000038146973,3.744999885559082,0.3160000145435333,2.125589609146118,4.7324323654174805,1.2521823644638062,7.04951286315918,2.0299999713897705,1.649999976158142,1.9340782165527344,1.2599999904632568,,1.4434374570846558,3.0436036586761475,,7.900000095367432,0.44200000166893,3.880000114440918,1.4249999523162842,16.306385040283203,0.675000011920929,1.527241349220276,0.3589999973773956,1.1066659688949585,4.541684150695801,1.1759999990463257,1.2300000190734863,1.2999999523162842,1.9462857246398928,11.025128364562988,2.6100001335144043,6.739999771118164,0.8460000157356262,1.3300000429153442,1.5115784406661987,0.8240000009536743,2.728455781936645,44.400001525878906,3.7441248893737793,3.609999895095825,0.5199999809265137,23.08793067932129,2.819999933242798,0.6899999976158142,2.441568613052368,0.8899999856948853,2.700999975204468,0.8500000238418579,0.8021118640899658,10.516827583312988,2.4100000858306885,7.0,8.020000457763672,14.41924285888672,3.745765209197998,23.78545379638672,10.996499061584473,1.1100000143051147,4.505000114440918,1.3600000143051147,0.0676536783576011,1.2000000476837158,5.300000190734863,,6.564173698425293,0.1550000011920929,0.2487135529518127,992.79443359375,13.25,29.25,1.0943095684051514,2.273791790008545,0.2590000033378601,0.4470967650413513
2024-07-31,5.599999904632568,2.255000114440918,11.5,,4.989999771118164,3.0299999713897705,2.5899999141693115,2.3667962551116943,1.4700000286102295,3.4918360710144043,,1.9600000381469729,0.4370000064373016,9.65999984741211,0.3519999980926513,6.8617448806762695,0.6919999718666077,3.2799999713897705,9.0,3.765000104904175,0.3219999969005584,2.109999895095825,5.24279260635376,1.231231451034546,7.207792282104492,2.25,1.7999999523162842,2.118000030517578,1.2899999618530271,,1.5500000715255735,3.3211960792541504,,7.949999809265137,0.4339999854564667,3.924999952316284,1.600000023841858,17.647174835205078,0.6100000143051147,1.6699999570846558,0.4084999859333038,1.1833330392837524,5.179999828338623,1.2339999675750732,1.284999966621399,1.4600000381469729,1.75,11.219404220581056,2.630000114440918,7.610000133514404,0.8939999938011169,1.4199999570846558,1.5115784406661987,0.8500000238418579,2.609999895095825,45.0,4.019999980926514,3.670000076293945,0.6349999904632568,23.166728973388672,2.680000066757202,0.6499999761581421,2.552548885345459,0.9700000286102296,2.7699999809265137,0.8100000023841858,0.7855105400085449,11.018513679504396,2.359999895095825,7.150000095367432,8.579999923706055,14.999883651733398,4.070201396942139,25.950000762939453,11.770000457763672,1.1619999408721924,5.010000228881836,1.4850000143051147,0.0718552395701408,1.1660000085830688,5.380000114440918,1.634600043296814,6.659999847412109,0.1449999958276748,0.280535489320755,819.055419921875,13.899999618530272,32.900001525878906,1.1323808431625366,2.3399999141693115,0.2790000140666961,0.3779999911785126
2024-08-30,5.099999904632568,2.134999990463257,10.920000076293944,,5.150000095367432,2.8499999046325684,2.4200000762939453,2.049999952316284,1.6699999570846558,3.569999933242798,,1.9850000143051147,0.3840000033378601,9.699999809265137,0.3330000042915344,6.71677827835083,0.6100000143051147,3.2799999713897705,9.4399995803833,3.3949999809265137,0.3140000104904175,1.9479999542236328,5.24279260635376,1.301659345626831,6.954545021057129,2.130000114440918,1.7039999961853027,2.063999891281128,1.284999966621399,,1.501562476158142,3.200000047683716,,7.599999904632568,0.3849999904632568,4.034999847412109,1.5750000476837158,17.520000457763672,0.6399999856948853,1.5850000381469729,0.3855000138282776,1.0666660070419312,4.940000057220459,1.2020000219345093,1.2599999904632568,1.399999976158142,1.600000023841858,12.199999809265137,2.5899999141693115,7.039999961853027,0.8309999704360962,1.440000057220459,1.440000057220459,0.722000002861023,2.3499999046325684,43.20000076293945,3.849999904632568,3.3499999046325684,0.5600000023841858,21.37406539916992,2.615000009536743,0.6200000047683716,2.6265358924865723,0.906000018119812,2.700000047683716,0.800000011920929,0.8075448274612427,10.665475845336914,2.450000047683716,6.630000114440918,8.140000343322754,14.300000190734863,3.8637421131134033,27.0,11.619999885559082,1.1979999542236328,4.579999923706055,1.2999999523162842,0.0741703733801841,1.159999966621399,5.239999771118164,1.7640000581741333,6.559999942779541,0.1319999992847442,0.2696490287780761,746.36865234375,13.5,31.700000762939453,1.083571434020996,2.400000095367432,0.2730000019073486,0.4000000059604645
2024-09-30,4.360000133514404,2.365000009536743,10.93000030517578,,4.900000095367432,2.984999895095825,2.309999942779541,1.7649999856948853,1.5499999523162842,3.619999885559082,4.639999866485596,2.0199999809265137,0.4939999878406524,10.0,0.3490000069141388,6.958388805389404,0.6299999952316284,3.259999990463257,9.40999984741211,3.2699999809265137,0.3179999887943268,1.820000052452088,5.010810852050781,1.2299737930297852,6.803571701049805,2.119999885559082,1.7039999961853027,2.058000087738037,1.2599999904632568,,1.600000023841858,3.240000009536743,,7.699999809265137,0.356000006198883,3.859999895095825,1.3849999904632568,17.65999984741211,0.6000000238418579,1.5049999952316284,0.3600000143051147,1.1933330297470093,4.909999847412109,1.121999979019165,1.2200000286102295,1.4450000524520874,1.5199999809265137,13.449999809265137,2.690000057220459,7.489999771118164,0.8320000171661377,1.3700000047683716,1.440000057220459,0.7099999785423279,2.4100000858306885,43.20000076293945,3.839999914169312,3.319999933242798,0.5950000286102295,20.940673828125,2.680000066757202,0.7099999785423279,2.608039140701294,0.7699999809265137,2.690000057220459,0.8500000238418579,0.8169999718666077,10.182371139526367,2.299999952316284,6.699999809265137,8.220000267028809,15.199999809265137,3.726102352142334,26.75,12.039999961853027,1.25600004196167,5.329999923706055,1.2899999618530271,0.0833452120423317,1.184000015258789,5.21999979019165,1.7649999856948853,6.599999904632568,0.1270000040531158,0.2930967807769775,424.5968933105469,13.449999809265137,35.70000076293945,1.0640475749969482,2.2799999713897705,0.2800000011920929,0.3680000007152557
2024-10-31,4.480000019073486,2.369999885559082,9.96500015258789,,4.900000095367432,3.194999933242798,2.0899999141693115,1.6549999713897705,1.4299999475479126,3.680000066757202,4.230000019073486,2.0299999713897705,0.453000009059906,8.699999809265137,0.3339999914169311,6.71677827835083,0.5400000214576721,3.5,9.149999618530272,2.630000114440918,0.2800000011920929,1.440000057220459,4.78000020980835,1.1142706871032717,6.7207794189453125,1.9700000286102293,1.7339999675750732,1.8899999856948853,1.1299999952316284,,1.4500000476837158,3.1600000858306885,,8.050000190734863,0.3289999961853027,3.684999942779541,1.315000057220459,17.299999237060547,0.6000000238418579,1.465000033378601,0.2924999892711639,1.2233330011367798,4.340000152587891,1.0119999647140503,1.0399999618530271,1.2699999809265137,1.75,13.899999618530272,2.650000095367432,7.400000095367432,0.7310000061988831,1.2699999809265137,1.4299999475479126,0.6859999895095825,2.220000028610229,41.20000076293945,3.5999999046325684,3.055000066757202,0.5199999809265137,19.34500503540039,2.619999885559082,0.6899999976158142,2.663529396057129,0.9039999842643738,2.525000095367432,0.8199999928474426,0.800000011920929,10.55398941040039,2.289999961853028,5.920000076293945,7.900000095367432,15.100000381469728,3.6179568767547607,27.64999961853028,12.050000190734863,1.1299999952316284,5.179999828338623,1.3600000143051147,0.0770857483148574,1.0880000591278076,5.53000020980835,1.600000023841858,6.019999980926514,0.1270000040531158,0.2591813206672668,6.179999828338623,13.199999809265137,32.79999923706055,1.0347617864608765,2.140000104904175,0.2599999904632568,0.3980000019073486
2024-11-29,4.480000019073486,2.365000009536743,9.479999542236328,,4.840000152587891,3.9600000381469727,2.25,1.820000052452088,1.375,3.7200000286102295,4.400000095367432,2.119999885559082,0.3899999856948852,8.699999809265137,0.324999988079071,7.199999809265137,0.4950000047683716,3.5999999046325684,8.199999809265137,2.8499999046325684,0.2899999916553497,1.4980000257492063,4.739999771118164,1.0941485166549685,6.61850643157959,1.9800000190734863,1.8799999952316284,2.0,1.1200000047683716,,1.4149999618530271,3.1600000858306885,,8.25,0.402999997138977,3.619999885559082,1.2949999570846558,18.6200008392334,0.5899999737739563,1.5049999952316284,0.2949999868869781,1.266666054725647,4.230000019073486,0.912999987602234,1.0499999523162842,1.2300000190734863,2.220000028610229,14.300000190734863,2.7300000190734863,7.190000057220459,0.7099999785423279,1.25,1.2699999809265137,0.593999981880188,2.0799999237060547,40.0,3.559999942779541,2.970000028610229,0.5149999856948853,19.31545639038086,2.5999999046325684,0.6299999952316284,2.700522899627685,0.8399999737739563,2.25,0.9449999928474426,0.7900000214576721,9.624940872192385,2.3499999046325684,5.340000152587891,7.900000095367432,14.5,3.932561874389648,31.350000381469727,11.449999809265137,1.1799999475479126,5.150000095367432,1.4149999618530271,0.0816000029444694,1.0640000104904177,5.539999961853027,1.6549999713897705,5.800000190734863,0.1270000040531158,0.2585000097751617,0.5680000185966492,13.100000381469728,38.75,1.0347617864608765,2.200000047683716,0.2549999952316284,0.3980000019073486
2024-12-31,4.480000019073486,2.575000047683716,10.119999885559082,,4.8214430809021,4.554999828338623,2.190000057220459,1.875,1.5950000286102295,3.799999952316284,4.599999904632568,2.140000104904175,0.4160000085830688,9.4399995803833,0.363999992609024,7.400000095367432,0.5580000281333923,3.5199999809265137,8.3100004196167,2.799999952316284,0.3100000023841858,1.7799999713897705,5.0,1.402270793914795,7.363636016845703,2.0,1.871999979019165,2.2300000190734863,1.225000023841858,1.4950000047683716,1.809999942779541,3.220000028610229,,8.100000381469727,0.4399999976158142,3.7100000381469727,1.3700000047683716,18.479999542236328,0.6349999904632568,1.5049999952316284,0.3350000083446502,1.3333330154418943,4.710000038146973,1.0479999780654907,1.100000023841858,1.2000000476837158,1.7300000190734863,15.0,2.869999885559082,7.309999942779541,0.7950000166893005,1.6299999952316284,1.3799999952316284,0.6100000143051147,2.1600000858306885,40.0,3.940000057220459,2.880000114440918,0.5,20.63999938964844,2.7699999809265137,0.6650000214576721,3.059999942779541,0.8560000061988831,2.309999942779541,1.159999966621399,0.8289999961853027,9.45771312713623,2.369999885559082,5.559999942779541,8.180000305175781,14.399999618530272,3.8539106845855713,30.0,12.34000015258789,1.2719999551773071,5.25,1.4900000095367432,0.0824000015854835,1.24399995803833,5.989999771118164,1.75,5.900000095367432,0.1379999965429306,0.2694999873638153,0.6899999976158142,14.600000381469728,40.20000076293945,1.024999976158142,2.200000047683716,0.277999997138977,0.3339999914169311
2025-01-31,4.800000190734863,2.680000066757202,10.869999885559082,4.624499797821045,5.150000095367432,4.315000057220459,2.400000095367432,1.830000042915344,1.524999976158142,3.7899999618530273,5.079999923706055,2.3499999046325684,0.4410000145435333,9.510000228881836,0.3600000143051147,7.150000095367432,0.6079999804496765,3.400000095367432,8.199999809265137,2.7149999141693115,0.3370000123977661,1.7760000228881836,5.5,1.408558964729309,7.489999771118164,2.25,1.7999999523162842,2.4230000972747803,1.1749999523162842,1.5199999809265137,1.924999952316284,3.380000114440918,,7.699999809265137,0.4650000035762787,4.105000019073486,1.4600000381469729,18.68000030517578,0.6800000071525574,1.919999957084656,0.3519999980926513,1.774999976158142,4.639999866485596,1.0640000104904177,1.149999976158142,1.3550000190734863,1.7400000095367432,16.049999237060547,3.2300000190734863,6.960000038146973,0.8650000095367432,1.75,1.350000023841858,0.6660000085830688,2.3399999141693115,39.400001525878906,3.849999904632568,2.8949999809265137,0.5099999904632568,21.36000061035156,2.8499999046325684,0.6600000262260437,3.259999990463257,0.7860000133514404,2.444999933242798,1.2300000190734863,0.7829999923706055,10.163789749145508,2.569999933242798,5.5,8.180000305175781,14.899999618530272,4.070000171661377,29.89999961853028,13.1899995803833,1.2719999551773071,5.300000190734863,1.5,0.0798000022768974,1.3799999952316284,6.320000171661377,1.7100000381469729,5.840000152587891,0.1509999930858612,0.2599999904632568,0.7379999756813049,14.449999809265137,45.70000076293945,1.269047498703003,2.380000114440918,0.2860000133514404,0.3160000145435333
