Date,AERI.IR,BIRG.IR,C5H.IR,DHG.IR,DLE.IR,GL9.IR,GRP.IR,GVR.IR,HSW.IR,IR5B.IR,IRES.IR,KMR.IR,KRX.IR,KRZ.IR,MIO.IR,MLC.IR,OVXA.IR,RYA.IR,UPR.IR
2024-04-30,0.7118141651153564,9.129827499389648,1.5136715173721311,4.110919952392578,0.449999988079071,17.267919540405273,0.7897323369979858,1.2760000228881836,1.7699999809265137,4.882577419281006,0.9486714005470276,3.61829137802124,83.21871948242188,79.67920684814453,0.4493385553359985,5.400000095367432,0.006000000052154,19.607553482055664,2.552009344100952
2024-05-31,0.7113162279129028,10.131001472473145,1.6036115884780884,4.101179122924805,0.4600000083446502,18.20681381225586,0.8395293354988098,1.3860000371932983,1.820000052452088,5.488528251647949,0.918995440006256,4.080200672149658,87.53596496582031,76.72080993652344,0.517352283000946,5.699999809265137,0.0094999996945261,17.0419864654541,2.591729164123535
2024-06-28,0.7113162279129028,9.411280632019045,1.5213260650634766,3.877124071121216,0.4560000002384186,17.616376876831055,0.8159735202789307,1.2580000162124634,2.0,5.448899745941162,0.8673020005226135,3.656783819198608,78.90147399902344,74.60063171386719,0.4685454666614532,5.900000095367432,0.0099999997764825,15.929917335510254,2.408024311065674
2024-07-31,0.7113162279129028,10.092462539672852,1.808368682861328,3.998893022537232,0.4399999976158142,17.897075653076172,0.863085150718689,1.3760000467300415,1.6699999570846558,5.330014705657959,0.8807040452957153,3.579798936843872,85.74951934814453,85.2015151977539,0.3904545605182647,5.900000095367432,0.0144999995827674,14.276445388793944,2.581799268722534
2024-08-30,0.7108085751533508,9.99129581451416,1.858122706413269,4.286267757415772,0.4099999964237213,15.642452239990234,0.9214944243431092,1.4359999895095823,1.5499999523162842,5.409271717071533,0.8652735352516174,4.060954570770264,78.10749053955078,89.54048919677734,0.3865500092506408,6.449999809265137,0.0054999999701976,15.74234676361084,2.537114381790161
2024-09-30,0.6576188206672668,9.66371250152588,1.9207098484039309,4.035384654998779,0.4000000059604645,15.456698417663574,0.8926977515220642,1.5520000457763672,1.7000000476837158,5.5,0.8789615035057068,4.119999885559082,83.9967269897461,91.85789489746094,0.429500013589859,6.099999904632568,0.0199999995529651,16.260997772216797,2.5882458686828613
2024-10-31,0.6576188206672668,8.461999893188477,2.0858166217803955,4.21254825592041,0.3499999940395355,14.909212112426758,0.8610213994979858,1.600000023841858,1.7000000476837158,5.099999904632568,0.8506079316139221,4.239999771118164,80.3122329711914,90.6021499633789,0.429500013589859,5.800000190734863,0.0199999995529651,17.38227653503418,2.2497830390930176
2024-11-29,0.6571000218391418,8.288000106811523,2.007659673690796,4.335577964782715,0.3899999856948852,14.293291091918944,0.8516756296157837,1.534000039100647,1.75,5.5,0.8897163271903992,4.320000171661377,70.90180206298828,90.5526351928711,0.4300000071525574,8.5,0.0185000002384185,18.39982414245605,2.2000091075897217
2024-12-31,0.6571000218391418,8.805999755859375,2.271439790725708,4.596401691436768,0.3499999940395355,13.03211784362793,0.8056655526161194,1.600000023841858,1.600000023841858,5.179999828338623,0.8897163271903992,3.839999914169312,70.15494537353516,92.33497619628906,0.3759999871253967,8.600000381469727,0.0149999996647238,18.83450508117676,2.1104159355163574
2025-01-31,0.6571000218391418,9.628000259399414,2.242130994796753,4.660377502441406,0.3600000143051147,13.80446434020996,0.7831500172615051,1.7059999704360962,1.5499999523162842,5.119999885559082,0.914159059524536,3.619999885559082,67.01814270019531,98.17708587646484,0.4399999976158142,10.300000190734863,0.0289999991655349,20.350000381469727,2.3891501426696777
2025-02-28,0.6549999713897705,11.34000015258789,2.1151256561279297,4.77356481552124,0.3499999940395355,10.832398414611816,0.7820000052452087,1.5,1.5499999523162842,4.920000076293945,0.9879999756813048,3.5199999809265137,78.71893310546875,100.30598449707033,0.3799999952316284,9.75,0.0104999998584389,21.049999237060547,2.667884349822998
2025-03-31,0.6549999713897705,10.845000267028809,1.8659999370574951,5.108206748962402,0.3499999940395355,10.170000076293944,0.7710000276565552,1.50600004196167,1.5499999523162842,5.300000190734863,0.9409999847412108,4.579999923706055,73.8394546508789,95.8501434326172,0.4300000071525574,10.300000190734863,0.0189999993890523,18.625,2.702726125717163
