Date,AAYANRE.KW,ABAR.KW,ABK.KW,ALAQARIA.KW,ALDEERA.KW,ALEID.KW,ALIMTIAZ.KW,ALKOUT.KW,ALMANAR.KW,ALOLA.KW,ALSAFAT.KW,AMAR.KW,AQAR.KW,AREEC.KW,ARZAN.KW,ASC.KW,AZNOULA.KW,BAITAKREIT.KW,BEYOUT.KW,CABLE.KW,CBK.KW,CLEANING.KW,COAST.KW,DALQANRE.KW,DIGITUS.KW,EKHOLDING.KW,EKTTITAB.KW,ENERGYH.KW,EQUIPMENT.KW,ERESCO.KW,FACIL.KW,FTI.KW,GFC.KW,GFH.KW,GIH.KW,GINS.KW,HUMANSOFT.KW,IFA.KW,IFAHR.KW,INOVEST.KW,IPG.KW,JTC.KW,KAMCO.KW,KBT.KW,KCEM.KW,KCIN.KW,KFH.KW,KFIC.KW,KFOUC.KW,KGL.KW,KINV.KW,KPPC.KW,KUWAITRE.KW,MARAKEZ.KW,MARKAZ.KW,MASAKEN.KW,MAZAYA.KW,MENA.KW,MIDAN.KW,MRC.KW,MUNSHAAT.KW,MUNTAZAHAT.KW,NIH.KW,NIND.KW,NOOR.KW,OOREDOO.KW,OSOS.KW,OSOUL.KW,OULAFUEL.KW,PAPCO.KW,PAPER.KW,SANAM.KW,SECH.KW,SENERGY.KW,SHIP.KW,SOKOUK.KW,SOOR.KW,SPEC.KW,SRE.KW,STC.KW,TAM.KW,TIJARA.KW,UNICAP.KW,URC.KW,WARBABANK125.KW,WARBACAP.KW,ZAIN.KW,^BKA.KW
2024-04-30,75.89564514160156,108.99667358398438,240.0,33.0,327.1109924316406,179.99134826660156,47.400001525878906,766.9500122070312,65.59695434570312,35.599998474121094,85.0,64.0,59.19807052612305,247.54638671875,196.15087890625,262.0,165.99581909179688,,,1254.9349365234375,468.12213134765625,45.0,70.99504089355469,,84.0,0.238999992609024,19.39999961853028,120.0,25.799999237060547,52.79999923706055,175.0,190.0,96.1999969482422,87.18515014648438,378.0,1929.9630126953125,2899.0,296.88800048828125,1058.0,79.5999984741211,484.9671325683594,377.9779968261719,99.8949966430664,68.83399963378906,193.0,1373.0,666.6544799804688,66.0790023803711,567.9076538085938,42.400001525878906,181.986083984375,38.0,378.76959228515625,48.0,124.99401092529295,25.299999237060547,73.36499786376953,40.0,798.9889526367188,91.1999969482422,134.0,73.90206909179688,106.99388122558594,204.7565155029297,231.98141479492188,1034.919189453125,92.3030014038086,96.68976593017578,142.0,183.99591064453125,167.0,172.3800048828125,52.900001525878906,30.0,848.9698486328125,48.29999923706055,144.99488830566406,107.6141357421875,437.0,548.9657592773438,364.0,57.09999847412109,128.0,49.09999847412109,,135.98712158203125,487.96429443359375,
2024-05-30,82.0,116.99642944335938,274.0,34.5,358.22198486328125,205.99009704589844,60.09999847412109,768.0,62.400001525878906,42.29999923706055,85.5999984741211,61.79999923706055,58.59999847412109,272.9822692871094,188.0,234.0,158.99600219726562,,,1240.0,454.5097351074219,49.5,71.49500274658203,,84.0,0.2360000014305114,19.100000381469727,83.5,34.5,62.59999847412109,178.0,158.0,89.0,89.18480682373047,374.0,1930.0,2584.0,277.3330078125,1139.0,115.0,479.9674682617188,366.0,96.6999969482422,61.5,178.0,1307.0,675.913330078125,72.30400085449219,671.8907470703125,47.70000076293945,182.9860076904297,39.400001525878906,333.3233947753906,50.79999923706055,133.9935760498047,34.5,74.14600372314453,77.9000015258789,760.989501953125,87.5,138.0,77.69999694824219,103.99405670166016,226.0,252.979736328125,1043.91845703125,91.0,81.4000015258789,135.0,154.99655151367188,167.0,166.0,56.79999923706055,37.09999847412109,870.0,54.20000076293945,135.0,100.6999969482422,436.0,574.964111328125,389.0,59.79999923706055,140.0,48.70000076293945,,154.98533630371094,447.99066162109375,
2024-06-30,75.19999694824219,121.99627685546876,270.0,33.900001525878906,360.0,207.989990234375,52.09999847412109,768.0,59.0,38.79999923706055,83.0999984741211,62.900001525878906,57.0,270.982421875,186.0,218.0,159.9959716796875,,0.5006943941116333,1430.0,454.5097351074219,46.79999923706055,71.5949935913086,,82.19999694824219,0.2349999994039535,19.100000381469727,83.0999984741211,32.5,58.0,182.0,149.0,89.0,86.98518371582031,409.0,1930.0,2842.0,296.0,917.0,94.9000015258789,479.9674682617188,383.0,95.9000015258789,52.70000076293945,175.0,1117.0,652.7656860351562,67.3239974975586,537.0,48.5,175.98654174804688,37.59999847412109,352.766845703125,44.0,122.99410247802734,30.89999961853028,66.43900299072266,75.19999694824219,721.989990234375,84.0999984741211,142.0,71.4000015258789,104.9939956665039,216.0,255.9794921875,1067.9166259765625,85.0999984741211,78.69999694824219,137.0,171.9961700439453,178.0,169.0,54.400001525878906,38.29999923706055,924.0,50.0,139.0,96.9000015258789,415.0,530.9668579101562,379.0,58.900001525878906,160.0,47.09999847412109,,151.98561096191406,445.9906921386719,
2024-07-31,74.5999984741211,121.99627685546876,306.0,33.099998474121094,355.55499267578125,218.0,49.29999923706055,767.0,57.0,39.0,81.5999984741211,60.59999847412109,57.5,282.98162841796875,186.0,224.0,160.99595642089844,,0.4763889014720917,1730.0,469.9635009765625,46.5,64.0999984741211,,71.69999694824219,0.2300000041723251,19.100000381469727,80.0,29.39999961853028,57.0,186.0,161.0,86.19999694824219,100.4828872680664,576.0,1700.0,2635.0,255.0,1250.0,101.0,489.966796875,382.0,96.0,58.0,181.0,1200.0,682.3952026367188,70.0,532.0,49.70000076293945,168.98707580566406,39.0,350.91485595703125,52.59999847412109,125.99396514892578,27.799999237060547,63.41400146484375,82.5,799.9889526367188,87.9000015258789,146.0,71.0,94.6999969482422,225.0,260.9790954589844,1034.919189453125,83.0,74.4000015258789,140.0,172.0,198.0,179.0,60.400001525878906,35.79999923706055,916.0,52.09999847412109,140.0,97.6999969482422,425.0,535.966552734375,366.0,58.5,173.0,48.0,,152.9855194091797,454.9905090332031,
2024-08-29,76.5,119.996337890625,286.0,34.20000076293945,393.0,239.0,46.29999923706055,750.0,60.900001525878906,41.29999923706055,105.0,61.0,56.400001525878906,267.98260498046875,180.0,220.0,152.99615478515625,,0.449999988079071,1604.0,479.9736022949219,47.0,63.09999847412109,,77.5,0.221000000834465,19.100000381469727,88.80000305175781,41.70000076293945,57.79999923706055,208.0,159.0,90.0,102.98246002197266,756.0,1160.0,2665.0,343.0,1292.0,170.0,505.9656982421875,370.0,97.0,56.09999847412109,188.0,1310.0,673.1363525390625,77.5,538.0,45.0,165.9873046875,37.0,337.9522705078125,96.0,119.99424743652344,29.5,65.85299682617188,86.5999984741211,723.0,83.0,136.0,74.0,94.8000030517578,223.0,253.97964477539065,1053.917724609375,90.0,87.0,138.0,163.0,186.0,187.0,60.0,34.20000076293945,868.0,48.900001525878906,136.0,99.8000030517578,433.0,538.9663696289062,366.0,58.59999847412109,215.0,47.0,,161.9846649169922,466.9902648925781,
2024-09-30,83.30000305175781,149.99542236328125,272.0,31.200000762939453,364.0,234.0,49.20000076293945,789.0,67.0,43.59999847412109,93.0999984741211,63.900001525878906,63.900001525878906,260.9830627441406,206.0,199.0,147.99627685546875,,0.4189999997615814,1560.0,462.7015380859375,50.5,69.0999984741211,,79.0,0.2610000073909759,16.100000381469727,128.0,58.0,64.30000305175781,215.0,186.0,83.80000305175781,100.98280334472656,739.0,1375.0,2724.0,400.0,1400.0,160.0,464.9684753417969,365.0,104.0,101.0,195.0,1289.0,662.9505004882812,76.4000015258789,518.0,47.29999923706055,150.9884490966797,41.900001525878906,339.80419921875,111.0,117.99434661865234,37.0,70.24299621582031,204.0,796.0,73.0,126.0,82.4000015258789,156.0,223.0,251.9798126220703,1064.9168701171875,97.4000015258789,91.0,148.0,219.0,190.0,226.0,66.0,38.79999923706055,779.0,47.29999923706055,145.0,110.0,426.0,542.9661254882812,352.0,62.5,270.0,84.0,,153.9854278564453,475.0,
2024-10-31,92.9000015258789,155.9952392578125,281.0,35.5,378.0,234.0,48.400001525878906,789.0,63.20000076293945,45.29999923706055,108.0,62.0,65.0999984741211,277.9819641113281,213.0,149.0,154.99609375,,0.3939999938011169,1660.0,499.0625305175781,49.400001525878906,69.0,,74.80000305175781,0.248999997973442,16.0,118.0,71.0,63.29999923706055,217.0,180.0,92.0,103.98229217529295,693.0,1225.0,2610.0,397.0,1490.0,164.0,468.96820068359375,369.0,129.0,135.0,192.0,1297.0,667.5804443359375,74.0999984741211,642.0,46.79999923706055,164.9873809814453,46.400001525878906,384.2479248046875,111.0,134.9935302734375,37.29999923706055,67.80400085449219,173.0,796.0,80.0,128.0,97.5,233.0,241.0,262.9789428710937,1102.913818359375,108.0,93.0,259.0,281.0,184.0,212.0,68.0,45.59999847412109,809.0,50.0,245.0,118.0,431.0,561.9649047851562,354.0,69.0,232.0,115.0,,179.9829559326172,456.0,
2024-11-28,91.6999969482422,157.99517822265625,270.0,32.79999923706055,370.0,247.0,59.0,1200.0,67.5,47.79999923706055,113.0,65.5,76.9000015258789,273.9822082519531,237.0,150.0,163.99588012695312,,0.4149999916553497,1602.0,518.1525268554688,58.09999847412109,76.30000305175781,0.1729999929666519,63.5,0.2300000041723251,15.0,150.0,81.0,70.4000015258789,242.0,167.0,90.0,101.98262786865234,660.0,1175.0,2480.0,380.0,1552.0,143.0,488.96685791015625,362.0,126.0,113.0,192.0,1285.0,683.3211669921875,111.0,616.0,59.0,173.9866943359375,48.0,337.9522705078125,111.0,128.9938201904297,40.0,71.80400085449219,169.0,790.0,71.69999694824219,126.0,113.0,366.0,245.0,275.9779052734375,1047.918212890625,102.0,90.5,371.0,230.0,195.0,215.0,68.4000015258789,61.5,820.0,50.70000076293945,263.0,136.0,416.0,548.9657592773438,340.0,64.0,246.0,100.0999984741211,,237.9774780273437,461.0,
2024-12-31,90.4000015258789,162.99502563476562,260.0,35.5,379.0,259.0,62.29999923706055,1249.0,69.5,46.70000076293945,111.0,65.69999694824219,73.80000305175781,270.982421875,265.0,143.0,151.0,,0.4120000004768371,1800.0,586.3306884765625,60.79999923706055,72.5,0.2039999961853027,70.0,0.2529999911785126,15.100000381469728,148.0,79.0,82.4000015258789,244.0,166.0,83.0,97.98331451416016,623.0,1130.0,2720.0,380.0,1850.0,118.0,472.9679565429688,381.0,123.0,80.69999694824219,227.0,1160.0,690.72802734375,128.0,623.0,60.59999847412109,172.9867706298828,45.0,337.9522705078125,62.29999923706055,150.99276733398438,40.0,72.29199981689453,152.0,797.0,120.0,121.0,112.0,347.0,248.0,288.9768371582031,1064.9168701171875,125.0,138.0,355.0,224.0,212.0,218.0,72.5,60.20000076293945,839.0,50.70000076293945,227.0,129.0,399.0,537.9664306640625,370.0,66.69999694824219,239.0,114.0,,249.0,469.0,
2025-01-29,98.0,157.99517822265625,297.0,35.70000076293945,390.0,246.0,62.29999923706055,989.0,68.80000305175781,45.20000076293945,113.0,66.9000015258789,74.9000015258789,301.9804077148437,287.0,144.0,152.0,,0.4040000140666961,1803.0,668.144287109375,56.0,73.0,0.2280000001192093,69.0,0.2319999933242797,14.0,180.0,74.4000015258789,80.69999694824219,265.0,182.0,86.19999694824219,99.4830551147461,637.0,1149.0,2568.0,456.0,2120.0,98.3000030517578,559.9620361328125,383.0,127.0,121.0,249.0,1350.0,727.764404296875,127.0,636.0,58.09999847412109,183.9859313964844,48.0,333.3233947753906,57.79999923706055,157.992431640625,42.59999847412109,71.02400207519531,153.0,757.0,125.0,141.0,122.0,240.0,265.0,313.974853515625,1126.9119873046875,136.0,161.0,420.0,227.0,200.0,219.0,75.19999694824219,57.400001525878906,854.0,57.0,261.0,131.0,413.0,557.9651489257812,360.0,68.0,244.0,147.0,,253.0,454.0,
