Date,ABI.BR,ABO.BR,ACCB.BR,ACKB.BR,AED.BR,AGFB.BR,ARGX.BR,ASCE.BR,ATEB.BR,B280.BR,B291.BR,B324.BR,B333.BR,B334.BR,B336.BR,B337.BR,B338.BR,B346.BR,B349.BR,B350.BR,B351.BR,B352.BR,B353.BR,B354.BR,B357.BR,BAR.BR,BE0000361700.BR,BE0002655364.BR,BE0002657386.BR,BE0002673540.BR,BE0002735166.BR,BE0002737188.BR,BE0002827088.BR,BE0002920016.BR,BE0172505399.BR,BE0390159250.BR,BE0941243520.BR,BE0941244536.BR,BE3871289190.BR,BE3871290206.BR,BE3871296260.BR,BELYS.BR,BNB.BR,BPOST.BR,BREB.BR,CAMB.BR,CAND.BR,CENER.BR,CFEB.BR,CMBT.BR,COBH.BR,COFB.BR,COLR.BR,COMB.BR,CPINV.BR,CYAD.BR,DECB.BR,DEME.BR,DIE.BR,EAN25.BR,ECONB.BR,ELI.BR,EXM.BR,FLOB.BR,FLUX.BR,GBLB.BR,GIMB.BR,GREEN.BR,HOMI.BR,HYL.BR,IBAB.BR,IEP.BR,IMM23.BR,IMMO.BR,JEN.BR,KBC.BR,KBCA.BR,KIN.BR,LOTB.BR,MELE.BR,MONT.BR,MOUR.BR,NEWT.BR,NEXTA.BR,NYXH.BR,ONTEX.BR,OPTI.BR,OXUR.BR,PAY.BR,QFG.BR,RECT.BR,RET.BR,ROCK.BR,SHUR.BR,SMAR.BR,SOF.BR,SYENS.BR,TES25.BR,TESB.BR,TEXF.BR,TINC.BR,TITC.BR,TUB.BR,UCB.BR,UPG.BR,VAN.BR,VASTB.BR,VGP.BR,VGP26.BR,VIO.BR,WDP.BR,WEB.BR,WHATS.BR,XIOR.BR,^BFX
2024-04-30,55.337364196777344,5.477581024169922,0.0295000001788139,158.18617248535156,58.37340545654297,1.1979999542236328,350.79998779296875,44.28223037719727,6.0,,,,,,,,,,,,,,,,,12.614933013916016,,,,,,,,,,,,,,,,0.824999988079071,448.59375,3.555363178253174,111.32584381103516,72.15190124511719,2.039999961853028,7.980827331542969,7.25,11.063000679016112,1710.0,56.46525573730469,42.04632568359375,253.8000030517578,13.00942611694336,0.324999988079071,2.468400001525879,147.50999450683594,125.47086334228516,,2.0374133586883545,88.31092071533203,6.937018394470215,692.2637939453125,18.80917358398437,67.17840576171875,43.84999847412109,5.130094528198242,15.492218017578123,11.699999809265137,12.424803733825684,5.75,,28.100000381469727,35.81562423706055,65.18069458007812,41.38671875,39.51010894775391,9374.5849609375,75.15202331542969,77.07772064208984,539.478271484375,2.5999999046325684,45.9209213256836,9.31999969482422,9.460000038146973,0.0131999999284744,1.0,7.900000095367432,4.539999961853027,12.107815742492676,61.01899337768555,13.0,37.39104461669922,26.738544464111328,217.54150390625,85.66875457763672,,23.385574340820312,35.383872985839844,11.111211776733398,28.77100372314453,97.1999969482422,124.5500030517578,3.809999942779541,32.5,24.608078002929688,101.71183013916016,,5.633838176727295,24.940000534057617,36.5,72.2884521484375,24.94677352905273,3883.260009765625
2024-05-31,57.619998931884766,5.575395107269287,0.0285000000149011,162.89999389648438,59.75,1.2059999704360962,340.70001220703125,44.51001739501953,6.150000095367432,,,,,,,,,,,,,,,,,12.880000114440918,,,,,,,,,,,,,,,,0.8999999761581421,461.0,3.345000028610229,114.0,77.44303894042969,2.799999952316284,8.922663688659668,7.5,14.146411895751951,1830.0,60.79999923706055,45.59053802490234,276.0,13.899999618530272,0.3039999902248382,2.559999942779541,162.8000030517578,123.24796295166016,,2.23189377784729,91.2920913696289,7.460000038146973,692.2637939453125,20.600000381469727,70.19999694824219,46.25,6.186855316162109,18.799999237060547,11.699999809265137,14.202597618103027,5.5,,27.39999961853028,41.5,65.9051284790039,42.07117462158203,37.29999923706055,9780.0,81.15354919433594,83.80000305175781,603.2348022460938,2.799999952316284,48.25,8.5600004196167,9.09000015258789,0.0121999997645616,1.0,8.0,4.550000190734863,13.760000228881836,65.0999984741211,13.5,40.01056289672852,27.39999961853028,222.1999969482422,91.41999816894533,,24.695554733276367,36.59999847412109,11.84000015258789,29.937395095825195,98.6999969482422,128.64999389648438,3.359999895095825,32.70000076293945,26.1057357788086,106.0,,6.153131484985352,26.76000022888184,37.900001525878906,76.31512451171875,25.39225006103516,3918.090087890625
2024-06-28,54.119998931884766,5.575395107269287,0.0299999993294477,161.5,56.650001525878906,1.1139999628067017,408.6000061035156,41.09318161010742,5.900000095367432,,,,,,,,,,,,,,,,,10.359999656677246,,,,,,,,,,,,,,,,0.8550000190734863,440.0,3.025000095367432,111.4000015258789,74.5,2.799999952316284,9.350000381469728,7.449999809265137,14.314045906066896,1610.0,56.34999847412109,43.16963195800781,250.0,13.199999809265137,0.2800000011920929,2.4049999713897705,162.1999969482422,124.61930084228516,,2.119999885559082,85.47637176513672,7.300000190734863,677.3228149414062,15.25,66.6500015258789,44.04999923706055,5.668081760406494,17.18000030517578,11.699999809265137,11.979999542236328,5.699999809265137,,24.799999237060547,41.20000076293945,64.9588394165039,43.5,34.04999923706055,9630.0,78.94429016113281,79.0999984741211,525.0,3.0,43.5,6.5,8.109999656677246,0.0140000004321336,1.0,8.0,4.449999809265137,12.420000076293944,62.0,12.800000190734863,35.52661895751953,27.5,213.1999969482422,83.56999969482422,,23.64999961853028,36.20000076293945,11.380000114440918,29.100000381469727,104.1999969482422,138.6999969482422,2.7699999809265137,30.799999237060547,26.82341957092285,104.0,,5.730000019073486,25.299999237060547,37.79999923706055,69.60399627685547,26.684139251708984,3887.239990234375
2024-07-31,54.959999084472656,5.477581024169922,0.0299999993294477,177.39999389648438,58.79999923706055,1.1779999732971191,471.1000061035156,41.73099136352539,5.699999809265137,,,,,,,,,,,,,,,,,11.920000076293944,,,,,,,,,,,,,,,,0.7400000095367432,440.0,2.640000104904175,108.5999984741211,75.0,1.0,9.699999809265137,7.25,16.600000381469727,1720.0,59.45000076293945,42.91785430908203,274.0,13.760000228881836,0.2535000145435333,2.470000028610229,166.60000610351562,133.6150360107422,,1.9800000190734863,93.73567199707033,7.659999847412109,640.0,15.550000190734863,69.0,40.34999847412109,6.033144950866699,17.260000228881836,11.699999809265137,12.81999969482422,5.599999904632568,,24.700000762939453,40.900001525878906,70.61686706542969,45.0,37.45000076293945,10040.0,79.0915756225586,80.0999984741211,510.0,2.2799999713897705,41.54999923706055,7.800000190734863,8.680000305175781,0.0120000001043081,1.0,8.0,4.409999847412109,12.380000114440918,63.09999847412109,12.5,35.57589340209961,27.700000762939453,218.3999938964844,81.7300033569336,,24.64999961853028,34.79999923706055,11.279999732971191,32.79999923706055,122.1999969482422,154.64999389648438,2.970000028610229,30.299999237060547,26.82341957092285,100.1999969482422,,5.920000076293945,25.07999992370605,38.70000076293945,71.0,27.70873641967773,4130.2001953125
2024-08-30,55.29999923706055,5.575395107269287,0.0280000008642673,179.8000030517578,61.0,1.1299999952316284,468.1000061035156,43.462188720703125,5.480000019073486,,,,,,,,,,,,,,,,,12.300000190734863,,,,,,,,,,,,,,,,0.9100000262260436,429.0,2.559999942779541,106.0,88.0,3.200000047683716,9.199999809265137,7.199999809265137,14.75,1610.0,61.75,45.1257209777832,271.0,14.579999923706056,0.2594999969005584,2.3499999046325684,161.60000610351562,137.76690673828125,,2.069999933242798,96.86344909667967,8.4399995803833,605.0,15.350000381469728,69.75,39.54999923706055,6.148427486419678,18.540000915527344,5.760000228881836,12.020000457763672,5.349999904632568,,24.25,45.09999847412109,69.3354263305664,45.29999923706055,40.70000076293945,11380.0,80.12255859375,78.9000015258789,520.0,2.799999952316284,42.95000076293945,7.320000171661377,9.039999961853027,0.0127999996766448,1.0,8.0,4.380000114440918,12.5,64.80000305175781,11.600000381469728,39.84999847412109,24.200000762939453,220.0,74.4000015258789,,24.799999237060547,35.79999923706055,11.520000457763672,32.29999923706055,121.0,163.6999969482422,3.430000066757202,32.04999923706055,28.34849739074707,92.9000015258789,,5.860000133514404,24.13999938964844,39.0,85.0,29.178815841674805,4184.39990234375
2024-09-30,59.380001068115234,5.477581024169922,0.0274999998509883,190.6999969482422,62.900001525878906,1.0700000524520874,485.6000061035156,44.32778930664063,5.059999942779541,,,,,,,,,,,,,,,,,11.93000030517578,,,,,,,,,,,,,,,,0.9300000071525574,421.0,2.565000057220459,113.5999984741211,83.0,3.200000047683716,9.960000038146973,6.730000019073486,14.710000038146973,1600.0,66.0,41.81999969482422,256.0,14.359999656677246,0.2685000002384186,2.630000114440918,146.0,119.4608917236328,,2.0,100.38219451904295,8.819999694824219,625.0,15.449999809265137,69.94999694824219,41.95000076293945,6.110000133514404,18.6200008392334,5.900000095367432,13.239999771118164,5.400000095367432,,21.950000762939453,41.20000076293945,70.4000015258789,48.5,40.0,12040.0,72.80744934082031,74.69999694824219,560.0,2.759999990463257,43.45000076293945,8.399999618530273,8.9399995803833,0.0120000001043081,0.3894999921321869,7.650000095367432,4.449999809265137,13.220000267028809,65.5,11.899999618530272,42.09999847412109,24.0,253.6000061035156,79.61000061035156,,25.549999237060547,37.400001525878906,11.84000015258789,35.400001525878906,131.1999969482422,162.0,3.5,30.100000381469727,29.185302734375,92.0,,5.880000114440918,23.940000534057617,39.0,93.0,30.15886688232422,4299.7099609375
2024-10-31,54.97999954223633,5.428674697875977,0.0270000007003545,186.6999969482422,59.04999923706055,0.9610000252723694,541.5999755859375,42.09545516967773,4.389999866485596,,,,,,,,,,,,,,,,,11.350000381469728,,,,,,,,,,,,,,,,0.7699999809265137,415.0,2.4049999713897705,107.1999969482422,84.0,1.3300000429153442,8.399999618530273,6.090000152587891,12.989999771118164,1680.0,57.95000076293945,42.900001525878906,240.0,12.460000038146973,0.2790000140666961,2.315000057220459,139.60000610351562,124.87092590332033,,1.972000002861023,85.37862396240234,7.710000038146973,610.0,14.800000190734863,66.19999694824219,37.84999847412109,5.980000019073486,17.020000457763672,5.699999809265137,13.699999809265137,5.150000095367432,,18.71999931335449,41.70000076293945,65.72769927978516,46.400001525878906,38.650001525878906,12020.0,59.650001525878906,67.0,590.0,2.5,42.400001525878906,8.880000114440918,7.690000057220459,0.0108000002801418,0.3050000071525574,8.050000190734863,4.25,12.039999961853027,62.09999847412109,12.199999809265137,39.09999847412109,24.89999961853028,224.6000061035156,71.02999877929688,,24.799999237060547,36.59999847412109,11.539999961853027,32.5,140.0,176.8000030517578,3.990000009536743,31.25,28.25878524780273,76.9000015258789,,5.150000095367432,21.81999969482422,38.59999847412109,105.5,27.352354049682617,4214.0498046875
2024-11-29,50.93999862670898,4.890697479248047,0.0260000005364418,187.8999938964844,58.04999923706055,0.7680000066757202,586.4000244140625,43.41663360595703,3.984999895095825,,,,,,,,,,,,,,,,,10.109999656677246,,,,,,,,,,,,,,,,0.75,385.0,1.8960000276565552,106.0,89.5,1.2000000476837158,8.619999885559082,6.0,10.829999923706056,1620.0,56.79999923706055,42.900001525878906,214.0,12.239999771118164,0.7310000061988831,2.309999942779541,145.39999389648438,126.94686889648438,,1.996000051498413,86.6492919921875,8.300000190734863,560.0,14.0,65.44999694824219,40.54999923706055,5.159999847412109,15.84000015258789,5.300000190734863,13.960000038146973,5.349999904632568,,16.700000762939453,43.5,68.23999786376953,47.20000076293945,36.79999923706055,11380.0,56.70000076293945,66.69999694824219,510.0,2.359999895095825,40.09999847412109,7.679999828338623,7.96999979019165,0.0099999997764825,0.2989999949932098,7.5,3.930000066757202,10.920000076293944,58.79999923706055,11.699999809265137,38.59999847412109,24.100000381469727,219.6000061035156,70.26000213623047,,22.200000762939453,34.400001525878906,11.140000343322754,38.75,137.8000030517578,185.3500061035156,3.2699999809265137,29.0,28.0,79.0,,5.28000020980835,20.920000076293945,37.20000076293945,105.5,27.396902084350582,4227.31005859375
2024-12-31,48.25,4.851572036743164,0.0280000008642673,190.5,56.20000076293945,0.7229999899864197,600.0,43.05216979980469,3.400000095367432,,,,,,,,,,,,,,,,,10.479999542236328,,,,,,,,,,,,,,,,0.6399999856948853,384.0,1.9700000286102293,111.0,121.0,1.4600000381469729,9.350000381469728,5.820000171661377,9.8100004196167,1520.0,55.59999847412109,36.2400016784668,229.0,11.420000076293944,0.7120000123977661,2.430000066757202,137.8000030517578,160.6999969482422,,1.8639999628067017,72.72089385986328,11.460000038146973,680.0,15.0,66.05000305175781,40.09999847412109,5.400000095367432,17.15999984741211,6.539999961853027,13.420000076293944,5.849999904632568,,18.700000762939453,43.20000076293945,74.54000091552734,50.5,39.400001525878906,10780.0,56.5,63.29999923706055,505.0,2.299999952316284,42.84999847412109,8.260000228881836,8.390000343322754,0.0102000003680586,0.2399999946355819,7.300000190734863,3.9800000190734863,10.479999542236328,59.29999923706055,12.5,35.849998474121094,23.89999961853028,218.3999938964844,70.55999755859375,,18.89999961853028,35.0,11.020000457763672,39.900001525878906,142.1999969482422,192.1999969482422,3.1700000762939453,29.350000381469727,27.600000381469727,71.4000015258789,,5.380000114440918,19.0,37.400001525878906,108.0,26.41684913635254,4264.52978515625
2025-01-31,47.68999862670898,4.597255706787109,0.0299999993294477,187.6000061035156,58.25,0.8700000047683716,643.0,43.78109359741211,3.174999952316284,,,,,,,,,,,,,,,,,9.630000114440918,,,,,,,,,,,,,,,,0.6449999809265137,326.0,1.8639999628067017,117.8000030517578,128.0,1.7000000476837158,9.539999961853027,6.380000114440918,10.5,1350.0,54.45000076293945,35.5,226.0,11.220000267028809,0.4300000071525574,2.3399999141693115,135.8000030517578,162.39999389648438,,1.807999968528748,63.77739715576172,11.479999542236328,670.0,17.149999618530273,67.19999694824219,38.150001525878906,5.079999923706055,18.39999961853028,5.380000114440918,13.399999618530272,5.199999809265137,,18.5,45.400001525878906,74.33999633789062,52.09999847412109,38.54999923706055,10300.0,58.5,66.9000015258789,444.0,2.559999942779541,40.09999847412109,10.149999618530272,8.180000305175781,0.0093999998643994,0.2450000047683715,7.400000095367432,4.139999866485596,10.119999885559082,57.5,13.300000190734863,35.79999923706055,20.89999961853028,241.6000061035156,76.5,,21.049999237060547,33.20000076293945,10.640000343322754,46.09999847412109,152.8000030517578,188.1999969482422,3.240000009536743,30.799999237060547,28.600000381469727,82.5999984741211,,6.010000228881836,20.799999237060547,36.20000076293945,100.0,28.78717041015625,4326.0498046875
