Rank,Name,Ticker,Return (%),Risk,Volatility,Follows Market Direction ?
1,CMF SCHK High Div Low Vol ETF,520550.SS,34.7,0.006,,
2,HFT CSI Short Term Note ETF,511360.SS,1.82,0.002,0.001,Yes
3,"Cicc Fund Management Co.,Ltd - CICC Liandong Science & Technology Innovation",508003.SS,63.22,0.078,,
4,"E Fund Management Co., Ltd. - E Fund Huawei Farmers Market Close-end Infrastructure Fund",180605.SZ,29.99,0.061,,
5,JUNEWAY ELECTROBNI,301458.SZ,18.34,0.041,,
6,Bosera Fund Management Co. Ltd - Bosera Jinkai Science and Technology Fund,508022.SS,67.15,0.137,,
7,"Cicc Fund Management Co.,Ltd - CICC Liandong Science & Technology Innovation",508010.SS,98.22,0.193,,
8,Hua An Fund Management Co -  Waigaoqiao Warehouse and Logistics REIT Fund,508048.SS,70.87,0.164,,
9,Tianhong Asset Management Co. Ltd - Tianhong Shanghai Gold Exchange Traded Fund,159830.SZ,47.28,0.12,0.044,Yes
10,China Asset Management Co - Nanjing Transportation Expressway Closed,508069.SS,81.47,0.191,,
11,HUATAI-PINEBRIDGE FUND MANAGEME,530300.SS,11.38,0.035,,
12,Ping An SSE 180 ETF,530280.SS,6.76,0.022,,
13,Goertek Inc.,002241.SZ,78.92,0.212,0.011,No
14,First Seafront Fund - Gold Trading Open-End Securities Investment ETF,159812.SZ,36.74,0.116,0.042,Yes
15,"Weifu High-Technology Group Co., Ltd.",200581.SZ,42.44,0.131,0.296,Yes
16,China Southern Shanghai Gold ETF,159834.SZ,36.55,0.115,0.045,Yes
17,CCB Principal Shanghai Gold ETF,518860.SS,36.79,0.116,0.044,Yes
18,BOC SHAU ETF,518890.SS,36.67,0.116,0.048,Yes
19,ChinaAMC Gold ETF,518850.SS,37.09,0.118,0.047,Yes
20,Fullgoal Shanghai Gold ETF,518680.SS,36.98,0.117,0.042,Yes
21,E Fund Management Company - Gold Trade Oprn End Fund,159934.SZ,36.98,0.117,0.043,Yes
