Rank,Name,Ticker,Return (%),Risk
1,Dalata Hotel Group plc,DHG.IR,28.09,0.154
2,Kerry Group plc,KRZ.IR,24.16,0.186
3,Cairn Homes plc,C5H.IR,31.03,0.312
4,Glenveagh Properties PLC,GVR.IR,23.37,0.253
5,Kenmare Resources plc,KMR.IR,38.83,0.418
6,Bank of Ireland Group plc,BIRG.IR,25.92,0.313
7,Irish Continental Group plc,IR5B.IR,11.57,0.213
8,Uniphar plc,UPR.IR,10.02,0.27
9,Mincon Group plc,MIO.IR,3.6,0.428
10,Irish Residential Properties REIT Plc,IRES.IR,0.07,0.145
11,Ryanair Holdings plc,RYA.IR,-1.46,0.297
12,Greencoat Renewables,GRP.IR,-1.59,0.151
13,Kingspan Group plc,KRX.IR,-8.12,0.32
14,Hostelworld Group plc,HSW.IR,-10.43,0.27
15,Datalex plc,DLE.IR,-22.1,0.228
16,Aquila European Renewables Plc,AERI.IR,-8.41,0.078
17,Glanbia plc,GL9.IR,-41.6,0.276
