Rank,Name,Ticker,Return (%),Risk
1,DMG MORI AKTIENGESELLSCHAFT,GIL.VI,7.43,0.012
2,GEA Group Aktiengesellschaft,G1A.VI,57.56,0.083
3,Euronext N.V.,ENX.VI,69.38,0.103
4,Deutsche Börse AG,DBO.VI,61.32,0.106
5,HOCHTIEF Aktiengesellschaft,HOT.VI,66.59,0.114
6,AT&T Inc.,ATT.VI,83.83,0.146
7,Poste Italiane S.p.A.,PST.VI,54.44,0.108
8,Banca Generali S.p.A.,BGN.VI,54.71,0.132
9,Deutsche Telekom AG,DTE.VI,68.02,0.158
10,Assicurazioni Generali S.p.A.,AGEN.VI,55.69,0.138
11,BAWAG Group AG,BG.VI,79.83,0.185
12,Unipol Assicurazioni S.p.A.,UNI.VI,93.93,0.221
13,"ACS, Actividades de Construcción y Servicios, S.A.",ACS.VI,52.64,0.142
14,Tryg A/S,TRYG.VI,69.5,0.18
15,"Gilead Sciences, Inc.",GILD.VI,90.18,0.221
16,MTU Aero Engines AG,MTX.VI,48.57,0.135
17,"Endesa, S.A.",ELE.VI,56.1,0.156
18,Heidelberg Materials AG,HEI.VI,84.71,0.218
19,Allianz SE,ALV.VI,44.1,0.135
20,"Iberdrola, S.A.",IBE.VI,38.46,0.124
21,Philip Morris International Inc.,PMOR.VI,86.06,0.244
22,Erste Group Bank AG,EBS.VI,62.72,0.193
23,Danone S.A.,BN.VI,27.53,0.096
24,"Altria Group, Inc.",ALTR.VI,53.47,0.175
25,Hui Srl,HUI.VI,9.63,0.038
26,"T-Mobile US, Inc.",TMUS.VI,75.39,0.237
27,Nokia Oyj,NOKI.VI,52.61,0.185
28,BPER Banca SpA,BPE.VI,69.27,0.232
29,Ackermans & Van Haaren NV,ACKB.VI,29.04,0.112
30,"The Williams Companies, Inc.",WMB.VI,68.63,0.237
31,Enel SpA,ENEL.VI,32.17,0.126
32,Bank für Tirol und Vorarlberg AG,BTS.VI,24.89,0.102
33,Scout24 SE,G24.VI,47.49,0.18
34,"Paychex, Inc.",PAYX.VI,35.36,0.142
35,"Kinder Morgan, Inc.",KMI.VI,69.36,0.251
36,The Southern Company,SOUT.VI,31.57,0.13
37,SCOR SE,SCR.VI,77.52,0.28
38,Tencent Holdings Limited,NNND.VI,63.79,0.244
39,"Mapfre, S.A.",MAP.VI,38.26,0.159
40,Italgas S.p.A.,IG.VI,40.53,0.169
41,SBM Offshore N.V.,SBMO.VI,44.27,0.185
42,SAP SE,SAP.VI,54.4,0.221
43,Berkshire Hathaway Inc.,BRKB.VI,35.97,0.158
44,International Business Machines Corporation,IBM.VI,64.47,0.26
45,Duke Energy Corporation,DUKE.VI,31.35,0.142
46,"Intercontinental Exchange, Inc.",ICEI.VI,38.14,0.171
47,"Aena S.M.E., S.A.",AENA.VI,34.54,0.157
48,CME Group Inc.,CMEG.VI,31.07,0.144
49,Check Point Software Technologies Ltd.,CHKP.VI,60.08,0.253
50,A2A S.p.A.,A2A.VI,32.37,0.15
51,Berkshire Hathaway Inc.,BRKA.VI,34.83,0.162
52,Xcel Energy Inc.,XCEL.VI,40.72,0.186
53,"Netflix, Inc.",NFLX.VI,78.3,0.318
54,"Cisco Systems, Inc.",CSCO.VI,36.7,0.17
55,EssilorLuxottica Société anonyme,EI.VI,42.22,0.193
56,Tencent Holdings Limited,NNN1.VI,52.83,0.233
57,EuroTeleSites AG,ETS.VI,56.26,0.247
58,Banco BPM S.p.A.,BAMI.VI,73.47,0.308
59,"O'Reilly Automotive, Inc.",ORLY.VI,46.0,0.212
60,The Bank of New York Mellon Corporation,BONY.VI,56.95,0.255
61,Boston Scientific Corporation,BSXC.VI,43.8,0.215
62,Walmart Inc.,WMT.VI,55.52,0.263
63,"Verisk Analytics, Inc.",VRSK.VI,41.5,0.208
64,Bristol-Myers Squibb Company,BMYS.VI,49.97,0.245
65,argenx SE,ARGX.VI,64.17,0.307
66,Snam S.p.A.,SRG.VI,21.14,0.118
67,Telecom Italia S.p.A.,TITR.VI,52.09,0.264
68,Koninklijke Ahold Delhaize N.V.,AD.VI,28.36,0.158
69,Koninklijke KPN N.V.,KPN.VI,18.59,0.108
70,"American Electric Power Company, Inc.",AEPC.VI,34.2,0.188
71,Aflac Incorporated,AFL.VI,40.45,0.219
72,KBC Group NV,KBC.VI,33.77,0.189
73,3M Company,MMM.VI,65.37,0.331
74,Compagnie de Saint-Gobain S.A.,SGO.VI,34.89,0.197
75,Exelon Corporation,EXEC.VI,31.18,0.179
76,Prosus N.V.,PRX.VI,41.06,0.23
77,Southwest Airlines Co.,LUV.VI,34.47,0.198
78,"AutoZone, Inc.",AZO.VI,32.32,0.188
79,"Fiserv, Inc.",FISV.VI,49.38,0.271
80,"Take-Two Interactive Software, Inc.",TTWO.VI,49.77,0.275
81,FinecoBank Banca Fineco S.p.A.,FBK.VI,37.82,0.22
82,AbbVie Inc.,ABBV.VI,37.67,0.221
83,"Automatic Data Processing, Inc.",ADP.VI,30.59,0.187
84,"Amadeus IT Group, S.A.",AMAD.VI,24.89,0.156
85,Corning Incorporated,GLW.VI,41.4,0.245
86,UCB SA,UCB.VI,37.63,0.226
87,DSV A/S,DSV.VI,47.56,0.278
88,Terna S.p.A.,TRN.VI,18.31,0.119
89,"The Travelers Companies, Inc.",TRV.VI,30.37,0.192
90,Visa Inc.,VISA.VI,31.52,0.198
91,"Marsh & McLennan Companies, Inc.",MMCO.VI,27.04,0.174
92,Louis Hachette Group S.A.,ALHG.VI,68.73,0.388
93,"The TJX Companies, Inc.",TJXC.VI,32.24,0.208
94,"American Water Works Company, Inc.",AWK.VI,27.45,0.181
95,Commerzbank AG,CBK.VI,70.91,0.41
96,eBay Inc.,EBAY.VI,37.75,0.244
