Rank,Name,Ticker,Return (%),Risk
1,AB Vilkyskiu pienine,VLP1L.VS,94.78,0.165
2,Rokiskio Suris AB,RSU1L.VS,54.68,0.16
3,"Invalda INVL, AB",IVL1L.VS,67.99,0.192
4,Litgrid AB,LGD1L.VS,32.7,0.108
5,Special Closed-Ended Type Real Estate Investment Company INVL BALTIC REAL ESTATE,INR1L.VS,49.42,0.166
6,AB Siauliu Bankas,SAB1L.VS,45.88,0.182
7,AB Zemaitijos pienas,ZMP1L.VS,111.43,0.395
8,AB Ignitis grupe,IGN1L.VS,21.89,0.104
9,AB Pieno Zvaigzdes,PZV1L.VS,30.36,0.146
10,INVL Technology UTIB,INC1L.VS,60.52,0.27
11,APB Apranga,APG1L.VS,10.51,0.057
12,"Telia Lietuva, AB",TEL1L.VS,2.91,0.069
13,Grigeo Group AB,GRG1L.VS,4.09,0.099
14,Auga Group AB,AUG1L.VS,-44.56,1.242
15,Utenos Trikotazas AB,UTR1L.VS,-38.0,0.449
