Rank,Name,Ticker,Return (%),Risk,Volatility,Follows Market Direction ?
1,UOB-Kay Hian Holdings Limited,U10.SI,43.98,0.061,0.015,Yes
2,HSBC Holdings plc,HSHD.SI,85.69,0.133,,
3,Sing Investments & Finance Limited,S35.SI,19.38,0.048,0.154,Yes
4,DBS Group Holdings Ltd,D05.SI,44.01,0.107,1.205,Yes
5,Oversea-Chinese Banking Corporation Limited,O39.SI,32.55,0.088,0.953,Yes
6,STI Index,^STI,22.95,0.065,1.0,Yes
7,Lion-OCBC Securities Singapore Low Carbon ETF,ESG.SI,31.25,0.09,0.93,Yes
8,Haw Par Corporation Limited,H02.SI,45.38,0.126,1.16,Yes
9,Tat Seng Packaging Group Ltd,T12.SI,37.64,0.11,0.547,No
10,BRC Asia Limited,BEC.SI,65.82,0.183,1.215,Yes
11,Bank of China Limited,HBND.SI,74.85,0.208,,
12,Tiong Seng Holdings Limited,BFI.SI,66.91,0.195,0.351,Yes
13,iShares MSCI Asia ex Japan Climate Action ETF,ICU.SI,33.06,0.111,,
14,Phillip MSCI Singapore Daily (2X) Leveraged Product,LSS.SI,63.5,0.196,2.094,Yes
15,Taka Jewellery Holdings Limited,42L.SI,81.38,0.25,1.09,Yes
16,Singapore Exchange Limited,S68.SI,54.93,0.187,0.985,Yes
17,QAF Limited,Q01.SI,7.54,0.031,0.132,Yes
18,Tencent Holdings Limited,HTCD.SI,75.03,0.249,,
19,ValueMax Group Limited,T6I.SI,47.65,0.178,1.79,No
20,iShares MSCI Asia ex Japan Climate Action ETF,ICM.SI,22.59,0.093,,
21,United Overseas Bank Limited,U11.SI,33.05,0.131,1.436,Yes
22,MoneyMax Financial Services Ltd.,5WJ.SI,88.6,0.295,0.337,No
23,Credit Bureau Asia Limited,TCU.SI,58.57,0.213,0.295,Yes
24,t AIS TH SDR 10to1,TADD.SI,51.49,0.192,,
25,Lion-OCBC Securities APAC Financials Dividend Plus ETF,YLD.SI,19.19,0.082,,
26,Old Chang Kee Ltd.,5ML.SI,23.48,0.1,0.094,No
27,Zheneng Jinjiang Environment Holding Company Limited,BWM.SI,60.22,0.237,0.297,No
28,Bumitama Agri Ltd.,P8Z.SI,32.69,0.142,0.956,Yes
29,Intraco Limited,I06.SI,59.44,0.241,1.775,Yes
30,Hong Leong Finance Limited,S41.SI,8.19,0.041,0.088,Yes
31,"Fraser and Neave, Limited",F99.SI,39.37,0.176,0.487,Yes
32,Kencana Agri Limited,BNE.SI,94.26,0.371,1.129,Yes
33,Econ Healthcare (Asia) Limited,EHG.SI,101.44,0.396,0.815,Yes
34,Keppel DC REIT,AJBU.SI,36.27,0.173,0.073,No
35,Elite UK REIT,MXNU.SI,57.96,0.257,0.35,No
36,Hutchison Port Holdings Trust,NS8U.SI,49.48,0.227,0.078,No
37,CNMC Goldmine Holdings Limited,5TP.SI,86.1,0.355,0.354,Yes
38,Global Investments Limited,B73.SI,17.35,0.091,0.24,Yes
39,Lion-Nomura Japan Active ETF,JUS.SI,15.06,0.08,,
40,CGS Fullgoal Vietnam 30 Sector Cap ETF,VND.SI,14.04,0.077,,
41,Grand Banks Yachts Limited,G50.SI,69.7,0.324,0.047,No
42,Azeus Systems Holdings Ltd.,BBW.SI,54.3,0.272,2.348,No
43,Sheng Siong Group Ltd,OV8.SI,11.51,0.068,0.363,Yes
44,Singapore Shipping Corporation Limited,S19.SI,22.64,0.129,0.431,Yes
45,Hongkong Land Holdings Limited,H78.SI,51.37,0.27,1.777,No
46,9R Limited,1Y1.SI,73.2,0.365,1.296,No
47,Tiong Woon Corporation Holding Ltd,BQM.SI,27.35,0.16,1.239,Yes
48,PEC Ltd.,IX2.SI,64.25,0.331,3.109,Yes
49,King Wan Corporation Limited,554.SI,33.62,0.192,0.349,Yes
50,PropNex Limited,OYY.SI,40.4,0.234,1.67,Yes
51,LHN Limited,41O.SI,66.25,0.357,3.012,Yes
52,Datapulse Technology Limited,BKW.SI,47.64,0.278,1.189,Yes
53,CSOP FTSE Asia Pacific Low Carbon Index ETF,LCU.SI,11.54,0.077,0.125,No
54,Hutchison Port Holdings Trust,P7VU.SI,33.06,0.204,0.476,Yes
55,Stoneweg European Real Estate Investment Trust,CWCU.SI,28.36,0.18,,
56,First Real Estate Investment Trust,AW9U.SI,21.61,0.141,0.634,Yes
57,NetLink NBN Trust,CJLU.SI,10.6,0.073,0.426,Yes
58,Singapore Post Limited,S08.SI,49.22,0.296,1.054,Yes
59,Nam Lee Pressed Metal Industries Limited,G0I.SI,36.3,0.228,0.855,Yes
60,Kimly Limited,1D0.SI,13.33,0.091,0.154,No
61,Eneco Energy Limited,R14.SI,77.37,0.441,2.514,Yes
62,MYP Ltd.,F86.SI,34.81,0.237,0.565,Yes
63,China Sunsine Chemical Holdings Ltd.,QES.SI,42.99,0.288,2.011,Yes
64,Malaysia Smelting Corporation Berhad,NPW.SI,73.56,0.452,5.282,Yes
65,Grand Venture Technology Limited,JLB.SI,65.04,0.413,0.215,Yes
66,Asian Pay Television Trust,S7OU.SI,17.29,0.13,0.298,Yes
67,Tai Sin Electric Limited,500.SI,8.24,0.065,0.396,Yes
68,United Hampshire US Real Estate Investment Trust,ODBU.SI,31.58,0.236,0.448,Yes
69,CapitaLand Integrated Commercial Trust,C38U.SI,14.93,0.12,0.083,Yes
70,Indofood Agri Resources Ltd.,5JS.SI,10.89,0.089,0.298,No
71,Jumbo Group Limited,42R.SI,8.94,0.074,0.341,Yes
72,CSOP FTSE Asia Pacific Low Carbon Index ETF,LCS.SI,9.63,0.08,0.654,No
73,Hai Leck Holdings Limited,BLH.SI,59.78,0.42,1.281,No
74,Parkway Life Real Estate Investment Trust,C2PU.SI,24.55,0.201,1.581,Yes
75,Starhill Global Real Estate Investment Trust,P40U.SI,15.56,0.133,0.407,Yes
76,Micro-Mechanics (Holdings) Ltd.,5DD.SI,22.77,0.192,0.114,Yes
77,DFI Retail Group Holdings Limited,D01.SI,37.13,0.305,0.402,Yes
78,Sin Heng Heavy Machinery Limited,BKA.SI,13.5,0.122,0.231,Yes
79,Phillip-China Unvsl MSCI CHN A50CnnctETF,MCS.SI,24.98,0.215,,
80,IHH Healthcare Berhad,Q0F.SI,25.62,0.22,1.064,Yes
81,Global Testing Corporation Limited,AYN.SI,20.71,0.188,0.551,No
82,HGH Holdings Ltd.,5GZ.SI,31.97,0.283,0.276,Yes
83,Tuan Sing Holdings Limited,T24.SI,18.19,0.171,0.5,Yes
