Rank,Name,Ticker,Return (%),Risk,Volatility,Follows Market Direction ?
1,Plazza AG,PLAN.SW,22.77,0.043,0.064,No
2,Helvetia Holding AG,HELN.SW,67.92,0.136,0.298,Yes
3,VZ Holding AG,VZN.SW,67.03,0.144,0.064,Yes
4,Swiss Life Holding AG,SLHN.SW,40.57,0.101,0.537,Yes
5,Züblin Immobilien Holding AG,ZUBN.SW,46.79,0.118,0.349,No
6,HIAG Immobilien Holding AG,HIAG.SW,31.03,0.083,0.07,No
7,Schindler Holding AG,SCHN.SW,24.01,0.071,0.089,Yes
8,Zurich Insurance Group AG,ZURN.SW,43.58,0.126,0.274,Yes
9,Mobimo Holding AG,MOBN.SW,24.15,0.083,0.116,Yes
10,PSP Swiss Property AG,PSPN.SW,23.86,0.083,0.045,Yes
11,Swiss Prime Site AG,SPSN.SW,36.16,0.125,0.025,No
12,Compagnie Financière Tradition SA,CFT.SW,52.77,0.174,0.065,No
13,Allreal Holding AG,ALLN.SW,26.63,0.097,0.132,Yes
14,Schindler Holding AG,SCHP.SW,25.25,0.096,0.267,Yes
15,Compagnie Financière Tradition SA,CFTE.SW,44.48,0.17,0.149,No
16,Holcim AG,HOLN.SW,30.47,0.126,0.61,Yes
17,Swiss Re AG,SREN.SW,59.92,0.248,0.746,Yes
18,UBS (Irl) ETF plc - MSCI World ex USA Climate Paris Aligned UCITS ETF,WXUPAB.SW,15.32,0.077,0.216,Yes
19,Swissquote Group Holding Ltd,SQN.SW,64.58,0.274,0.845,Yes
20,Sulzer Ltd,SUN.SW,40.08,0.194,1.29,Yes
21,Vontobel Holding AG,VONN.SW,27.38,0.149,0.388,Yes
22,Roche Holding AG,ROG.SW,42.9,0.224,1.126,Yes
23,EPIC Suisse AG,EPIC.SW,16.5,0.097,0.455,No
24,Zug Estates Holding AG,ZUGN.SW,18.95,0.111,0.068,No
25,Flughafen Zürich AG,FHZN.SW,15.45,0.103,0.234,Yes
26,Roche Holding AG,RO.SW,37.65,0.232,1.105,Yes
27,dormakaba Holding AG,DOKA.SW,41.45,0.253,0.262,No
28,EFG International AG,EFGN.SW,34.33,0.236,0.693,Yes
29,Valartis Group AG,VLRT.SW,16.45,0.129,0.446,No
30,Galderma Group N,GALD.SW,47.75,0.339,0.802,Yes
31,Julius Bär Gruppe AG,BAER.SW,27.11,0.212,0.472,Yes
32,BELIMO Holding AG,BEAN.SW,37.15,0.298,0.755,Yes
33,Novartis AG,NOVN.SW,16.22,0.144,0.777,Yes
34,Galenica AG,GALE.SW,15.42,0.139,0.778,Yes
35,Warteck Invest AG,WARN.SW,11.33,0.105,0.127,No
36,Cham Swiss Properties AG,CHAM.SW,22.31,0.199,0.391,No
37,SMI,^SSMI,13.91,0.133,1.0,Yes
38,TX Group AG,TXGN.SW,33.3,0.307,0.738,Yes
