Rank,Name,Ticker,Return (%),Risk,Volatility,Follows Market Direction ?
1,Nokia Oyj,NOKIA.HE,52.48,0.19,0.244,Yes
2,Orion Oyj,ORNBV.HE,67.63,0.281,1.577,Yes
3,Orion Oyj,ORNAV.HE,63.21,0.278,1.556,Yes
4,Kesko Oyj,KESKOA.HE,22.99,0.116,0.331,Yes
5,Atria Oyj,ATRAV.HE,34.74,0.179,0.066,No
6,Kesko Oyj,KESKOB.HE,28.15,0.149,0.316,Yes
7,Raisio plc,RAIVV.HE,28.33,0.153,0.545,Yes
8,Sanoma Oyj,SANOMA.HE,42.73,0.221,0.424,Yes
9,LapWall Oyj,LAPWALL.HE,41.99,0.225,0.23,No
10,Scanfil Oyj,SCANFL.HE,32.39,0.194,0.1,Yes
11,Alma Media Oyj,ALMA.HE,26.51,0.164,0.373,Yes
12,Terveystalo Oyj,TTALO.HE,40.98,0.247,0.364,Yes
13,Digia Oyj,DIGIA.HE,34.62,0.213,0.051,No
14,Alexandria Group Oyj,ALEX.HE,33.59,0.219,0.577,Yes
15,Admicom Oyj,ADMCM.HE,33.87,0.221,1.209,Yes
16,Viafin Service Oyj,VIAFIN.HE,17.37,0.128,0.215,Yes
17,Raisio plc,RAIKV.HE,18.78,0.142,0.104,Yes
18,Relais Group Oyj,RELAIS.HE,25.55,0.233,0.889,Yes
19,FIFAX Abp,FIFAX.HE,54.71,0.489,0.574,No
20,Kalmar Oyj,KALMAR.HE,26.53,0.264,,
21,KONE Oyj,KNEBV.HE,18.06,0.186,1.118,Yes
22,Wulff-Yhtiöt Oyj,WUF1V.HE,17.35,0.181,0.403,No
23,Elisa Oyj,ELISA.HE,10.88,0.13,0.522,Yes
24,NoHo Partners Oyj,NOHO.HE,22.62,0.266,0.573,Yes
25,Konecranes Plc,KCR.HE,30.45,0.353,1.115,Yes
26,Apetit Oyj,APETIT.HE,3.63,0.053,0.12,No
27,Ponsse Oyj,PON1V.HE,26.59,0.39,0.579,Yes
28,YIT Oyj,YIT.HE,20.61,0.34,1.402,Yes
29,Valmet Oyj,VALMT.HE,18.18,0.32,1.61,Yes
30,Eagle Filters Group Oyj,EAGLE.HE,32.76,0.568,1.784,Yes
31,Inderes Oyj,INDERES.HE,6.77,0.141,0.128,Yes
32,Solteq Oyj,SOLTEQ.HE,29.26,0.571,2.39,No
33,Canatu Oyj,CANATU.HE,13.88,0.289,1.203,Yes
34,Finnair Oyj,FIA1S.HE,26.24,0.523,2.248,Yes
35,Harvia Oyj,HARVIA.HE,11.17,0.251,1.319,Yes
36,SSAB AB (publ),SSABAH.HE,17.09,0.382,1.66,Yes
37,SSAB AB (publ),SSABBH.HE,17.61,0.414,1.767,Yes
38,Tulikivi Corporation,TULAV.HE,9.85,0.322,0.525,Yes
39,Qt Group Oyj,QTCOM.HE,12.61,0.428,2.981,Yes
40,Tamtron Group Oyj,TAMTRON.HE,8.01,0.287,0.645,Yes
41,Koskisen Oyj,KOSKI.HE,4.45,0.196,0.525,Yes
42,Kemira Oyj,KEMIRA.HE,4.29,0.23,1.177,Yes
43,OMX Helsinki 25,^OMXH25,2.0,0.13,1.0,Yes
44,Toivo Group Oyj,TOIVO.HE,4.28,0.373,0.965,Yes
45,Detection Technology Oyj,DETEC.HE,3.82,0.382,0.674,Yes
46,Revenio Group Oyj,REG1V.HE,3.62,0.39,1.811,Yes
47,Nurminen Logistics Oyj,NLG1V.HE,1.78,0.289,0.812,No
48,AS Tallink Grupp,TALLINK.HE,0.84,0.184,0.768,Yes
49,Enento Group Oyj,ENENTO.HE,0.96,0.227,0.713,Yes
50,Betolar Oyj,BETOLAR.HE,1.33,0.592,0.733,No
51,Norrhydro Group Oyj,NORRH.HE,-0.35,0.496,0.524,Yes
52,Wärtsilä Oyj Abp,WRT1V.HE,-1.06,0.248,1.7,Yes
53,Evli Oyj,EVLI.HE,-1.05,0.14,0.68,Yes
54,Alisa Pankki Oyj,ALISA.HE,-2.07,0.262,0.682,Yes
55,Loihde Oyj,LOIHDE.HE,-1.79,0.201,0.057,No
56,Verkkokauppa.com Oyj,VERK.HE,-5.15,0.49,2.162,Yes
57,Aiforia Technologies Oyj,AIFORIA.HE,-3.23,0.301,0.613,No
58,Tokmanni Group Oyj,TOKMAN.HE,-4.54,0.319,0.519,Yes
59,Bioretec Oy,BRETEC.HE,-6.76,0.447,0.548,Yes
60,Afarak Group SE,AFAGR.HE,-7.35,0.413,0.595,Yes
61,Reka Industrial Oyj,REKA.HE,-9.97,0.538,1.806,Yes
62,Optomed Oyj,OPTOMED.HE,-12.45,0.655,1.401,Yes
63,Citycon Oyj,CTY1S.HE,-5.19,0.26,0.946,Yes
