Rank,Name,Ticker,Return (%),Risk,Volatility,Follows Market Direction ?
1,Nestlé S.A.,NEST.NE,37.02,0.02,,
2,"Honda Motor Co., Ltd.",HNDA.NE,26.78,0.047,,
3,Brookfield Office Properties Inc,BPS-PA.TO,5.95,0.018,0.043,No
4,AbraSilver Resource Corp.,ABRA.TO,19.01,0.072,,
5,Berkshire Hathaway Inc.,BRK.TO,20.1,0.077,,
6,National Bank of Canada,NA-PK.TO,16.42,0.066,,
7,Fairfax Financial Holdings Limited,FFH.TO,50.39,0.181,0.584,Yes
8,Canadian Life Companies Split Corp.,LFE-PB.TO,10.23,0.043,0.092,Yes
9,North American Financial 15 Split Corp,FFN-PA.TO,11.78,0.05,0.141,Yes
10,Brookfield Corporation,BN-PFL.TO,17.56,0.075,,
11,Canadian Large Cap Leaders Split Corp.,NPS-PA.TO,13.08,0.058,,
12,Infrastructure Dividend Split Corp.,IS-PA.TO,17.38,0.076,,
13,Canadian Banc Corp,BK-PA.TO,8.27,0.038,0.085,Yes
14,Brookfield Office Properties Inc,BPS-PU.TO,5.2,0.024,0.007,Yes
15,Dividend 15 Split Corp II,DF-PA.TO,9.78,0.046,0.102,Yes
16,Dollarama Inc.,DOL.TO,35.21,0.152,0.148,Yes
17,Financial 15 Split Corp,FTN-PA.TO,9.94,0.048,0.099,Yes
18,TMX Group Limited,X.TO,31.49,0.15,0.263,Yes
19,Dividend 15 Split Corp,DFN-PA.TO,8.64,0.045,0.123,Yes
20,Thomson Reuters Corporation,TRI.TO,32.98,0.164,0.427,Yes
21,Canoe EIT Income Fund,EIT-PA.TO,4.85,0.027,0.066,Yes
22,INFRASTRUCTURE DIVIDEND SPLIT C,IS.TO,26.25,0.135,,
23,Life & Banc Split Corp,LBS-PA.TO,9.05,0.05,0.1,Yes
24,RTX Corporation,RTX.NE,45.62,0.223,,
25,Loblaw Companies Limited,L.TO,28.02,0.148,0.42,Yes
26,Brookfield Corporation,BN-PFJ.TO,9.12,0.054,,
27,National Bank of Canada,NA-PC.TO,7.93,0.047,0.193,Yes
28,E Split Corp.,ENS-PA.TO,11.07,0.065,0.228,Yes
29,Intact Financial Corporation,IFC.TO,22.93,0.131,0.216,Yes
30,Sprott Physical Gold Trust,PHYS.TO,25.91,0.148,0.013,Yes
31,Dividend Growth Split Corp,DGS-PA.TO,8.62,0.054,0.094,Yes
32,Walmart Inc.,WMT.NE,34.37,0.195,0.76,Yes
33,Constellation Software Inc.,CSU.TO,40.27,0.223,1.01,Yes
34,Bombardier Inc.,BBD-PC.TO,19.29,0.119,0.274,Yes
35,Element Fleet Management Corp.,EFN.TO,35.19,0.206,0.528,Yes
36,George Weston Limited,WN.TO,24.1,0.153,0.586,Yes
37,The Descartes Systems Group Inc.,DSG.TO,27.1,0.171,0.46,Yes
38,United Corporations Ltd,UNC-PA.TO,39.51,0.241,0.377,Yes
39,Real Estate Split Corp.,RS-PA.TO,5.88,0.041,0.005,No
40,Manulife Financial Corporation,MFC.TO,30.63,0.194,1.012,Yes
41,Cenovus Energy Inc.,CVE-PB.TO,26.19,0.169,0.497,Yes
42,Stantec Inc.,STN.TO,32.97,0.211,0.837,Yes
43,WSP Global Inc.,WSP.TO,23.57,0.156,0.443,Yes
44,Topicus.com Inc.,TOI.V,41.88,0.266,0.22,Yes
45,Sprott Physical Gold Trust,PHYS-U.TO,22.91,0.156,0.248,Yes
46,Artemis Gold Inc.,ARTG.V,64.79,0.385,1.378,Yes
47,Kinross Gold Corporation,K.TO,71.25,0.416,0.88,Yes
48,Sprott Physical Gold and Silver Trust,CEF.TO,24.35,0.17,0.152,Yes
49,Firan Technology Group Corporation,FTG.TO,69.72,0.421,0.907,Yes
50,NamSys Inc.,CTZ.V,48.21,0.313,0.492,No
51,United Corporations Limited,UNC.TO,19.81,0.143,0.503,Yes
52,Hydro One Limited,H.TO,19.75,0.144,0.445,Yes
53,"Uber Technologies, Inc.",UBER.NE,65.99,0.411,,
54,Sustainable Innovation & Health Dividend Fund,SIH-UN.TO,15.89,0.118,0.308,Yes
55,The Westaim Corporation,WED.V,29.39,0.209,0.045,Yes
56,Economic Investment Trust Limited,EVT.TO,24.6,0.179,0.6,Yes
57,Commerce Split Corp,YCM-PA.TO,7.59,0.06,0.081,Yes
58,"Waste Connections, Inc.",WCN.TO,21.78,0.162,0.447,Yes
59,AtkinsRéalis Group Inc.,ATRL.TO,47.54,0.322,1.074,Yes
60,Partners Value Split Corp.,PVS-PL.TO,5.83,0.047,,
61,ING CDR (CAD HEDGED),INGS.NE,32.68,0.236,,
62,Vitalhub Corp.,VHI.TO,70.57,0.452,1.241,Yes
63,Costco Wholesale Corporation,COST.NE,32.97,0.239,1.039,Yes
64,Agnico Eagle Mines Limited,AEM.TO,45.6,0.319,1.073,Yes
65,BOOKING CDR (CAD HEDGED),BKNG.NE,41.36,0.295,,
66,Osisko Gold Royalties Ltd,OR.TO,40.28,0.289,0.892,Yes
67,Brompton Split Banc Corp,SBC-PA.TO,8.31,0.068,0.094,Yes
68,Premium Income Corp,PIC-PA.TO,8.3,0.07,0.305,Yes
69,Prime Dividend Corp,PDV-PA.TO,9.27,0.078,0.208,Yes
70,Northland Power Inc,NPI-PB.TO,11.9,0.098,0.084,No
71,Great-West Lifeco Inc.,GWO.TO,24.08,0.19,0.77,Yes
72,Gamehost Inc.,GH.TO,12.58,0.104,0.001,No
73,CI High Yield Bond Private Pool ETF C$ Series,CGHY.TO,7.82,0.067,0.398,Yes
74,Bird Construction Inc.,BDT.TO,52.09,0.376,0.767,Yes
75,Fireweed Metals Corp.,FWZ.V,61.53,0.435,0.525,Yes
76,Brookfield Asset Management Ltd.,BAM.TO,41.7,0.315,,
77,Sprott Physical Gold and Silver Trust,CEF-U.TO,20.89,0.171,0.379,Yes
78,Olympia Financial Group Inc.,OLY.TO,34.84,0.273,0.011,Yes
79,Stella-Jones Inc.,SJ.TO,29.24,0.239,0.228,Yes
80,AltaGas Ltd.,ALA-PB.TO,16.27,0.141,0.34,Yes
81,IAMGOLD Corporation,IMG.TO,73.79,0.525,1.559,Yes
82,Wheaton Precious Metals Corp.,WPM.TO,38.4,0.307,0.823,Yes
83,Canaf Investments Inc.,CAF.V,53.72,0.411,0.065,No
84,Global Dividend Growth Split Corp.,GDV-PA.TO,7.06,0.065,0.16,Yes
85,E-L Financial Corporation Limited,ELF.TO,29.8,0.249,0.867,Yes
86,"Enterprise Group, Inc.",E.TO,67.33,0.5,0.972,Yes
87,Urbana Corporation,URB.TO,18.82,0.165,0.269,Yes
88,Clarke Inc.,CKI.TO,33.03,0.277,0.224,Yes
89,The Toronto-Dominion Bank,TD-PFI.TO,7.31,0.068,0.251,Yes
90,Medical Facilities Corporation,DR.TO,29.16,0.254,0.053,No
91,Westbridge Renewable Energy Corp.,WEB.V,68.93,0.528,0.122,Yes
92,International Business Machines Corporation,IBM.NE,26.63,0.236,0.815,Yes
93,"Meta Platforms, Inc.",META.NE,54.36,0.442,0.952,Yes
94,"RB Global, Inc.",RBA.TO,29.83,0.265,0.158,Yes
95,Amaroq Minerals Ltd.,AMRQ.V,38.13,0.334,0.212,Yes
96,Tornado Infrastructure Equipment Ltd.,TGH.V,52.6,0.439,0.265,Yes
97,JPMorgan Chase & Co.,JPM.NE,28.64,0.265,1.537,Yes
98,Pulse Seismic Inc.,PSD.TO,23.4,0.223,0.472,Yes
99,Calibre Mining Corp.,CXB.TO,54.91,0.468,1.214,Yes
100,Triple Flag Precious Metals Corp.,TFPM.TO,28.16,0.264,0.234,No
101,First National Financial Corp,FN-PB.TO,12.27,0.124,0.169,No
102,Sun Life Financial Inc.,SLF.TO,16.4,0.163,0.837,Yes
103,Big Pharma Split Corp.,PRM-PA.TO,5.22,0.055,0.092,Yes
104,Kenorland Minerals Ltd.,KLD.V,34.02,0.318,0.28,Yes
105,"kneat.com, inc.",KSI.TO,35.76,0.333,1.565,Yes
106,BioRem Inc.,BRM.V,55.42,0.484,0.758,Yes
107,First National Financial Corporation,FN-PA.TO,11.21,0.115,0.146,Yes
108,Eldorado Gold Corporation,ELD.TO,50.97,0.454,1.028,Yes
109,Berkshire Hathaway Inc.,BRK.NE,20.13,0.201,1.06,Yes
110,Taiga Building Products Ltd.,TBL.TO,20.69,0.207,0.087,Yes
111,MERCER PARK OPPORTUNITIES CORP ,SPAC-U.TO,1.91,0.021,,
112,2028 Investment Grade Bond Trust,IGBT-UN.TO,5.33,0.057,,
113,The North West Company Inc.,NWC.TO,23.54,0.234,0.376,Yes
114,MCAN Mortgage Corporation,MKP.TO,12.3,0.129,0.531,Yes
115,AltaGas Ltd.,ALA.TO,16.73,0.172,0.47,Yes
116,Canoe EIT Income Fund,EIT-UN.TO,11.87,0.125,0.798,Yes
117,Urbana Corporation,URB-A.TO,16.32,0.169,0.48,Yes
118,Boston Pizza Royalties Income Fund,BPF-UN.TO,12.02,0.127,0.497,Yes
