Rank,Name,Ticker,Return (%),Risk,Volatility,Follows Market Direction ?
1,"Cencora, Inc.",COR.MX,45.57,0.126,,
2,Nestlé S.A.,NESNN.MX,25.73,0.127,,
3,Boston Scientific Corporation,BSX.MX,39.92,0.196,0.269,No
4,"Corporación Actinver, S. A. B. de C. V.",ACTINVRB.MX,20.63,0.11,,
5,SAP SE,SAPN.MX,44.96,0.24,0.386,Yes
6,Howmet Aerospace Inc.,HWM.MX,61.91,0.317,0.101,No
7,"INVEX Controladora, S.A.B. de C.V.",INVEXA.MX,5.89,0.04,0.015,Yes
8,"LVMH Moët Hennessy - Louis Vuitton, Société Européenne",MCN.MX,41.52,0.251,,
9,"Brown & Brown, Inc.",BRO.MX,41.27,0.257,,
10,The Progressive Corporation,PGR.MX,38.68,0.243,0.339,No
11,"Copart, Inc.",CPRT.MX,34.6,0.222,0.042,Yes
12,"The TJX Companies, Inc.",TJX.MX,27.73,0.187,0.046,Yes
13,General Electric Company,GE.MX,58.66,0.358,0.848,Yes
14,"Banco Bilbao Vizcaya Argentaria, S.A.",BBVA.MX,41.52,0.269,0.818,Yes
15,Eli Lilly and Company,LLY.MX,50.53,0.321,0.24,No
16,"Uber Technologies, Inc.",UBER.MX,63.91,0.4,0.497,Yes
17,"Gentera, S.A.B. de C.V.",GENTERA.MX,43.15,0.29,0.752,Yes
18,Ferrari N.V.,RACEN.MX,39.89,0.271,0.186,Yes
19,GENIUS,GENIUS21.MX,34.24,0.24,0.27,Yes
20,"Laureate Education, Inc.",LAUR.MX,31.31,0.224,,
21,Costco Wholesale Corporation,COST.MX,33.12,0.241,0.227,Yes
22,GE Vernova Inc.,GEV.MX,60.49,0.403,,
23,"Grupo Sports World, S.A.B. de C.V.",SPORTS.MX,44.43,0.317,0.389,Yes
24,Welltower Inc.,WELL.MX,37.03,0.277,,
25,"Grupo Comercial Chedraui, S.A.B. de C.V.",CHDRAUIB.MX,40.73,0.305,0.879,Yes
26,"Arca Continental, S.A.B. de C.V.",AC.MX,22.26,0.183,0.56,Yes
27,"Quálitas Controladora, S.A.B. de C.V.",Q.MX,41.05,0.315,0.484,Yes
28,"Corporación Moctezuma, S.A.B. de C.V.",CMOCTEZ.MX,14.25,0.121,0.118,Yes
29,Arista Networks Inc,ANET.MX,57.83,0.423,0.616,No
30,Nu Holdings Ltd.,NUN.MX,65.21,0.47,0.25,No
31,Booking Holdings Inc.,BKNG.MX,34.84,0.281,0.439,Yes
32,Trip.com Group Limited,TCOMN.MX,50.63,0.391,0.49,No
33,"Meta Platforms, Inc.",META.MX,55.65,0.426,0.178,No
34,"Coca-Cola FEMSA, S.A.B. de C.V.",KOFUBL.MX,21.6,0.188,0.585,Yes
35,"Grupo Herdez, S.A.B. de C.V.",HERDEZ.MX,27.47,0.234,0.374,Yes
36,Sea Limited,SEN.MX,68.58,0.512,,
37,"Fomento Económico Mexicano, S.A.B. de C.V.",FEMSAUB.MX,13.01,0.12,0.295,Yes
38,Nacional Financiera Snc - Institucion De Banca De Desarrollo Fibratc14 ETF,FIBRATC14.MX,18.25,0.166,,
39,QUANTA SERVICES,PWR.MX,32.57,0.282,,
40,Cintas Corporation,CTAS.MX,30.85,0.269,0.11,Yes
41,JPMorgan Chase & Co.,JPM.MX,26.84,0.249,0.521,Yes
42,Berkshire Hathaway Inc.,BRKB.MX,21.84,0.207,0.26,Yes
43,"Cadence Design Systems, Inc.",CDNS.MX,30.19,0.279,0.128,No
44,"Intuitive Surgical, Inc.",ISRG.MX,38.89,0.349,0.682,Yes
45,"MercadoLibre, Inc.",MELIN.MX,44.97,0.401,,
46,"Fomento Económico Mexicano, S.A.B. de C.V.",FEMSAUBD.MX,17.55,0.176,0.605,Yes
47,"Banco Actinver S.A., Institución de Banca Múltiple, Grupo Financiero Actinver",FEXI21.MX,4.8,0.051,,
48,"Palo Alto Networks, Inc.",PANW.MX,39.11,0.366,0.169,Yes
49,iShares S&P 500 Peso Hedged TRAC,IVVPESOISHRS.MX,15.83,0.162,0.54,Yes
50,"Chipotle Mexican Grill, Inc.",CMG.MX,29.14,0.286,0.098,No
51,"CrowdStrike Holdings, Inc.",CRWD.MX,60.9,0.538,0.289,No
52,FIBRA Macquarie México,FIBRAMQ12.MX,16.76,0.174,0.69,Yes
53,International Business Machines Corporation,IBM.MX,23.9,0.244,0.123,Yes
54,"Alterna Asesoría Internacional, S.A.B. de C.V.",ALTERNAB.MX,15.9,0.17,0.027,No
55,"Gruma, S.A.B. de C.V.",GRUMAB.MX,23.08,0.241,0.619,Yes
56,"ServiceNow, Inc.",NOWW.MX,32.4,0.328,0.403,Yes
57,KLA Corporation,KLAC.MX,29.23,0.306,0.241,No
58,"Cydsa, S.A.B. de C.V.",CYDSASAA.MX,20.34,0.224,0.107,Yes
59,Oracle Corporation,ORCL.MX,31.44,0.333,0.218,Yes
60,Dell Technologies Inc.,DELLC.MX,29.63,0.317,0.231,No
61,"Promotora Ambiental, S.A.B. de C.V.",PASAB.MX,59.12,0.605,0.384,Yes
62,Ecolab Inc.,ECL.MX,16.58,0.199,0.218,No
63,Mastercard Incorporated,MA.MX,17.87,0.218,0.451,Yes
64,"Martin Marietta Materials, Inc.",MLM.MX,17.25,0.214,0.206,No
65,Siemens Aktiengesellschaft,SIEN.MX,30.37,0.36,0.273,Yes
66,"Ross Stores, Inc.",ROST.MX,22.49,0.274,0.29,Yes
67,"The Goldman Sachs Group, Inc.",GS.MX,24.5,0.298,0.64,Yes
68,"Grupo Aeroportuario del Centro Norte, S.A.B. de C.V.",OMAB.MX,29.29,0.355,1.377,Yes
69,"Nasdaq, Inc.",NDAQ.MX,18.06,0.231,0.094,No
70,"Ollamani, S.A.B.",AGUILASCPO.MX,23.51,0.294,,
71,"Builders FirstSource, Inc.",BLDR.MX,31.48,0.383,0.457,Yes
72,"Grupo Aeroportuario del Sureste, S. A. B. de C. V.",ASURB.MX,20.09,0.256,0.932,Yes
73,American Express Company,AXP.MX,20.69,0.267,0.657,Yes
74,Fibra Nova,FNOVA17.MX,7.24,0.099,0.045,No
75,"Corporativo Fragua, S.A.B. de C.V.",FRAGUAB.MX,25.77,0.331,0.383,No
76,"The Gap, Inc.",GAP1.MX,57.02,0.659,1.775,Yes
77,Carrier Global Corporation,CARR.MX,18.62,0.247,0.265,No
78,FIBRA Terrafina,TERRA13.MX,17.12,0.23,0.811,Yes
79,"Grupo Carso, S.A.B. de C.V.",GCARSOA1.MX,27.77,0.363,1.523,Yes
80,"Crocs, Inc.",CROX.MX,27.43,0.36,0.206,Yes
81,Taiwan Semiconductor Manufacturing Company Limited,TSMN.MX,29.26,0.383,0.27,Yes
82,QVGMEX es un ETF,QVGMEX18.MX,12.82,0.181,,
83,Golar LNG Limited,GLNGN.MX,26.9,0.363,0.695,No
84,Shake Shack Inc.,SHAK.MX,35.71,0.467,0.027,Yes
85,Microsoft Corporation,MSFT.MX,15.96,0.225,0.018,Yes
86,UBS Group AG,UBSN.MX,20.9,0.294,0.099,No
87,FIBRA Prologis,FIBRAPL14.MX,17.37,0.249,0.645,Yes
88,"Salesforce, Inc.",CRM.MX,26.72,0.372,0.689,Yes
89,Southern Copper Corporation,SCCO.MX,24.76,0.353,0.633,Yes
90,Intuit Inc.,INTU.MX,17.56,0.258,0.186,Yes
91,"American International Group, Inc.",AIG.MX,14.49,0.217,0.35,Yes
92,United States Steel Corporation,X.MX,35.29,0.493,0.775,Yes
93,"Cinemark Holdings, Inc.",CNK.MX,34.91,0.506,0.44,Yes
94,"First Solar, Inc.",FSLR.MX,39.91,0.583,0.365,Yes
95,"Grupo Aeroportuario del Pacífico, S.A.B. de C.V.",GAPB.MX,23.32,0.364,1.328,Yes
96,"Amazon.com, Inc.",AMZN.MX,21.76,0.347,0.155,Yes
97,Apple Inc.,AAPL.MX,16.5,0.271,0.238,Yes
98,RTX Corporation,RTX.MX,13.98,0.234,0.027,No
99,TAL Education Group,TALN.MX,49.49,0.734,,
100,eBay Inc.,EBAY.MX,16.77,0.281,0.62,Yes
101,Caterpillar Inc.,CAT.MX,20.15,0.337,0.822,Yes
102,"BlackRock, Inc.",BLK.MX,15.73,0.271,0.555,Yes
103,Alphabet Inc.,GOOG.MX,16.29,0.282,0.213,Yes
104,Alphabet Inc.,GOOGL.MX,15.74,0.277,0.179,Yes
105,McDonald's Corporation,MCD.MX,10.62,0.191,0.327,Yes
106,"Grupo KUO, S.A.B. de C.V.",KUOA.MX,7.96,0.145,0.034,Yes
107,"Corporación Inmobiliaria Vesta, S.A.B. de C.V.",VESTA.MX,14.05,0.25,0.983,Yes
108,"HCA Healthcare, Inc.",HCA.MX,16.79,0.298,0.395,Yes
109,FibraHotel,FIHO12.MX,13.41,0.243,0.002,Yes
110,Unilever PLC,ULN.MX,10.65,0.197,0.0,No
111,"Simon Property Group, Inc.",SPG.MX,16.44,0.297,0.683,Yes
112,AbbVie Inc.,ABBV.MX,13.37,0.247,0.253,No
