Rank,Name,Ticker,Return (%),Risk
1,Lion-OCBC Securities APAC Financials Dividend Plus ETF,YLU.SI,21.19,0.09
2,BRC Asia Limited,BEC.SI,31.83,0.164
3,iShares MSCI Asia ex Japan Climate Action ETF,ICU.SI,21.41,0.128
4,Oversea-Chinese Banking Corporation Limited,O39.SI,18.13,0.113
5,SUTL Enterprise Limited,BHU.SI,22.94,0.145
6,Lion-OCBC Securities APAC Financials Dividend Plus ETF,YLD.SI,12.92,0.09
7,DBS Group Holdings Ltd,D05.SI,22.65,0.155
8,Multi-Chem Limited,AWZ.SI,31.74,0.211
9,Sembcorp Industries Ltd,U96.SI,42.29,0.281
10,QAF Limited,Q01.SI,6.46,0.049
11,ValueMax Group Limited,T6I.SI,22.01,0.159
12,Hong Leong Finance Limited,S41.SI,6.68,0.052
13,Tai Sin Electric Limited,500.SI,7.36,0.058
14,Keppel Ltd.,BN4.SI,23.53,0.181
15,Pan-United Corporation Ltd,P52.SI,22.6,0.175
16,iShares MSCI Asia ex Japan Climate Action ETF,ICM.SI,14.08,0.114
17,Sin Heng Heavy Machinery Limited,BKA.SI,15.7,0.133
18,Yangzijiang Shipbuilding (Holdings) Ltd.,BS6.SI,47.44,0.363
19,CSOP FTSE Asia Pacific Low Carbon Index ETF,LCU.SI,16.69,0.147
20,Tencent Holdings Limited,HTCD.SI,35.34,0.292
21,Tianjin Pharmaceutical Da Ren Tang Group Corporation Limited,T14.SI,47.15,0.384
22,CSOP FTSE Asia Pacific Low Carbon Index ETF,LCS.SI,11.94,0.111
23,LMS Compliance Ltd.,LMS.SI,23.46,0.208
24,Hafary Holdings Limited,5VS.SI,33.68,0.295
25,Old Chang Kee Ltd.,5ML.SI,14.44,0.139
26,Singapore Telecommunications Limited,Z74.SI,18.85,0.182
27,Penguin International Limited,BTM.SI,21.04,0.204
28,New Toyo International Holdings Ltd,N08.SI,18.45,0.184
29,Audience Analytics Limited,1AZ.SI,26.89,0.262
30,LHT Holdings Limited,BEI.SI,29.51,0.288
31,Lion-OCBC Securities Singapore Low Carbon ETF,ESG.SI,11.19,0.123
32,Singapore Telecommunications Limited,Z77.SI,15.91,0.186
33,Singapore Airlines Limited,C6L.SI,13.68,0.167
34,Azeus Systems Holdings Ltd.,BBW.SI,18.93,0.23
35,t SiamCement TH SDR10to1,TSCD.SI,40.59,0.461
36,Hock Lian Seng Holdings Limited,J2T.SI,21.13,0.269
37,Phillip-China Unvsl MSCI CHN A50CnnctETF,MCN.SI,14.18,0.188
38,Stamford Tyres Corporation Limited,S29.SI,13.04,0.176
39,Riverstone Holdings Limited,AP4.SI,23.8,0.308
40,United Overseas Bank Limited,U11.SI,12.39,0.168
41,Bumitama Agri Ltd.,P8Z.SI,13.47,0.193
42,NSL Ltd,N02.SI,17.53,0.248
43,Combine Will International Holdings Limited,N0Z.SI,15.84,0.23
44,Choo Chiang Holdings Ltd.,42E.SI,12.3,0.184
45,Valuetronics Holdings Limited,BN2.SI,12.31,0.187
46,Lion-Nomura Japan Active ETF,JJJ.SI,4.36,0.069
47,Tat Seng Packaging Group Ltd,T12.SI,11.73,0.183
48,Casa Holdings Limited,C04.SI,31.93,0.467
49,TalkMed Group Limited,5G3.SI,10.09,0.164
50,Boustead Singapore Limited,F9D.SI,9.47,0.157
51,Datapulse Technology Limited,BKW.SI,32.69,0.502
52,Marco Polo Marine Ltd.,5LY.SI,21.68,0.352
53,HGH Holdings Ltd.,5GZ.SI,13.72,0.252
54,$ WinkingStudios,WKS.SI,16.08,0.294
55,City Developments Ltd,C70.SI,2.18,0.042
56,United Overseas Insurance Limited,U13.SI,5.67,0.113
57,ComfortDelGro Corporation Limited,C52.SI,7.16,0.142
58,Baker Technology Limited,BTP.SI,14.1,0.271
59,ISEC Healthcare Ltd.,40T.SI,16.2,0.315
60,Intraco Limited,I06.SI,17.81,0.356
61,Malaysia Smelting Corporation Berhad,NPW.SI,25.98,0.504
62,Banyan Tree Holdings Limited,B58.SI,13.13,0.277
63,First Real Estate Investment Trust,AW9U.SI,7.52,0.166
64,Mermaid Maritime Public Company Limited,DU4.SI,21.61,0.457
65,GRP Limited,BLU.SI,33.92,0.686
66,Zheneng Jinjiang Environment Holding Company Limited,BWM.SI,35.75,0.719
67,Hongkong Land Holdings Limited,H78.SI,11.88,0.273
68,MTQ Corporation Limited,M05.SI,15.48,0.351
69,iFAST Corporation Ltd.,AIY.SI,17.45,0.393
70,NetLink NBN Trust,CJLU.SI,3.67,0.088
71,YHI International Limited,BPF.SI,3.67,0.093
72,Zhongxin Fruit and Juice Limited,5EG.SI,41.36,0.949
73,Hyphens Pharma International Limited,1J5.SI,7.32,0.192
74,Mooreast Holdings Ltd.,1V3.SI,29.71,0.73
75,CapitaLand Ascendas REIT,A17U.SI,5.18,0.142
76,Chasen Holdings Limited,5NV.SI,21.55,0.562
77,Keppel DC REIT,AJBU.SI,7.77,0.232
78,Geo Energy Resources Limited,RE4.SI,12.47,0.386
79,Zixin Group Holdings Limited,42W.SI,14.29,0.441
80,China Kunda Technology Holdings Limited,GU5.SI,42.26,1.194
81,AIMS APAC REIT,O5RU.SI,4.04,0.133
82,StarHub Ltd,CC3.SI,4.6,0.159
83,Ban Leong Technologies Limited,B26.SI,4.99,0.189
84,Sapphire Corporation Limited,BRD.SI,13.13,0.514
85,$ Sheffield Green,SGR.SI,6.36,0.258
86,Nippecraft Limited,N32.SI,12.44,0.497
87,Koh Brothers Eco Engineering Limited,5HV.SI,10.75,0.433
88,ST Group Food Industries Holdings Limited,DRX.SI,6.78,0.28
89,Santak Holdings Limited,580.SI,12.74,0.517
90,AF Global Limited,L38.SI,9.57,0.396
91,A-Smart Holdings Ltd.,BQC.SI,22.03,0.876
92,ISOTeam Ltd.,5WF.SI,10.51,0.442
93,Southern Alliance Mining Ltd.,QNS.SI,17.92,0.733
94,CSE Global Limited,544.SI,6.4,0.284
95,Stoneweg European Real Estate Investment Trust,CWCU.SI,5.27,0.24
96,UMS Integration Limited,558.SI,8.17,0.37
97,Global Testing Corporation Limited,AYN.SI,4.75,0.219
98,Ellipsiz Ltd,BIX.SI,10.53,0.478
99,Delfi Limited,P34.SI,5.13,0.251
100,Stoneweg European Real Estate Investment Trust,CWBU.SI,4.53,0.227
101,Wong Fong Industries Limited,1A1.SI,7.6,0.377
102,$ Attika Group,53W.SI,12.59,0.626
103,DFI Retail Group Holdings Limited,D01.SI,6.04,0.314
104,Avarga Limited,U09.SI,5.66,0.302
105,CSOP iEdge Southeast Asia+ TECH Index ETF,SQU.SI,3.06,0.165
106,Starhill Global Real Estate Investment Trust,P40U.SI,2.65,0.144
107,Bacui Technologies International Ltd.,YYB.SI,23.07,1.173
108,Vibrant Group Limited,BIP.SI,8.13,0.46
109,Genting Singapore Limited,G13.SI,3.41,0.2
110,United Hampshire US Real Estate Investment Trust,ODBU.SI,4.74,0.277
111,Wilton Resources Corporation Limited,5F7.SI,15.14,0.875
112,HG Metal Manufacturing Limited,BTG.SI,4.36,0.269
