Rank,Name,Ticker,Return (%),Risk
1,ANY Biztonsági Nyomda Nyrt.,ANY.BD,72.8,0.257
2,Zwack Unicum Nyrt.,ZWACK.BD,31.35,0.134
3,OTP Bank Nyrt.,OTP.BD,52.04,0.234
4,Budapesti Értéktozsde Nyilvánosan Muködo Részvénytársaság,BET.BD,68.84,0.526
5,OPUS GLOBAL Nyrt.,OPUS.BD,64.34,0.499
6,MOL Magyar Olaj- és Gázipari Nyilvánosan Muködo Részvénytársaság,MOL.BD,16.47,0.182
7,Budapesti Ingatlan Hasznosítási és Fejlesztési Nyrt.,BIF.BD,45.23,0.5
8,NUTEX Investments Public Limited Company,NUTEX.BD,39.64,0.62
9,Delta Technologies Nyrt.,DELTA.BD,27.29,0.611
10,AKKO Invest Nyrt.,AKKO.BD,7.25,0.222
11,ENEFI Vagyonkezelo Nyrt.,ENEFI.BD,10.06,0.439
12,Bayerische Motoren Werke Aktiengesellschaft,BMW.BD,2.61,0.259
13,NAP Nyilvánosan Muködo Részvénytársaság,NAP.BD,0.57,0.282
14,BASF SE,BASF.BD,-2.44,0.28
15,Bayer Aktiengesellschaft,BAYER.BD,-27.47,0.326
