Rank,Name,Ticker,Return (%),Risk,Volatility,Follows Market Direction ?
1,FBD Holdings plc,EG7.IR,27.46,0.167,0.244,Yes
2,AIB Group plc,A5G.IR,45.13,0.259,0.682,Yes
3,Cairn Homes plc,C5H.IR,34.01,0.286,0.859,Yes
4,Glenveagh Properties PLC,GVR.IR,25.38,0.289,0.772,Yes
5,Malin Corporation plc,MLC.IR,39.47,0.463,0.397,Yes
6,ISEQ All Share Index,^ISEQ,14.78,0.191,1.0,Yes
7,Irish Continental Group plc,IR5B.IR,12.5,0.197,0.434,Yes
8,Ryanair Holdings plc,RYA.IR,22.06,0.351,1.359,Yes
9,Hostelworld Group plc,HSW.IR,18.18,0.337,0.503,Yes
10,Glanbia plc,GL9.IR,8.29,0.267,0.259,Yes
11,Kenmare Resources plc,KMR.IR,7.74,0.336,0.259,Yes
12,Kingspan Group plc,KRX.IR,5.91,0.351,1.469,Yes
13,Kerry Group plc,KRZ.IR,1.99,0.191,0.616,Yes
14,Origin Enterprises plc,OIZ.IR,-0.68,0.205,0.167,Yes
15,Uniphar plc,UPR.IR,-2.09,0.325,1.212,Yes
16,Molten Ventures Ord,GRW.IR,-15.31,0.455,0.316,Yes
17,Greencoat Renewables,GRP.IR,-6.08,0.16,0.248,Yes
18,Datalex plc,DLE.IR,-18.36,0.267,0.28,Yes
19,Mincon Group plc,MIO.IR,-27.88,0.378,0.37,Yes
