Rank,Name,Ticker,Return (%),Risk,Volatility,Follows Market Direction ?
1,Warteck Invest AG,0QNK.L,20.7,0.017,,
2,Caisse Régionale de Crédit Agricole Mutuel Nord de France Société coopérative,0AHI.L,18.17,0.017,,
3,Aspo Oyj,0J8S.L,20.01,0.047,,
4,"Ramada Investimentos e Industria, S.A.",0JOP.L,27.58,0.075,,
5,Gérard Perrier Industrie S.A.,0NB0.L,57.28,0.164,,
6,AT&T Inc.,SOBAD.XC,51.81,0.152,,
7,"Renta 4 Banco, S.A.",0KBY.L,56.37,0.163,,
8,DMG MORI AKTIENGESELLSCHAFT,0OP0.IL,5.75,0.02,0.048,Yes
9,Cembre S.p.A.,0DXU.L,56.47,0.173,,
10,Münchener Rückversicherungs-Gesellschaft Aktiengesellschaft in München,0KFE.IL,44.11,0.15,0.289,Yes
11,Philip Morris International Inc.,0M8V.IL,5.79,0.023,0.062,No
12,"The Home Depot, Inc.",0R1G.IL,5.04,0.02,0.032,No
13,Berentzen-Gruppe Aktiengesellschaft,0RBL.L,39.14,0.137,,
14,Trane Technologies plc,0Y2S.IL,3.71,0.015,0.068,No
15,NOV Inc.,0K58.IL,1.52,0.006,0.018,No
16,Münchener Rückversicherungs-Gesellschaft Aktiengesellschaft in München,MUV2D.XC,44.1,0.162,0.131,Yes
17,technotrans SE,0JMU.L,26.3,0.105,,
18,Citycon Oyj,0A0F.IL,6.03,0.026,0.065,No
19,Comcast Corporation,0QYF.IL,1.9,0.008,0.024,Yes
20,Protector Forsikring ASA,0JXF.IL,63.63,0.258,0.239,Yes
21,"ACS, Actividades de Construcción y Servicios, S.A.",0HAC.IL,39.55,0.175,0.741,Yes
22,RELX PLC,RENA.XC,27.59,0.128,,
23,IncomeShares Gold + Yield ETP,GLDE.L,37.36,0.167,,
24,"ACS, Actividades de Construcción y Servicios, S.A.",ACSE.XC,41.24,0.183,0.772,Yes
25,Golden Ocean Group Limited,0RII.IL,1.32,0.007,0.008,No
26,Boston Scientific Corporation,0HOY.L,38.6,0.175,0.762,Yes
27,Électricite de Strasbourg Société Anonyme,0J74.L,30.58,0.143,,
28,Swiss Life Holding AG,SLHNZ.XC,25.21,0.12,0.393,Yes
29,"Cboe Global Markets, Inc.",0HQN.L,35.64,0.164,,
30,Credicorp Ltd.,0U8N.L,48.03,0.212,,
31,News Corporation,0K7V.L,46.52,0.207,,
32,Unipol Assicurazioni S.p.A.,0Q6M.IL,59.1,0.263,0.851,Yes
33,Metalla Royalty & Streaming Ltd.,0A66.L,35.87,0.173,,
34,Halyk Bank of Kazakhstan Joint Stock Company,HSBK.IL,64.43,0.284,0.197,No
35,Roche Holding AG,0TDF.L,41.25,0.196,,
36,Halyk Bank of Kazakhstan Joint Stock Company,HSBKL.XC,63.12,0.283,0.217,No
37,Mastercard Incorporated,0R2Z.IL,0.7,0.004,0.005,No
38,Talanx AG,0QA8.IL,46.36,0.222,0.057,Yes
39,3i Group Ord,IIIL.XC,56.66,0.263,,
40,Elopak ASA,0AB3.IL,54.96,0.258,,
41,"Clínica Baviera, S.A.",0GWJ.L,44.12,0.214,,
42,EPIC Suisse AG,EPICZ.XC,16.82,0.091,,
43,Accelleron Industries AG,ACLNZ.XC,51.46,0.246,,
44,WisdomTree Live Cattle,CATL.L,17.97,0.097,0.016,No
45,"Logista Integral, S.A.",0QWA.IL,29.43,0.152,0.61,Yes
46,Flughafen Wien Aktiengesellschaft,0RHU.L,43.94,0.217,,
