Rank,Name,Ticker,Return (%),Risk
1,"VIEL & Cie, société anonyme",VIL.PA,41.35,0.179
2,AXA SA,CS.PA,28.36,0.166
3,Safran SA,SAF.PA,39.56,0.228
4,Technip Energies N.V.,TE.PA,44.19,0.276
5,Coheris SA,COH.PA,57.59,0.345
6,COFACE SA,COFA.PA,29.22,0.195
7,CFM Indosuez Wealth Management SA,MLCFM.PA,17.11,0.12
8,DNXCorp SE,ALDNX.PA,45.99,0.291
9,Publicis Groupe S.A.,PUB.PA,32.17,0.23
10,EssilorLuxottica Société anonyme,EL.PA,24.28,0.197
11,Engie SA,ENGI.PA,27.75,0.222
12,SPIE SA,SPIE.PA,30.81,0.245
13,Danone S.A.,BN.PA,15.58,0.134
14,CBo Territoria SA,CBOT.PA,6.16,0.056
15,Hermès International Société en commandite par actions,RMS.PA,36.27,0.305
16,Crédit Agricole S.A.,ACA.PA,27.85,0.247
17,L.D.C. S.A.,LOUP.PA,22.72,0.207
18,Klépierre SA,LI.PA,26.69,0.25
19,74SOFTWARE,74SW.PA,36.54,0.335
20,MedinCell S.A.,MEDCL.PA,58.97,0.505
21,Unibail-Rodamco-Westfield SE,URW.PA,31.06,0.3
22,IDI,IDIP.PA,16.11,0.165
23,Compagnie de Saint-Gobain S.A.,SGO.PA,29.96,0.292
24,Linedata Services S.A.,LIN.PA,30.1,0.305
25,Vaziva Société anonyme,ALVAZ.PA,29.2,0.299
26,Exacompta Clairefontaine S.A.,ALEXA.PA,23.1,0.263
27,Schneider Electric S.E.,SU.PA,22.05,0.254
28,Hopening SA,MLHPE.PA,25.75,0.294
29,Marie Brizard Wine & Spirits SA,MBWS.PA,46.71,0.501
30,bonyf N.V.,MLBON.PA,15.42,0.187
31,Renault SA,RNO.PA,33.19,0.377
32,Patrimoine et Commerce SA,PAT.PA,18.51,0.227
33,Carmila S.A.,CARM.PA,19.0,0.236
34,STEF SA,STF.PA,19.0,0.237
35,Société Marseillaise du Tunnel Prado Carénage,ALTPC.PA,7.02,0.093
36,ADUX,ALDUX.PA,23.6,0.294
37,Sidetrade SA,ALBFR.PA,21.7,0.279
38,L'Air Liquide S.A.,AI.PA,13.82,0.185
39,Keyrus S.A.,ALKEY.PA,42.09,0.51
40,BNP Paribas SA,BNP.PA,22.45,0.295
41,Mercialys SA,MERY.PA,21.09,0.283
42,Rexel S.A.,RXL.PA,24.28,0.325
43,Novatech Industries,MLNOV.PA,52.75,0.649
44,Amoéba S.A.,ALMIB.PA,56.17,0.69
45,Amundi S.A.,AMUN.PA,16.9,0.239
46,Elis SA,ELIS.PA,23.63,0.327
47,HITECHPROS Société anonyme,ALHIT.PA,9.42,0.138
48,Neurones S.A.,NRO.PA,15.79,0.227
49,Riber S.A.,ALRIB.PA,26.31,0.378
50,Groupe Guillin S.A.,ALGIL.PA,16.24,0.243
51,Les Hôtels Baverez S.A.,ALLHB.PA,14.03,0.213
52,Caisse Régionale de Crédit Agricole Mutuel Alpes Provence Société coopérative,CRAP.PA,18.27,0.273
53,Lanson-BCC,ALLAN.PA,12.57,0.194
54,Accor SA,AC.PA,19.0,0.286
55,Streamwide S.A.,ALSTW.PA,27.83,0.405
56,Bouygues SA,EN.PA,13.06,0.208
57,Kaufman & Broad S.A.,KOF.PA,21.98,0.34
58,Believe S.A.,BLV.PA,24.79,0.389
59,Voyageurs du Monde SA,ALVDM.PA,15.64,0.256
60,PLANISWARE,PLNW.PA,25.92,0.41
61,Soditech SA,SEC.PA,42.76,0.646
62,Bourse Direct SA,BSD.PA,14.71,0.247
63,NRJ Group SA,NRG.PA,8.02,0.141
64,Groupe Pizzorno Environnement,GPE.PA,21.05,0.352
65,Airbus SE,AIR.PA,16.47,0.281
66,ID Logistics Group SA,IDL.PA,18.98,0.326
67,Sodexo S.A.,SW.PA,13.65,0.245
68,Société Anonyme des Bains de Mer et du Cercle des Étrangers à Monaco,BAIN.PA,8.0,0.147
69,Gaztransport & Technigaz SA,GTT.PA,13.63,0.245
70,Lisi S.A.,FII.PA,19.06,0.358
71,TF1 SA,TFI.PA,14.11,0.275
72,Poulaillon SA,ALPOU.PA,7.39,0.15
73,Courbet Sa,MLCOU.PA,57.75,0.978
74,Roche Bobois S.A.,RBO.PA,13.55,0.269
75,Signaux Girod S.A.,ALGIR.PA,15.69,0.325
76,i2S SA,ALI2S.PA,11.61,0.245
77,Assystem S.A.,ASY.PA,17.51,0.364
78,Legrand SA,LR.PA,10.59,0.229
79,Grenobloise d'Electronique et d'Automatismes Société Anonyme,GEA.PA,11.17,0.241
80,Rubis,RUI.PA,14.41,0.312
81,Téléverbier SA,TVRB.PA,12.8,0.279
82,Parrot S.A.,PARRO.PA,30.99,0.633
83,GL Events SA,GLO.PA,18.29,0.399
84,L'Oréal S.A.,OR.PA,10.08,0.229
85,Société Fermière du Casino Municipal de Cannes,FCMC.PA,11.19,0.254
86,Caisse Régionale de Crédit Agricole du Morbihan,CMO.PA,14.71,0.334
87,SCOR SE,SCR.PA,14.58,0.332
88,Vallourec S.A.,VK.PA,14.55,0.34
89,Séché Environnement SA,SCHP.PA,12.34,0.292
90,KKO International SA,ALKKO.PA,31.49,0.702
91,Verallia Société Anonyme,VRLA.PA,15.1,0.362
92,Atland SAS,ATLD.PA,6.41,0.162
93,Hopscotch Global PR Group,ALHOP.PA,15.96,0.389
94,Société BIC SA,BB.PA,9.04,0.227
95,Compagnie Lebon,ALBON.PA,6.12,0.158
96,Caisse Régionale de Crédit Agricole Mutuel de la Touraine et du Poitou Société Coopérative,CRTO.PA,14.55,0.366
97,Phone Web SA,MLPHW.PA,19.53,0.482
98,Caisse régionale de Crédit Agricole Mutuel Atlantique Vendée,CRAV.PA,10.19,0.266
99,Fleury Michon SA,ALFLE.PA,10.66,0.287
100,We.Connect SA,ALWEC.PA,6.89,0.19
101,Eurobio Scientific Société anonyme,ALERS.PA,13.89,0.373
102,Les Hôtels de Paris SA,HDP.PA,21.94,0.573
103,Arcure S.A.,ALCUR.PA,25.67,0.665
104,Augros Cosmetic Packaging SA,AUGR.PA,11.98,0.33
105,Bolloré SE,BOL.PA,6.43,0.182
106,Fiducial Office Solutions,SACI.PA,1.0,0.03
107,Body One SA,MLONE.PA,14.51,0.415
108,Compagnie Générale des Établissements Michelin Société en commandite par actions,ML.PA,7.63,0.227
109,Acanthe Développement,ACAN.PA,8.76,0.264
110,Sensorion SA,ALSEN.PA,33.4,0.914
111,Elior Group SA,ELIOR.PA,24.48,0.694
112,Finaxo Environnement Societe Anonyme,MLFXO.PA,32.95,0.907
