Date,ABC-A.CR,ARC-B.CR,BNC.CR,BPV.CR,BVCC.CR,BVL.CR,C2401A.CR,C2451A.CR,C2452A.CR,C2453A.CR,C2454A.CR,C2455A.CR,C2456A.CR,C2457A.CR,C2458A.CR,C2459A.CR,CCR.CR,CGQ.CR,CRM-A.CR,DOM.CR,EFE.CR,ENV.CR,FNC.CR,FO422.CR,GMC-B.CR,GZL.CR,IBC.CR,ICP-B.CR,IVC-A.CR,IVC-B.CR,MPA.CR,MVZ-A.CR,MVZ-B.CR,PGR.CR,PI413.CR,PIV-B.CR,PTN.CR,RST-B.CR,RST.CR,SD251P.CR,SD252P.CR,SVS.CR,TDV-D.CR,TPG.CR
2022-05-31,,,,1.7799999713897705,0.36000001430511475,,,,,,,,,,,,55.0,2.1500000953674316,,,0.2199999988079071,,0.949999988079071,,,3.9000000953674316,,0.09455099701881409,,,0.628000020980835,,,0.1550000011920929,,,0.5699999928474426,,,,,0.6370000243186951,,0.04149999842047691
2022-06-30,,,,2.049999952316284,0.47999998927116394,,,,,,,,,,,,89.0,2.1500000953674316,,,0.2150000035762787,,1.0,,,9.0,,0.1471710056066513,,,0.6200000047683716,,,0.15199999511241913,,,0.699999988079071,,,,,0.6549999713897705,,0.039000000804662704
2022-07-29,,,,2.200000047683716,0.5,,,,,,,,,,,,100.0,2.569999933242798,,,0.19599999487400055,,0.800000011920929,,,7.809999942779541,,0.41109201312065125,,,0.6200000047683716,,,0.15299999713897705,,,0.6890000104904175,,,,,0.6650000214576721,,0.03959999978542328
2022-08-31,,,,2.990000009536743,0.5680000185966492,,,,,,,,,,,,93.98999786376953,3.5899999141693115,,,0.17000000178813934,,0.8999999761581421,,,8.5,,0.5344200134277344,,,0.699999988079071,,,0.20900000631809235,,,1.0499999523162842,,,,,0.800000011920929,,0.04149999842047691
2022-09-30,,,,2.75,0.39899998903274536,,,,,,,,,,,,70.0,3.700000047683716,,,0.1599999964237213,,0.8999999761581421,,,9.0,,0.4530239999294281,,,0.675000011920929,,,0.18000000715255737,,,0.675000011920929,,,,,0.699999988079071,,0.03799999877810478
2022-10-28,,,,2.8499999046325684,0.375,,,,,,,,,,,,32.0,3.700000047683716,,,0.1899999976158142,,1.0399999618530273,,,9.199999809265137,,0.44891300797462463,,,0.6740000247955322,,,0.1899999976158142,,,0.800000011920929,,,,,0.699999988079071,,0.03999999910593033
2022-11-30,,,,4.199999809265137,0.6660000085830688,,,,,,,,,,,,37.5,3.700000047683716,,,0.25999999046325684,,1.6200000047683716,,,10.300000190734863,,0.5015329718589783,,,0.7990000247955322,,,0.24500000476837158,,,0.9980000257492065,,,,,0.8379999995231628,,0.0560000017285347
2022-12-30,,,,7.0,0.7990000247955322,,,,,,,,,,,,53.900001525878906,3.8499999046325684,,,0.5839999914169312,,4.5,,,12.300000190734863,,0.8624719977378845,,,0.8989999890327454,,,0.4650000035762787,,,2.2200000286102295,,,,,0.9179999828338623,,0.0949999988079071
2023-01-31,,,,7.710000038146973,2.440000057220459,,,,,,,,,,,,53.0,4.590000152587891,,,0.6499999761581421,,6.0,,,14.75,,1.1510590314865112,,,1.059999942779541,,,0.46799999475479126,,,2.130000114440918,,,,,1.1399999856948853,,0.07800000160932541
2023-02-28,,,,7.199999809265137,2.700000047683716,,,,,,,,,,,,53.0,4.599999904632568,,,0.8389999866485596,,7.300000190734863,,,14.75,,1.874582052230835,,,1.2599999904632568,,,0.5640000104904175,,,2.049999952316284,,,,,1.899999976158142,,0.0925000011920929
2023-03-31,,,,7.900000095367432,3.049999952316284,,,,,,,,,,,,43.0,5.5,,,0.9800000190734863,,10.329999923706055,,,14.649999618530273,,3.782052993774414,,,1.2000000476837158,,,0.5730000138282776,,,1.899999976158142,,,,,1.850000023841858,,0.11999999731779099
2023-04-28,,,,7.650000095367432,2.9000000953674316,,,,,,,,,,,,45.0,5.0,,,1.0700000524520874,,10.0,,,15.4399995803833,,6.0,,,1.3200000524520874,,,0.5149999856948853,,,2.0,,,,,2.359999895095825,,0.11999999731779099
2023-05-31,,,,8.890000343322754,2.4100000858306885,,,,,,,,,,,,150.0,7.0,,,1.2999999523162842,,11.0,,,14.0,,15.5,,,1.3899999856948853,,,0.5109999775886536,,,2.299999952316284,,,,,2.930000066757202,,0.15000000596046448
2023-06-30,,,,8.800000190734863,2.3499999046325684,,,,,,,,,,,,200.0,7.099999904632568,,,1.4500000476837158,,11.0,,,17.75,,35.0,,,1.4199999570846558,,,0.5690000057220459,,,2.450000047683716,,,,,3.759999990463257,,0.25999999046325684
