Date,ABQK.QA,AHCS.QA,AKHI.QA,BEMA.QA,BLDN.QA,BRES.QA,CBQK.QA,DBIS.QA,DHBK.QA,DOHI.QA,DUBK.QA,ERES.QA,FALH.QA,GISS.QA,GWCS.QA,IGRD.QA,IHGS.QA,IQCD.QA,MARK.QA,MCCS.QA,MCGS.QA,MERS.QA,MEZA.QA,MHAR.QA,MKDM.QA,MPHC.QA,MRDS.QA,NLCS.QA,ORDS.QA,QAMC.QA,QATI.QA,QEWS.QA,QFBQ.QA,QFLS.QA,QGMD.QA,QGRI.QA,QGTS.QA,QIBK.QA,QIGD.QA,QIIK.QA,QIMD.QA,QISI.QA,QLMI.QA,QNBK.QA,QNCD.QA,QNNS.QA,QOIS.QA,SIIS.QA,TQES.QA,UDCD.QA,VFQS.QA,WDAM.QA,ZHCD.QA,^GNRI.QA
2022-05-31,3.445810556411743,1.0024904012680054,3.2299108505249023,,1.6343815326690674,2.7895917892456055,5.997159004211426,2.4955220222473145,2.3183491230010986,1.6353552341461182,,1.2869999408721924,,1.673673391342163,4.064424514770508,1.9572720527648926,5.915212631225586,14.964356422424316,4.152780532836914,5.375662326812744,6.093420505523682,14.768963813781738,,,,2.369093179702759,1.0078628063201904,0.7984856367111206,6.376743793487549,1.623921275138855,2.2003238201141357,14.351313591003418,1.4066630601882935,14.410564422607422,1.9500000476837158,1.9600000381469727,3.369213581085205,20.821441650390625,1.660959243774414,9.309024810791016,2.6799793243408203,6.804187297821045,5.027842998504639,18.98307991027832,4.063220024108887,7.56747579574585,0.8080000281333923,0.8546264171600342,,1.239786148071289,1.3499550819396973,3.000999927520752,15.007651329040527,
2022-06-30,3.25483775138855,0.949495255947113,2.7726235389709473,,1.5248241424560547,2.7565786838531494,5.81370210647583,2.1641790866851807,2.2525558471679688,1.6674208641052246,,1.0750000476837158,,1.7688263654708862,3.7003653049468994,1.6145449876785278,5.280758380889893,13.049833297729492,3.6491458415985107,5.188844203948975,6.067417144775391,14.113463401794434,,,,2.1767680644989014,0.8938909769058228,0.7091813087463379,6.635260105133057,1.354063868522644,2.1821393966674805,14.966368675231934,1.1401475667953491,14.955148696899414,1.5859999656677246,1.9989999532699585,3.37011456489563,20.01197052001953,1.473198652267456,9.361717224121094,3.03470778465271,7.003509044647217,4.777744293212891,17.600088119506836,4.15176248550415,7.511141777038574,0.7250000238418579,0.7754610180854797,,1.196768045425415,1.3298938274383545,2.9489998817443848,14.592845916748047,
2022-07-31,3.321263074874878,1.0289878845214844,2.804922580718994,,1.580500841140747,3.028935432434082,6.174670219421387,2.313431978225708,2.197150707244873,1.739569067955017,,1.0679999589920044,,1.6991608142852783,3.978390693664551,1.8245450258255005,5.849382400512695,14.260726928710938,4.040567398071289,5.8142523765563965,5.9530029296875,14.801331520080566,,,,2.4390294551849365,0.9397031664848328,0.787979245185852,8.03986644744873,1.3803330659866333,2.132132053375244,16.230649948120117,1.1324504613876343,14.955148696899414,1.5099999904632568,1.8509999513626099,3.7565832138061523,23.672584533691406,1.4854753017425537,10.520953178405762,3.191690683364868,6.80338716506958,4.700127124786377,18.066957473754883,3.980363130569458,9.442578315734863,0.7450000047683716,0.7826578617095947,,1.3086154460906982,1.3950929641723633,2.819999933242798,15.264830589294434,
2022-08-31,3.457434892654419,1.0395870208740234,2.8423216342926025,,1.508659839630127,3.0396645069122314,6.225630283355713,2.2835819721221924,2.1815683841705322,1.8317583799362183,,1.3700000047683716,,1.7841187715530396,4.324337959289551,2.009089946746826,5.81026554107666,14.849810600280762,3.9946212768554688,7.608821392059326,6.472200393676758,14.785147666931152,,,,2.27293062210083,0.9866321086883545,0.772219717502594,7.824436664581299,1.4965548515319824,2.1139473915100098,16.145225524902344,1.2767728567123413,15.927021980285645,2.059999942779541,1.9500000476837158,3.6034371852874756,23.03400230407715,1.469588041305542,10.459478378295898,2.966190814971924,7.204433441162109,4.657007694244385,18.181472778320312,4.025040626525879,9.952262878417969,0.7620000243186951,0.8015495538711548,,1.3765842914581299,1.375031590461731,3.1419999599456787,14.932985305786133,
2022-09-29,3.3229236602783203,0.8549873232841492,2.7615740299224854,,1.4906996488571167,2.837460517883301,5.977624416351318,2.2149250507354736,2.009293556213379,1.6634128093719482,,1.25,,1.5819185972213745,3.9829185009002686,1.7790900468826294,5.58033561706543,13.827095985412598,3.6403098106384277,6.45163631439209,5.980739593505859,14.51809310913086,,,,2.05437970161438,0.9195910692214966,0.7328206896781921,7.669325351715088,1.3198339939117432,2.1366779804229736,14.966368675231934,1.1738228797912598,15.709189414978027,1.8550000190734863,1.8600000143051147,3.6935229301452637,22.21553611755371,1.3287675380706787,9.572487831115723,2.966190814971924,7.124383449554443,4.647521018981934,17.529619216918945,3.744791269302368,9.031253814697266,0.6940000057220459,0.738577127456665,,1.23118257522583,1.2922790050506592,2.759999990463257,14.932985305786133,
2022-10-31,3.321263074874878,0.9936578869819641,2.247338056564331,,1.487107515335083,2.806098222732544,5.345718860626221,1.6749999523162842,1.9097380638122559,1.6730324029922485,,1.2070000171661377,,1.5479356050491333,3.8724331855773926,1.6563630104064941,5.198709011077881,12.902563095092773,3.3902595043182373,6.559523582458496,6.032745838165283,14.162020683288574,,,,1.9844433069229126,0.9352337121963501,0.7923568487167358,8.419025421142578,1.2919726371765137,1.9639254808425903,15.803529739379883,1.179595708847046,15.985672950744629,1.4850000143051147,1.8700000047683716,3.6935229301452637,21.936717987060547,1.3244343996047974,10.160888671875,3.061594247817993,7.104372024536133,4.398283958435059,17.564855575561523,3.700112819671631,9.156438827514648,0.6320000290870667,0.69809490442276,,1.232903242111206,1.3992724418640137,2.7869999408721924,14.31077766418457,
2022-11-30,3.42090106010437,0.9044495224952698,1.9379464387893677,,1.518537998199463,2.7235658168792725,5.045053958892822,1.1759999990463257,1.8500045537948608,1.6834537982940674,,1.1130000352859497,,1.333841323852539,3.5599939823150635,1.7909090518951416,4.515597343444824,12.182572364807129,3.1260719299316406,7.163690567016602,5.690370559692383,13.449872016906738,,,,2.036895513534546,0.8704270124435425,0.6829153299331665,7.645197868347168,1.257743000984192,1.8184493780136108,14.445280075073242,1.1690120697021484,15.189736366271973,1.409999966621399,1.8480000495910645,3.576411485671997,21.83778190612793,1.3287675380706787,9.6251802444458,2.705998420715332,6.961884021759033,4.303419589996338,17.26535415649414,3.7358551025390625,8.959718704223633,0.5950000286102295,0.6099333763122559,,1.1950472593307495,1.4168260097503662,2.25,13.207395553588867,
2022-12-29,3.329566478729248,0.8611701726913452,1.9557961225509644,,1.3748561143875122,2.371152639389038,4.246678352355957,1.1419999599456787,1.6907153129577637,1.5864548683166504,,1.0010000467300415,,1.2395378351211548,3.665951728820801,1.6363630294799805,3.9212141036987305,10.480775833129883,2.8018016815185547,6.549165725708008,5.380932331085205,12.770094871520996,,,,1.8594322204589844,0.7776848673820496,0.6163748502731323,7.927842617034912,1.2099806070327759,1.748439073562622,15.120134353637695,1.1016615629196167,15.038932800292969,1.2569999694824219,1.468000054359436,3.2989466190338135,16.693130493164062,1.2175554037094116,9.133382797241211,2.7840561866760254,6.964285373687744,4.138699531555176,15.855936050415039,3.931624174118042,9.075963020324707,0.550000011920929,0.5523585677146912,,1.1184746026992798,1.3248785734176636,2.0320000648498535,12.112309455871582,
2023-01-31,3.329566478729248,0.8647031188011169,1.896297574043274,3.69818115234375,1.3380376100540161,2.34391713142395,5.096014022827148,1.1339999437332153,1.6751327514648438,1.682652235031128,,1.0,,1.4995092153549194,3.0899767875671387,1.5227270126342773,3.691283941268921,11.495308876037598,2.412147283554077,6.629434585571289,5.373998165130615,13.037149429321289,,,3.756227970123291,1.879538893699646,0.7720987796783447,0.6295077800750732,7.703795433044434,1.444812536239624,1.6593351364135742,15.188472747802734,1.099737286567688,14.96352767944336,1.2339999675750732,1.4500000476837158,3.423265218734741,17.69148063659668,1.265217661857605,9.054344177246094,2.7311503887176514,6.92426061630249,3.4548094272613525,15.855936050415039,4.142827033996582,8.494743347167969,0.6000000238418579,0.5505593419075012,,1.0419021844863892,1.4335438013076782,1.6050000190734863,11.697504997253418,
2023-02-28,3.3553059101104736,0.8532208800315857,1.6974031925201416,3.291121006011963,1.2087239027023315,2.2696382999420166,5.223413944244385,0.8199999928474426,1.4284077882766724,1.6834537982940674,2.540677070617676,0.8730000257492065,,1.558980107307434,3.2214818000793457,1.7272720336914062,2.9948151111602783,11.388944625854492,2.3856399059295654,5.957946300506592,5.191975116729736,12.867205619812012,,,3.448685884475708,1.836702823638916,0.6234888434410095,0.5982322692871094,7.927842617034912,1.4205108880996704,1.5456819534301758,14.898030281066895,0.8284110426902771,14.350556373596191,1.0099999904632568,0.9700000286102295,3.2881364822387695,17.260799407958984,1.4226477146148682,9.212421417236328,2.632277488708496,7.058743953704834,3.122781991958618,15.413800239562988,3.6519789695739746,8.047652244567871,0.5429999828338623,0.4641970694065094,,0.9920009970664978,1.4100488424301147,1.4249999523162842,11.58135986328125,
2023-03-30,3.4199488162994385,0.7568244338035583,1.7956172227859497,3.5777626037597656,1.1853755712509155,2.2972240447998047,5.140028476715088,0.7850000262260437,1.4782891273498535,1.6826523542404175,2.99099063873291,0.8759999871253967,,1.599305510520935,3.496941328048706,1.8818180561065674,3.3414015769958496,11.534833908081055,2.7157235145568848,4.9271559715271,5.259108066558838,12.268353462219238,,,3.332451105117798,1.7680989503860474,0.6748881340026855,0.6055613160133362,8.475142478942871,1.3671282529830933,1.4547595977783203,15.241848945617676,0.944831132888794,15.321978569030762,0.9950000047683716,1.0800000429153442,3.240715503692627,16.499839782714844,1.4342916011810303,9.040908813476562,2.4030182361602783,6.700123310089111,2.8270177841186523,14.700281143188477,3.6295104026794434,7.655175685882568,0.5370000004768372,0.4911853075027466,,0.9872555732727051,1.5333170890808105,1.3250000476837158,13.265467643737793,
2023-04-30,3.415580987930298,0.7642808556556702,2.1394777297973633,3.347931385040283,1.2823609113693237,2.266359329223633,5.209990978240967,0.9110000133514404,1.4165804386138916,1.6809256076812744,2.93768048286438,1.0140000581741333,,1.8484662771224976,3.3792874813079834,1.899999976158142,4.179172992706299,11.490468978881836,2.405092716217041,4.617559432983398,5.527410984039307,12.87615966796875,,,3.1595358848571777,1.810459852218628,0.6480714082717896,0.6687742471694946,8.650239944458008,1.4544107913970947,1.608418583869934,15.133429527282715,1.01314377784729,14.518349647521973,1.184000015258789,1.25,3.6885507106781006,16.601919174194336,1.3900809288024902,8.86903190612793,2.624277353286743,7.665312767028809,3.0917701721191406,13.9959135055542,3.456676721572876,8.56783676147461,0.5559999942779541,0.5055789947509766,,1.0062066316604614,1.551053524017334,1.4839999675750732,13.012164115905762,
