Date,AAYAN.KW,AAYANRE.KW,ABAR.KW,ABK.KW,ACICO.KW,AGLTY.KW,AINS.KW,ALAQARIA.KW,ALDEERA.KW,ALEID.KW,ALG.KW,ALIMTIAZ.KW,ALKOUT.KW,ALMANAR.KW,ALOLA.KW,ALSAFAT.KW,ALTIJARIA.KW,AMAR.KW,AQAR.KW,ARABREC.KW,AREEC.KW,ARGAN.KW,ARKAN.KW,ARZAN.KW,ASC.KW,ASIYA.KW,ATC.KW,AZNOULA.KW,BAITAKREIT.KW,BAYANINV.KW,BEYOUT.KW,BOUBYAN.KW,BOURSA.KW,BPCC.KW,BURG.KW,CABLE.KW,CATTL.KW,CBK.KW,CGC.KW,CLEANING.KW,COAST.KW,DALQANRE.KW,DIGITUS.KW,EKHOLDING.KW,EKTTITAB.KW,EMIRATES.KW,ENERGYH.KW,EQUIPMENT.KW,ERESCO.KW,FACIL.KW,FTI.KW,FUTUREKID.KW,GBK.KW,GFC.KW,GFH.KW,GIH.KW,GINS.KW,HUMANSOFT.KW,IFA.KW,IFAHR.KW,INJAZZAT.KW,INOVEST.KW,INTEGRATED.KW,IPG.KW,JAZEERA.KW,JTC.KW,KAMCO.KW,KBT.KW,KCEM.KW,KCIN.KW,KCPC.KW,KFH.KW,KFIC.KW,KFOUC.KW,KGL.KW,KHOT.KW,KIB.KW,KINS.KW,KINV.KW,KMEFIC.KW,KPPC.KW,KPROJ.KW,KRE.KW,KUWAITRE.KW,MABANEE.KW,MADAR.KW,MANAZEL.KW,MARAKEZ.KW,MARKAZ.KW,MASAKEN.KW,MASHAER.KW,MAZAYA.KW,MENA.KW,MEZZAN.KW,MIDAN.KW,MRC.KW,MUBARRAD.KW,MUNSHAAT.KW,MUNTAZAHAT.KW,NAPESCO.KW,NBK.KW,NCCI.KW,NICBM.KW,NIH.KW,NIND.KW,NINV.KW,NOOR.KW,NRE.KW,OOREDOO.KW,OSOS.KW,OSOUL.KW,OULAFUEL.KW,PAPCO.KW,PAPER.KW,PCEM.KW,QIC.KW,RASIYAT.KW,SANAM.KW,SECH.KW,SENERGY.KW,SHIP.KW,SOKOUK.KW,SOOR.KW,SPEC.KW,SRE.KW,STC.KW,TAHSSILAT.KW,TAM.KW,TAMINV.KW,THURAYA.KW,TIJARA.KW,UNICAP.KW,UPAC.KW,URC.KW,WARBABANK.KW,WARBACAP.KW,WETHAQ.KW,WINSRE.KW,ZAIN.KW,^BKA.KW
2022-05-31,166.97572326660156,76.19048309326172,135.50155639648438,277.284423828125,143.0,495.0260009765625,495.3689880371094,43.29999923706055,168.88800048828125,245.5066375732422,,104.0,544.9009399414062,81.9300308227539,99.0,163.8090057373047,108.7238998413086,69.0,65.99370574951172,55.504642486572266,270.8867492675781,91.0,138.9927520751953,150.27322387695312,92.0,56.66600036621094,548.9488525390625,214.9676971435547,,63.42005920410156,,688.251708984375,2559.7021484375,1099.7459716796875,238.3960418701172,1626.833740234375,148.0,458.0919189453125,394.92767333984375,46.400001525878906,111.9796371459961,,73.4000015258789,0.3106983006000519,12.399999618530273,38.900001525878906,712.9849853515625,47.900001525878906,69.30000305175781,209.9505157470703,47.599998474121094,84.08981323242188,269.5169982910156,81.0,96.44548797607422,290.0,1009.920654296875,2814.447021484375,99.55500030517578,152.05999755859375,78.98738098144531,144.09646606445312,454.9644470214844,449.9165344238281,1974.7608642578125,359.91815185546875,123.98251342773438,76.68842315673828,239.98809814453125,849.8984985351562,384.4405212402344,694.2293701171875,76.61399841308594,360.36260986328125,68.0999984741211,139.9956817626953,189.3487091064453,387.94293212890625,171.9700164794922,168.9929656982422,49.5,177.0,142.87643432617188,196.90524291992188,703.5870361328125,100.0,40.29999923706055,53.70000076293945,160.9769287109375,31.899999618530273,64.59257507324219,61.500999450683594,35.70000076293945,524.4649658203125,657.752197265625,81.0,92.38853454589844,70.0,72.88707733154297,730.9044189453125,896.6151123046875,126.91100311279297,224.96530151367188,136.4801788330078,254.4476776123047,359.9343566894531,234.96563720703125,185.71400451660156,988.7501220703125,120.17764282226562,92.98335266113281,155.98876953125,64.9985580444336,228.9508819580078,986.7891845703125,95.90989685058594,121.0,69.52100372314453,90.18199920654297,43.70000076293945,731.9511108398438,25.299999237060547,157.98870849609375,113.57939910888672,378.32159423828125,724.875,26.5,329.9736328125,748.2206420898438,156.0,68.1907730102539,59.0,280.0,82.4000015258789,227.1179962158203,316.6360168457031,34.400001525878906,104.15453338623047,629.8431396484375,
2022-06-30,136.98008728027344,69.29135131835938,129.89405822753906,268.0696105957031,123.0,420.7049865722656,512.7666015625,43.29999923706055,160.88800048828125,211.80238342285156,,92.5,405.9262390136719,62.3939323425293,97.30000305175781,142.0,103.8704833984375,62.70000076293945,72.5951919555664,47.38198471069336,264.4145202636719,82.19999694824219,128.99327087402344,137.62442016601562,96.0,48.189998626708984,508.95257568359375,206.9756622314453,,57.42056655883789,,655.1952514648438,2392.7216796875,922.848388671875,208.16395568847656,1338.8631591796875,134.0,454.4566955566406,447.9460144042969,42.0,99.9867172241211,,68.5,0.2814561128616333,12.399999618530273,30.899999618530273,808.9329833984375,41.099998474121094,60.0,205.9514617919922,48.0,94.78852081298828,275.5639953613281,85.0,85.45169830322266,288.0,1029.9190673828125,2806.287109375,80.88800048828125,135.08799743652344,84.58648681640625,130.3734130859375,398.9688415527344,434.9193420410156,1889.7711181640625,324.9261169433594,108.98462677001953,67.4700698852539,225.99362182617188,894.8931274414062,319.5871276855469,672.6071166992188,67.99500274658203,344.79119873046875,59.0,115.0,173.35899353027344,421.93792724609375,147.97421264648438,152.0,49.0,147.0,128.22210693359375,206.94334411621094,632.2213745117188,98.69999694824219,32.29999923706055,56.0,136.98037719726562,29.200000762939453,60.89300537109375,54.51900100708008,31.399999618530273,422.9778747558594,675.5294799804688,79.0,80.98995208740234,66.0,70.73228454589844,729.904541015625,900.933837890625,102.0,212.96714782714844,127.82938385009766,229.46697998046875,299.9453125,197.97103881835938,152.3800048828125,943.761474609375,110.56278991699219,89.38399505615234,146.9894256591797,51.998844146728516,213.95408630371094,880.811767578125,99.80218505859375,119.0,55.49399948120117,79.64199829101562,43.0,589.9606323242188,22.600000381469727,147.98941040039062,86.06765747070312,394.7329406738281,644.8887939453125,24.299999237060547,328.9737243652344,674.0880126953125,158.0,49.79326248168945,55.5,254.0,75.0,205.9320068359375,299.97161865234375,38.20000076293945,88.18413543701172,593.8519897460938,
2022-07-28,145.97879028320312,73.4908218383789,130.8289794921875,296.5519714355469,144.0,460.033203125,485.29644775390625,38.5,158.2220001220703,227.25526428222656,668.3221435546875,92.0999984741211,405.9262390136719,60.99406814575195,96.4000015258789,143.0,100.95782470703125,64.0,64.99569702148438,47.651973724365234,264.4145202636719,78.0,122.99358367919922,141.3952178955078,98.0,56.189998626708984,512.9522094726562,199.9764862060547,,58.449310302734375,,701.8135375976562,2296.732421875,932.8466796875,202.98146057128906,1474.8492431640625,131.0,463.5458679199219,487.9411926269531,39.900001525878906,100.98658752441406,,71.5999984741211,0.2916908860206604,9.899999618530273,29.5,717.947998046875,39.0,60.0,202.95217895507812,44.5,114.98607635498047,310.11700439453125,84.0,92.94746398925781,299.0,1024.91943359375,2991.25732421875,89.51100158691406,142.01499938964844,86.9861068725586,132.33314514160156,419.9671936035156,419.9220886230469,1919.7674560546875,334.923828125,119.98307800292969,66.01417541503906,232.99342346191406,854.8978881835938,317.71832275390625,681.8738403320312,67.03700256347656,343.6786804199219,61.0,159.0,187.66481018066406,439.9352722167969,155.9728240966797,151.0,50.5,152.0,124.55827331542969,177.60096740722656,683.4374389648438,106.0,36.599998474121094,59.70000076293945,144.97923278808594,32.20000076293945,57.89335250854492,52.60599899291992,33.0,439.9769592285156,642.1978149414062,79.9000015258789,87.98907470703125,52.0,71.4502182006836,759.9005737304688,920.8008422851562,135.0,203.96852111816406,130.68023681640625,249.4210205078125,324.94073486328125,219.9678192138672,163.8090057373047,1024.7410888671875,113.44744873046875,87.9842529296875,147.98934936523438,58.998687744140625,190.95901489257812,923.8026123046875,85.33087158203125,135.0,55.40700149536133,78.51399993896484,41.5,714.9522705078125,25.5,150.98919677734375,101.57596588134766,412.0081787109375,661.8858032226562,24.700000762939453,329.9736328125,793.0453491210938,158.0,62.591529846191406,59.0,273.0,80.4000015258789,214.406005859375,272.6401672363281,36.79999923706055,94.43372344970703,604.8492431640625,
2022-08-31,132.98068237304688,74.99063873291016,129.89405822753906,293.2013854980469,128.0,435.7119445800781,505.44158935546875,37.79999923706055,152.0,233.61878967285156,658.3242797851562,93.5,405.9262390136719,59.994163513183594,92.5,139.0,106.78312683105469,65.9000015258789,67.49553680419922,48.46493911743164,267.18817138671875,91.0,120.99369049072266,137.62442016601562,83.5,51.141998291015625,494.9538879394531,200.97637939453125,,61.70648956298828,,707.7473754882812,2300.732421875,916.8493041992188,209.89178466796875,1449.851806640625,141.0,453.54779052734375,458.9446716308594,42.900001525878906,97.18708801269531,,69.4000015258789,0.29315298795700073,14.600000381469727,37.900001525878906,790.7360229492188,40.79999923706055,73.30000305175781,201.95240783691406,48.400001525878906,117.98571014404297,302.3429870605469,83.5999984741211,92.8475112915039,324.0,1025.91943359375,3137.237548828125,88.26599884033203,150.6750030517578,80.98705291748047,115.66950988769531,411.9678039550781,441.9179992675781,1872.773193359375,342.9220275878906,115.983642578125,61.451515197753906,232.99342346191406,907.8915405273438,299.02862548828125,695.0014038085938,66.0790023803711,334.78143310546875,72.4000015258789,184.0,180.93238830566406,471.9305725097656,154.9729766845703,130.0,45.0,161.0,114.48373413085938,223.93179321289062,696.03125,87.0,35.099998474121094,57.599998474121094,144.97923278808594,38.29999923706055,58.493282318115234,52.319000244140625,34.70000076293945,424.9777526855469,588.8657836914062,77.0,89.98883056640625,70.0,77.01569366455078,774.8985595703125,910.4353637695312,136.0,219.96604919433594,141.5701904296875,253.955810546875,287.9474792480469,195.97132873535156,159.0469970703125,1095.72314453125,111.52467346191406,87.48434448242188,149.98919677734375,45.6989860534668,170.96331787109375,889.8098754882812,92.41681671142578,139.0,60.053001403808594,81.48699951171875,43.0,751.9497680664062,27.899999618530273,148.98934936523438,101.57596588134766,409.41748046875,643.8889770507812,24.399999618530273,334.9732360839844,741.3251342773438,120.0,60.29184341430664,58.900001525878906,239.0,84.0,211.86399841308594,299.97161865234375,38.099998474121094,94.43372344970703,604.8492431640625,
2022-09-28,111.98371887207031,61.2923469543457,107.46611785888672,247.12628173828125,88.0,345.67138671875,435.8514404296875,37.0,148.44400024414062,200.89419555664062,603.7376708984375,75.5,405.9262390136719,52.79486083984375,71.5999984741211,112.0,96.20140075683594,63.70000076293945,58.897090911865234,41.15424728393555,254.24473571777344,76.0,121.99363708496094,114.05854797363281,81.0,38.28499984741211,519.9515380859375,194.97708129882812,,59.820960998535156,,648.4143676757812,2078.758056640625,829.8635864257812,191.75253295898438,1069.890625,120.0,440.82330322265625,398.951904296875,33.900001525878906,79.48944091796875,,62.0,0.2807250916957855,11.0,37.0,317.61700439453125,34.0,67.9000015258789,171.95947265625,47.5,108.98680114746094,259.1510009765625,82.9000015258789,77.65609741210938,408.0,994.9218139648438,2969.49560546875,80.44400024414062,95.9469985961914,83.98657989501953,76.75305938720703,379.9703369140625,472.91229248046875,1654.8271484375,328.9252014160156,98.88605499267578,48.24847412109375,206.99415588378906,889.8936767578125,281.2738037109375,649.4398193359375,61.29100036621094,322.546630859375,56.5,184.0,166.62652587890625,449.9338073730469,128.97750854492188,115.0,36.0,133.0,92.50275421142578,227.79244995117188,724.5776977539062,100.30000305175781,28.399999618530273,56.900001525878906,119.98280334472656,28.200000762939453,53.19388961791992,44.95399856567383,32.900001525878906,373.98040771484375,632.1981811523438,74.0,76.89045715332031,70.0,69.6553955078125,749.9019165039062,843.0599365234375,112.0,180.97207641601562,106.91957092285156,207.69903564453125,230.95787048339844,179.9736785888672,127.61900329589844,919.767578125,93.25785827636719,72.38703918457031,144.98956298828125,76.59829711914062,161.9652557373047,813.8261108398438,92.81603240966797,135.0,52.16299819946289,58.527000427246094,40.0,643.9569702148438,26.899999618530273,149.98928833007812,76.18172454833984,385.2319030761719,553.9044799804688,17.200000762939453,324.9740295410156,818.9054565429688,170.0,47.49357223510742,57.70000076293945,221.0,77.69999694824219,187.28799438476562,326.63507080078125,35.70000076293945,94.43372344970703,584.8639526367188,
2022-10-31,127.98139953613281,66.99163055419922,114.99649047851562,277.284423828125,90.69999694824219,405.69805908203125,466.0681457519531,34.0,148.44400024414062,217.25599670410156,611.4282836914062,74.5999984741211,389.92913818359375,60.494117736816406,74.80000305175781,98.4000015258789,96.58935546875,63.0,55.89817810058594,39.529319763183594,252.39598083496094,87.5,123.9935302734375,124.42803955078125,83.80000305175781,42.380001068115234,498.9534912109375,192.97732543945312,,59.820960998535156,,698.4235229492188,2271.7353515625,796.8690185546875,188.2978515625,1204.8768310546875,120.0,441.7321472167969,409.9505920410156,37.5,76.98977661132812,,59.0,0.2799939811229706,10.699999809265137,34.0,358.9739990234375,32.0,59.20000076293945,175.95852661132812,45.5,115.98594665527344,296.2959899902344,82.0,77.85598754882812,399.0,984.922607421875,3048.380615234375,77.33300018310547,93.52200317382812,77.28765869140625,75.773193359375,325.97454833984375,429.92022705078125,1670.82568359375,328.9252014160156,98.98604583740234,56.88884735107422,210.99403381347656,907.8915405273438,286.880126953125,625.5015869140625,60.33300018310547,322.546630859375,57.5,163.0,159.05213928222656,493.9273376464844,131.97698974609375,133.0,36.900001525878906,118.0,100.74636840820312,220.8430633544922,732.1345825195312,98.0,27.299999237060547,51.29999923706055,106.98466491699219,28.5,54.793704986572266,47.345001220703125,28.899999618530273,361.9810485839844,772.2064208984375,90.19999694824219,79.99006652832031,60.0,68.66748046875,696.9088134765625,931.166259765625,111.0,190.9705352783203,108.89937591552734,212.23382568359375,238.9564208984375,179.9736785888672,133.33299255371094,1024.7410888671875,105.75636291503906,88.98406982421875,144.98956298828125,77.9982681274414,148.96804809570312,834.8216552734375,93.81405639648438,148.0,56.808998107910156,60.57699966430664,38.900001525878906,624.958251953125,24.700000762939453,148.98934936523438,83.34695434570312,402.5071716308594,589.8982543945312,16.0,369.9704284667969,948.2060546875,170.0,53.99269485473633,55.5,204.0,71.5,204.23699951171875,284.30609130859375,37.0,87.49028778076172,598.860595703125,
2022-11-30,143.97906494140625,75.8905258178711,117.99639892578125,282.3107604980469,88.0,407.2509765625,457.82733154296875,34.900001525878906,146.66600036621094,218.1649169921875,648.3445434570312,76.19999694824219,389.92913818359375,61.99396896362305,72.5,123.0,96.88131713867188,62.900001525878906,63.9979133605957,43.32015609741211,272.7354736328125,94.0,126.99337768554688,115.00149536132812,106.0,49.52299880981445,408.9619140625,196.97683715820312,,59.84199905395508,,715.3753051757812,2319.72998046875,816.86572265625,197.79893493652344,1314.8656005859375,127.0,422.64483642578125,436.94732666015625,37.900001525878906,82.18907928466797,,58.0,0.27633872628211975,11.0,36.79999923706055,344.08599853515625,52.0,60.900001525878906,177.95806884765625,45.5,119.98546600341797,292.8399963378906,99.9000015258789,81.95367431640625,394.0,999.9215087890625,3042.939208984375,91.55500030517578,100.44999694824219,80.88707733154297,93.61365509033203,365.971435546875,484.9100341796875,1799.8121337890625,344.9215393066406,102.9854736328125,60.6745719909668,229.99349975585938,998.8806762695312,282.20770263671875,668.7462768554688,61.29100036621094,331.44384765625,63.400001525878906,170.0,169.1513214111328,535.921142578125,137.97593688964844,94.0,36.599998474121094,123.0,100.74636840820312,217.7543487548828,739.6904296875,100.0,30.100000381469727,60.0,113.9836654663086,28.399999618530273,58.89323806762695,50.02299880981445,28.299999237060547,389.9795837402344,771.095458984375,80.0,81.08993530273438,62.79999923706055,74.23294067382812,729.904541015625,969.1732177734375,121.0,195.96975708007812,112.8599853515625,218.58351135253906,270.9505920410156,194.9714813232422,142.85699462890625,1169.7044677734375,100.94893646240234,87.9842529296875,145.989501953125,77.9982681274414,152.96717834472656,821.8244018554688,96.10950469970703,166.0,53.82899856567383,71.23699951171875,45.900001525878906,685.9542236328125,24.700000762939453,143.98971557617188,98.85526275634766,457.78656005859375,575.900634765625,22.399999618530273,383.9693298339844,1075.7838134765625,225.0,56.59233856201172,63.400001525878906,203.0,75.9000015258789,210.16900634765625,310.9705505371094,25.200000762939453,85.40675354003906,586.8634033203125,
2022-12-29,132.98068237304688,77.29034423828125,114.99649047851562,271.420166015625,84.5,372.5794372558594,455.9955749511719,33.0,142.2220001220703,221.80165100097656,619.1187744140625,74.9000015258789,389.92913818359375,58.69429397583008,62.900001525878906,107.0,96.0074234008789,62.70000076293945,63.39793395996094,34.926517486572266,267.18817138671875,93.0,115.99394989013672,108.4028091430664,95.69999694824219,54.28499984741211,439.9590148925781,187.98367309570312,,59.84199905395508,,676.3858642578125,2051.760986328125,799.8685913085938,189.16177368164062,1214.875732421875,110.0,454.4566955566406,453.9452819824219,33.0,83.98884582519531,,59.900001525878906,0.2748766243457794,10.399999618530273,38.29999923706055,355.6650085449219,46.0,59.5,178.95782470703125,45.5,110.98655700683594,271.2449951171875,89.9000015258789,75.95706176757812,395.0,1014.9202270507812,3191.640625,88.08799743652344,98.37200164794922,79.88723754882812,86.1637191772461,369.9710998535156,509.9053955078125,1899.8017578125,327.9254455566406,102.9854736328125,54.46202087402344,222.9936981201172,949.8865356445312,277.5362548828125,635.540283203125,62.15299987792969,326.9956970214844,58.70000076293945,177.0,164.94366455078125,523.9229125976562,151.9735107421875,94.5,36.0,112.0,98.9144515991211,222.38693237304688,711.9839477539062,114.0,27.200000762939453,60.0,104.98495483398438,26.899999618530273,54.69371795654297,45.9109992980957,28.299999237060547,392.97943115234375,766.6505737304688,49.900001525878906,80.4900131225586,61.0,72.70709991455078,788.8967895507812,931.166259765625,111.0,193.97007751464844,128.69944763183594,196.8155517578125,236.95677185058594,176.97412109375,119.0469970703125,1158.707275390625,105.75636291503906,97.78250122070312,144.98956298828125,77.9982681274414,160.96546936035156,816.825439453125,96.10950469970703,169.0,55.14400100708008,72.87699890136719,44.900001525878906,612.9590454101562,23.0,148.98934936523438,98.85526275634766,443.1030578613281,584.8991088867188,21.799999237060547,369.9704284667969,1051.6475830078125,214.0,53.49276351928711,60.900001525878906,204.0,63.099998474121094,199.15199279785156,269.6404724121094,24.5,84.7129135131836,562.8690795898438,
2023-01-31,138.97979736328125,78.09024047851562,120.99630737304688,285.6623229980469,82.0,305.826171875,471.5623779296875,32.900001525878906,135.11099243164062,221.80165100097656,652.18994140625,69.5,389.92913818359375,61.294036865234375,54.70000076293945,109.0,95.521484375,59.0,61.49799346923828,36.686439514160156,266.2632751464844,91.0,115.99394989013672,110.2887191772461,95.5999984741211,52.66600036621094,439.9590148925781,181.9842071533203,,59.84199905395508,,664.5191650390625,2035.762939453125,798.8687133789062,193.48036193847656,1234.873779296875,108.0,453.54779052734375,466.9436950683594,33.29999923706055,89.98805236816406,,56.900001525878906,0.26610395312309265,9.800000190734863,37.29999923706055,100.0,46.900001525878906,56.5,174.95877075195312,45.5,115.98594665527344,270.3810119628906,87.0,78.15581512451172,417.0,998.9215087890625,3074.67431640625,86.13300323486328,96.98600006103516,78.48745727539062,81.75234985351562,361.97174072265625,504.9063415527344,1619.830810546875,334.923828125,101.9856185913086,51.93721008300781,210.99403381347656,979.8829345703125,286.880126953125,645.5789184570312,61.29100036621094,318.09747314453125,60.900001525878906,177.0,170.83419799804688,535.921142578125,149.97384643554688,88.0999984741211,34.900001525878906,112.0,98.9144515991211,223.93179321289062,717.86083984375,114.0,26.0,57.0,106.98466491699219,25.399999618530273,53.993797302246094,43.327999114990234,28.299999237060547,393.9794006347656,722.2073974609375,46.0,78.4902572631836,53.20000076293945,72.61710357666016,827.8916625976562,947.5784301757812,114.0,184.97146606445312,120.78021240234375,193.18772888183594,239.9562225341797,174.97439575195312,96.0,1106.7203369140625,104.79448699951172,94.98300170898438,140.98985290527344,77.9982681274414,154.9667510986328,846.8190307617188,96.10950469970703,166.0,51.2859992980957,72.15899658203125,40.0,607.9594116210938,23.0,141.98985290527344,106.11048126220703,469.0154113769531,699.8792114257812,19.899999618530273,360.97119140625,1051.6475830078125,204.0,53.69273376464844,57.0,199.0,60.70000076293945,203.38900756835938,283.3061828613281,22.799999237060547,82.62937927246094,553.8711547851562,
2023-02-28,139.9796600341797,78.89014434814453,110.99661254882812,287.337158203125,79.5,312.0357666015625,475.2248229980469,29.799999237060547,140.44400024414062,218.1649169921875,676.0316162109375,59.79999923706055,389.92913818359375,61.19404602050781,45.0,103.0,99.98794555664062,61.5,60.898014068603516,43.04916763305664,258.8671569824219,92.5,99.0,112.17362976074219,93.0999984741211,55.808998107910156,493.9539794921875,181.9842071533203,,59.84199905395508,,648.4143676757812,2019.7647705078125,778.8720092773438,195.2082061767578,1201.8770751953125,108.0,457.18316650390625,433.94769287109375,34.5,89.8880615234375,,56.79999923706055,0.26464182138442993,8.899999618530273,37.5,58.900001525878906,46.5,56.900001525878906,186.9559326171875,43.29999923706055,117.98571014404297,261.74200439453125,87.0,76.0570068359375,399.0,1014.9202270507812,3336.7158203125,84.44400024414062,96.63999938964844,77.48761749267578,77.24298858642578,362.9716491699219,434.9444274902344,1739.8184814453125,344.9215393066406,110.9843521118164,60.96554946899414,213.99395751953125,997.8807983398438,274.73260498046875,661.7954711914062,66.55799865722656,316.9849853515625,59.599998474121094,179.0,165.78460693359375,547.9193725585938,129.9773406982422,87.4000015258789,30.5,113.0,101.66132354736328,271.80645751953125,659.9279174804688,100.0,21.799999237060547,57.0,103.98509979248047,23.0,57.393409729003906,39.50199890136719,28.299999237060547,392.97943115234375,722.2073974609375,50.20000076293945,75.99056243896484,51.5,68.75747680664062,849.8887939453125,924.2566528320312,119.0,180.97207641601562,128.69944763183594,186.8390350341797,229.9580535888672,179.9736785888672,84.66600036621094,1080.7269287109375,104.79448699951172,97.98246002197266,142.98971557617188,82.4981689453125,157.9661102294922,818.8250122070312,99.80218505859375,153.0,61.36800003051758,65.80400085449219,36.0,619.9586181640625,22.799999237060547,140.98992919921875,110.64498138427734,474.1979064941406,610.8945922851562,21.799999237060547,351.9718933105469,1043.027099609375,194.0,56.59233856201172,50.599998474121094,211.0,62.400001525878906,194.9149932861328,288.30572509765625,22.700000762939453,112.48765563964844,558.8699340820312,
