Date,8GW.IR,A5G.IR,AERI.IR,BIRG.IR,C5H.IR,DHG.IR,DLE.IR,DQ7A.IR,EG7.IR,GL9.IR,GRP.IR,GRW.IR,GVR.IR,HSW.IR,IR5B.IR,IRES.IR,KMR.IR,KRX.IR,KRZ.IR,MIO.IR,MLC.IR,OIZ.IR,OVXA.IR,PTSB.IR,RYA.IR,UPR.IR,^ISEQ
2022-05-31,0.001500000013038516,2.182743549346924,,5.451312065124512,0.9220312237739563,3.9542744159698486,0.7020000219345093,0.5588828921318054,6.592092037200928,10.016702651977539,0.9595984220504761,6.199999809265137,0.9580000042915344,1.0800000429153442,3.8393049240112305,1.2562223672866821,4.442939281463623,75.06649017333984,92.63143920898438,1.1933786869049072,4.25,3.8042917251586914,0.12099999934434891,1.4600000381469727,13.790590286254883,3.676024913787842,7310.06005859375
2022-06-30,0.0020000000949949026,1.8981139659881592,,5.221072196960449,0.8542095422744751,3.2912819385528564,0.6460000276565552,0.6617653369903564,6.564908981323242,9.554250717163086,0.980368971824646,5.599999904632568,0.9350000023841858,1.149999976158142,3.3123199939727783,1.107505202293396,4.0216264724731445,56.10437774658203,87.76923370361328,1.0648608207702637,3.950000047683716,3.5605390071868896,0.11999999731779099,1.3250000476837158,10.892393112182617,2.837891101837158,6277.990234375
2022-07-29,0.0020000000949949026,1.9330377578735352,,4.831568717956543,0.9323331713676453,3.404937982559204,0.6100000143051147,0.617647647857666,6.931890964508057,10.636387825012207,1.0094478130340576,5.150000095367432,1.0839999914169312,1.1699999570846558,3.643552541732788,1.1844879388809204,4.059927940368652,61.5975227355957,99.21363067626953,1.0097819566726685,4.25,3.4305920600891113,0.10999999940395355,1.399999976158142,12.331831932067871,3.1711840629577637,6808.75
2022-08-31,0.0020000000949949026,1.9784389734268188,,5.333595275878906,0.8524925112724304,3.310224771499634,0.5360000133514404,0.5882358551025391,6.897911071777344,11.836617469787598,1.0348563194274902,4.900000095367432,1.0140000581741333,1.0099999904632568,3.9001405239105225,1.1302028894424438,3.945024013519287,55.36152648925781,98.82927703857422,0.9548934102058411,4.5,3.2313406467437744,0.10999999940395355,1.5299999713897705,11.926084518432617,3.3329293727874756,6977.77001953125
2022-09-30,0.001500000013038516,2.170520544052124,,5.700593948364258,0.7308683395385742,2.6709110736846924,0.5479999780654907,0.5882358551025391,6.795971393585205,11.005158424377441,0.9759619832038879,4.019999980926514,0.890999972820282,0.8500000238418579,3.631010055541992,1.0251917839050293,3.4311411380767822,45.49482345581055,87.63471984863281,0.9548934102058411,4.349999904632568,3.14037823677063,0.09000000357627869,1.5700000524520874,10.124370574951172,3.093386650085449,6311.47021484375
2022-10-31,0.0020000000949949026,2.558175802230835,,6.315142631530762,0.8681830167770386,3.073441743850708,0.6299999952316284,0.5882358551025391,6.829951763153076,10.921077728271484,0.9675486087799072,3.5999999046325684,0.9900000095367432,1.0499999523162842,3.8667898178100586,0.9735762476921082,3.885493278503418,50.168006896972656,84.85679626464844,0.9270810484886169,4.900000095367432,3.248666763305664,0.09000000357627869,1.684999942779541,11.87778091430664,3.437096118927002,6978.97998046875
2022-11-30,0.0020000000949949026,2.7013638019561768,,6.758310794830322,0.8176866173744202,3.267604112625122,0.5199999809265137,0.5470593571662903,7.679447650909424,10.81831169128418,0.9892523884773254,5.099999904632568,0.9259999990463257,1.100000023841858,3.979963779449463,0.9984941482543945,4.112668991088867,52.465328216552734,87.30606842041016,0.9178102612495422,5.599999904632568,3.3829450607299805,0.05999999865889549,1.7799999713897705,12.389795303344727,3.5009279251098633,7268.509765625
2022-12-30,0.0010000000474974513,3.1571204662323,,7.70350456237793,0.768962025642395,3.0971202850341797,0.5400000214576721,0.5941182374954224,7.509548664093018,11.13594913482666,0.967932403087616,4.619999885559082,0.8460000157356262,1.2999999523162842,4.036551475524902,0.9913747310638428,3.7288198471069336,49.65749740600586,81.23108673095703,0.9270810484886169,7.260000228881836,3.7338011264801025,0.05999999865889549,1.809999942779541,11.795665740966797,3.0442848205566406,7108.81982421875
2023-01-31,0.0010000000474974513,3.352694272994995,,8.470393180847168,0.864639401435852,3.670135021209717,0.6000000238418579,0.5882358551025391,7.74740743637085,10.463308334350586,0.9551402926445007,4.699999809265137,0.9409999847412109,1.4299999475479126,4.055413722991943,1.0162924528121948,4.151837348937988,57.727569580078125,82.87036895751953,1.0568723678588867,7.320000171661377,3.724334955215454,0.07999999821186066,2.049999952316284,14.350909233093262,3.3094325065612793,7907.509765625
2023-02-28,0.0010000000474974513,3.532552480697632,,9.027814865112305,0.835404634475708,4.072666168212891,0.550000011920929,0.5882358551025391,9.242522239685059,10.939762115478516,0.9554112553596497,4.699999809265137,0.9950000047683716,1.5800000429153442,4.055413722991943,0.9700166583061218,4.386846542358398,60.456871032714844,87.38320922851562,1.0197890996932983,8.100000381469727,3.7779221534729004,0.07000000029802322,2.5999999046325684,14.20116901397705,3.2210500240325928,8214.900390625
