Date,ARC1T.TL,CPA1T.TL,EEG1T.TL,EFCUPFFT.TL,EFT1T.TL,EGR1T.TL,HPR1T.TL,INF1T.TL,NCN1T.TL,NHCBHFFT.TL,PKG1T.TL,PRF1T.TL,SKN1T.TL,TAL1T.TL,TKM1T.TL,TPD1T.TL,TSM1T.TL,TVE1T.TL,^OMXT
2022-05-31,1.85281240940094,2.2763328552246094,1.552165985107422,,18.34458351135254,3.793169736862183,10.979999542236328,,0.8600000143051147,0.9112676978111268,1.0149999856948853,0.3580000102519989,1.690000057220459,0.5011623501777649,8.280869483947754,0.9023528695106506,1.3534119129180908,12.397632598876951,
2022-06-30,1.76686692237854,2.127516746520996,1.5797191858291626,,16.90079689025879,3.6414430141448975,10.140000343322754,,0.7940000295639038,0.8866361975669861,0.8960000276565552,0.3479999899864197,1.659999966621399,0.4700683653354645,8.183062553405762,0.8532793521881104,1.2641366720199585,12.322071075439451,
2022-07-29,1.7777401208877563,2.223052978515625,1.5108360052108765,,17.155582427978516,3.87273383140564,9.34000015258789,,0.7990000247955322,0.8422994613647461,0.8299999833106995,0.3350000083446502,1.7200000286102295,0.4792136549949646,8.142311096191406,0.8435829877853394,1.2498526573181152,11.970011711120604,
2022-08-31,1.6853195428848269,2.193657159805298,1.4970594644546509,,16.943260192871094,4.200241565704346,10.100000381469728,,0.8349999785423279,0.7986000180244446,0.7900000214576721,0.3330000042915344,1.7000000476837158,0.4645812213420868,8.085257530212402,0.9056396484375,1.25520920753479,11.858835220336914,
2022-09-30,1.552173733711243,2.083423137664795,1.3041867017745972,,16.730937957763672,3.876434564590454,9.5,,0.7739999890327454,0.7057999968528748,0.6700000166893005,0.3100000023841858,1.7400000095367432,0.4275427460670471,7.881496906280518,0.9483035802841188,1.2373541593551636,11.488245964050291,
2022-10-31,1.610471487045288,2.048516035079956,1.368477702140808,,16.561079025268555,3.867182493209839,9.649999618530272,,0.7049999833106995,0.6990000009536743,0.6600000262260437,0.2899999916553497,1.75,0.4325726330280304,7.612531185150146,0.9380000233650208,1.2319976091384888,11.543834686279297,
2022-11-30,1.610471487045288,2.1403775215148926,1.3730698823928833,,16.561079025268555,4.0910725593566895,9.449999809265137,,0.7260000109672546,0.6200000047683716,0.6299999952316284,0.3000000119209289,1.684999942779541,0.4609230756759643,7.848894119262695,0.828000009059906,1.2855627536773682,11.784717559814451,
2022-12-30,1.6503899097442627,2.2597978115081787,1.377662181854248,,16.773401260375977,4.050364971160889,9.100000381469728,,0.6899999976158142,0.5699999928474426,0.6060000061988831,0.2899999916553497,1.600000023841858,0.4773846268653869,7.636982440948486,0.800000011920929,1.2712786197662354,11.617952346801758,
2023-01-31,1.654073715209961,2.6658263206481934,1.4052152633666992,,17.66515350341797,4.052215576171875,9.020000457763672,,0.746999979019165,0.5997999906539917,0.6579999923706055,0.277999997138977,1.6100000143051147,0.4883589446544647,8.280869483947754,0.8700000047683716,1.30877423286438,11.858835220336914,
2023-02-28,1.6761773824691772,2.636430501937866,1.5246127843856812,,18.684295654296875,4.072568893432617,9.0,,0.8399999737739563,0.5999000072479248,0.7379999756813049,0.2840000092983246,1.5099999904632568,0.5212820768356323,8.297170639038086,0.8640000224113464,1.31948721408844,11.821776390075684,
