Date,BEMA.QA,BRES.QA,CBQK.QA,DHBK.QA,DOHI.QA,ERES.QA,FALH.QA,GISS.QA,IQCD.QA,MCCS.QA,MCGS.QA,MERS.QA,MEZA.QA,MHAR.QA,MKDM.QA,MRDS.QA,NLCS.QA,ORDS.QA,QFLS.QA,QGRI.QA,QGTS.QA,QIBK.QA,QIIK.QA,QISI.QA,QLMI.QA,QNBK.QA,QNCD.QA,QNNS.QA,QOIS.QA,WDAM.QA,ZHCD.QA,^GNRI.QA
2022-05-31,,2.789591789245605,5.997159004211426,2.318349123001098,1.6353552341461182,1.2869999408721924,,1.673673391342163,14.964356422424316,5.375662326812744,6.093420505523682,14.768963813781738,,,,1.0078628063201904,0.7984856367111206,6.376743793487549,14.410564422607422,1.9600000381469729,3.369213581085205,20.821441650390625,9.309024810791016,6.804187297821045,5.027842998504639,18.98307991027832,4.063220024108887,7.56747579574585,0.8080000281333923,3.000999927520752,15.007651329040527,
2022-06-30,,2.7565786838531494,5.81370210647583,2.2525558471679688,1.6674208641052246,1.0750000476837158,,1.7688263654708862,13.049833297729492,5.188844203948975,6.067417144775391,14.113463401794434,,,,0.8938909769058228,0.7091813087463379,6.635260105133057,14.955148696899414,1.9989999532699585,3.37011456489563,20.01197052001953,9.361717224121094,7.003509044647217,4.777744293212891,17.600088119506836,4.15176248550415,7.511141777038574,0.7250000238418579,2.9489998817443848,14.592845916748049,
2022-07-31,,3.028935432434082,6.174670219421387,2.197150707244873,1.739569067955017,1.0679999589920044,,1.6991608142852783,14.260726928710938,5.8142523765563965,5.9530029296875,14.801331520080566,,,,0.9397031664848328,0.787979245185852,8.03986644744873,14.955148696899414,1.8509999513626096,3.756583213806152,23.672584533691406,10.520953178405762,6.80338716506958,4.700127124786377,18.066957473754883,3.980363130569458,9.442578315734863,0.7450000047683716,2.819999933242798,15.264830589294434,
2022-08-31,,3.0396645069122314,6.225630283355713,2.181568384170532,1.8317583799362185,1.3700000047683716,,1.7841187715530396,14.849810600280762,7.608821392059326,6.472200393676758,14.785147666931152,,,,0.9866321086883544,0.772219717502594,7.824436664581299,15.927021980285645,1.950000047683716,3.603437185287476,23.03400230407715,10.459478378295898,7.204433441162109,4.657007694244385,18.181472778320312,4.025040626525879,9.952262878417969,0.7620000243186951,3.1419999599456787,14.932985305786133,
2022-09-29,,2.837460517883301,5.977624416351318,2.009293556213379,1.6634128093719482,1.25,,1.5819185972213743,13.827095985412598,6.45163631439209,5.980739593505859,14.51809310913086,,,,0.9195910692214966,0.7328206896781921,7.669325351715088,15.709189414978027,1.8600000143051147,3.693522930145264,22.21553611755371,9.572487831115724,7.124383449554443,4.647521018981934,17.529619216918945,3.744791269302368,9.031253814697266,0.6940000057220459,2.759999990463257,14.932985305786133,
2022-10-31,,2.806098222732544,5.345718860626221,1.909738063812256,1.6730324029922483,1.2070000171661377,,1.5479356050491333,12.902563095092772,6.559523582458496,6.032745838165283,14.162020683288574,,,,0.93523371219635,0.7923568487167358,8.419025421142578,15.985672950744627,1.870000004768372,3.693522930145264,21.936717987060547,10.160888671875,7.104372024536133,4.398283958435059,17.564855575561523,3.700112819671631,9.156438827514648,0.6320000290870667,2.7869999408721924,14.31077766418457,
2022-11-30,,2.7235658168792725,5.045053958892822,1.8500045537948608,1.6834537982940674,1.1130000352859497,,1.333841323852539,12.182572364807127,7.163690567016602,5.690370559692383,13.449872016906738,,,,0.8704270124435425,0.6829153299331665,7.645197868347168,15.189736366271973,1.8480000495910645,3.576411485671997,21.83778190612793,9.6251802444458,6.961884021759033,4.303419589996338,17.26535415649414,3.7358551025390634,8.959718704223633,0.5950000286102295,2.25,13.207395553588867,
2022-12-29,,2.371152639389038,4.246678352355957,1.6907153129577637,1.5864548683166504,1.0010000467300415,,1.2395378351211548,10.480775833129885,6.549165725708008,5.380932331085205,12.770094871520996,,,,0.7776848673820496,0.6163748502731323,7.927842617034912,15.038932800292969,1.468000054359436,3.298946619033813,16.693130493164062,9.133382797241213,6.964285373687744,4.138699531555176,15.85593605041504,3.931624174118042,9.075963020324709,0.550000011920929,2.032000064849853,12.112309455871582,
2023-01-31,3.69818115234375,2.34391713142395,5.096014022827148,1.6751327514648438,1.682652235031128,1.0,,1.4995092153549194,11.495308876037598,6.629434585571289,5.373998165130615,13.037149429321287,,,3.756227970123291,0.7720987796783447,0.6295077800750732,7.703795433044434,14.96352767944336,1.4500000476837158,3.423265218734741,17.69148063659668,9.054344177246094,6.92426061630249,3.4548094272613525,15.85593605041504,4.142827033996582,8.494743347167969,0.6000000238418579,1.6050000190734863,11.697504997253418,
2023-02-28,3.291121006011963,2.2696382999420166,5.223413944244385,1.4284077882766724,1.6834537982940674,0.8730000257492065,,1.558980107307434,11.388944625854492,5.957946300506592,5.191975116729736,12.867205619812012,,,3.448685884475708,0.6234888434410095,0.5982322692871094,7.927842617034912,14.350556373596191,0.9700000286102296,3.288136482238769,17.260799407958984,9.212421417236328,7.058743953704834,3.122781991958618,15.413800239562988,3.651978969573975,8.047652244567871,0.5429999828338623,1.4249999523162842,11.58135986328125,
2023-03-30,3.5777626037597656,2.2972240447998047,5.140028476715088,1.4782891273498535,1.6826523542404177,0.8759999871253967,,1.599305510520935,11.534833908081056,4.9271559715271,5.259108066558838,12.268353462219238,,,3.332451105117798,0.6748881340026855,0.6055613160133362,8.475142478942871,15.321978569030762,1.0800000429153442,3.240715503692627,16.499839782714844,9.040908813476562,6.700123310089111,2.8270177841186523,14.700281143188477,3.6295104026794434,7.655175685882568,0.5370000004768372,1.3250000476837158,13.265467643737791,
2023-04-30,3.347931385040283,2.266359329223633,5.209990978240967,1.4165804386138916,1.6809256076812744,1.0140000581741333,,1.8484662771224976,11.490468978881836,4.617559432983398,5.527410984039307,12.87615966796875,,,3.1595358848571777,0.6480714082717896,0.6687742471694946,8.650239944458008,14.518349647521973,1.25,3.6885507106781006,16.601919174194336,8.86903190612793,7.665312767028809,3.0917701721191406,13.9959135055542,3.456676721572876,8.56783676147461,0.5559999942779541,1.4839999675750732,13.012164115905762,
2023-05-31,3.3044989109039307,2.2637135982513428,4.9593658447265625,1.4882715940475464,1.8389172554016116,1.156999945640564,,1.6982502937316897,10.62979221343994,5.0678815841674805,6.313286304473877,12.53055191040039,,,3.1819710731506348,0.8827177882194519,0.7347354888916016,9.57627773284912,14.006143569946287,1.3669999837875366,3.700730085372925,16.25855827331543,9.13324737548828,7.8435750007629395,2.8629164695739746,14.64539623260498,3.3884072303771973,9.499123573303224,0.7009999752044678,2.25600004196167,12.712512016296388,
2023-06-26,3.347931385040283,2.2831146717071533,5.135600566864014,1.3966158628463743,1.9502882957458496,1.0440000295639038,,1.6361850500106812,9.96432113647461,4.50849723815918,5.805685520172119,12.42421054840088,,1.683544039726257,3.2746870517730717,0.8380231261253357,0.7136645317077637,9.874125480651855,14.995227813720703,1.4819999933242798,3.810346841812134,16.43487548828125,9.142390251159668,7.754443645477295,2.6923980712890625,14.105684280395508,3.327915668487549,9.638815879821776,0.6830000281333923,1.840000033378601,12.712512016296388,
2023-07-31,3.3651235103607178,2.478003740310669,5.535006523132324,1.569944977760315,1.9684183597564695,1.1399999856948853,,1.861958622932434,11.827642440795898,5.025664329528809,5.709603309631348,12.681201934814451,,,3.282562017440796,0.93523371219635,0.8107741475105286,10.316387176513672,14.83626651763916,1.2999999523162842,3.949007272720337,19.627197265625,9.489800453186035,7.709877490997314,2.64752459526062,15.53271770477295,3.435072422027588,9.778509140014648,0.8519999980926514,2.4730000495910645,12.349297523498535,
2023-08-31,3.320786237716675,2.309570074081421,5.030213832855225,1.5608701705932615,1.8225136995315552,1.0399999618530271,,2.365677118301392,10.966964721679688,4.4187846183776855,5.437674522399902,12.22925090789795,2.5654749870300293,1.8091193437576292,3.3796870708465576,0.8447268009185791,0.7420644760131836,9.747766494750977,14.129779815673828,1.2389999628067017,3.47306489944458,17.928956985473633,9.04273796081543,8.004011154174805,2.5317516326904297,14.270342826843262,3.024592161178589,8.917068481445312,0.8619999885559082,2.3359999656677246,12.53090476989746,
2023-09-28,3.402222156524658,2.2751777172088623,4.782245635986328,1.4746593236923218,1.802656888961792,1.0049999952316284,,2.635526180267334,12.164813995361328,4.198020935058594,5.25729513168335,12.2735595703125,2.3585362434387207,1.6935900449752808,3.348843097686768,0.8134406208992004,0.7200774550437927,9.648484230041504,14.571334838867188,1.1799999475479126,3.4852445125579834,17.223676681518555,8.776694297790527,7.914880275726318,2.762400388717652,14.08738899230957,3.104095697402954,9.545687675476074,0.8759999871253967,2.2320001125335693,12.53090476989746,
2023-10-31,3.23120641708374,2.2310853004455566,4.539590835571289,1.3748362064361572,1.9761883020401,0.8320000171661377,0.7182462215423584,2.4646215438842773,10.842743873596191,3.30881142616272,4.885658264160156,11.413968086242676,2.466257810592652,1.4047671556472778,3.33703088760376,0.6704187393188477,0.6275483965873718,8.926426887512207,13.114201545715332,1.190000057220459,3.297865867614746,16.14719581604004,8.456709861755371,7.77226972579956,2.4231581687927246,13.62086009979248,3.037554979324341,8.391823768615723,0.9350000023841858,2.177999973297119,12.258493423461914,
2023-11-30,3.314452171325684,2.381000280380249,4.720253467559815,1.4610470533370972,1.9684183597564695,0.8740000128746033,0.7887497544288635,2.4646215438842773,11.0911865234375,3.3747763633728027,5.03068733215332,11.644373893737791,2.6779215335845947,1.2741690874099731,3.3796870708465576,0.7385773062705994,0.6669419407844543,9.287455558776855,14.05912971496582,1.156000018119812,3.0355355739593506,17.63199806213379,9.169816970825195,7.8435750007629395,2.333411455154419,14.36181926727295,3.1982903480529785,8.847222328186035,0.8790000081062317,2.2709999084472656,11.904359817504885,
2023-12-31,3.608527183532715,2.552079439163208,5.490726470947266,1.6606932878494265,2.0633859634399414,0.8579999804496765,0.8268205523490906,2.481712102890014,11.605817794799805,3.694927215576172,4.975395202636719,12.220388412475586,2.710993766784668,1.2406823635101318,3.3862500190734863,0.6971786022186279,0.6678580641746521,10.28930950164795,14.641983032226562,1.4700000286102295,3.297865867614746,19.95199966430664,9.77321434020996,7.931815147399902,2.242767572402954,15.121074676513672,3.4108757972717285,9.033479690551758,0.9509999752044678,2.359999895095825,12.258493423461914,
