Date,A5G.IR,C5H.IR,DLE.IR,EG7.IR,GL9.IR,GRP.IR,GRW.IR,GVR.IR,HSW.IR,IR5B.IR,KMR.IR,KRX.IR,KRZ.IR,MIO.IR,MLC.IR,OIZ.IR,OVXA.IR,RYA.IR,UPR.IR,^ISEQ
2022-05-31,2.182743549346924,0.9220312237739564,0.7020000219345093,6.592092037200928,10.01670265197754,0.959598422050476,6.199999809265137,0.9580000042915344,1.0800000429153442,3.8393049240112314,4.442939281463623,75.06649017333984,92.63143920898438,1.1933786869049072,4.25,3.8042917251586914,0.1209999993443489,13.790590286254885,3.676024913787842,7310.06005859375
2022-06-30,1.8981139659881592,0.8542095422744751,0.6460000276565552,6.564908981323242,9.554250717163086,0.980368971824646,5.599999904632568,0.9350000023841858,1.149999976158142,3.3123199939727783,4.0216264724731445,56.10437774658203,87.76923370361328,1.0648608207702637,3.950000047683716,3.5605390071868896,0.1199999973177909,10.892393112182615,2.837891101837158,6277.990234375
2022-07-29,1.9330377578735352,0.9323331713676452,0.6100000143051147,6.931890964508057,10.636387825012209,1.0094478130340576,5.150000095367432,1.0839999914169312,1.1699999570846558,3.643552541732788,4.059927940368652,61.5975227355957,99.21363067626952,1.0097819566726685,4.25,3.4305920600891118,0.1099999994039535,12.331831932067873,3.171184062957764,6808.75
2022-08-31,1.9784389734268188,0.8524925112724304,0.5360000133514404,6.897911071777344,11.836617469787598,1.0348563194274902,4.900000095367432,1.0140000581741333,1.0099999904632568,3.9001405239105225,3.945024013519287,55.36152648925781,98.82927703857422,0.9548934102058412,4.5,3.2313406467437744,0.1099999994039535,11.926084518432615,3.332929372787476,6977.77001953125
2022-09-30,2.170520544052124,0.7308683395385742,0.5479999780654907,6.795971393585205,11.00515842437744,0.975961983203888,4.019999980926514,0.890999972820282,0.8500000238418579,3.631010055541992,3.4311411380767822,45.49482345581055,87.63471984863281,0.9548934102058412,4.349999904632568,3.14037823677063,0.0900000035762786,10.124370574951172,3.093386650085449,6311.47021484375
2022-10-31,2.558175802230835,0.8681830167770386,0.6299999952316284,6.829951763153076,10.921077728271484,0.9675486087799072,3.5999999046325684,0.9900000095367432,1.0499999523162842,3.8667898178100586,3.885493278503418,50.168006896972656,84.85679626464844,0.9270810484886168,4.900000095367432,3.248666763305664,0.0900000035762786,11.87778091430664,3.437096118927002,6978.97998046875
2022-11-30,2.7013638019561768,0.8176866173744202,0.5199999809265137,7.679447650909424,10.81831169128418,0.9892523884773254,5.099999904632568,0.9259999990463256,1.100000023841858,3.979963779449463,4.112668991088867,52.465328216552734,87.30606842041016,0.9178102612495422,5.599999904632568,3.3829450607299805,0.0599999986588954,12.389795303344728,3.5009279251098637,7268.509765625
2022-12-30,3.1571204662323,0.768962025642395,0.5400000214576721,7.509548664093018,11.13594913482666,0.967932403087616,4.619999885559082,0.8460000157356262,1.2999999523162842,4.036551475524902,3.7288198471069336,49.65749740600586,81.23108673095703,0.9270810484886168,7.260000228881836,3.733801126480103,0.0599999986588954,11.795665740966797,3.0442848205566406,7108.81982421875
2023-01-31,3.352694272994995,0.864639401435852,0.6000000238418579,7.74740743637085,10.463308334350586,0.9551402926445008,4.699999809265137,0.9409999847412108,1.4299999475479126,4.055413722991943,4.151837348937988,57.727569580078125,82.87036895751953,1.0568723678588867,7.320000171661377,3.724334955215454,0.0799999982118606,14.350909233093262,3.3094325065612797,7907.509765625
2023-02-28,3.532552480697632,0.835404634475708,0.550000011920929,9.24252223968506,10.939762115478516,0.9554112553596495,4.699999809265137,0.9950000047683716,1.5800000429153442,4.055413722991943,4.386846542358398,60.45687103271485,87.38320922851562,1.0197890996932983,8.100000381469727,3.777922153472901,0.0700000002980232,14.20116901397705,3.2210500240325928,8214.900390625
2023-03-31,3.322657823562622,0.9036189913749696,0.5199999809265137,9.208541870117188,12.660048484802246,0.9424418210983276,3.880000114440918,1.0,1.5299999713897705,4.116716384887695,4.112668991088867,61.89023971557617,88.55963134765625,0.9363518953323364,6.900000095367432,3.6886098384857178,0.0604999996721744,14.375061988830566,2.9264419078826904,8341.1904296875
2023-04-28,3.4611759185791016,0.9340223073959352,0.5600000023841858,9.3757963180542,13.02961540222168,0.9337956309318542,3.0799999237060547,0.9459999799728394,1.2699999809265137,4.413799285888672,4.451025009155273,61.81354904174805,92.7284164428711,0.899268627166748,5.0,3.532312631607056,0.0604999996721744,14.331588745117188,2.9867563247680664,8432.1201171875
2023-05-31,3.4025719165802,0.9522649049758912,0.550000011920929,9.082801818847656,12.821142196655272,0.9300734996795654,3.140000104904175,1.0399999618530271,1.3200000524520874,4.302246570587158,4.408633708953857,61.20231628417969,88.58944702148438,1.068087458610535,4.800000190734863,3.125940322875977,0.0850000008940696,15.891785621643066,3.252902746200561,8462.150390625
2023-06-30,3.418554782867432,1.0580719709396362,0.5649999976158142,9.33917236328125,12.982234001159668,0.8932216763496399,3.059999942779541,1.1200000047683716,1.3200000524520874,4.494740962982178,4.6205878257751465,60.03899765014648,86.84058380126953,0.955657124519348,4.679999828338623,3.005625009536743,0.0799999982118606,16.630826950073242,2.937469959259033,8723.1103515625
2023-07-31,3.7985916137695312,0.9960471987724304,0.5899999737739563,9.449044227600098,13.370755195617676,0.9283186793327332,3.180000066757202,1.0740000009536743,1.4700000286102295,4.6391119956970215,4.17124605178833,71.96793365478516,87.7927474975586,0.8807035684585571,4.5,2.883958339691162,0.0799999982118606,15.186556816101074,2.8339684009552,9066.099609375
2023-08-31,3.7311086654663086,1.0489507913589478,0.5899999737739563,9.558917045593262,14.673224449157717,0.8848898410797119,2.859999895095825,1.0019999742507937,1.4700000286102295,4.282997131347656,4.035595893859863,76.97610473632812,83.69264221191406,0.8151193261146545,4.579999923706055,2.95605731010437,0.0900000035762786,15.655098915100098,2.750181198120117,8945.9404296875
2023-09-29,3.782608985900879,1.0258660316467283,0.5899999737739563,9.680997848510742,14.931488037109377,0.8572649359703064,2.759999990463257,0.996999979019165,1.409999966621399,4.347633361816406,4.177551746368408,70.20248413085938,76.93038177490234,0.7495349645614624,4.539999961853027,2.938032388687134,0.0199999995529651,15.374939918518066,2.2240235805511475,8416.580078125
2023-10-31,3.635211229324341,1.044620394706726,0.5400000214576721,9.284235000610352,14.233219146728516,0.7726077437400818,2.5999999046325684,0.9120000004768372,1.2999999523162842,4.182287693023682,4.072235107421875,62.80233383178711,71.13398742675781,0.5434128046035767,4.059999942779541,2.8298842906951904,0.0149999996647238,13.698816299438477,2.0708131790161133,7834.7900390625
2023-11-30,3.7772812843322754,1.1927802562713623,0.5400000214576721,8.847796440124512,14.807137489318848,0.8797416090965271,2.9200000762939453,1.0720000267028809,1.4299999475479126,4.318454742431641,4.177551746368408,72.02284240722656,72.44188690185547,0.6262058019638062,4.420000076293945,3.122786045074463,0.025000000372529,16.97861099243164,2.2388503551483154,8355.5302734375
2023-12-29,3.44519305229187,1.2396663427352903,0.6050000190734863,9.006502151489258,14.26191520690918,0.921461284160614,3.240000009536743,1.2200000286102295,1.5299999713897705,4.211465835571289,4.019577026367188,77.56306457519531,76.77552032470703,0.6118652820587158,4.5,3.100255250930786,0.0099999997764825,18.427709579467773,2.668828248977661,8760.3603515625
2024-01-31,3.619228601455689,1.329687476158142,0.5849999785423279,9.323911666870115,15.821064949035645,0.834394097328186,3.0999999046325684,1.22599995136261,1.5800000429153442,4.478938102722168,3.19459867477417,74.75337982177734,80.69921112060547,0.6214256882667542,4.960000038146973,3.1976869106292725,0.0099999997764825,18.841785430908203,2.7775580883026123,9178.1201171875
2024-02-29,3.805695056915283,1.3634454011917114,0.5799999833106995,10.117436408996582,16.01236915588379,0.8312971591949463,2.9600000381469727,1.133999943733215,1.809999942779541,4.396265029907227,3.001518487930298,82.58883666992188,79.19609832763672,0.5210415124893188,5.900000095367432,2.976670503616333,0.0144999995827674,19.66608238220215,2.6885974407196045,9489.669921875
