Date,ANDR.PR,ATS.PR,COLOS.PR,CPI.PR,CTPNV.PR,CZ0000001367.PR,CZ0003533069.PR,CZ0003534596.PR,CZ0003539892.PR,CZ0003546871.PR,CZ0003550378.PR,CZ0003550709.PR,CZ0003550808.PR,CZ0003556177.PR,CZ0003556441.PR,CZ0003558579.PR,CZ0003561441.PR,CZ0003561748.PR,CZ0003562555.PR,CZ0003565723.PR,CZ0003566234.PR,CZ0003566770.PR,CZ0003567679.PR,CZ0003569089.PR,CZ0003571051.PR,CZ0003704413.PR,CZ0003706517.PR,CZ0003707671.PR,CZG.PR,DBK.PR,DSPW.PR,EFORU.PR,ENRGA.PR,EOAN.PR,ERBAG.PR,FACC.PR,FIXED.PR,FPXAA.PR,GEN.PR,GEV.PR,HWIO.PR,JTINA.PR,JTINB.PR,JTINV.PR,KARIN.PR,KGH.PR,MMCTE.PR,MONET.PR,NOKIA.PR,OMV.PR,PEN.PR,PINK.PR,PKN.PR,PKO.PR,PRIUA.PR,PVT.PR,RWE.PR,SABFG.PR,SHELL.PR,SKAB.PR,TABAK.PR,TMR.PR,VOE.PR,VOW.PR,WIE.PR,WPS.PR
2023-03-31,1370.1497802734375,636.6500244140625,190.0,,266.5121459960937,,,,,,,,,,,,,,,,,,,,,,,,527.1966552734375,221.74986267089844,,114.79559326171876,2300.186767578125,266.6976928710937,715.2366943359375,162.60000610351562,206.0,,378.251953125,222.0,15.0,,,,175.0,618.77783203125,,65.50630950927734,103.47460174560548,970.5096435546876,58.79999923706055,613.5416870117188,286.4326477050781,128.0751953125,448.0,1.0800000429153442,890.6732788085938,809.9066162109375,,323.2240295410156,13952.806640625,510.0,804.9068603515625,2933.57177734375,607.5220947265625,
2023-04-28,1435.4188232421875,644.6456298828125,189.0,,264.6576843261719,,,,,,,,,,,,,,,,,,,,,,,,527.1966552734375,231.4258575439453,,124.42879486083984,2300.186767578125,281.6969299316406,770.9591064453125,162.60000610351562,206.0,,383.7410583496094,240.0,15.800000190734863,,,,177.0,618.77783203125,,65.00242614746094,91.7415771484375,994.2000732421876,64.0,493.8020935058594,320.14208984375,162.5740509033203,540.0,1.899999976158142,996.6131591796876,854.2298583984375,631.2136840820312,336.69976806640625,13984.48046875,500.0,704.8168334960938,2877.575927734375,642.0380859375,
2023-05-31,1192.7777099609375,699.6154174804688,260.0,,271.0296936035156,,,,,,,,,,,,,,,,,,,,,,,,538.9725341796875,228.7423858642578,,145.30072021484375,2689.734375,267.5734558105469,720.3078002929688,157.60000610351562,200.0,,374.39501953125,238.0,16.0,,,,172.0,568.837890625,,65.74957275390625,90.72443389892578,1007.3392944335938,69.80000305175781,455.0,309.912353515625,162.5740509033203,625.0,1.2000000476837158,933.6708374023438,900.978759765625,,289.2922668457031,15574.955078125,500.0,704.8168334960938,2811.56787109375,633.3514404296875,
2023-06-30,1192.7777099609375,769.576904296875,220.0,,271.9908142089844,,,,,,,,,,,,,,,,,,,,,,,,529.558837890625,225.74575805664065,,,2795.78125,276.2596130371094,753.3302001953125,145.0,191.0,,399.354736328125,234.0,12.5,,,,180.0,591.917724609375,,66.2476806640625,88.75000762939453,905.2778930664062,67.19999694824219,400.0,337.67877197265625,162.5740509033203,715.0,1.600000023841858,941.6509399414062,900.978759765625,,290.35870361328125,15427.3251953125,505.0,749.6778564453125,2932.2060546875,640.5441284179688,
2023-07-31,1151.92236328125,815.0,220.0,,285.6383972167969,,,,,,,,,,,,,,,,,,,,,,,,538.1618041992188,249.71875,,145.30072021484375,2795.78125,274.1629638671875,829.7506713867188,145.8000030517578,176.0,,416.3273010253906,234.0,11.5,,,,190.0,663.5758666992188,,70.97965240478516,87.2441635131836,967.16015625,63.0,467.0,374.0187072753906,214.10025024414065,720.0,1.6100000143051147,978.2596435546876,900.978759765625,648.451416015625,328.6531066894531,15630.31640625,520.0,700.6316528320312,2933.70166015625,694.2890625,
2023-08-31,1171.851806640625,769.0,220.0,,311.08935546875,,,,,,,,,,,,,,,,,,,,,,,,536.25,246.72213745117188,,,2795.78125,273.064697265625,803.11328125,157.1999969482422,194.0,,454.8915100097656,240.0,12.5,,,,178.0,575.8961791992188,220.0,68.73819732666016,86.685546875,1028.0443115234375,55.5,425.0,340.8323974609375,196.4313201904297,800.0,1.600000023841858,927.6857299804688,900.978759765625,,313.6261901855469,16054.7529296875,620.0,660.6754760742188,2769.19482421875,621.1639404296875,
2023-09-29,1168.8624267578125,676.0,170.0,,,,,,,,,,,,,,,,,,,,,,,,,,532.4264526367188,253.3147125244141,,160.22018432617188,2506.5625,278.0068359375,798.125,147.0,190.0,,424.4322509765625,238.0,12.5,,,,174.0,583.8670043945312,220.0,69.568359375,86.78529357910156,1111.3857421875,53.70000076293945,417.0,310.3868103027344,181.4768829345703,900.0,1.600000023841858,864.7427978515625,900.978759765625,,360.1611328125,15833.3076171875,610.0,633.90478515625,2700.401123046875,594.99072265625,
2023-10-31,1044.801513671875,573.0,160.0,,326.20220947265625,,,,,,,,,,,,,,,,,,,,,,,,531.4705810546875,252.5156097412109,,159.3541259765625,2410.15625,277.7073059082031,825.1614379882812,138.39999389648438,169.0,,394.4723510742188,242.0,11.5,,,,165.0,614.1564331054688,220.0,74.46636962890625,79.72350311279297,973.1487426757812,50.5,218.0,363.2711791992188,222.09571838378903,890.0,1.600000023841858,876.2141723632812,900.978759765625,,342.61358642578125,14744.537109375,615.0,586.1571655273438,2477.569580078125,568.6177368164062,25.600000381469727
2023-11-30,1194.2724609375,608.0,160.0,,353.2875671386719,,,,,,,,,,,,,,,,,,,,,,,,501.8382568359375,275.8892822265625,,,2410.15625,291.0360717773437,895.895263671875,141.60000610351562,185.0,,480.4957275390625,250.0,11.0,,,,169.0,656.601318359375,214.0,72.47396087646484,78.83535766601562,964.1658325195312,48.400001525878906,256.0,329.1681823730469,263.8497009277344,860.0,1.600000023841858,951.6260375976562,921.7510375976562,740.5,338.347900390625,14486.1845703125,560.0,627.3120727539062,2527.419921875,630.9539184570312,
2023-12-29,1331.287353515625,638.0,162.0,,376.840087890625,,,,,,,,,,,,,,,,,,,,,,,,507.5735473632813,302.6591186523437,,155.88990783691406,2468.0,309.5066223144531,899.9856567382812,142.0,188.0,,509.4653015136719,282.0,11.0,,,,180.0,707.4157104492188,224.0,77.70403289794922,73.2669906616211,981.3331909179688,45.900001525878906,246.0,376.8135681152344,284.1838073730469,885.0,1.7999999523162842,1002.299560546875,921.7510375976562,730.0,376.93310546875,14412.3701171875,595.0,705.2266235351562,2751.747314453125,746.635498046875,
2024-01-31,1437.4117431640625,565.0,144.0,,389.59771728515625,,,,,,,,,,,,,,,,,,,,,,,,556.3235473632812,299.5126953125,,154.1577911376953,2795.78125,311.50341796875,993.6655883789062,146.1999969482422,171.0,,553.4191284179688,276.0,11.100000381469728,,,,169.0,639.4639282226562,,82.18696594238281,83.15509033203125,1003.091796875,50.900001525878906,264.0,352.4966125488281,288.14996337890625,1230.0,1.7400000095367432,849.6803588867188,921.7510375976562,,371.5040588378906,14762.9912109375,580.0,687.4461059570312,2891.32861328125,765.2164306640625,
2024-02-29,1526.0977783203125,480.0,169.0,,370.7556762695313,,,,,,,,,,,,,,,,,,,,,,,,587.86767578125,313.0973815917969,,,2583.6875,298.52410888671875,933.0081176757812,154.1999969482422,165.0,,496.1044921875,272.0,12.0,,,,163.0,639.4639282226562,244.0,85.50765228271484,81.85735321044922,1029.04248046875,47.59999847412109,239.0,361.8872985839844,327.3169250488281,995.0,1.0800000429153442,778.8569946289062,913.0552978515624,,407.9563903808594,14320.1015625,575.0,641.4965209960938,3131.109619140625,820.759521484375,23.399999618530277
2024-03-28,1457.8182373046875,449.0,120.0,,410.2061462402344,,,,,,,,,,,,,,,,,,,,,,,,583.0882568359375,372.5803833007813,,148.96145629882812,3085.0,320.83856201171875,1039.5577392578125,162.0,158.0,,519.585693359375,258.0,11.600000381469728,,,,156.0,649.427490234375,238.0,84.67748260498047,82.8556137084961,1095.4161376953125,45.400001525878906,215.0,380.3721008300781,342.4879150390625,915.0,1.590000033378601,797.31103515625,921.7510375976562,771.4000244140625,429.6436462402344,14596.9072265625,515.0,652.28466796875,3060.32177734375,858.7206420898438,21.399999618530277
2024-04-30,1331.550537109375,526.5,130.0,,392.8102416992188,,,,,,,,,,,,,,,,,,,,,,,,620.36767578125,379.6723937988281,,161.95228576660156,3085.0,313.9495544433594,1107.3984375,156.39999389648438,147.0,,489.6096801757813,258.0,11.0,,,,145.0,786.1281127929688,320.0,86.47624206542969,84.4441146850586,1142.326904296875,44.900001525878906,180.0,390.0099182128906,357.3614501953125,920.0,1.100000023841858,821.8497924804688,973.6109008789062,,403.52728271484375,14762.9912109375,520.0,637.900390625,3014.45947265625,849.1304931640625,20.200000762939453
2024-05-31,1337.0404052734375,533.5,130.0,,409.70361328125,,,,,,,,,,,,,,,,,,,,,,,,639.4852905273438,376.2000122070313,,187.06788635253903,3085.0,302.70001220703125,1116.5,175.8000030517578,160.0,,564.6759643554688,256.0,11.5,,,,164.0,867.0325927734375,340.0,90.56817626953124,86.07205963134766,1136.83740234375,45.150001525878906,178.0,367.5711364746094,327.2177734375,810.0,1.100000023841858,858.8873291015625,964.4259033203124,,389.38909912109375,14960.0,500.0,662.4735107421875,2864.0,887.4000244140625,20.799999237060547
2024-06-28,1452.328369140625,549.0,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,647.1323852539062,371.75,,185.3357696533203,3000.0,308.54998779296875,1104.0,202.5,150.0,,569.6731567382812,258.0,9.5,,,,171.0,824.2000122070312,330.0,92.93240356445312,88.33921813964844,1013.5,43.0,128.5,387.5386657714844,359.8403625488281,935.0,1.7699999809265137,813.3463134765625,955.2409057617188,830.5999755859375,416.0945434570313,15280.0,500.0,639.2988891601562,2664.5,801.7999877929688,20.0
2024-07-31,1409.4073486328125,485.0,121.0,,411.9020385742188,,,,,,,,,,,,,,,,,,,,,,,,666.0,368.4500122070313,,183.60366821289065,3000.0,332.0,1218.0,182.0,150.0,,609.650146484375,256.0,9.0,,,,168.0,756.5999755859375,334.0,97.8427276611328,89.91793060302734,980.0,43.34999847412109,150.0,378.8893737792969,344.1736145019531,890.0,1.1100000143051147,873.867919921875,973.6109008789062,,417.2727355957031,15360.0,515.0,610.0,2645.0,799.4000244140625,
2024-08-30,1388.4459228515625,447.0,121.0,,436.6841125488281,,,,,,,,,,,,,,,,,,,,,,,,648.0,371.5499877929688,,187.06788635253903,2860.0,322.5,1238.0,198.0,150.0,,592.7876586914062,256.0,9.5,,,,159.0,814.0,320.0,99.11577606201172,96.93152618408205,978.0,40.0,168.0,371.6733703613281,335.6000061035156,945.0,1.7000000476837158,816.0427856445312,988.66650390625,807.7999877929688,445.1563720703125,15180.0,525.0,546.2000122070312,2448.5,745.0,21.200000762939453
2024-09-30,1639.484130859375,519.0,110.0,,420.4957885742188,,,,,,,,,,,,,,,,,,,,,,,,645.0,386.6000061035156,,192.0,2860.0,339.6499938964844,1234.0,198.0,155.0,,609.7816162109375,258.0,9.0,,,,159.0,958.7999877929688,,101.11627960205078,97.91063690185548,955.5999755859376,37.900001525878906,182.0,332.0,341.79998779296875,900.0,1.7000000476837158,821.7354125976562,988.66650390625,750.0,445.3527526855469,15300.0,540.0,536.7999877929688,2417.0,763.7999877929688,
2024-10-31,1538.17041015625,428.6000061035156,95.0,,389.7180786132813,,,,,,,,,,,,,,,,,,,,,,,,615.0,391.8500061035156,,183.0,3200.0,315.0,1291.0,162.1999969482422,155.0,,676.7576293945312,260.0,8.399999618530273,,,,146.0,904.7999877929688,328.0,105.48101043701172,109.13251495361328,968.0,32.29999923706055,145.0,303.0,326.1000061035156,885.0,1.399999976158142,753.3240356445312,988.66650390625,,484.6254577636719,16240.0,590.0,500.0,2310.0,710.0,24.799999237060547
2024-11-29,1340.034912109375,325.3999938964844,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,618.0,400.1000061035156,,,3000.0,308.20001220703125,1293.5,156.8000030517578,140.0,,737.8621215820312,272.0,10.0,,,,144.0,740.4000244140625,,114.5522003173828,101.57718658447266,957.0,26.899999618530277,129.0,304.04998779296875,319.8999938964844,900.0,1.6699999570846558,797.26708984375,988.66650390625,,481.0909118652344,16200.0,525.0,462.1000061035156,2000.0,695.5999755859375,
2024-12-30,1216.76171875,297.79998779296875,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,669.0,413.9500122070313,,181.0,3000.0,310.0,1486.5,150.0,138.0,,639.8804321289062,272.0,9.300000190734863,,,,152.0,686.7999877929688,318.0,115.29725646972656,103.69588470458984,922.7999877929688,23.700000762939453,107.5,280.0,356.3999938964844,900.0,1.399999976158142,724.5613403320312,998.0823974609376,738.5999755859375,499.94183349609375,16780.0,530.0,463.8999938964844,2268.5,655.7999877929688,
2025-01-31,1352.511962890625,321.0,86.0,,397.91217041015625,,,,,,,,,,,,,,,,,,,,,,,,712.0,475.3500061035156,,210.0,3200.0,290.75,1503.0,167.8000030517578,130.0,,654.8776245117188,260.0,9.899999618530272,,,,161.0,746.4000244140625,310.0,127.77692413330078,114.92893981933594,993.5999755859376,26.0,129.0,321.0,369.7000122070313,890.0,1.350000023841858,756.8195190429688,988.66650390625,,495.4254760742188,17160.0,525.0,510.2000122070313,2508.0,714.2000122070312,
2025-02-28,1446.33935546875,331.0,85.0,,414.8998718261719,,,,,,,,,,,,,,,,,,,,,,,,728.0,515.7999877929688,340.0,,3200.0,309.45001220703125,1620.5,182.0,130.0,,674.0,252.0,12.399999618530272,,,,152.0,848.0,300.0,126.65933990478516,111.76007080078124,1057.5,23.399999618530277,207.0,380.2000122070313,424.5,835.0,1.5,748.5302734375,988.66650390625,,495.4254760742188,17140.0,530.0,564.0,2659.0,804.2000122070312,19.899999618530277
2025-03-31,1416.0,362.0,86.0,,414.30029296875,,,,,,,,,,,,,,,,,,,,,,,,726.0,536.9000244140625,325.0,216.0,3120.0,344.79998779296875,1599.0,197.3999938964844,130.0,,620.0,262.0,11.800000190734863,,,,153.0,757.2000122070312,288.0,136.3450469970703,119.95713806152344,1175.0,22.0,194.0,404.1000061035156,460.1000061035156,865.0,1.5,823.9325561523438,998.0823974609376,844.7999877929688,508.5818176269531,17900.0,530.0,594.5999755859375,2377.0,839.0,
2025-04-30,1560.0,356.0,80.0,426.0,415.0,,,,,,,,,,,,,,,,,,79.0,,,,,,671.0,566.9000244140625,323.0,250.0,3320.0,380.3999938964844,1480.0,183.3999938964844,136.0,,550.0,250.0,11.800000190734863,,,,148.5,729.2000122070312,,135.39999389648438,111.95999908447266,1110.0,19.799999237060547,195.0,391.5,426.2999877929688,820.0,1.4700000286102295,849.0999755859375,1026.3299560546875,727.0,490.7999877929688,17820.0,525.0,563.2000122070312,2355.5,775.2000122070312,18.600000381469727
