Rank,Name,Ticker,Return (%),Risk
1,AS Infortar,INF1T.TL,23.28,0.107
2,EfTEN Real Estate Fund AS,EFT1T.TL,8.49,0.072
3,AS Silvano Fashion Group,SFG1T.TL,37.54,0.315
4,AS Tallinna Sadam,TSM1T.TL,12.12,0.115
5,Enefit Green AS,EGR1T.TL,18.42,0.241
6,AS Trigon Property Development,TPD1T.TL,16.21,0.302
7,TKM Grupp AS,TKM1T.TL,3.76,0.086
8,Arco Vara AS,ARC1T.TL,5.22,0.141
9,AS LHV Group,LHV1T.TL,4.06,0.158
10,Coop Pank AS,CPA1T.TL,2.47,0.181
11,Hepsor AS,HPR1T.TL,2.74,0.63
12,AS Pro Kapital Grupp,PKG1T.TL,-4.95,0.443
13,AS Harju Elekter,HAE1T.TL,-4.6,0.11
14,AS Tallink Grupp,TAL1T.TL,-10.15,0.17
15,Nordic Fibreboard AS,SKN1T.TL,-16.18,0.209
