Rank,Name,Ticker,Return (%),Risk,Volatility,Follows Market Direction ?
1,Smart NZ Cash ETF,NZC.NZ,4.87,0.009,0.036,Yes
2,Smart NZ Bond ETF,NZB.NZ,6.53,0.018,0.04,Yes
3,Smart Gold ETF Units,GLD.NZ,41.82,0.138,,
4,Templeton Emerging Markets Investment Trust plc,TEM.NZ,34.85,0.128,,
5,NZX Limited,NZX.NZ,53.98,0.204,1.131,Yes
6,Henderson Far East Income Limited,HFL.NZ,20.35,0.09,,
7,Vector Limited,VCT.NZ,10.69,0.057,0.068,Yes
8,Hallenstein Glasson Holdings Limited,HLG.NZ,54.22,0.252,1.329,Yes
9,Channel Infrastructure NZ Limited,CHI.NZ,29.36,0.171,0.077,Yes
10,Genesis Energy Limited,GNE.NZ,13.27,0.082,0.214,Yes
11,Smart Australian Financials ETF,ASF.NZ,26.92,0.161,1.101,Yes
12,Scales Corporation Limited,SCL.NZ,30.56,0.181,0.161,Yes
13,,KWBHB.NZ,6.58,0.044,,
14,Smart Japan ESG ETF,JPN.NZ,13.27,0.093,0.469,Yes
15,Smart Europe ESG ETF,EUG.NZ,13.03,0.093,0.068,Yes
16,Millennium & Copthorne Hotels New Zealand Limited,MCK.NZ,56.3,0.346,0.827,No
17,Chorus Limited,CNU.NZ,16.09,0.123,0.494,Yes
18,Smart Europe ETF,EUF.NZ,12.17,0.095,0.114,Yes
19,Port of Tauranga Limited,POT.NZ,32.08,0.239,1.628,Yes
20,CDL Investments New Zealand Limited,CDI.NZ,22.02,0.172,0.659,Yes
21,Smart Asia Pacific ETF,APA.NZ,9.2,0.079,0.545,Yes
22,Freightways Group Limited,FRW.NZ,34.95,0.271,1.948,Yes
23,Smart Australian Dividend ETF,ASD.NZ,9.68,0.087,0.267,Yes
24,Fisher & Paykel Healthcare Corporation Limited,FPH.NZ,20.23,0.186,1.314,Yes
25,Skellerup Holdings Limited,SKL.NZ,34.15,0.311,2.516,Yes
26,EBOS Group Limited,EBO.NZ,17.25,0.174,1.285,Yes
27,Ventia Services Group Limited,VNT.NZ,35.56,0.339,0.01,No
28,Smart Emerging Markets ETF,EMF.NZ,10.79,0.117,0.302,Yes
29,Asset Plus Limited,APL.NZ,20.34,0.213,0.814,Yes
30,Smart Total World ETF,TWF.NZ,12.07,0.132,0.889,Yes
