Rank,Name,Ticker,Return (%),Risk
1,Festi hf.,FESTI.IC,64.21,0.19
2,Síminn hf.,SIMINN.IC,55.39,0.173
3,Heimar hf.,HEIMAR.IC,65.48,0.205
4,Kaldalón hf.,KALD.IC,63.42,0.218
5,Hagar hf,HAGA.IC,44.05,0.174
6,Reitir fasteignafélag hf.,REITIR.IC,44.08,0.199
7,Arion banki hf.,ARION.IC,28.54,0.158
8,Nova Klúbburinn hf.,NOVA.IC,21.38,0.127
9,Eik fasteignafélag hf.,EIK.IC,42.02,0.235
10,Skagi hf.,SKAGI.IC,61.4,0.323
11,Sjóvá-Almennar tryggingar hf.,SJOVA.IC,31.11,0.196
12,Íslandsbanki hf.,ISB.IC,20.9,0.209
13,Oculis Holding AG,OCS.IC,65.28,0.655
14,Eimskipafélag Íslands hf.,EIM.IC,19.61,0.262
15,Kvika banki hf.,KVIKA.IC,18.53,0.254
16,Skel fjárfestingafélag hf.,SKEL.IC,19.26,0.275
17,Amaroq Minerals Ltd.,AMRQ.IC,21.68,0.41
18,Icelandair Group hf.,ICEAIR.IC,20.19,0.515
19,Ölgerðin Egill Skallagrímsson hf.,OLGERD.IC,1.47,0.075
20,Iceland Seafood International hf.,ICESEA.IC,-12.94,0.182
21,Hampiðjan hf.,HAMP.IC,-14.04,0.148
